"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"159","목욕장업","11_44_01_P","3290000","3290000-202-1968-02453","19681126","","01","영업/정상","01","영업","","","","","051 804 0317","269.69","614863","부산광역시 부산진구 전포동 378-24","부산광역시 부산진구 황령대로74번길 26 (전포동)","47316","백수","20210708160720","U","2021-07-10 02:40:00.0","공동탕업","388323.926955136","185232.919948453","공동탕업","3","1","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"160","목욕장업","11_44_01_P","3290000","3290000-202-2004-00003","20040323","","01","영업/정상","01","영업","","","","","051 8057401","911.68","614862","부산광역시 부산진구 전포동 27-285","부산광역시 부산진구 동성로112번나길 5 (전포동)","47235","천지탕","20210715132621","U","2021-07-17 02:40:00.0","공동탕업","388336.25900389","186900.386486598","공동탕업","5","1","1","3","0","0","0","0","10","N","0","","","","자가","0","0","0","0","0","N",
"161","목욕장업","11_44_01_P","3290000","3290000-202-2002-00001","20020306","","01","영업/정상","01","영업","","","","","051 6450005","1,599.77","614826","부산광역시 부산진구 범천동 839-29","부산광역시 부산진구 자유평화로37번길 15-19 (범천동)","47366","조방해수탕","20210714114147","U","2021-07-16 02:40:00.0","공동탕업+찜질시설서비스영업","387908.173302428","184475.601883955","공동탕업+찜질시설서비스영업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"162","목욕장업","11_44_01_P","3290000","3290000-202-1995-00003","19950712","","01","영업/정상","01","영업","","","","","051 8912466","451.96","614100","부산광역시 부산진구 당감동 304-31","부산광역시 부산진구 동평로95번길 4 (당감동)","47144","백천탕","20210707141435","U","2021-07-09 02:40:00.0","공동탕업","385797.617096543","187104.009626679","공동탕업","33","0","3","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"163","목욕장업","11_44_01_P","3290000","3290000-202-1986-00901","19861105","","01","영업/정상","01","영업","","","","","051 8061550","129.52","614842","부산광역시 부산진구 부전동 39-1번지","부산광역시 부산진구 부전로 193-1 (부전동)","47248","수정","20120307162353","I","2018-08-31 23:59:59.0","공동탕업","387767.420859425","186950.054402186","공동탕업","5","1","4","4","","","","","","N","","","","","","","","","","","N",
"164","목욕장업","11_44_01_P","3290000","3290000-202-1986-00905","19861217","","01","영업/정상","01","영업","","","","","051 808 5888","350.77","614842","부산광역시 부산진구 부전동 41-3","부산광역시 부산진구 범전로19번길 28 (부전동)","47248","아주","20201012192247","U","2020-10-14 02:40:00.0","공동탕업","387720.671525171","186943.42388571","공동탕업","4","1","2","","0","","0","0","0","N","0","","","","","","","","","","N",
"165","목욕장업","11_44_01_P","3290000","3290000-202-1988-01010","19880317","","01","영업/정상","01","영업","","","","","051 894 8255","167.63","614814","부산광역시 부산진구 개금동 540-253","부산광역시 부산진구 엄광로 60 (개금동)","47388","용정탕","20210712143639","U","2021-07-14 02:40:00.0","공동탕업","384250.731933041","185068.767351358","공동탕업","3","1","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"166","목욕장업","11_44_01_P","3290000","3290000-202-1969-01809","19690208","","01","영업/정상","01","영업","","","","","051 897 9062",".00","614817","부산광역시 부산진구 당감동 241-48","부산광역시 부산진구 당감로16번길 48 (당감동)","47181","대성","20211115150017","U","2021-11-17 02:40:00.0","공동탕업","385997.935611992","186856.507219786","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"167","목욕장업","11_44_01_P","3290000","3290000-202-1972-01743","19720916","","01","영업/정상","01","영업","","","","","051 891 4313","228.17","614100","부산광역시 부산진구 당감동 315-1","부산광역시 부산진구 백양순환로164번길 19 (당감동)","47144","동양탕","20210707141224","U","2021-07-09 02:40:00.0","공동탕업","385857.905693903","187198.764824633","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"168","목욕장업","11_44_01_P","3290000","3290000-202-1970-02458","19700509","","01","영업/정상","01","영업","","","","","051 808 4222","165.29","614824","부산광역시 부산진구 범전동 63-32","부산광역시 부산진구 경마장로 3 (범전동)","47201","경마탕","20200916112322","U","2020-09-18 02:40:00.0","공동탕업","387912.723331769","187432.977730091","공동탕업","2","0","2","","0","","0","0","0","N","0","","","","","","","","","","N",
"169","목욕장업","11_44_01_P","3290000","3290000-202-1983-01958","19830222","","01","영업/정상","01","영업","","","","","051 808 3154","209.36","614837","부산광역시 부산진구 부암동 218-15","부산광역시 부산진구 백양대로34번길 20 (부암동)","47188","수명탕","20210707141126","U","2021-07-09 02:40:00.0","공동탕업","386335.246204503","186867.557330587","공동탕업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"170","목욕장업","11_44_01_P","3290000","3290000-202-1986-00900","19861105","","01","영업/정상","01","영업","","","","","051 806 1550","304.76","614842","부산광역시 부산진구 부전동 39-1","부산광역시 부산진구 부전로 193-1 (부전동)","47248","수정","20210709145241","U","2021-07-11 02:40:00.0","공동탕업","387767.420859425","186950.054402186","공동탕업","5","1","3","3","","","","","","N","","","","","","","","","","","N",
"171","목욕장업","11_44_01_P","3290000","3290000-202-2003-00028","20030917","","01","영업/정상","01","영업","","","","","051 8035563","1,079.78","614871","부산광역시 부산진구 초읍동 271-20","부산광역시 부산진구 새싹로 201 (초읍동)","47108","성지대중탕","20201012191208","U","2020-10-14 02:40:00.0","공동탕업+찜질시설서비스영업","386580.580006571","188024.074943643","공동탕업+찜질시설서비스영업","6","1","2","4","","","","","8","N","","","","","자가","","","","","","N",
"172","목욕장업","11_44_01_P","3290000","3290000-202-2005-00002","20050207","","01","영업/정상","01","영업","","","","","051 8913973","1,014.00","614806","부산광역시 부산진구 가야동 504","부산광역시 부산진구 가야공원로63번길 33-7 (가야동)","47384","가야스파벨리24사우나 찜질 헬스","20210707142410","U","2021-07-09 02:40:00.0","공동탕업+찜질시설서비스영업","384962.933744921","185193.268323203","공동탕업+찜질시설서비스영업","6","1","1","4","0","0","0","0","6","Y","0","","","","","0","0","0","0","0","N",
"173","목욕장업","11_44_01_P","3290000","3290000-202-1990-00002","19900111","","01","영업/정상","01","영업","","","","","051 893 6494","397.80","614812","부산광역시 부산진구 개금동 633-69","부산광역시 부산진구 진사로67번길 9 (개금동)","47393","수양탕","20210712143423","U","2021-07-14 02:40:00.0","공동탕업","383726.163740693","184781.43216207","공동탕업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"174","목욕장업","11_44_01_P","3290000","3290000-202-1996-02335","19960510","","01","영업/정상","01","영업","","","","","051 8922242","347.08","614820","부산광역시 부산진구 당감동 571-1","부산광역시 부산진구 가야대로589번길 56 (당감동)","47272","천수탕","20210707142526","U","2021-07-09 02:40:00.0","공동탕업","385670.069262594","186065.327698833","공동탕업","2","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"175","목욕장업","11_44_01_P","3290000","3290000-202-1973-01957","19730108","","01","영업/정상","01","영업","","","","","","288.52","614852","부산광역시 부산진구 양정동 60-2","부산광역시 부산진구 양정로15번길 5 (양정동)","47220","양지탕","20201012191819","U","2020-10-14 02:40:00.0","공동탕업","388941.616664982","187918.460107664","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"176","목욕장업","11_44_01_P","3290000","3290000-202-1995-00005","19951007","","01","영업/정상","01","영업","","","","","051 8925567","438.84","614809","부산광역시 부산진구 개금동 1-8","부산광역시 부산진구 백양관문로77번길 105 (개금동)","47165","대현탕","20201130095446","U","2020-12-02 02:40:00.0","공동탕업","384497.692322125","186681.149572814","공동탕업","3","0","2","","0","","0","0","0","N","0","","","","","","","","","","N",
"177","목욕장업","11_44_01_P","3290000","3290000-202-1963-02458","19630110","","01","영업/정상","01","영업","","","","","051 808 0606","325.20","614883","부산광역시 부산진구 당감동 978","부산광역시 부산진구 가야대로703번가길 16 (당감동)","47261","은하탕","20211112141231","U","2021-11-14 02:40:00.0","공동탕업","386644.41927165","186194.063060659","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"178","목욕장업","11_44_01_P","3290000","3290000-202-1966-01809","19661226","","01","영업/정상","01","영업","","","","","051 8956909","269.66","614805","부산광역시 부산진구 가야동 381-2","부산광역시 부산진구 대학로 11-15 (가야동)","47331","동남","20210707142555","U","2021-07-09 02:40:00.0","공동탕업","385640.315775457","185797.270100063","공동탕업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"179","목욕장업","11_44_01_P","3290000","3290000-202-1987-01369","19870519","","01","영업/정상","01","영업","","","","","051 3325715","281.07","614814","부산광역시 부산진구 개금동 605-23","부산광역시 부산진구 냉정로161번길 21-6 (개금동)","47319","향기탕","20220105160507","U","2022-01-07 02:40:00.0","공동탕업","383797.957399254","185392.250778281","공동탕업","4","1","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"180","목욕장업","11_44_01_P","3290000","3290000-202-1986-00894","19860827","","01","영업/정상","01","영업","","","","","051 644 1333","552.47","614828","부산광역시 부산진구 범천동 851-1","부산광역시 부산진구 황령대로18번길 43 (범천동)","47355","대원","20200803162127","U","2020-08-05 02:40:00.0","공동탕업","387834.714347587","184965.427400521","공동탕업","13","1","0","0","1","0","0","0","0","N","0","","","","","0","","","0","0","N",
"181","목욕장업","11_44_01_P","3290000","3290000-202-1986-00895","19860827","","01","영업/정상","01","영업","","","","","051 805 8787","294.92","614824","부산광역시 부산진구 범전동 9-48","부산광역시 부산진구 양성로 12 (범전동)","47202","동원탕","20200924114020","U","2020-09-26 02:40:00.0","공동탕업","388088.526793324","187343.455713124","공동탕업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"182","목욕장업","11_44_01_P","3290000","3290000-202-1968-02451","19680927","","01","영업/정상","01","영업","","","","","051 864 2564","490.28","614858","부산광역시 부산진구 양정동 503-42","부산광역시 부산진구 범양로 124 (양정동)","47207","한일탕","20201030175255","U","2020-11-01 02:40:00.0","공동탕업","388130.052275517","188048.984442333","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"183","목욕장업","11_44_01_P","3290000","3290000-202-2003-00030","20031120","","01","영업/정상","01","영업","","","","","051 6450580","1,526.87","614826","부산광역시 부산진구 범천동 839-44번지","부산광역시 부산진구 자유평화로3번길 14-16 (범천동)","47366","효성해수탕","20190221131753","U","2019-02-23 02:40:00.0","공동탕업+찜질시설서비스영업","387808.246109799","184470.370627994","공동탕업+찜질시설서비스영업","7","1","1","5","","","","","8","N","","","","","자가","","","","","","N",
"184","목욕장업","11_44_01_P","3290000","3290000-202-1999-02201","19990921","","01","영업/정상","01","영업","","","","","051 8536180","429.00","614857","부산광역시 부산진구 양정동 444","부산광역시 부산진구 거제대로23번길 15-9 (양정동)","47208","에버스스포렉스","20201012190043","U","2020-10-14 02:40:00.0","공동탕업","388161.205301121","187747.425006707","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"185","목욕장업","11_44_01_P","3290000","3290000-202-2000-02336","20000803","","01","영업/정상","01","영업","","","","","051 8969955","629.64","614801","부산광역시 부산진구 가야동 654-17","부산광역시 부산진구 가야공원로38번길 68 (가야동)","47380","옥수탕","20210707142335","U","2021-07-09 02:40:00.0","공동탕업","384569.871601409","185323.485085126","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"186","목욕장업","11_44_01_P","3290000","3290000-202-2003-00026","20030822","","01","영업/정상","01","영업","","","","","051 816 5509","1,126.24","614865","부산광역시 부산진구 전포동 198-12","부산광역시 부산진구 전포대로246번길 35 (전포동)","47301","목화사우나","20201012190702","U","2020-10-14 02:40:00.0","공동탕업+찜질시설서비스영업","388317.241048765","186361.567202044","공동탕업+찜질시설서비스영업","","","","","","","","","10","Y","","","","","","","","","","","N",
"187","목욕장업","11_44_01_P","3290000","3290000-202-2012-00001","20120703","","01","영업/정상","01","영업","","","","","051 898 5007","2,489.01","614813","부산광역시 부산진구 개금동 197-5 성원상떼뷰 상가1층,지하1층일부","부산광역시 부산진구 개금온정로 5 (개금동)","47268","신선 사우나 휘트니스","20210707142235","U","2021-07-09 02:40:00.0","공동탕업+찜질시설서비스영업","384430.630690869","185721.876196787","공동탕업+찜질시설서비스영업","22","5","1","0","1","0","0","0","4","N","0","","","","","0","0","0","0","0","N",
"188","목욕장업","11_44_01_P","3290000","3290000-202-1985-00629","19851011","","01","영업/정상","01","영업","","","","","051 8980056","196.73","614838","부산광역시 부산진구 부암동 329-4","부산광역시 부산진구 동평로127번길 16 (부암동)","47139","보성","20210707141145","U","2021-07-09 02:40:00.0","공동탕업","386094.670100012","187235.45288801","공동탕업","2","0","1","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"189","목욕장업","11_44_01_P","3290000","3290000-202-1990-00005","19900903","","01","영업/정상","01","영업","","","","","051 8978090","291.58","614100","부산광역시 부산진구 당감동 296-7","부산광역시 부산진구 백양대로60번길 66 (당감동)","47182","옥수탕","20211115150102","U","2021-11-17 02:40:00.0","공동탕업","385984.010055785","187032.767536084","공동탕업","4","0","3","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"190","목욕장업","11_44_01_P","3290000","3290000-202-1985-00630","19851226","","01","영업/정상","01","영업","","","","","051 891 8282","338.36","614822","부산광역시 부산진구 당감동 501-2","부산광역시 부산진구 당감로17번길 71 (당감동)","47178","산호","20210708160552","U","2021-07-10 02:40:00.0","공동탕업","385432.512643569","186682.011435114","공동탕업","4","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"191","목욕장업","11_44_01_P","3290000","3290000-202-1987-01367","19870413","","01","영업/정상","01","영업","","","","","051 808 0558","407.30","614871","부산광역시 부산진구 초읍동 249-16","부산광역시 부산진구 성지로83번길 36 (초읍동)","47126","억수","20210707143145","U","2021-07-09 02:40:00.0","공동탕업","386846.534885678","188368.092222956","공동탕업","4","1","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"192","목욕장업","11_44_01_P","3290000","3290000-202-1991-00003","19910426","","01","영업/정상","01","영업","","","","","051 8169700","439.92","614873","부산광역시 부산진구 초읍동 428-1","부산광역시 부산진구 성지로104번길 59 (초읍동)","47112","초읍탕","20210707143044","U","2021-07-09 02:40:00.0","공동탕업","386949.014968481","188875.786756505","공동탕업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"193","목욕장업","11_44_01_P","3290000","3290000-202-2003-00022","20030115","","01","영업/정상","01","영업","","","","","051 8973333","837.94","614811","부산광역시 부산진구 개금동 34","부산광역시 부산진구 개금본동로4번길 66 (개금동)","47169","옥천탕","20220302115712","U","2022-03-04 02:40:00.0","공동탕업","384510.802352823","186440.714011168","공동탕업","8","2","2","3","","","","","6","Y","","","","","","","","","","","N",
"194","목욕장업","11_44_01_P","3290000","3290000-202-2014-00001","20140822","","01","영업/정상","01","영업","","","","","051 244 0011","647.40","614853","부산광역시 부산진구 양정동 389-7번지 중앙대로 909동 25호","부산광역시 부산진구 중앙대로909번길 25 (양정동)","47213","양정사우나","20180119095619","I","2018-08-31 23:59:59.0","공동탕업","388444.133183637","187873.588175205","공동탕업","4","0","1","3","","","0","0","6","Y","0","","","","","0","","","0","0","N",
"195","목욕장업","11_44_01_P","3290000","3290000-202-2006-00001","20060913","","01","영업/정상","01","영업","","","","","051  8188818","1,480.07","614870","부산광역시 부산진구 전포동 876-4","부산광역시 부산진구 중앙대로 786 (전포동)","47241","에메랄드 스파24시","20201012192139","U","2020-10-14 02:40:00.0","공동탕업+찜질시설서비스영업","387908.119183991","186683.255444045","공동탕업+찜질시설서비스영업","28","6","3","3","0","0","0","0","6","Y","0","","","","자가","0","","","0","0","N",
"196","목욕장업","11_44_01_P","3290000","3290000-202-1984-01227","19840128","","01","영업/정상","01","영업","","","","","051 505 1236","350.32","614872","부산광역시 부산진구 초읍동 272-1","부산광역시 부산진구 초읍천로108번길 74 (초읍동)","47104","성지곡","20210707143009","U","2021-07-09 02:40:00.0","공동탕업","386398.440930503","188492.884297955","공동탕업","2","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"197","목욕장업","11_44_01_P","3290000","3290000-202-1987-01373","19871113","","01","영업/정상","01","영업","","","","","051 808 9461","310.72","614860","부산광역시 부산진구 연지동 181-18번지","부산광역시 부산진구 연지로13번길 5 (연지동)","47132","청호","20170517101232","I","2018-08-31 23:59:59.0","공동탕업","386764.920070283","187691.934058212","공동탕업","4","1","2","","0","","0","0","0","N","0","","","","","","","","","","N",
"198","목욕장업","11_44_01_P","3290000","3290000-202-1984-01228","19840130","","01","영업/정상","01","영업","","","","","051 894 8667","291.32","614879","부산광역시 부산진구 당감동 348-35","부산광역시 부산진구 백양순환로 12 (당감동)","47147","성수","20210707141935","U","2021-07-09 02:40:00.0","공동탕업","385189.389020507","187075.69659264","공동탕업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"199","목욕장업","11_44_01_P","3290000","3290000-202-2004-00002","20040312","","01","영업/정상","01","영업","","","","","051 8528344","251.38","614852","부산광역시 부산진구 양정동 64-11","부산광역시 부산진구 양정로10번길 5 (양정동)","47221","약수탕","20201130100616","U","2020-12-02 02:40:00.0","공동탕업","388884.586767553","187944.758136604","공동탕업","6","1","1","2","","","","","4","N","","","","","자가","","","","","","N",
"200","목욕장업","11_44_01_P","3290000","3290000-202-1984-01230","19840621","","01","영업/정상","01","영업","","","","","051 8043655","281.02","614825","부산광역시 부산진구 범전동 406","부산광역시 부산진구 새싹로 60-1 (범전동)","47205","신평화","20211115145624","U","2021-11-17 02:40:00.0","공동탕업","387210.693483907","186776.487545784","공동탕업","6","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"201","목욕장업","11_44_01_P","3290000","3290000-202-2003-00020","20030113","","01","영업/정상","01","영업","","","","","051 8939997","2,036.88","614823","부산광역시 부산진구 당감동 763-1","부산광역시 부산진구 당감서로98번길 3 (당감동)","47142","금강헬씨랜드","20210707141904","U","2021-07-09 02:40:00.0","공동탕업+찜질시설서비스영업","385379.695212686","187406.360433908","공동탕업+찜질시설서비스영업","5","1","2","3","0","0","0","0","8","Y","0","","","","","0","0","0","0","0","N",
"202","목욕장업","11_44_01_P","3290000","3290000-202-1984-01236","19841122","","01","영업/정상","01","영업","","","","","051 809 1411","311.10","614862","부산광역시 부산진구 전포동 183-24번지","부산광역시 부산진구 동성로118번길 8 (전포동)","47237","영진","20190625174512","U","2019-06-27 02:40:00.0","공동탕업","388189.934676141","186545.331239719","공동탕업","4","0","2","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"203","목욕장업","11_44_01_P","3290000","3290000-202-1997-00391","19970411","","01","영업/정상","01","영업","","","","","051 893 1650","706.92","614809","부산광역시 부산진구 개금동 21-2","부산광역시 부산진구 개금본동로 39 (개금동)","47172","명성탕","20220126143742","U","2022-01-28 02:40:00.0","공동탕업","384262.970001992","186302.809053194","공동탕업","5","2","3","","0","","0","0","0","N","0","","","","","","","","","","N",
"204","목욕장업","11_44_01_P","3290000","3290000-202-1990-00003","19900123","","01","영업/정상","01","영업","","","","","051 8079177","285.06","614874","부산광역시 부산진구 초읍동 529-12","부산광역시 부산진구 성지로74번길 78-1 (초읍동)","47117","청석탕","20210707143100","U","2021-07-09 02:40:00.0","공동탕업","387343.992099133","188614.005946708","공동탕업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"205","목욕장업","11_44_01_P","3290000","3290000-202-1997-00390","19970131","","01","영업/정상","01","영업","","","","","051 8101000","1,727.00","614847","부산광역시 부산진구 부전동 503-15","부산광역시 부산진구 가야대로 772 (부전동, 6층 7층 일부)","47285","부산롯데호텔사우나","20210205152908","U","2021-02-07 02:40:00.0","공동탕업","387271.299492377","186099.137533193","공동탕업","42","0","6","6","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"206","목욕장업","11_44_01_P","3290000","3290000-202-1985-00624","19850129","","01","영업/정상","01","영업","","","","","051 806 4660","421.99","614839","부산광역시 부산진구 부암동 381-2","부산광역시 부산진구 당감로64번길 51 (부암동)","47138","돌샘탕","20210707141807","U","2021-07-09 02:40:00.0","공동탕업","385913.273248","187361.368919","공동탕업","2","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"207","목욕장업","11_44_01_P","3290000","3290000-202-1988-01014","19881017","","01","영업/정상","01","영업","","","","","051 893 4742","367.18","614823","부산광역시 부산진구 당감동 768-6","부산광역시 부산진구 당감서로 120-3 (당감동)","47142","동아탕","20210707142016","U","2021-07-09 02:40:00.0","공동탕업","385203.319812335","187478.997145425","공동탕업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"208","목욕장업","11_44_01_P","3290000","3290000-202-1999-02202","19991105","","01","영업/정상","01","영업","","","","","051 8934938","792.00","614811","부산광역시 부산진구 개금동 447번지","부산광역시 부산진구 백양대로320번길 18 (개금동)","47175","LG탕","20161205100853","I","2018-08-31 23:59:59.0","공동탕업","383670.312957","185827.231978","공동탕업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"209","목욕장업","11_44_01_P","3290000","3290000-202-2017-00001","20170102","","01","영업/정상","01","영업","","","","","051 892 1400","1,629.22","614090","부산광역시 부산진구 부암동 729번지","부산광역시 부산진구 백양산로53번길 24 (부암동)","47148","백양산한가족사우나","20181108134632","U","2018-11-10 02:38:07.0","공동탕업","384844.536954984","187878.714791047","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"210","목욕장업","11_44_01_P","3290000","3290000-202-2012-00002","20121101","","01","영업/정상","01","영업","","","","","051 803 8162","687.41","614863","부산광역시 부산진구 전포동 362-62 3층 301호","부산광역시 부산진구 전포대로 162 (전포동)","47306","한웅레포츠서면점","20210708160620","U","2021-07-10 02:40:00.0","공동탕업","388186.052102113","185507.832802069","공동탕업","19","3","3","0","0","0","0","0","8","N","0","","","","임대","0","0","0","0","0","N",
"211","목욕장업","11_44_01_P","3290000","3290000-202-1986-00896","19860907","","01","영업/정상","01","영업","","","","","051 8164488","556.36","614849","부산광역시 부산진구 부전동 404-5","부산광역시 부산진구 서면문화로 48 (부전동)","47256","부용","20210707142044","U","2021-07-09 02:40:00.0","공동탕업","387227.835081613","186625.429003232","공동탕업","5","1","3","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"212","목욕장업","11_44_01_P","3290000","3290000-202-2002-00002","20021202","","01","영업/정상","01","영업","","","","","051 802 1309","612.00","614865","부산광역시 부산진구 전포동 191-265번지","부산광역시 부산진구 진남로356번길 75 (전포동)","47232","조은탕","20200319151114","U","2020-03-21 02:40:00.0","공동탕업","388721.672528119","186393.549321319","공동탕업","","","","","","","","","","N","","","","","","","","","","","N",
"213","목욕장업","11_44_01_P","3290000","3290000-202-1987-01370","19870926","","01","영업/정상","01","영업","","","","","051 809 5229","432.77","614836","부산광역시 부산진구 부암동 117-24","부산광역시 부산진구 신천대로204번길 19-5 (부암동)","47194","성암","20210708160458","U","2021-07-10 02:40:00.0","공동탕업","386819.525115763","186510.730557129","공동탕업","3","1","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"214","목욕장업","11_44_01_P","3290000","3290000-202-1991-00001","19910212","","01","영업/정상","01","영업","","","","","051 862 8152","235.70","614852","부산광역시 부산진구 양정동 39-24번지","부산광역시 부산진구 양정로 25 (양정동)","47224","부광탕","20170412145635","I","2018-08-31 23:59:59.0","공동탕업","388961.222549625","187815.574636531","공동탕업","4","0","2","","0","","0","0","0","N","0","","","","","","","","","","N",
"215","목욕장업","11_44_01_P","3290000","3290000-202-2002-00003","20021224","","01","영업/정상","01","영업","","","","","051 8080700","587.42","614873","부산광역시 부산진구 초읍동 230-12","부산광역시 부산진구 초읍천로 113-3 (초읍동)","47100","행복한 목욕탕","20210707142949","U","2021-07-09 02:40:00.0","공동탕업","386325.47080268","188899.571054118","공동탕업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"216","목욕장업","11_44_01_P","3290000","3290000-202-1990-00001","19900108","","01","영업/정상","01","영업","","","","","051 891 6064","378.12","614803","부산광역시 부산진구 가야동 5-31","부산광역시 부산진구 가야대로668번가길 5 (가야동)","47342","영진탕","20210707142503","U","2021-07-09 02:40:00.0","공동탕업","386281.379260096","185978.568672995","공동탕업","4","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"217","목욕장업","11_44_01_P","3290000","3290000-202-1983-01967","19831230","","01","영업/정상","01","영업","","","","","051 816 9533","271.48","614859","부산광역시 부산진구 연지동 10-5","부산광역시 부산진구 성지로61번길 17 (연지동)","47129","문화","20201030175841","U","2020-11-01 02:40:00.0","공동탕업","387012.348065679","188236.118587006","공동탕업","3","0","2","","0","","0","0","0","N","0","","","","","","","","","","N",
"218","목욕장업","11_44_01_P","3290000","3290000-202-1985-00626","19850429","","01","영업/정상","01","영업","","","","","051 897 5155","310.57","614817","부산광역시 부산진구 당감동 251-31","부산광역시 부산진구 당감로10번길 8 (당감동)","47189","청수","20211115150033","U","2021-11-17 02:40:00.0","공동탕업","385826.819233633","186730.130171145","공동탕업","4","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"219","목욕장업","11_44_01_P","3290000","3290000-202-1995-00001","19950311","","01","영업/정상","01","영업","","","","","051 8077869","428.86","614871","부산광역시 부산진구 초읍동 263-3","부산광역시 부산진구 성지로153번길 124 (초읍동)","47127","천옥탕","20201130094148","U","2020-12-02 02:40:00.0","공동탕업","386594.8005653","188273.680662148","공동탕업","4","0","2","","0","","0","0","0","N","0","","","","","","","","","","N",
"220","목욕장업","11_44_01_P","3290000","3290000-202-2006-00002","20061031","","01","영업/정상","01","영업","","","","","051809 4560","6,261.31","614876","부산광역시 부산진구 부전동 450","부산광역시 부산진구 신천대로 122 (부전동)","47282","네오스파","20210204183449","U","2021-02-06 02:40:00.0","공동탕업+찜질시설서비스영업","387101.414313981","185755.075318029","공동탕업+찜질시설서비스영업","27","3","4","4","","","","","15","Y","","","","","","","","","","","N",
"221","목욕장업","11_44_01_P","3290000","3290000-202-2018-00001","20180621","","01","영업/정상","01","영업","","","","","051  9301770","645.80","614848","부산광역시 부산진구 부전동 573-7 서면호텔 복합시설 3층","부산광역시 부산진구 중앙대로 777, 서면호텔 복합시설 3층 (부전동)","47251","주식회사 윈즈휘트니스","20201130100950","U","2020-12-02 02:40:00.0","공동탕업","387795.767511117","186686.460990568","공동탕업","15","4","3","3","0","0","0","0","2","N","0","","","","","0","0","0","0","0","N",
"222","목욕장업","11_44_01_P","3290000","3290000-202-2020-00001","20200708","","01","영업/정상","01","영업","","","","","051 808 3361","859.33","614859","부산광역시 부산진구 연지동 42-4 연지우성스마트시티뷰","부산광역시 부산진구 동평로 269, 2층 201호 (연지동, 연지우성스마트시티뷰)","47123","우성스마트사우나","20200806111714","U","2020-08-08 02:40:00.0","공동탕업","387301.611272345","187722.859663003","공동탕업","21","1","2","2","0","0","0","0","2","N","0","","","","","0","0","0","0","0","N",
