"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업종구분명","자본금의규모","사업자등록번호",
"81","다단계판매업체","08_26_01_P","6260000","20006260000041000028","20001218","","03","폐업","4","폐업","","","","","0514660975","","","부산광역시 동구 초량동  1209-16 선호빌딩 207호","부산광역시 동구 중앙대로 189, 207호 (초량동,선호빌딩)","","(주)삼원유통","20131226000000","I","2018-08-31 23:59:59.0","","385800.342701375","181394.46924092","다단계판매업","300000000","",
"82","다단계판매업체","08_26_01_P","6260000","20046260000041000013","20041019","","03","폐업","4","폐업","","","","","0514697835","","","부산광역시 중구 중앙동4가  56-4 경남빌딩7층","부산광역시 중구 중앙대로 95, 7층 (중앙동4가,경남빌딩)","","(주)탄토코리아","20131226000000","I","2018-08-31 23:59:59.0","","385550.353652589","180458.936310225","다단계판매업","560000000","",
"83","다단계판매업체","08_26_01_P","6260000","19966260000041000009","19960719","","03","폐업","4","폐업","","","","","0514411183","","","부산광역시 동구 초량동  42-9","부산광역시 동구 고관로 29-1 (초량동)","","(주)산이슬","20131226000000","I","2018-08-31 23:59:59.0","","386116.365603639","182250.568779613","다단계판매업","300000000","",
"84","다단계판매업체","08_26_01_P","6260000","19976260000041000006","19970110","","03","폐업","4","폐업","","","","","0515210703","","","부산광역시 동래구 명장동  26-24 국제상가 101호","부산광역시 동래구 충렬사로 81, 101호 (명장동,국제상가)","","주식회사 한마음 유통","20131226000000","I","2018-08-31 23:59:59.0","","391144.33975431","191612.245209047","다단계판매업","301360093","",
"85","다단계판매업체","08_26_01_P","6260000","19966260000041000011","19961219","","03","폐업","4","폐업","","","","","0515034980","","","부산광역시 동래구 온천동  1423-8","부산광역시 동래구 충렬대로 84 (온천동)","","(주)그린코리아","20131226000000","I","2018-08-31 23:59:59.0","","388460.471358975","191759.500649778","다단계판매업","306540000","",
"86","다단계판매업체","08_26_01_P","6260000","20036260000041000011","20030703","","03","폐업","4","폐업","","","","","0514415995","","","부산광역시 중구 동광동2가  1 삼호빌딩 9층","부산광역시 중구 광복로97번길 26-2, 9층 (동광동2가,삼호빌딩)","","밀레생미코리아(주)","20131226000000","I","2018-08-31 23:59:59.0","","385473.117196105","179880.976912079","다단계판매업","520000000","",
"87","다단계판매업체","08_26_01_P","6260000","19976260000041000007","19970304","","03","폐업","4","폐업","","","","","0518526950","","","부산광역시 연제구 연산동  729-14","부산광역시 연제구 반송로 6 (연산동)","","(주)코트랑피앤드피","20131226000000","I","2018-08-31 23:59:59.0","","389616.389739988","189436.38188629","다단계판매업","300000000","",
"88","다단계판매업체","08_26_01_P","6260000","20036260000041000012","20030307","","03","폐업","4","폐업","","","","","0516440630","","","부산광역시 부산진구 범천동  855-3 국제빌딩 8층","부산광역시 부산진구 중앙대로 612, 8층 (범천동,국제빌딩)","","하이넷(주)","20131226000000","I","2018-08-31 23:59:59.0","","387658.020080791","185205.029282542","다단계판매업","510000000","",
"89","다단계판매업체","08_26_01_P","6260000","20036260000041000013","20030226","","03","폐업","4","폐업","","","","","0515076774","","","부산광역시 연제구 거제동  815-41","부산광역시 연제구 해맞이로109번길 9 (거제동)","","(주)지플러스넷","20131226000000","I","2018-08-31 23:59:59.0","","388425.189569501","189138.050783858","다단계판매업","510000000","",
"90","다단계판매업체","08_26_01_P","6260000","19976260000041000008","19970614","","03","폐업","4","폐업","","","","","0514622282","","","부산광역시 동구 초량동  1168-11 항운빌딩 802호","부산광역시 동구 중앙대로260번길 7-5, 802호 (초량동,항운빌딩)","","(주)일을사랑하는사람들","20131226000000","I","2018-08-31 23:59:59.0","","386199.593364225","182017.116853563","다단계판매업","310000000","",
"91","다단계판매업체","08_26_01_P","6260000","20046260000041000018","20041224","","03","폐업","4","폐업","","","","","0514669310","","","부산광역시 동구 초량동  1197-5 성평빌딩 5층","부산광역시 동구 중앙대로226번길 7-3, 5층 (초량동,성평빌딩)","","삼경인터내셔널(주)","20131226000000","I","2018-08-31 23:59:59.0","","386065.860562603","181685.183516647","다단계판매업","550000000","",
"92","다단계판매업체","08_26_01_P","6260000","20066260000041000001","20060118","","03","폐업","4","폐업","","","","","0518511125","","","부산광역시 연제구 연산동  1242-6 현성빌딩 6층","부산광역시 연제구 월드컵대로145번길 11, 6층 (연산동,현성빌딩)","","(주)현성메디칸","20131226000000","I","2018-08-31 23:59:59.0","","389420.761041733","189392.522850608","다단계판매업","514422644","",
"93","다단계판매업체","08_26_01_P","6260000","20026260000041000036","20020409","","03","폐업","4","폐업","","","","","0514421670","","","부산광역시 동구 초량동  1212-11 해덕빌딩 1층 2호","부산광역시 동구 대영로 261 (초량동)","","(주)에프 오 에스","20131226000000","I","2018-08-31 23:59:59.0","","385846.371350951","181097.551650065","다단계판매업","510000000","",
"94","다단계판매업체","08_26_01_P","6260000","20026260000041000043","20020315","","03","폐업","4","폐업","","","","","0516336511","","","부산광역시 남구 문현동  363-1 대림문현시티프라자 2층 201호","부산광역시 남구 수영로 26, 201호 (문현동,대림문현시티프라자)","","(주)성운프라자","20131227000000","I","2018-08-31 23:59:59.0","","388635.876447612","183867.774199672","다단계판매업","300000000","",
"95","다단계판매업체","08_26_01_P","6260000","20026260000041000044","20020306","","03","폐업","4","폐업","","","","","0518631607","","","부산광역시 연제구 연산동  1142-9","부산광역시 연제구 월드컵대로 169-1 (연산동)","","(주)지이에프지이","20131226000000","I","2018-08-31 23:59:59.0","","389183.469015381","189527.970643601","다단계판매업","300000000","",
"96","다단계판매업체","08_26_01_P","6260000","20016260000041000064","20011110","","03","폐업","4","폐업","","","","","0516284793","","","부산광역시 남구 대연동  1741-11 해암빌딩 11층","부산광역시 남구 수영로 233, 11층 (대연동,해암빌딩)","","(주)윌","20131226000000","I","2018-08-31 23:59:59.0","","390616.111354872","183813.98658918","다단계판매업","300000000","",
"97","다단계판매업체","08_26_01_P","6260000","20066260000041000003","20061123","","03","폐업","4","폐업","","","","","0515540162","","","부산광역시 동래구 낙민동  223-16, 2층","부산광역시 동래구 충렬대로272번길 5 (낙민동)","","(주)양팡","20131226000000","I","2018-08-31 23:59:59.0","","390190.77191608","191022.803942759","다단계판매업","525390252","",
"98","다단계판매업체","08_26_01_P","6260000","20116260000041000001","20110909","","03","폐업","4","폐업","20160810","","","","0707100704","","","부산광역시 부산진구 부전동  112번지 3호 삼한골든게이트 901호","부산광역시 부산진구 동천로 109, 901호 (부전동,삼한골든게이트)","","메리유(주)()","20160810000000","I","2018-08-31 23:59:59.0","","387816.362564942","186316.00373302","다단계판매업","500000000","",
"99","다단계판매업체","08_26_01_P","6260000","20016260000041000057","20010323","","03","폐업","4","폐업","","","","","0515570212","","","부산광역시 동래구 명륜동  647-1 부민상호신용금고3층","부산광역시 동래구 동래로 82, 3층 (명륜동,부민상호신용금고)","","(주)디에이티","20131226000000","I","2018-08-31 23:59:59.0","","389478.851557744","191865.450709105","다단계판매업","300000000","",
"100","다단계판매업체","08_26_01_P","6260000","20016260000041000059","20010310","","03","폐업","4","폐업","","","","","","","","부산광역시 동구 좌천동  607-1 천지빌딩 7층","부산광역시 동구 중앙대로 421, 7층 (좌천동,천지빌딩)","","(주)씨피엠코리아코푸레이션","20131226000000","I","2018-08-31 23:59:59.0","","386945.90680635","183379.530256233","다단계판매업","300000000","",
"101","다단계판매업체","08_26_01_P","6260000","20026260000041000031","20020111","","03","폐업","4","폐업","","","","","0518111237","","","부산광역시 부산진구 부전동  341-52 부산대림빌딩7층","부산광역시 부산진구 중앙대로769번길 6-7, 7층 (부전동,부산대림빌딩)","","(주)바이오넷","20131226000000","I","2018-08-31 23:59:59.0","","387737.917308955","186630.839698098","다단계판매업","300000000","",
"102","다단계판매업체","08_26_01_P","6260000","20006260000041000016","20000222","","03","폐업","4","폐업","","","","","0518974345","","","부산광역시 부산진구 가야동  197","부산광역시 부산진구 냉정로 289 (가야동)","","(주)소망","20131226000000","I","2018-08-31 23:59:59.0","","385093.242101236","185623.391356728","다단계판매업","500000000","",
"103","다단계판매업체","08_26_01_P","6260000","20226260000041000001","20220414","","01","영업/정상","BBBB","영업","","","","","","","48106","부산광역시 해운대구 좌동  1466번지 1호 비와이씨","부산광역시 해운대구 세실로69번길 24, 비와이씨 4층(좌동)","","㈜우리커머스","20220414000000","I","2022-04-16 00:22:33.0","","398197.958946958","188019.545228832","다단계판매업","500000000","",
"104","다단계판매업체","08_26_01_P","6260000","20146260000041000001","20140520","","01","영업/정상","BBBB","영업","","","","","0518183003","","","부산광역시 부산진구 양정동  150번지 3호 시청역롯데골드로즈 1810호","부산광역시 부산진구 중앙대로 993, 1810호 (양정동,시청역롯데골드로즈)","","에이스제이엠(주)","20201103000000","U","2020-11-05 02:40:00.0","","388926.25548886","188502.470592042","다단계판매업","500000000","",
