"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호","사업자등록번호",
"66","환경측정대행업","09_30_17_P","6260000","626000008200600019","20070607","","03","폐업","Q","폐업","20070625","","","","","","604838","부산광역시 사하구 신평2동   642번지 10호","부산광역시 사하구 신산로13번길 53 (신평동)","604838","(주)젝시엔 중앙연구소","20070706132119","I","2019-03-23 02:20:03.0","","378144.813953837","178241.088617495","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"67","환경측정대행업","09_30_17_P","6260000","626000008200700001","20131105","","03","폐업","Q","폐업","20140107","","","","","","609843","부산광역시 금정구 청룡동   80번지 4호","부산광역시 금정구 중앙대로 2139 (청룡동)","609843","(사)대한산업보건협회 부산산업보건센터","20140107173231","I","2019-03-23 02:20:03.0","","390297.271894704","199344.588896397","","측정대행업","","","2641010300","609843","1","80","4","","","","","","26410","2641010300","1","2000010","","0","2139","","609843","",
"68","환경측정대행업","09_30_17_P","6260000","626000008200700002","20090121","","03","폐업","Q","폐업","20090217","","","","","","617809","부산광역시 사상구 괘법동   580번지 21호","부산광역시 사상구 새벽로 195 (괘법동)","617809","(주)홍해환경산업","20090217152815","I","2019-03-23 02:20:03.0","","380672.60158062","186180.038153169","","측정대행업","","","2653010400","617809","1","580","21","","","","","","","","","","","","","","","",
"69","환경측정대행업","09_30_17_P","6260000","626000008200700003","20131209","","03","폐업","Q","폐업","20150513","","","","","","618803","부산광역시 강서구 대저1동   2377번지 12호","부산광역시 강서구 대저로255번길 9 (대저1동)","618803","천호환경(주)","20150514095155","I","2019-03-23 02:20:03.0","","380267.363894927","192333.059006559","","측정대행업","","","2644010100","618803","1","2377","12","","","","","","26440","2644010100","1","4208257","","0","9","","618803","",
"70","환경측정대행업","09_30_17_P","6260000","626000008201900001","20190214","","03","폐업","Q","폐업","20190219","","","","","","607840","부산광역시 동래구 온천3동   1379-14","부산광역시 동래구 여고북로73번길 37 (온천동)","607837","(주)대한환경이엔지","20190219110315","U","2019-02-21 02:40:00.0","","388316.452069542","191178.011028057","66.5","측정대행업","","","2626010800","607842","1","1379","14","","","","","","26260","2626010800","1","4190380","","0","37","","47838","",
"71","환경측정대행업","09_30_17_P","6260000","626000008201900006","20200103","","03","폐업","Q","폐업","","","","","","","46213","부산광역시 금정구 청룡동 87번지","부산광역시 금정구 중앙대로 2140, 5층 (청룡동)","46213","(주)유림환경기술연구소","20200226153534","U","2020-02-28 02:40:00.0","","390367.318070624","199349.001778398","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"72","환경측정대행업","09_30_17_P","6260000","626000008201900002","20190216","","03","폐업","Q","폐업","20190219","","","","","","609817","부산광역시 금정구 부곡3동   15번지 22호 대성빌딩, 15-25신대성빌딩","부산광역시 금정구 중앙대로1778번길 33 (부곡동)","609817","(주)대성기술단","20190219110928","U","2019-02-21 02:40:00.0","","390635.137540559","195758.9159577","","측정대행업","","","2641010900","609817","1","15","22","","","대성빌딩, 15-25신대성빌딩","","","26410","2641010900","1","4205396","","0","33","","609817","",
"73","환경측정대행업","09_30_17_P","6260000","626000008202200003","20220304","","03","폐업","Q","폐업","","","","","","","","부산광역시 동구 초량동 1162-5","부산광역시 동구 중앙대로286번길 7-7(초량동)","","주식회사 다음환경연구소","20220310104640","U","2022-03-12 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"74","환경측정대행업","09_30_17_P","6260000","626000008202000006","20200211","","03","폐업","Q","폐업","","","","","","","607840","부산광역시 동래구 온천3동   1379-14","부산광역시 동래구 여고북로73번길 37 (온천동)","607837","(주)대한환경이엔지","20200427165205","U","2020-04-29 02:40:00.0","","388316.452069542","191178.011028057","66.5","측정대행업","","","2626010800","607842","1","1379","14","","","","","","26260","2626010800","1","4190380","","0","37","","47838","",
"75","환경측정대행업","09_30_17_P","6260000","626000008202000007","20200224","","03","폐업","Q","폐업","","","","","","","609822","부산광역시 금정구 부곡2동   280번지 2호","부산광역시 금정구 동부곡로23번길 30 (부곡동)","609822","(주)한신환경","20200401145054","U","2020-04-03 02:40:00.0","","390624.256291267","193959.335175462","","측정대행업","","","","","","","","","","","","","26410","2641010900","1","4205140","","0","30","","609822","",
"76","환경측정대행업","09_30_17_P","6260000","626000008202000009","20200217","","03","폐업","Q","폐업","","","","","","","","","부산광역시 북구 만덕2로17번길 1, 402호 (만덕동)","46607","세영환경산업주식회사","20200608094039","U","2020-06-10 02:40:00.0","","385468.443590649","192213.626512424","83.38","측정대행업","","","","","","","","","","","","","26320","2632010300","1","4196163","","0","1","","46607","",
"77","환경측정대행업","09_30_17_P","6260000","626000008202000010","20200213","","03","폐업","Q","폐업","","","","","","","","","부산광역시 강서구 대저로29번길 54 (대저1동)","46700","천호환경(주)","20200422155405","U","2020-04-24 02:40:00.0","","378026","192626","93.48","측정대행업","","","","","","","","","","","","","26440","2644010100","1","4208262","","0","54","","46700","",
"78","환경측정대행업","09_30_17_P","6260000","626000008202000001","20200204","","03","폐업","Q","폐업","","","","","","","","","부산광역시 금정구 개좌로 273-20, 603호 (회동동,회동첨단산업단지브이원타워)","46257","(주)고성인텍","20200302160715","U","2020-03-04 02:40:00.0","","393386","194676","138.61","측정대행업","","","","","","","","","","","","","26410","2641011200","1","3135057","회동첨단산업단지브이원타워","0","273","20","46257","",
"79","환경측정대행업","09_30_17_P","6260000","626000008202000003","20200204","","03","폐업","Q","폐업","","","","","","","","","부산광역시 북구 만덕2로17번길 1, 402호 (만덕동)","46607","세영환경산업주식회사","20200226154109","U","2020-02-28 02:40:00.0","","385468.443590649","192213.626512424","83.38","측정대행업","","","","","","","","","","","","","26320","2632010300","1","4196163","","0","1","","46607","",
"80","환경측정대행업","09_30_17_P","6260000","626000008202000004","20200204","","03","폐업","Q","폐업","","","","","","","607840","부산광역시 동래구 온천3동   1379-14","부산광역시 동래구 여고북로73번길 37 (온천동)","607837","(주)대한환경이엔지","20200427165221","U","2020-04-29 02:40:00.0","","388316.452069542","191178.011028057","66.5","측정대행업","","","2626010800","607842","1","1379","14","","","","","","26260","2626010800","1","4190380","","0","37","","47838","",
"81","환경측정대행업","09_30_17_P","6260000","626000008202000011","20200211","","03","폐업","Q","폐업","","","","","","","607840","부산광역시 동래구 온천3동   1379-14","부산광역시 동래구 여고북로73번길 37 (온천동)","607837","(주)대한환경이엔지","20200427165134","I","2020-04-29 00:23:20.0","","388316.452069542","191178.011028057","66.5","측정대행업","","","2626010800","607842","1","1379","14","","","","","","26260","2626010800","1","4190380","","0","37","","47838","",
"82","환경측정대행업","09_30_17_P","6260000","626000008202100005","20210706","","03","폐업","Q","폐업","","","","","","","","부산광역시 강서구 대저1동 378-24","부산광역시 강서구 대저중앙로394번가길 56 (대저1동)","","국제기술환경산업(주)","20210716171431","U","2021-07-18 02:40:00.0","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","","",
"83","환경측정대행업","09_30_17_P","6260000","626000008200600009","20201124","","03","폐업","Q","폐업","20210128","","","","","","617819","부산광역시 사상구 모라1동   282번지 6호","부산광역시 사상구 사상로539번길 35 (모라동)","617819","금호환경(주)","20210128180948","U","2021-01-30 02:40:00.0","","380903.012198435","190017.436488015","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"84","환경측정대행업","09_30_17_P","6260000","626000008201800003","20181018","","03","폐업","Q","폐업","20200218","","","","","","48288","부산광역시 수영구 민락동 15-1","부산광역시 수영구 민락본동로 29-1, 티엘아트센터 4층 (민락동)","48288","티엘엔지니어링건축사사무소(주)","20200219172607","U","2020-02-21 02:40:00.0","","393852.668534593","186545.543261015","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"85","환경측정대행업","09_30_17_P","6260000","626000008200600017","20131030","","03","폐업","Q","폐업","20181024","","","","","","612050","부산광역시 해운대구 재송동   1488번지","부산광역시 해운대구 센텀북대로 60, 1609호 (재송동,센텀아이에스타워)","612050","실내환경연구소(주)","20181024131707","I","2018-10-26 02:37:25.0","","393561.58646018","188474.665440257","","측정대행업","","","","","","","","","","","","","26350","2635010400","1","2006009","센텀아이에스타워","0","60","","612050","",
"86","환경측정대행업","09_30_17_P","6260000","626000008201000006","20180111","","03","폐업","Q","폐업","20181024","","","","","","619952","부산광역시 기장군 장안읍 반룡리  850번지 장안일반산업단지","부산광역시 기장군 장안읍 장안산단1로 11","619952","그린컨기술(주)","20181024134538","I","2018-10-26 02:37:25.0","","405397.470560958","206746.790462324","","측정대행업","","","2671025331","619952","1","850","","","","장안일반산업단지","","","26710","2671025300","0","3140067","","0","11","","619952","",
"87","환경측정대행업","09_30_17_P","6260000","626000008201600001","20160829","","03","폐업","Q","폐업","20181024","","","","","","46916","부산광역시 사상구 모라동 282-6 금호환경산업사","부산광역시 사상구 사상로539번길 39, 금호환경산업사 (모라동)","46916","금호환경(주)","20181024135957","I","2018-10-26 02:37:25.0","","380903.012198435","190017.436488015","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"88","환경측정대행업","09_30_17_P","6260000","626000008200600002","20200103","","03","폐업","Q","폐업","","","","","","","607823","부산광역시 동래구 수안동   40번지 2호","부산광역시 동래구 온천천로319번길 12 (수안동)","607823","한국종합환경산업(주)","20200226161907","U","2020-02-28 02:40:00.0","","390144.111432534","190453.524937101","","측정대행업","","","2626010600","607823","1","40","2","","","","","","26260","2626010600","1","4190406","","0","12","","607823","",
"89","환경측정대행업","09_30_17_P","6260000","626000008200600008","20211221","","03","폐업","Q","폐업","20220406","","","","","","","","부산광역시 사하구 다대로385번길 12 (다대동)","49514","(주)홍익환경","20220406165501","U","2022-04-08 02:40:00.0","","","","0","측정대행업","0","","","","1","","","","","","","","26380","2638010600","1","4202202","","0","14","","49514","",
"90","환경측정대행업","09_30_17_P","6260000","626000008200600016","20200113","","03","폐업","Q","폐업","","","","","","","609817","부산광역시 금정구 부곡3동   15번지 22호 대성빌딩, 15-25신대성빌딩","부산광역시 금정구 중앙대로1778번길 33 (부곡동)","609817","(주)대성기술단","20201215194636","U","2020-12-17 02:40:00.0","","390635.137540559","195758.9159577","","측정대행업","","","2641010900","609817","1","15","22","","","대성빌딩, 15-25신대성빌딩","","","26410","2641010900","1","4205396","","0","33","","609817","",
"91","환경측정대행업","09_30_17_P","6260000","626000008201000005","20180502","","03","폐업","Q","폐업","20181105","","","","","","619952","부산광역시 기장군 장안읍 반룡리  850번지 장안일반산업단지","부산광역시 기장군 장안읍 장안산단1로 11","619952","그린컨기술(주)","20181105153919","U","2018-11-07 02:37:55.0","","405397.470560958","206746.790462324","","측정대행업","","","2671025331","619952","1","850","","","","장안일반산업단지","","","26710","2671025300","0","3140067","","0","11","","619952","",
"92","환경측정대행업","09_30_17_P","6260000","626000008201600002","20160829","","03","폐업","Q","폐업","20180109","","","","","","","","부산시 금정구 부곡온천천로210","","부경엔지니어링","20181005124419","I","2018-10-07 02:37:41.0","","","","","측정대행업","","","","","","","","","","","","","","","","","","","","","","",
"93","환경측정대행업","09_30_17_P","6260000","626000008200900006","20170811","","03","폐업","Q","폐업","20180109","","","","","","609806","부산광역시 금정구 구서1동   420-5번지 일성빌딩 2,4층","부산광역시 금정구 부곡온천천로 210, 4층 (구서동,일성빌딩)","609853","(주)부경엔지니어링","20181005124614","I","2018-10-07 02:37:41.0","","390371.425510384","195960.376067716","","측정대행업","","","2641010700","609310","1","420","53","","","","","","26410","2641010700","1","3135025","일성빌딩","0","210","","609853","",
"94","환경측정대행업","09_30_17_P","6260000","626000008200600020","20181121","","03","폐업","Q","폐업","20190131","","","","","","609806","부산광역시 금정구 구서1동   420-5번지 일성빌딩 2,4층","부산광역시 금정구 부곡온천천로 210, 4층 (구서동,일성빌딩)","609853","(주)명신환경연구소","20190207171815","U","2019-02-09 02:40:00.0","","390371.425510384","195960.376067716","","측정대행업","","","2641010700","609310","1","420","53","","","","","","26410","2641010700","1","3135025","일성빌딩","0","210","","609853","",
"95","환경측정대행업","09_30_17_P","6260000","626000008200700004","20170804","","03","폐업","Q","폐업","20180523","","","","","","","","부산광역시 기장군 정관읍 구연2로 14","46023","티엘엔지니어링 건축사사무소(주)","20181017141703","I","2018-10-19 02:37:43.0","","398326","204522","","측정대행업","","","","","","","","","","","","","26710","2671025600","0","3140005","","0","14","","46023","",
"96","환경측정대행업","09_30_17_P","6260000","626000008201000001","20181017","","03","폐업","Q","폐업","20181019","","","","","","609817","부산광역시 금정구 부곡3동   15번지 22호","부산광역시 금정구 중앙대로1778번길 33 (부곡동)","609817","(주)대성기술단","20181019142507","U","2018-10-21 02:37:54.0","","390635.137540559","195758.9159577","","측정대행업","","","2641010900","609817","1","15","22","","","","","","26410","2641010900","1","4205396","","0","33","","609817","",
