"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자치단체코드","업체유형명","자본금","지정정비업종명","면허일자","면허유효기간시작일자","면허유효기간종료일자","자격면허발급기관",
"330","국제물류주선업","11_45_01_P","6260000","6260000-63-580","20120607","","01","영업/정상","0010","운행","","","","","","","","부산광역시 해운대구 우동 센텀SH밸리 1474번지 808호","부산광역시 해운대구 센텀동로 35, 808호 (우동,센텀SH밸리)","","(주)와이티엘","20120607000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","600000000","","","","","",
"331","국제물류주선업","11_45_01_P","6260000","6260000-63-581","20120628","","01","영업/정상","0010","운행","","","","","0514663500","","","부산광역시 중구 중앙동4가 88번지 8호 흥명빌딩 402호","부산광역시 중구 충장대로9번길 5, 402호 (중앙동4가,흥명빌딩)","","(주)선우로지스틱스","20190522000000","U","2019-05-24 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"332","국제물류주선업","11_45_01_P","6260000","6260000-63-582","20120629","","01","영업/정상","0010","운행","","","","","","","","부산광역시 해운대구 우동 760번지 3호 오션타워 1727호","부산광역시 해운대구 해운대해변로 203, 17층 1727호 (우동,오션타워)","","(주)엠앤에스인터내셔널","20150715000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","20120629","","","",
"333","국제물류주선업","11_45_01_P","6260000","6260000-63-376","20100810","","01","영업/정상","0010","운행","","","","","0517844927","","","부산광역시 해운대구 재송동 210번지 22호","부산광역시 해운대구 해운대로99번길 6 (재송동)","","(주)도현물류","20160927000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"334","국제물류주선업","11_45_01_P","6260000","6260000-63-382","20100901","","01","영업/정상","0010","운행","","","","","0514418494","","46726","부산광역시 강서구 명지동 3594번지 더샵명지퍼스트월드2단지오피스텔 902호","부산광역시 강서구 명지국제7로 37, 902호(명지동, 더샵 명지퍼스트월드 2단지)","46726","(주)타오로지스틱스","20220322000000","U","2022-03-24 02:40:00.0","","","","6260000","국제물류주선업","300000000","","20100901","","","",
"335","국제물류주선업","11_45_01_P","6260000","6260000-63-383","20100909","","01","영업/정상","0010","운행","","","","","0514644566","","48930","부산광역시 중구 중앙동4가 36-14 은산빌딩11층 1103호","부산광역시 중구 해관로 65, 은산빌딩 11층 1103호 (중앙동4가)","48930","(주)에스에스물류","20210427000000","U","2021-04-29 02:40:00.0","","385502.492319657","180297.579330876","6260000","국제물류주선업","300000000","","","","","",
"336","국제물류주선업","11_45_01_P","6260000","6260000-63-385","20051006","","01","영업/정상","0010","운행","","","","","0517125301","","48058","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈 3402호","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 3402호 (재송동)","48058","한빛로지스틱(주)","20190709000000","U","2019-07-11 02:40:00.0","","393519","188317","6260000","국제물류주선업","300000000","","","","","",
"337","국제물류주선업","11_45_01_P","6260000","6260000-63-387","20100917","","01","영업/정상","0010","운행","","","","","0514667945","","49119","부산광역시 영도구 동삼동 1124번지 함지그린아파트 106동 102호","부산광역시 영도구 함지로 8, 106동 102호(동삼동, 함지그린아파트)","49119","(주)알켐코리아","20210909000000","U","2021-09-11 02:40:00.0","","388014.370428964","176595.034934652","6260000","국제물류주선업","300000000","","","","","",
"338","국제물류주선업","11_45_01_P","6260000","6260000-63-389","20021211","","01","영업/정상","0010","운행","","","","","0514415011","","601010","부산광역시 동구 초량동   1196번지 1호 장호빌딩 7층","부산광역시 동구 중앙대로 12, 7층 (초량동,장호빌딩)","","장호해운(주)","20120107000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","600000000","","","","","",
"339","국제물류주선업","11_45_01_P","6260000","6260000-63-390","20101001","","01","영업/정상","0010","운행","","","","","0514410664","","48922","부산광역시 중구 대창동2가 14-4 일신빌딩,5층","부산광역시 중구 중앙대로 147, 일신빌딩 5층 (대창동2가)","48922","(주)디케이로지스틱스","20220518000000","U","2022-05-20 02:40:00.0","","385678.892519876","180972.919862581","6260000","국제물류주선업","300000000","","","","","",
"340","국제물류주선업","11_45_01_P","6260000","6260000-63-392","20101004","","01","영업/정상","0010","운행","","","","","0514422769","0","606800","부산광역시 영도구 남항동1가   86번지 2층","부산광역시 영도구 절영로 48, 2층 (남항동1가)","","(주)스마트글로벌","20140904000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"341","국제물류주선업","11_45_01_P","6260000","6260000-63-402","20101215","","01","영업/정상","0010","운행","","","","","0514411341","","600816","부산광역시 중구 중앙동4가   84번지 19호","부산광역시 중구 충장대로9번길 21-1 (중앙동4가)","","서한종합물류(주)","20160504000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"342","국제물류주선업","11_45_01_P","6260000","6260000-63-405","20101220","","01","영업/정상","0010","운행","","","","","0514422278","","600815","부산광역시 중구 중앙동4가   37번지 16호 동아제일빌딩 901호","부산광역시 중구 중앙대로81번길 9, 901호 (중앙동4가,동아제일빌딩)","","(주)평진아이엔지","20120107000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"343","국제물류주선업","11_45_01_P","6260000","6260000-63-583","20120713","","01","영업/정상","0010","운행","","","","","","","","부산광역시 남구 용당동 100번지 7호  213호","부산광역시 남구 신선대산복로 38, 213호 (용당동)","","(주)케이에스피해운항공","20120713000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"344","국제물류주선업","11_45_01_P","6260000","6260000-63-585","20120730","","01","영업/정상","0010","운행","","","","","0514678970","","48931","부산광역시 중구 중앙동3가 1번지 부산우체국8층","부산광역시 중구 중앙대로 63, 부산우체국 8층(중앙동3가)","48931","(주)트랜스포트코리아","20210806000000","U","2021-08-08 02:40:00.0","","385561.650139456","180152.738082365","6260000","국제물류주선업","300000000","","","","","",
"345","국제물류주선업","11_45_01_P","6260000","6260000-63-401","20101123","","01","영업/정상","0010","운행","","","","","0514622526","","","","부산광역시 중구 충장대로13번길 22, 302호 (중앙동4가,동부고속빌딩)","","(주)토니오션에어","20181218000000","U","2018-12-20 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"346","국제물류주선업","11_45_01_P","6260000","6260000-63-648","20130506","","01","영업/정상","0010","운행","","","","","0514636681","","48931","부산광역시 중구 중앙동3가 1번지 부산우체국 0동","부산광역시 중구 중앙대로 63, 부산우체국 9층 (중앙동3가)","48931","(주)삼천기업","20180124000000","U","2018-11-03 04:00:00.0","","385561.650139456","180152.738082365","6260000","국제물류주선업","300000000","","20130506","","","",
"347","국제물류주선업","11_45_01_P","6260000","6260000-63-652","20130524","","01","영업/정상","0010","운행","","","","","0517512245","","48303","부산광역시 수영구 광안동 200-6 광안에이파크오션 제808호","부산광역시 수영구 광안해변로 175, 광안에이파크오션 제808호 (광안동)","48303","제이엔에스해운(주)","20220609000000","U","2022-06-11 02:40:00.0","","392715.932733607","185507.234101213","6260000","국제물류주선업","300000000","","","","","",
"348","국제물류주선업","11_45_01_P","6260000","6260000-63-654","20130604","","01","영업/정상","0010","운행","","","","","0515826624","","","","부산광역시 중구 충장대로5번길 10, 105호 (중앙동4가,신영빌딩)","48939","(주)청인국제운송","20190716000000","U","2019-07-18 02:40:00.0","","385663.909533778","180458.418604522","6260000","국제물류주선업","300000000","","20130604","","","",
"349","국제물류주선업","11_45_01_P","6260000","6260000-63-655","20010515","","01","영업/정상","0010","운행","","","","","0514413916","","48931","부산광역시 중구 중앙동3가 1번지 부산우체국 0동","부산광역시 중구 중앙대로 63, 부산우체국 11층 (중앙동3가)","48931","(주)오이씨로지스틱","20171215000000","U","2018-11-03 04:00:00.0","","385561.650139456","180152.738082365","6260000","국제물류주선업","300000000","","","","","",
"350","국제물류주선업","11_45_01_P","6260000","6260000-63-418","20110207","","01","영업/정상","0010","운행","","","","","0512533005","","","부산광역시 서구 암남동 761번지 국제수산물도매시장 505호","부산광역시 서구 원양로 35, 505호 (암남동,국제수산물도매시장)","","에이알에이로지스틱스(주)","20200813000000","U","2020-08-15 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"351","국제물류주선업","11_45_01_P","6260000","6260000-63-419","20060419","","01","영업/정상","0010","운행","","","","","0514638228","","","","부산광역시 중구 광복로97번길 18 (동광동2가)","48955","파로스해운항공(주)","20171108000000","U","2018-11-03 04:00:00.0","","385514.844564816","179798.854865759","6260000","국제물류주선업","300000000","","","","","",
"352","국제물류주선업","11_45_01_P","6260000","6260000-63-421","20110215","","01","영업/정상","0010","운행","","","","","0514418335","0","","부산광역시 동구 초량동 1209번지 5호 KT초량사옥","부산광역시 동구 중앙대로 185, 2층 (초량동,KT초량사옥)","","(주)씨워드로지스틱스","20140924000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"353","국제물류주선업","11_45_01_P","6260000","6260000-63-422","20110216","","01","영업/정상","0010","운행","","","","","","","","부산광역시 부산진구 양정동 270번지 3호 엘리시아빌딩 503호","부산광역시 부산진구 중앙대로 966, 503호 (양정동,엘리시아빌딩)","","(주)씨피케이컴퍼니","20181122000000","U","2018-11-24 02:38:29.0","","","","6260000","국제물류주선업","300000000","","","","","",
"354","국제물류주선업","11_45_01_P","6260000","6260000-63-425","20110224","","01","영업/정상","0010","운행","","","","","0516323113","","600814","부산광역시 중구 중앙동4가   89번지 2호 흥우빌딩 7층","부산광역시 중구 중앙대로 96, 7층 (중앙동4가,흥우빌딩)","","(주)파트너","20140613000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"355","국제물류주선업","11_45_01_P","6260000","6260000-63-426","20110223","","01","영업/정상","0010","운행","","","","","0516384007","","47343","부산광역시 부산진구 범천동 1644번지 범천엘에이치아파트 상가216호","부산광역시 부산진구 신암로 66, 상가216호 (범천동, 범천엘에이치아파트)","47343","(주)제이엔엘","20210603000000","U","2021-06-05 02:40:00.0","","387302.49797800000","185390.15135200000","6260000","국제물류주선업","300000000","","","","","",
"356","국제물류주선업","11_45_01_P","6260000","6260000-63-704","20140319","","01","영업/정상","0010","운행","","","","","0514667113","","48937","부산광역시 중구 중앙동4가 80-5 7층 702호","부산광역시 중구 충장대로9번길 36-1, 7층 702호 (중앙동4가)","48937","(주)다음통상","20210330000000","U","2021-04-01 02:40:00.0","","385759.649543693","180715.93599248","6260000","국제물류주선업","300000000","","","","","",
"357","국제물류주선업","11_45_01_P","6260000","6260000-63-705","20140324","","01","영업/정상","0010","운행","","","","","0514421837","","47050","부산광역시 사상구 학장동 610번지 뷰리브빌라 404호","부산광역시 사상구 대동로159번길 13, 뷰리브빌라 404호 (학장동)","47050","영롱물류(주)","20200604000000","U","2020-06-06 02:40:00.0","","380654.058434676","184263.192458898","6260000","국제물류주선업","300000000","","20140324","","","",
"358","국제물류주선업","11_45_01_P","6260000","6260000-63-707","20140331","","01","영업/정상","0010","운행","","","","","0517140557","","48938","부산광역시 중구 중앙동4가 85-3 신도빌딩 702호","부산광역시 중구 충장대로9번길 22, 신도빌딩 702호(중앙동4가)","48938","(주)천마통운","20210818000000","U","2021-08-20 02:40:00.0","","385724.319576287","180589.309934345","6260000","국제물류주선업","300000000","","20140331","","","",
"359","국제물류주선업","11_45_01_P","6260000","6260000-63-712","20030919","","01","영업/정상","0010","운행","","","","","0514677333","","48939","부산광역시 중구 중앙동4가 87-7 무역회관빌딩 0동","부산광역시 중구 충장대로 11, 무역회관빌딩 15층 (중앙동4가)","48939","국양로지텍(주)","20190129000000","U","2019-01-31 02:40:00.0","","385722.4811351","180423.00816521","6260000","국제물류주선업","330000000","","","","","",
"360","국제물류주선업","11_45_01_P","6260000","6260000-63-714","20140515","","01","영업/정상","0010","운행","","","","","0519412801","","46700","부산광역시 강서구 대저1동 1358-21","부산광역시 강서구 대저중앙로 212-1 (대저1동)","46700","(주)은마로지스","20210325000000","U","2021-03-27 02:40:00.0","","379313","193009","6260000","국제물류주선업","0","","20140515","","","",
"361","국제물류주선업","11_45_01_P","6260000","6260000-63-691","20131226","","01","영업/정상","0010","운행","","","","","0516242061","","","","부산광역시 남구 우암로104번길 29, 112동 103호 (감만동,감만동일스위트상가)","48543","(주)우주글로벌","20201019000000","U","2020-10-21 02:40:00.0","","389797.574257632","181973.885442058","6260000","국제물류주선업","300000000","","","","","",
"362","국제물류주선업","11_45_01_P","6260000","6260000-63-696","20140123","","01","영업/정상","0010","운행","","","","","0519747610","","46742","부산광역시 강서구 지사동 1172번지","부산광역시 강서구 과학산단로 502 (지사동)","46742","(주)이엔케이","20220520000000","U","2022-05-22 02:40:00.0","","365359.221940167","184943.706504707","6260000","국제물류주선업","8366575100","","","","","",
"363","국제물류주선업","11_45_01_P","6260000","6260000-63-10","20070125","","01","영업/정상","0010","운행","","","","","0514415633","","","","부산광역시 동구 중앙대로 236, 801호 (초량동,신흥빌딩)","","서진에스엔엘(주)","20131226000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"364","국제물류주선업","11_45_01_P","6260000","6260000-63-14","20070124","","01","영업/정상","0010","운행","","","","","0514675762","","","부산광역시 중구 중앙동4가   84번지 15호 신우빌딩 206호","부산광역시 중구 중앙대로98번길 7, 206호 (중앙동4가,신우빌딩)","","(주)케이엠해운항공","20131226000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"365","국제물류주선업","11_45_01_P","6260000","6260000-63-19","20040723","","01","영업/정상","0010","운행","","","","","0514410506","","","부산광역시 중구 중앙동4가 36번지 14호 반도빌딩","부산광역시 중구 해관로 65, 9층 (중앙동4가,반도빌딩)","","동진","20131226000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"366","국제물류주선업","11_45_01_P","6260000","6260000-63-21","20050115","","01","영업/정상","0010","운행","","","","","0517140500","","49050","부산광역시 영도구 남항동3가 141-107","부산광역시 영도구 남항서로 6-1(남항동3가)","49050","(주)엑스웨이지엘에스","20210909000000","U","2021-09-11 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"367","국제물류주선업","11_45_01_P","6260000","6260000-63-26","20031029","","01","영업/정상","0010","운행","","","","","0514657587","","48058","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 에이동 1405호 (재송동)","48058","세주인터내셔날 주식회사","20200316000000","U","2020-03-18 02:40:00.0","","393519","188317","6260000","국제물류주선업","300000000","","","","","",
"368","국제물류주선업","11_45_01_P","6260000","6260000-63-675","20130906","","01","영업/정상","0010","운행","","","","","0517110355","","48060","부산광역시 해운대구 우동 1514번지 센텀리더스마크 1311호","부산광역시 해운대구 APEC로 17, 센텀리더스마크 1311호 (우동)","48060","(주)세인로지스틱스","20210413000000","U","2021-04-15 02:40:00.0","","394209.294344881","187280.207931335","6260000","국제물류주선업","300000000","","","","","",
"369","국제물류주선업","11_45_01_P","6260000","6260000-63-680","20131014","","01","영업/정상","0010","운행","","","","","0514410923","","48938","부산광역시 중구 중앙동4가 84-20 성전빌딩 301호","부산광역시 중구 충장대로9번길 21, 성전빌딩 301호(중앙동4가)","48938","(주)엠엘컴퍼니","20211102000000","U","2021-11-04 02:40:00.0","","385691.663920121","180578.652799812","6260000","국제물류주선업","300000000","","20131014","","","",
"370","국제물류주선업","11_45_01_P","6260000","6260000-63-681","20131016","","01","영업/정상","0010","운행","","","","","","","48936","부산광역시 중구 중앙동4가 77-5","부산광역시 중구 중앙대로 136 (중앙동4가)","48936","원해운(주)","20191223000000","U","2019-12-25 02:40:00.0","","385709.216919638","180842.067770636","6260000","국제물류주선업","300000000","","20131016","","","",
"371","국제물류주선업","11_45_01_P","6260000","6260000-63-683","20131118","","01","영업/정상","0010","운행","","","","","0514621389","","48270","부산광역시 수영구 광안동 116-5 광안동동트레아파트 1001호","부산광역시 수영구 무학로9번길 15-1, 1001호(광안동, 광안동 동트레 아파트)","48270","인산해운항공 (주)","20210806000000","U","2021-08-08 02:40:00.0","","392612.309619041","186862.700818662","6260000","국제물류주선업","300000000","","","","","",
"372","국제물류주선업","11_45_01_P","6260000","6260000-63-703","20140307","","01","영업/정상","0010","운행","","","","","0519320052","","","","부산광역시 수영구 광안로49번길 63-2, 1층 (광안동)","48295","(주)티에스엘","20171106000000","U","2018-11-03 04:00:00.0","","393040.327506142","186342.957030678","6260000","국제물류주선업","300000000","","20140307","","","",
"373","국제물류주선업","11_45_01_P","6260000","6260000-63-717","19970220","","01","영업/정상","0010","운행","","","","","0514632981","","48924","부산광역시 중구 대창동1가 51번지","부산광역시 중구 해관로 89, 부산중앙빌딩 12층 2호 (대창동1가)","48924","(주) 트라이톤퍼시픽","20180529000000","U","2018-11-03 04:00:00.0","","385507.640529964","180548.792611588","6260000","국제물류주선업","300000000","","","","","",
"374","국제물류주선업","11_45_01_P","6260000","6260000-63-722","20140617","","01","영업/정상","0010","운행","","","","","0517118899","","46736","부산광역시 강서구 녹산동 186-2","부산광역시 강서구 화전산업대로 272-33 (녹산동)","46736","(주)코렌","20200915000000","U","2020-09-17 02:40:00.0","","372044","180805","6260000","국제물류주선업","300000000","","","","","",
"375","국제물류주선업","11_45_01_P","6260000","6260000-63-438","20110504","","01","영업/정상","0010","운행","","","","","0514667719","","48939","부산광역시 중구 중앙동4가 87-7 무역회관빌딩 1001호","부산광역시 중구 충장대로 11, 무역회관빌딩 1001호 (중앙동4가)","48939","(주)나부코","20201007000000","U","2020-10-09 02:40:00.0","","385722.4811351","180423.00816521","6260000","국제물류주선업","300000000","","","","","",
"376","국제물류주선업","11_45_01_P","6260000","6260000-63-439","20110504","","01","영업/정상","0010","운행","","","","","0514659651","","47191","부산광역시 부산진구 부암동 48-3 타워베르빌 220호","부산광역시 부산진구 시민공원로19번길 65, 220호 (부암동, 타워베르빌)","47191","(주)피엘에스코리아","20201021000000","U","2020-10-23 02:40:00.0","","386781.223304313","187128.267326264","6260000","국제물류주선업","300000000","","","","","",
"377","국제물류주선업","11_45_01_P","6260000","6260000-63-441","20110512","","01","영업/정상","0010","운행","","","","","0514652321","","48060","부산광역시 해운대구 우동 1514번지 센텀리더스마크 1310호","부산광역시 해운대구 APEC로 17, 센텀리더스마크 1310호 (우동)","48060","(주)오성로지텍","20210420000000","U","2021-04-22 02:40:00.0","","394209.294344881","187280.207931335","6260000","국제물류주선업","300000000","","","","","",
"378","국제물류주선업","11_45_01_P","6260000","6260000-63-442","20110517","","01","영업/정상","0010","운행","","","","","","","","","부산광역시 해운대구 센텀동로 71, 505-1호 (우동,벽산이-센텀클래스원2차)","48059","(주)코엑스로지스틱","20201022000000","U","2020-10-24 02:40:00.0","","393790.344709358","188235.889521484","6260000","국제물류주선업","300000000","","","","","",
"379","국제물류주선업","11_45_01_P","6260000","6260000-63-443","20110518","","01","영업/정상","0010","운행","","","","","0514691711","","","","부산광역시 중구 중앙대로42번길 5 (중앙동5가)","48943","중앙기업(주)","20201019000000","U","2020-10-21 02:40:00.0","","385694.47194631","179946.417621085","6260000","국제물류주선업","1300000000","","","","","",
"380","국제물류주선업","11_45_01_P","6260000","6260000-63-444","20110524","","01","영업/정상","0010","운행","","","","","0516458000","","48725","부산광역시 동구 좌천동 553-1 3층","부산광역시 동구 중앙대로 439, 3층 (좌천동)","48725","용성씨엔에어(주)","20210203000000","U","2021-02-05 02:40:00.0","","387131.68899000000","183825.34968200000","6260000","국제물류주선업","1500000000","","","","","",
"381","국제물류주선업","11_45_01_P","6260000","6260000-63-445","20110524","","01","영업/정상","0010","운행","","","","","","","","부산광역시 중구 중앙동4가 87번지 5호 해양빌딩","부산광역시 중구 충장대로13번길 9, 6층 (중앙동4가,해양빌딩)","","(주) 제이앤케이해운항공","20180321000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"382","국제물류주선업","11_45_01_P","6260000","6260000-63-446","20110526","","01","영업/정상","0010","운행","","","","","0514628095","","48936","부산광역시 중구 중앙동4가 78-15 805호","부산광역시 중구 충장대로5번길 50-1, 명지빌딩 805호 (중앙동4가)","48936","(주)태경글로벌","20210624000000","U","2021-06-26 02:40:00.0","","385748.59314215","180848.000905503","6260000","국제물류주선업","300000000","","","","","",
"383","국제물류주선업","11_45_01_P","6260000","6260000-63-450","20110615","","01","영업/정상","0010","운행","","","","","0519731874","","608830","부산광역시 남구 용당동   460번지 2호 2층 202호","부산광역시 남구 신선로 387, 2층 202호 (용당동)","","(주)오예스인터내셔널","20140321000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","20110615","","","",
"384","국제물류주선업","11_45_01_P","6260000","6260000-63-451","20010827","","01","영업/정상","0010","운행","","","","","0514412072","","48931","부산광역시 중구 중앙동3가 1번지 부산우체국","부산광역시 중구 중앙대로 63, 부산우체국 8층 (중앙동3가)","48931","와이비해운항공 (주)","20180525000000","U","2018-11-03 04:00:00.0","","385561.650139456","180152.738082365","6260000","국제물류주선업","300000000","","","","","",
"385","국제물류주선업","11_45_01_P","6260000","6260000-63-454","19970213","","01","영업/정상","0010","운행","","","","","0514697200","","48515","부산광역시 남구 용호동 954번지 더블유","부산광역시 남구 분포로 145, 디동 3304호 (용호동, 더블유)","48515","태경해운항공 (주)","20180601000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"386","국제물류주선업","11_45_01_P","6260000","6260000-63-455","20110726","","01","영업/정상","0010","운행","","","","","0515837346","","","","부산광역시 영도구 본산남길 38-6, 103호 (동삼동, 전원빌라)","49126","(주)와이엔엘","20201230000000","U","2021-01-01 02:40:00.0","","389653.409144036","176148.730042896","6260000","국제물류주선업","300000000","","","","","",
"387","국제물류주선업","11_45_01_P","6260000","6260000-63-457","20050228","","01","영업/정상","0010","운행","","","","","0512438380","","48941","부산광역시 중구 중앙동4가 25-4 동원산업빌딩7층","부산광역시 중구 중앙대로 70, 동원산업빌딩 7층 (중앙동4가)","48941","(주)씨디엠해운항공","20210407000000","U","2021-04-09 02:40:00.0","","385637.167034815","180199.557790712","6260000","국제물류주선업","300000000","","","","","",
"388","국제물류주선업","11_45_01_P","6260000","6260000-63-519","20111215","","01","영업/정상","0010","운행","","","","","0518084535","","48579","부산광역시 남구 용호동 371-19 서현빌딩4층","부산광역시 남구 용호로 127, 서현빌딩 4층 (용호동)","48579","(주)정진씨엘","20210120000000","U","2021-01-22 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"389","국제물류주선업","11_45_01_P","6260000","6260000-63-520","20111220","","01","영업/정상","0010","운행","","","","","0516370622","","48561","부산광역시 남구 감만동 498-17 SK부산항화물차휴게소 310호","부산광역시 남구 신선로 168, SK부산항화물차휴게소 310호 (감만동)","48561","(주)아성국제물류","20201231000000","U","2021-01-02 02:40:00.0","","389805.80664900000","181325.18098200000","6260000","국제물류주선업","300000000","","","","","",
"390","국제물류주선업","11_45_01_P","6260000","6260000-63-522","19930424","","01","영업/정상","0010","운행","","","","","0516471001","","","부산광역시 부산진구 전포동 676번지 6호","부산광역시 부산진구 전포대로 217 (전포동)","","천일정기화물자동차(주)","20190425000000","U","2019-04-27 02:40:00.0","","388569.448930725","185453.187416704","6260000","국제물류주선업","3000000000","","","","","",
"391","국제물류주선업","11_45_01_P","6260000","6260000-63-748","20141029","","01","영업/정상","0010","운행","","","","","0512531191","","","","부산광역시 사하구 원양로 327 (감천동)","49453","(주)원중물류","20201222000000","U","2020-12-24 02:40:00.0","","382818","177518","6260000","국제물류주선업","300000000","","","","","",
"392","국제물류주선업","11_45_01_P","6260000","6260000-63-463","20110823","","01","영업/정상","0010","운행","","","","","0517111350","","48059","부산광역시 해운대구 우동 1454번지 벽산이센텀클래스원2차 1202호","부산광역시 해운대구 센텀동로 71, 벽산이센텀클래스원2차 1202호 (우동)","48059","(주)티피오로지스틱스","20201126000000","U","2020-11-28 02:40:00.0","","393790.344709358","188235.889521484","6260000","국제물류주선업","500000000","","","","","",
"393","국제물류주선업","11_45_01_P","6260000","6260000-63-464","20110829","","01","영업/정상","0010","운행","","","","","0514417622","","","","부산광역시 중구 중앙대로 114, 크라운하버호텔 411호 (중앙동4가)","48938","(주)글로벌해현","20171110000000","U","2018-11-03 04:00:00.0","","385622","180635","6260000","국제물류주선업","300000000","","","","","",
"394","국제물류주선업","11_45_01_P","6260000","6260000-63-465","20110906","","01","영업/정상","0010","운행","","","","","0514681771","","","","부산광역시 동구 중앙대로196번길 6-14, 연일빌딩 4층 (초량동)","48821","씨로드로지스틱(주)","20201201000000","U","2020-12-03 02:40:00.0","","385862.634869338","181265.278692099","6260000","국제물류주선업","300000000","","","","","",
"395","국제물류주선업","11_45_01_P","6260000","6260000-63-470","20110920","","01","영업/정상","0010","운행","","","","","","","48930","부산광역시 중구 중앙동4가 36-14 은산빌딩 308호","부산광역시 중구 해관로 65, 은산빌딩 308호(중앙동4가)","48930","태흥국제운송(주)","20211115000000","U","2021-11-17 02:40:00.0","","385502.492319657","180297.579330876","6260000","국제물류주선업","300000000","","","","","",
"396","국제물류주선업","11_45_01_P","6260000","6260000-63-523","20120106","","01","영업/정상","0010","운행","","","","","0514660993","","600016","부산광역시 중구 중앙동6가   72번지 동방빌딩 504,5호","부산광역시 중구 중앙대로 22, 504,5호 (중앙동6가,동방빌딩)","","도원글로벌해운(주)","20120106000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","20120106","","","",
"397","국제물류주선업","11_45_01_P","6260000","6260000-63-525","19990128","","01","영업/정상","0010","운행","","","","","0514684751","","","부산광역시 중구 중앙동4가   84번지 26호 동서빌딩 301호","부산광역시 중구 충장대로9번길 15, 301호 (중앙동4가,동서빌딩)","","한포드국제운송(주)","20120107000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"398","국제물류주선업","11_45_01_P","6260000","6260000-63-2","20070108","","01","영업/정상","0010","운행","","","","","0518320070","","46752","부산광역시 강서구 송정동 1705-1","부산광역시 강서구 녹산산단178로 37-14(송정동)","46752","태남홀딩스(주)","20220617000000","U","2022-06-19 02:40:00.0","","367611.636812806","177768.688210857","6260000","국제물류주선업","4499999700","","20070108","","","",
"399","국제물류주선업","11_45_01_P","6260000","6260000-63-3","20030215","","01","영업/정상","0010","운행","","","","","0517436434","","","부산광역시 해운대구 중동   1778번지 1호 이안해운대파일론 1605호","부산광역시 해운대구 달맞이길 43, 2505호 (중동,이안해운대파일론)","","오리엔탈쉬핑(주)","20190208000000","U","2019-02-10 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"400","국제물류주선업","11_45_01_P","6260000","6260000-63-4","20070115","","01","영업/정상","0010","운행","","","","","0514648354","","","부산광역시 중구 중앙동4가   82-6번지 성우빌딩  501호","부산광역시 중구 충장대로9번길 47-1, 303호 (중앙동4가,성산빌딩)","","(주)코리아로직스","20131226000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","3000000","","","","","",
"401","국제물류주선업","11_45_01_P","6260000","6260000-63-5","20070118","","01","영업/정상","0010","운행","","","","","0514415064","","","부산광역시 중구 대창동2가   37번지 3호 센트럴오피스텔 8층 805호","부산광역시 중구 중앙대로 131, 18층 805호 (대창동2가,센트럴오피스텔)","","우성항공해운(주)","20131226000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
