"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"414","건물위생관리업","09_30_04_P","3310000","3310000-206-2001-00001","20011026","","01","영업/정상","01","영업","","","","","","15.00","608841","부산광역시 남구 우암동 25","부산광역시 남구 우암로154번길 57 (우암동)","48482","(주)구구환경공사","20150122160643","I","2018-08-31 23:59:59.0","건물위생관리업","389636.545445594","182785.791632774","건물위생관리업","1","","","","","","","","","N","","","","","임대","","","","","","N",
"415","건물위생관리업","09_30_04_P","3310000","3310000-206-1994-00001","19940602","","01","영업/정상","01","영업","","","","","051 8027036","51.93","","","부산광역시 남구 황령대로492번길 24, 5층 502호 (대연동)","48510","코리아멘파워","20150309154406","I","2018-08-31 23:59:59.0","건물위생관리업","391896.57776363","184103.711677845","건물위생관리업","5","0","5","","0","","0","0","0","N","0","","","","","","","","","","N",
"416","건물위생관리업","09_30_04_P","3310000","3310000-206-2008-00004","20081216","","01","영업/정상","01","영업","","","","","051 501 9752","78.54","608830","부산광역시 남구 용당동 466-2","부산광역시 남구 신선로 403, 2층 (용당동)","48536","(주)코스텍","20220104145251","U","2022-01-06 02:40:00.0","건물위생관리업","391184.163694936","182266.78962854","건물위생관리업","5","1","2","2","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"417","건물위생관리업","09_30_04_P","3310000","3310000-206-2021-00001","20210104","","01","영업/정상","01","영업","","","","","051 755 0795","17.45","608811","부산광역시 남구 대연동 1727-3 401호","부산광역시 남구 유엔평화로13번길 55, 4층 401호 (대연동)","48503","서진크린 메이드","20210120153942","U","2021-01-22 02:40:00.0","건물위생관리업","390884.532593283","183659.6065219","건물위생관리업","5","0","4","4","0","0","0","0","0","N","0","","","","임대","0","0","0","0","0","N",
"418","건물위생관리업","09_30_04_P","3320000","3320000-206-2013-00007","20130830","","01","영업/정상","01","영업","","","","","051 532 3974","28.73","616827","부산광역시 북구 만덕동 840-48","부산광역시 북구 덕천로294번길 5, 2층 (만덕동)","46612","(주)하정","20220416104213","U","2022-04-19 02:40:00.0","건물위생관리업","385334.652104898","191902.855572158","건물위생관리업","3","0","2","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"419","건물위생관리업","09_30_04_P","3320000","3320000-206-2006-00003","20060904","","01","영업/정상","01","영업","","","","","051 7830757","88.81","616827","부산광역시 북구 만덕동 840-48","부산광역시 북구 덕천로294번길 5, 2층 (만덕동)","46612","(주)청진시스템","20220416104004","U","2022-04-19 02:40:00.0","건물위생관리업","385334.652104898","191902.855572158","건물위생관리업","3","0","2","0","0","0","0","0","0","N","0","","","","임대","0","0","0","0","0","N",
"420","건물위생관리업","09_30_04_P","3320000","3320000-206-2016-00007","20161031","","01","영업/정상","01","영업","","","","","","99.45","616852","부산광역시 북구 화명동 2266-1 더누림오피스텔 201호","부산광역시 북구 금곡대로303번길 94, 더누림오피스텔 201호 (화명동)","46524","(주)모스트인","20190220173038","U","2019-02-22 02:40:00.0","건물위생관리업","382780.640206409","194842.845084799","건물위생관리업","8","0","2","2","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"421","건물위생관리업","09_30_04_P","3320000","3320000-206-2021-00005","20210923","","01","영업/정상","01","영업","","","","","",".00","616823","부산광역시 북구 덕천동 801-8","부산광역시 북구 모분재로23번길 91, 1층 (덕천동)","46594","청솔클린","20220421134252","I","2022-04-23 00:22:33.0","건물위생관리업","383039.847069235","191570.79444971","건물위생관리업","2","0","1","1","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"422","건물위생관리업","09_30_04_P","3320000","3320000-206-2019-00004","20190613","","01","영업/정상","01","영업","","","","","051 361 6889","14.20","616810","부산광역시 북구 금곡동 366 제일상가","부산광역시 북구 효열로 223, 제일상가 1층 107,108호 (금곡동)","46506","선경테크","20190628164415","U","2019-06-30 02:40:00.0","건물위생관리업","383705.284376507","197958.03132762","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"423","건물위생관리업","09_30_04_P","3320000","3320000-206-2019-00003","20190425","","01","영업/정상","01","영업","","","","","070 86560646","88.02","616806","부산광역시 북구 구포동 943-4","부산광역시 북구 백양대로 1071, 2층 (구포동)","46648","제일산업","20190426205638","U","2019-04-28 02:40:00.0","건물위생관리업","381851.995438783","190890.242492161","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"424","건물위생관리업","09_30_04_P","3320000","3320000-206-2019-00006","20190919","","01","영업/정상","01","영업","","","","","","75.13","616800","부산광역시 북구 구포동 1204-60","부산광역시 북구 팽나무로 54, 지하1층 (구포동)","46597","주식회사 에어마스타","20210525164018","U","2021-05-27 02:40:00.0","건물위생관리업","382978.821303847","191451.636774523","건물위생관리업","4","1","0","0","1","1","0","0","0","N","0","","","","","0","0","0","0","0","N",
"425","건물위생관리업","09_30_04_P","3320000","3320000-206-2019-00007","20191211","","01","영업/정상","01","영업","","","","","","42.24","616852","부산광역시 북구 화명동 2276-4 큐빅스타워 801호","부산광역시 북구 금곡대로285번길 46, 큐빅스타워 8층 801호 (화명동)","46526","세종BMB(세종비엠비)","20210127131319","U","2021-01-29 02:40:00.0","건물위생관리업","383005.236517068","194637.031814051","건물위생관리업","4","1","0","0","1","1","0","0","0","N","0","","","","임대","0","0","0","0","0","N",
"426","건물위생관리업","09_30_04_P","3320000","3320000-206-2022-00001","20220222","","01","영업/정상","01","영업","","","","","051 334 2000",".00","616802","부산광역시 북구 구포동 982-21","부산광역시 북구 백양대로 1103, 1층 (구포동)","46588","주식회사 제이유","20220222154018","I","2022-02-24 00:22:37.0","건물위생관리업","382032.201950294","191169.359575608","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"427","건물위생관리업","09_30_04_P","3320000","3320000-206-2018-00009","20180810","","01","영업/정상","01","영업","","","","","","24.54","616822","부산광역시 북구 덕천동 428-5","부산광역시 북구 만덕대로66번길 45, 1층 (덕천동)","46574","대영청소","20180822155117","I","2018-08-31 23:59:59.0","건물위생관리업","383230.971012976","191911.871321629","건물위생관리업","0","0","1","1","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"428","건물위생관리업","09_30_04_P","3320000","3320000-206-2020-00001","20200522","","01","영업/정상","01","영업","","","","","","100.87","616810","부산광역시 북구 금곡동 55-14","부산광역시 북구 금곡대로616번길 142, 3층 (금곡동)","46505","주식회사 크린코리아에스엔","20200522172037","I","2020-05-24 00:23:19.0","건물위생관리업","383548.645914145","198244.159873149","건물위생관리업","0","0","3","3","","","0","0","0","N","0","","","","","0","0","0","0","0","N",
"429","건물위생관리업","09_30_04_P","3320000","3320000-206-2021-00003","20211019","","01","영업/정상","01","영업","","","","","","29.29","616807","부산광역시 북구 구포동 1123-2","부산광역시 북구 사상로 592, 3층 (구포동)","46503","티에스(T/S)방역","20211101163711","U","2021-11-03 02:40:00.0","건물위생관리업","381256.518362262","190448.00980941","건물위생관리업","3","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"430","건물위생관리업","09_30_04_P","3320000","3320000-206-2021-00004","20211209","","01","영업/정상","01","영업","","","","","",".00","616807","부산광역시 북구 구포동 1084-3 협진태양아파트","부산광역시 북구 백양대로 1025, 2층 216호 (구포동, 협진태양아파트)","46650","더프라임인터내셔널","20211209153310","I","2021-12-11 00:22:54.0","건물위생관리업","381617.539582972","190548.761316912","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"431","건물위생관리업","09_30_04_P","3320000","3320000-206-2020-00005","20201120","","01","영업/정상","01","영업","","","","","055 388 0089","52.10","616853","부산광역시 북구 화명동 2322 중도빌딩","부산광역시 북구 학사로17번길 19, 중도빌딩 201호 (화명동)","46542","(주)서정이엔씨","20211126140439","I","2021-11-28 00:22:43.0","건물위생관리업","382664.817754635","193238.198514438","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"432","건물위생관리업","09_30_04_P","3320000","3320000-206-2020-00002","20200806","","01","영업/정상","01","영업","","","","","","36.73","616826","부산광역시 북구 만덕동 301-10","부산광역시 북구 만덕2로29번길 21-5, 1층 (만덕동)","46607","청소야닷컴","20200813193754","U","2020-08-15 02:40:00.0","건물위생관리업","385530.231217234","192176.591100249","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"433","건물위생관리업","09_30_04_P","3320000","3320000-206-2021-00002","20210712","","01","영업/정상","01","영업","","","","","",".00","616820","부산광역시 북구 덕천동 417-28","부산광역시 북구 만덕대로40번길 33, 지하1층 (덕천동)","46578","(주)상동실업","20210712112054","I","2021-07-14 00:22:52.0","건물위생관리업","382968.70613675","191893.259358959","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"434","건물위생관리업","09_30_04_P","3320000","3320000-206-2021-00001","20210524","","01","영업/정상","01","영업","","","","","051 3355279","15.30","616751","부산광역시 북구 구포동 1103-2 현대아파트 117호","부산광역시 북구 백양대로 1003, 117호 (구포동, 현대아파트)","46651","엘지크리닝서비스","20210609091402","U","2021-06-11 02:40:00.0","건물위생관리업","381432.330084105","190402.183262767","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"435","건물위생관리업","09_30_04_P","3320000","3320000-206-2020-00004","20200511","","01","영업/정상","01","영업","","","","","051 973 8644","18.52","616807","부산광역시 북구 구포동 1084-3 협진태양아파트","부산광역시 북구 백양대로 1025, 1층 152호 (구포동, 협진태양아파트)","46650","(주)비뉴","20210517170650","U","2021-05-19 02:40:00.0","건물위생관리업","381617.539582972","190548.761316912","건물위생관리업","1","0","1","1","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"436","건물위생관리업","09_30_04_P","3320000","3320000-206-2011-00010","20110413","","01","영업/정상","01","영업","","","","","051 868 4929","36.40","616813","부산광역시 북구 금곡동 1330-1 금곡월드프라자","부산광역시 북구 금곡대로 458, 금곡월드프라자 4층 425호 (금곡동)","46509","(주)에스투","20210615174615","U","2021-06-17 02:40:00.0","건물위생관리업","383187.953800754","196281.988973649","건물위생관리업","4","1","4","4","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"437","건물위생관리업","09_30_04_P","3320000","3320000-206-2020-00003","20201022","","01","영업/정상","01","영업","","","","","051 337 5944","150.48","616806","부산광역시 북구 구포동 927-4","부산광역시 북구 구남언덕로 21, 2층 (구포동)","46648","온유스카이","20201026154622","U","2020-10-28 02:40:00.0","건물위생관리업","381660.060041149","190994.259370809","건물위생관리업","0","0","0","0","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"438","건물위생관리업","09_30_04_P","3320000","3320000-206-2003-00002","20030711","","01","영업/정상","01","영업","","","","","3333855","89.27","616805","부산광역시 북구 구포동 1217-8","부산광역시 북구 시랑로 62 (구포동)","46631","(주)성아종합관리","20060629000000","I","2018-08-31 23:59:59.0","건물위생관리업","382538.760664128","190835.937827813","건물위생관리업","","","","","","","","","","N","","","","","","","","","","","N",
"439","건물위생관리업","09_30_04_P","3320000","3320000-206-2004-00006","20041122","","01","영업/정상","01","영업","","","","","051 265 2597","68.25","616807","부산광역시 북구 구포동 1123-7","부산광역시 북구 사상로 588 (구포동)","46503","(주)배성산업","20121019134431","I","2018-08-31 23:59:59.0","건물위생관리업","381250.883405367","190403.803172189","건물위생관리업","","","","","","","","","","N","","","","","","","","","","","N",
"440","건물위생관리업","09_30_04_P","3320000","3320000-206-2007-00002","20070326","","01","영업/정상","01","영업","","","","","051 338 9338","115.00","616817","부산광역시 북구 덕천동 572-6","부산광역시 북구 금곡대로104번길 24 (덕천동)","46545","태화청소용역","20101201095615","I","2018-08-31 23:59:59.0","건물위생관리업","382729.142377599","192963.416549049","건물위생관리업","2","1","","","1","1","","","","N","","","","","임대","","","","","","N",
"441","건물위생관리업","09_30_04_P","3320000","3320000-206-2006-00001","20060322","","01","영업/정상","01","영업","","","","","051 361 0484","82.39","616810","부산광역시 북구 금곡동 66-12","부산광역시 북구 금곡대로616번길 116 (금곡동)","46506","세종관리","20101201095658","I","2018-08-31 23:59:59.0","건물위생관리업","383496.937338845","198128.071536156","건물위생관리업","3","","2","2","","","","","","N","","","","","임대","","","","","","N",
"442","건물위생관리업","09_30_04_P","3320000","3320000-206-2009-00001","20090224","","01","영업/정상","01","영업","","","","","051 507 8802","62.49","616803","부산광역시 북구 구포동 700-88 금상빌딩","부산광역시 북구 시랑로 10-2, 금상빌딩 4층 (구포동)","46630","(주)더정우","20200424134750","U","2020-04-26 02:40:00.0","건물위생관리업","382438.309482807","191333.459708158","건물위생관리업","6","0","1","1","","0","0","0","0","N","0","","","","임대","0","","","0","0","N",
"443","건물위생관리업","09_30_04_P","3320000","3320000-206-2016-00002","20160504","","01","영업/정상","01","영업","","","","","","96.85","616829","부산광역시 북구 만덕동 757-49 2층","부산광역시 북구 만덕3로 19, 2층 (만덕동)","46562","현우환경","20160504170559","I","2018-08-31 23:59:59.0","건물위생관리업","384420.872829639","192225.371255578","건물위생관리업","0","0","2","2","","","0","0","0","N","0","","","","","0","0","0","0","0","N",
"444","건물위생관리업","09_30_04_P","3320000","3320000-206-2016-00006","20161118","","01","영업/정상","01","영업","","","","","","29.96","616810","부산광역시 북구 금곡동 55-14","부산광역시 북구 금곡대로616번길 142, 4층 (금곡동)","46505","(주)토르환경","20200608162651","U","2020-06-10 02:40:00.0","건물위생관리업","383548.645914145","198244.159873149","건물위생관리업","0","0","4","4","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"445","건물위생관리업","09_30_04_P","3320000","3320000-206-2018-00003","20180322","","01","영업/정상","01","영업","","","","","","36.30","616817","부산광역시 북구 덕천동 336-10","부산광역시 북구 의성로78번길 15, 1층 (덕천동)","46546","에코맨즈","20190222093103","U","2019-02-24 02:40:00.0","건물위생관리업","382860.488036027","192296.882062638","건물위생관리업","2","0","1","1","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"446","건물위생관리업","09_30_04_P","3320000","3320000-206-2012-00006","20121101","","01","영업/정상","01","영업","","","","","051 338 5670","75.71","616807","부산광역시 북구 구포동 1123-10 2층","부산광역시 북구 사상로 592-1 (구포동)","46503","(주)조은티에스","20180326144916","I","2018-08-31 23:59:59.0","건물위생관리업","381258.19533112","190461.297927105","건물위생관리업","4","1","2","2","","","0","0","0","N","0","","","","임대","0","","","0","0","N",
"447","건물위생관리업","09_30_04_P","3320000","3320000-206-2015-00001","20150105","","01","영업/정상","01","영업","","","","","051 342 2112",".00","616820","부산광역시 북구 덕천동 417-28 지하1층","부산광역시 북구 만덕대로40번길 33, 지하1층 (덕천동)","46578","(주)대한안전산업","20150105162000","I","2018-08-31 23:59:59.0","건물위생관리업","382968.70613675","191893.259358959","건물위생관리업","0","0","","","","","0","0","0","N","0","","","","","0","0","0","0","0","N",
"448","건물위생관리업","09_30_04_P","3320000","3320000-206-2015-00002","20150305","","01","영업/정상","01","영업","","","","","051 363 9425","38.80","616810","부산광역시 북구 금곡동 66-8 1층","부산광역시 북구 금곡대로616번길 106, 1층 (금곡동)","46506","(주)푸른환경시스템","20150313180127","I","2018-08-31 23:59:59.0","건물위생관리업","383481.812995552","198081.334775021","건물위생관리업","0","0","1","1","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"449","건물위생관리업","09_30_04_P","3320000","3320000-206-2015-00003","20150804","","01","영업/정상","01","영업","","","","","051 902 7119",".00","616814","부산광역시 북구 덕천동 374-5 2층","부산광역시 북구 만덕대로 129, 2층 (덕천동)","46554","(주)엑티스","20150804140442","I","2018-08-31 23:59:59.0","건물위생관리업","383755.563392214","192321.951541002","건물위생관리업","0","0","2","2","","","0","0","0","N","0","","","","","0","0","0","0","0","N",
"450","건물위생관리업","09_30_04_P","3320000","3320000-206-2013-00004","20131216","","01","영업/정상","01","영업","","","","","051 338 4194","72.75","616813","부산광역시 북구 금곡동 1330-1 외 2필지, 월드플라자 426호","부산광역시 북구 금곡대로 458, 426호 (금곡동, 월드플라자)","46509","(주)제이엠 워크","20190716144142","U","2019-07-18 02:40:00.0","건물위생관리업","383187.953800754","196281.988973649","건물위생관리업","3","1","2","2","0","0","0","0","0","N","0","","","","임대","0","","","0","0","N",
"451","건물위생관리업","09_30_04_P","3320000","3320000-206-2014-00001","20140124","","01","영업/정상","01","영업","","","","","051 335 1116","32.27","616826","부산광역시 북구 만덕동 290-1 만덕삼성종합상가 204호","부산광역시 북구 만덕2로 14, 204호 (만덕동, 만덕삼성종합상가)","46566","남영건물관리","20151224124827","I","2018-08-31 23:59:59.0","건물위생관리업","385365.731517822","192096.641643769","건물위생관리업","0","0","2","2","","","0","0","0","N","0","","","","임대","0","","","0","0","N",
"452","건물위생관리업","09_30_04_P","3320000","3320000-206-2011-00007","20111129","","01","영업/정상","01","영업","","","","","051 343 7797","31.08","616821","부산광역시 북구 덕천동 412-3 지하1층","부산광역시 북구 의성로109번길 8 (덕천동)","46567","사회복지법인 로뎀복지재단 로뎀직업재활센터","20160119160936","I","2018-08-31 23:59:59.0","건물위생관리업","383073.382615537","192023.77403821","건물위생관리업","0","0","0","0","1","1","0","0","0","N","0","","","","","0","","","0","0","N",
"453","건물위생관리업","09_30_04_P","3320000","3320000-206-2016-00003","20160620","","01","영업/정상","01","영업","","","","","051 507 1441","97.06","616828","부산광역시 북구 만덕동 831-12 2층","부산광역시 북구 만덕1로 27-1, 2층 (만덕동)","46561","(주)빅맨솔루션","20191226114949","U","2019-12-28 02:40:00.0","건물위생관리업","385174.186305604","192439.725940935","건물위생관리업","0","0","2","2","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"454","건물위생관리업","09_30_04_P","3320000","3320000-206-2013-00005","20130403","","01","영업/정상","01","영업","","","","","051 311 7479","34.47","616805","부산광역시 북구 구포동 1225-17 1층","부산광역시 북구 시랑로101번길 25, 1층 (구포동)","46622","크린보이","20160730100607","I","2018-08-31 23:59:59.0","건물위생관리업","382798.007490437","190600.324079722","건물위생관리업","0","0","1","1","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"455","건물위생관리업","09_30_04_P","3320000","3320000-206-2011-00009","20110726","","01","영업/정상","01","영업","","","","","051 467 8313","85.25","616826","부산광역시 북구 만덕동 296","부산광역시 북구 만덕2로 13, 3층 302호 (만덕동)","46607","신항엘엠에스(주)","20161208172258","I","2018-08-31 23:59:59.0","건물위생관리업","385432.214041513","192215.717720678","건물위생관리업","0","0","3","3","0","0","0","0","0","N","0","","","","임대","0","","","0","0","N",
"456","건물위생관리업","09_30_04_P","3320000","3320000-206-2014-00006","20140123","","01","영업/정상","01","영업","","","","","","25.63","616820","부산광역시 북구 덕천동 417-6","부산광역시 북구 의성로 120, 2층 (덕천동)","46578","(주)온케어","20190822173003","U","2019-08-24 02:40:00.0","건물위생관리업","383043.978869088","191929.708218076","건물위생관리업","0","0","2","0","2","0","0","0","0","N","0","","","","","0","","","0","0","N",
"457","건물위생관리업","09_30_04_P","3320000","3320000-206-2017-00004","20170714","","01","영업/정상","01","영업","","","","","","111.60","616800","부산광역시 북구 구포동 1196-41","부산광역시 북구 팽나무로 25-1, 2층 (구포동)","46596","홍익운력","20220103164430","U","2022-01-05 02:40:00.0","건물위생관리업","382704.935580295","191392.69495391","건물위생관리업","2","1","1","1","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"458","건물위생관리업","09_30_04_P","3320000","3320000-206-2017-00001","20170330","","01","영업/정상","01","영업","","","","","051 557 6467","81.51","616852","부산광역시 북구 화명동 2275-3","부산광역시 북구 화명신도시로 117, 306호 (화명동, 메트로프라자)","46527","주식회사 보민테크","20201209160010","U","2020-12-11 02:40:00.0","건물위생관리업","382947.222393671","194672.81747574","건물위생관리업","0","0","3","3","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"459","건물위생관리업","09_30_04_P","3320000","3320000-206-2017-00005","20170717","","01","영업/정상","01","영업","","","","","051 342 1685","92.46","616807","부산광역시 북구 구포동 1073-8","부산광역시 북구 낙동대로 1626, 3층 (구포동)","46503","(주)천하HR서비스","20170901144859","I","2018-08-31 23:59:59.0","건물위생관리업","381353.776451845","190890.059363946","건물위생관리업","0","0","3","3","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"460","건물위생관리업","09_30_04_P","3320000","3320000-206-2004-00005","20040503","","01","영업/정상","01","영업","","","","","051 336 6821","182.21","616817","부산광역시 북구 덕천동 561-11","부산광역시 북구 금곡대로 118, 4층 (덕천동)","46545","주)세진환경종합개발","20170929174719","I","2018-08-31 23:59:59.0","건물위생관리업","382715.125204295","193002.517982619","건물위생관리업","4","0","2","2","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"461","건물위생관리업","09_30_04_P","3320000","3320000-206-2017-00007","20171205","","01","영업/정상","01","영업","","","","","051 362 5858","111.72","616846","부산광역시 북구 화명동 962-5","부산광역시 북구 금곡대로 185-10, 에이동 2-1호 (화명동)","46541","무지개환경","20180112154511","I","2018-08-31 23:59:59.0","건물위생관리업","382888.498787186","193677.067452948","건물위생관리업","2","1","2","2","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"462","건물위생관리업","09_30_04_P","3320000","3320000-206-2017-00006","20170829","","01","영업/정상","01","영업","","","","","051 321 2226","54.51","616815","부산광역시 북구 덕천동 808 주공아파트2단지 상가동 207호","부산광역시 북구 덕천로 74, 상가동 207호 (덕천동, 주공아파트2단지)","46589","패스원","20171214152151","I","2018-08-31 23:59:59.0","건물위생관리업","383466.393861237","191812.597924166","건물위생관리업","2","1","2","2","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"463","건물위생관리업","09_30_04_P","3320000","3320000-206-2017-00002","20170710","","01","영업/정상","01","영업","","","","","051 334 4596","28.07","616825","부산광역시 북구 만덕동 216-7","부산광역시 북구 덕천로234번길 48, 1-14호 (만덕동, 상가동)","46605","클린빌(Clean Bild)","20170719150544","I","2018-08-31 23:59:59.0","건물위생관리업","384776.04113361","191712.881178391","건물위생관리업","5","1","1","1","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"464","건물위생관리업","09_30_04_P","3320000","3320000-206-2018-00005","20180619","","01","영업/정상","01","영업","","","","","","21.55","616808","부산광역시 북구 구포동 1241-19","부산광역시 북구 시랑로 173, 1층 (구포동)","46626","에코그린","20210114170159","U","2021-01-16 02:40:00.0","건물위생관리업","383369.459253953","190384.686324656","건물위생관리업","3","1","1","1","1","1","0","0","0","N","0","","","","","0","","","0","0","N",
"465","건물위생관리업","09_30_04_P","3320000","3320000-206-2018-00006","20180619","","01","영업/정상","01","영업","","","","","051 343 1122","98.85","616807","부산광역시 북구 구포동 1075-123 대민빌딩","부산광역시 북구 구남언덕로 11, 대민빌딩 1층 (구포동)","46648","(주)대민보안공사","20180622170225","I","2018-08-31 23:59:59.0","건물위생관리업","381583.854807412","191041.528708264","건물위생관리업","3","1","1","1","0","0","0","0","0","N","0","","","","","0","0","0","0","0","N",
"466","건물위생관리업","09_30_04_P","3320000","3320000-206-2018-00007","20180703","","01","영업/정상","01","영업","","","","","051 342 2112","78.25","616820","부산광역시 북구 덕천동 413-26","부산광역시 북구 덕천2길 89, 지하1층 (덕천동)","46577","(주)한일복지법인","20220408095907","U","2022-04-12 02:40:00.0","건물위생관리업","382963.936753135","191953.283523618","건물위생관리업","0","0","0","0","1","1","0","0","0","N","0","","","","","0","0","0","0","0","N",
"467","건물위생관리업","09_30_04_P","3320000","3320000-206-2018-00008","20180720","","01","영업/정상","01","영업","","","","","051 305 5979","47.61","616807","부산광역시 북구 구포동 1187-7 3층(101, 102호)","부산광역시 북구 사상로577번길 14, 3층 (구포동)","46504","(주)대성종합환경","20180730170859","I","2018-08-31 23:59:59.0","건물위생관리업","381149.13984569","190326.704116311","건물위생관리업","0","0","3","3","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"468","건물위생관리업","09_30_04_P","3320000","3320000-206-1991-00965","19910612","","01","영업/정상","01","영업","","","","","051 3234400","54.36","616821","부산광역시 북구 덕천동 387-17 (3층) 301호","부산광역시 북구 의성로109번길 63-1, 3층 301호 (덕천동)","46567","고려","20121018154225","I","2018-08-31 23:59:59.0","건물위생관리업","383326.192022774","192151.395544971","건물위생관리업","","","","","","","","","","N","","","","","","","","","","","N",
"469","건물위생관리업","09_30_04_P","3320000","3320000-206-2008-00001","20080109","","01","영업/정상","01","영업","","","","","051 342 3855","86.81","616805","부산광역시 북구 구포동 1225-10 2층","부산광역시 북구 시랑로83번길 21 (구포동,2층)","46622","(주)에스씨에스","20101201095234","I","2018-08-31 23:59:59.0","건물위생관리업","382753.206540753","190588.562418228","건물위생관리업","4","1","2","2","0","0","0","0","0","","0","","","","임대","0","","","","","N",
"470","건물위생관리업","09_30_04_P","3320000","3320000-206-2012-00001","20120120","","01","영업/정상","01","영업","","","","","051 331 0650","65.80","616806","부산광역시 북구 구포동 897-6 거림맥스랜드빌딩 604호","부산광역시 북구 백양대로 1028 (구포동, 거림맥스랜드빌딩 604호)","46636","(주)우성하이텍","20120207172342","I","2018-08-31 23:59:59.0","건물위생관리업","381673.337343197","190491.964089574","건물위생관리업","0","0","1","1","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"471","건물위생관리업","09_30_04_P","3320000","3320000-206-2003-00004","20031113","","01","영업/정상","01","영업","","","","","3330006","22.83","616811","부산광역시 북구 금곡동 98-1","부산광역시 북구 금곡대로616번길 10-5, 가상가동 207호 (금곡동)","46507","태화환경공사","20170103160658","I","2018-08-31 23:59:59.0","건물위생관리업","383322.180241811","197560.128736032","건물위생관리업","2","1","2","2","0","0","1","29","0","N","0","","","","","0","","","0","0","N",
"472","건물위생관리업","09_30_04_P","3320000","3320000-206-2008-00008","20081127","","01","영업/정상","01","영업","","","","","051 327 3113","83.58","616807","부산광역시 북구 구포동 1075-24","부산광역시 북구 구남언덕로16번길 4, 1층 (구포동)","46647","(주)하이종합환경","20200506095643","U","2020-05-08 02:40:00.0","건물위생관리업","381577.715533202","191009.567298346","건물위생관리업","0","0","1","1","0","0","0","0","0","N","0","","","","","0","","","","","N",
"473","건물위생관리업","09_30_04_P","3320000","3320000-206-2011-00002","20110329","","01","영업/정상","01","영업","","","","","","45.27","616807","부산광역시 북구 구포동 1075-55","부산광역시 북구 구남언덕로20번길 20, 1층 (구포동)","46647","시너지크린","20200507154558","U","2020-05-09 02:40:00.0","건물위생관리업","381549.287752018","190927.720710054","건물위생관리업","0","0","0","1","0","0","0","0","0","N","0","","","","","0","","","0","0","N",
"474","건물위생관리업","09_30_04_P","3320000","3320000-206-2011-00006","20111012","","01","영업/정상","01","영업","","","","","051 331 7789","76.50","616803","부산광역시 북구 구포동 700-115 외 1필지(700-166)","부산광역시 북구 시랑로 36 (구포동,외 1필지(700-166))","46630","(주)성우시스템","20111013094538","I","2018-08-31 23:59:59.0","건물위생관리업","382457.999252728","191085.931928776","건물위생관리업","5","1","3","3","","","","","","N","","","","","임대","","","","","","N",
