"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업종구분명","자본금의규모","사업자등록번호",
"188","후원방문판매업체","08_26_05_P","6260000","20216260000301000096","20210818","","01","영업/정상","2","영업","","","","","","","49381","부산광역시 사하구 괴정동  ***번지 *호 새보람더존빌 ****호","부산광역시 사하구 낙동대로***번길 *, ****호(괴정동, 새보람더존빌)","","스텔라 인셀덤","20220527000000","U","2022-05-29 02:40:00.0","","381564.900658647","179606.236860679","후원방문판매업","0","",
"189","후원방문판매업체","08_26_05_P","6260000","20216260000301000059","20210517","","01","영업/정상","2","영업","","","","","","","48456","부산광역시 남구 문현동  ***번지 *호 대림문현시티프라자 ***호","부산광역시 남구 수영로 **, *층 ***호 (문현동, 대림문현시티프라자)","","초록샘","20220516000000","U","2022-05-18 02:40:00.0","","388635.876447612","183867.774199672","후원방문판매업","0","",
"190","후원방문판매업체","08_26_05_P","6260000","20216260000301000074","20210616","","01","영업/정상","2","영업","","","","","","","48298","부산광역시 수영구 광안동  ****번지 *호 부산광안동쌍용예가디오션 ***동 ***호","부산광역시 수영구 광안로 **, ***동 ***호(광안동, 부산 광안동 쌍용 예가 디 오션)","","인셀덤홀릭","20220316000000","U","2022-03-18 02:40:00.0","","392750","186076","후원방문판매업","0","",
"191","후원방문판매업체","08_26_05_P","6260000","20216260000301000075","20210616","","01","영업/정상","2","영업","","","","","","","47237","부산광역시 부산진구 전포동  ***번지 *호","부산광역시 부산진구 동성로***번길 **(전포동)","","소우주","20220524000000","U","2022-05-26 02:40:00.0","","388272.262540331","186590.189272156","후원방문판매업","0","",
"192","후원방문판매업체","08_26_05_P","6260000","20216260000301000080","20210616","","01","영업/정상","2","영업","","","","","","","46249","부산광역시 금정구 구서동  ***번지 *호 협성엠파이어 ***동 ***호","부산광역시 금정구 중앙대로 ****, ***동 ***호(구서동, 협성엠파이어)","","인셀덤비주얼","20220125000000","U","2022-01-27 02:40:00.0","","390317.421536584","197137.929885567","후원방문판매업","0","",
"193","후원방문판매업체","08_26_05_P","6260000","20206260000301000171","20200921","","01","영업/정상","2","영업","","","","","","","48060","부산광역시 해운대구 우동  ****번지 *호 센텀스퀘어 ****호","부산광역시 해운대구 센텀*로 **, 센텀스퀘어 ****호(우동)","","인셀덤 정인","20220524000000","U","2022-05-26 02:40:00.0","","394304.865511712","187411.826417127","후원방문판매업","0","",
"194","후원방문판매업체","08_26_05_P","6260000","20206260000301000181","20200921","","01","영업/정상","2","영업","","","","","","","48290","부산광역시 수영구 민락동  ***번지 *호 서희스타힐스센텀프리모 ****호","부산광역시 수영구 광안해변로 ***, 서희스타힐스센텀프리모 ****호(민락동)","","인셀덤 드림","20210913000000","U","2021-09-15 02:40:00.0","","393763","186328","후원방문판매업","0","",
"195","후원방문판매업체","08_26_05_P","6260000","20206260000301000182","20200928","","01","영업/정상","2","영업","","","","","","","49338","부산광역시 사하구 괴정동  ****번지 *호","부산광역시 사하구 낙동대로 ***, *층 (괴정동)","","오휘 사하점","20220114000000","U","2022-01-16 02:40:00.0","","381763.470663811","179773.626920336","후원방문판매업","0","",
"196","후원방문판매업체","08_26_05_P","6260000","20206260000301000191","20201028","","01","영업/정상","2","영업","","","","","0513321709","","46525","부산광역시 북구 화명동  ****번지 *호 해경타워빌딩 ***호","부산광역시 북구 금곡대로***번길 **, 해경타워빌딩 ***호 (화명동)","","㈜오휘화명지사","20220114000000","U","2022-01-16 02:40:00.0","","383054.326433755","194762.774568791","후원방문판매업","0","",
"197","후원방문판매업체","08_26_05_P","6260000","20206260000301000187","20201022","","01","영업/정상","2","영업","","","","","","","47900","부산광역시 동래구 안락동  ***번지 **호","부산광역시 동래구 온천천로***번길 **, *층(안락동)","","인셀덤 승아 대리점","20210714000000","U","2021-07-16 02:40:00.0","","","","후원방문판매업","0","",
"198","후원방문판매업체","08_26_05_P","6260000","20206260000301000188","20201022","","01","영업/정상","2","영업","","","","","","","49305","부산광역시 사하구 하단동  ****번지 *호 가락타운*단지 **동 ***호","부산광역시 사하구 하신번영로 ***, **동 ***호 (하단동, 가락타운*단지)","","인셀덤 사하 대리점","20210423000000","U","2021-04-25 02:40:00.0","","378522.007200069","180909.306630124","후원방문판매업","0","",
"199","후원방문판매업체","08_26_05_P","6260000","20206260000301000189","20201022","","01","영업/정상","2","영업","","","","","","","48099","부산광역시 해운대구 중동  ****번지 *호 해운대푸르지오시티 A-****호","부산광역시 해운대구 해운대해변로***번길 **, 해운대푸르지오시티 A-****호 (중동)","","인셀덤 리인","20210218000000","U","2021-02-20 02:40:00.0","","397339","186838","후원방문판매업","0","",
"200","후원방문판매업체","08_26_05_P","6260000","20206260000301000192","20201105","","01","영업/정상","2","영업","","","","","","","48243","부산광역시 수영구 광안동  ****번지 *호 남동빌딩","부산광역시 수영구 수영로 ***, 남동빌딩 *층 (광안동)","","유니베라 수영","20220616000000","U","2022-06-18 02:40:00.0","","392565.556346578","187136.980524393","후원방문판매업","0","",
"201","후원방문판매업체","08_26_05_P","6260000","20206260000301000195","20201118","","01","영업/정상","2","영업","","","","","","","47300","부산광역시 부산진구 부전동  ***번지 *호 더샵센트럴스타 ****호","부산광역시 부산진구 중앙대로***번길 **, **층 ****호(부전동, 더샵 센트럴스타)","","인셀덤 크루","20220406000000","U","2022-04-08 02:40:00.0","","387748.383011444","185533.437357236","후원방문판매업","0","",
"202","후원방문판매업체","08_26_05_P","6260000","20206260000301000197","20201118","","01","영업/정상","2","영업","","","","","","","47885","부산광역시 동래구 낙민동  ***번지 *호 동래꿈에그린아파트 ***동 ****호","부산광역시 동래구 온천천로***번길 **, 동래꿈에그린아파트 ***동 ****호 (낙민동)","","빛이 인셀덤","20201229000000","U","2020-12-31 02:40:00.0","","","","후원방문판매업","0","",
"203","후원방문판매업체","08_26_05_P","6260000","20206260000301000199","20201118","","01","영업/정상","2","영업","","","","","","","46743","부산광역시 강서구 지사동  ****번지 *호 지사과학단지삼정그린코아 ***동 ****호","부산광역시 강서구 과학산단*로**번길 **, ***동 ****호 (지사동, 지사과학단지 삼정그린코아)","","인셀덤반하다","20210521000000","U","2021-05-23 02:40:00.0","","367660","185075","후원방문판매업","0","",
"204","후원방문판매업체","08_26_05_P","6260000","20216260000301000014","20210219","","01","영업/정상","2","영업","","","","","","","48059","부산광역시 해운대구 우동  ****번지 *호 한화꿈에그린센텀 비동 ****호","부산광역시 해운대구 센텀동로 **, 한화꿈에그린센텀 비동 ****호(우동)","","일프로 인셀덤","20211129000000","U","2021-12-01 02:40:00.0","","394205.564135188","187948.534671467","후원방문판매업","0","",
"205","후원방문판매업체","08_26_05_P","6260000","20216260000301000018","20210219","","01","영업/정상","2","영업","","","","","","","46016","부산광역시 기장군 정관읍 용수리 ****번지 *호 정관동일스위트*차 ***동 ****호","부산광역시 기장군 정관읍 정관*로 **, ***동 ****호 (정관동일스위트*차)","","다온 DAON","20220621000000","U","2022-06-23 02:40:00.0","","397441.72374000000","205360.48497000000","후원방문판매업","0","",
"206","후원방문판매업체","08_26_05_P","6260000","20216260000301000027","20210219","","01","영업/정상","2","영업","","","","","","","48752","부산광역시 동구 범일동  ****번지 *호 오션브릿지 ***동 ****호","부산광역시 동구 범일로 **, ***동 ****호(범일동, 오션브릿지)","","인셀덤 LYNN","20220517000000","U","2022-05-19 02:40:00.0","","387631","183557","후원방문판매업","0","",
"207","후원방문판매업체","08_26_05_P","6260000","20216260000301000031","20210219","","01","영업/정상","2","영업","","","","","","","49419","부산광역시 사하구 신평동  ***번지 *호 한신아파트 ***동 ****호","부산광역시 사하구 비봉로 **, ***동 ****호(신평동, 한신아파트)","","인셀덤창조","20220609000000","U","2022-06-11 02:40:00.0","","379251.59009695","179368.536874872","후원방문판매업","0","",
"208","후원방문판매업체","08_26_05_P","6260000","20216260000301000039","20210316","","01","영업/정상","2","영업","","","","","","","47163","부산광역시 부산진구 당감동  ***번지 *호 당감동일스위트 ***동 ***호","부산광역시 부산진구 백양관문로 ***, ***동 ***호 (당감동, 당감동일스위트)","","그레이스","20211223000000","U","2021-12-25 02:40:00.0","","384460.569449362","187301.069825166","후원방문판매업","0","",
"209","후원방문판매업체","08_26_05_P","6260000","20216260000301000046","20210316","","01","영업/정상","2","영업","","","","","","","48090","부산광역시 해운대구 우동  ****번지 *호 해운대엑소디움 ***동 ****호","부산광역시 해운대구 해운대해변로 **, ***동 ****호 (우동, 해운대엑소디움)","","인셀덤 첼시","20220221000000","U","2022-02-23 02:40:00.0","","394649.504714752","186938.178511212","후원방문판매업","0","",
"210","후원방문판매업체","08_26_05_P","6260000","20216260000301000054","20210414","","01","영업/정상","2","영업","","","","","","","48060","부산광역시 해운대구 우동  ****번지 *호 롯데갤러리움센텀 제이-***호","부산광역시 해운대구 센텀*로 *, 롯데갤러리움센텀 제이-***호(우동)","","인셀덤 You&I","20220603000000","U","2022-06-07 02:40:00.0","","393710.660889924","188786.440380608","후원방문판매업","0","",
"211","후원방문판매업체","08_26_05_P","6260000","20216260000301000052","20210414","","01","영업/정상","2","영업","","","","","","","47241","부산광역시 부산진구 전포동  ***번지 *호 에메랄드홈 ***동 ****호","부산광역시 부산진구 중앙대로 ***, ***동 ****호(전포동, 에메랄드홈)","","인셀덤 미강","20220114000000","U","2022-01-16 02:40:00.0","","387969.00387100000","187087.36311600000","후원방문판매업","0","",
"212","후원방문판매업체","08_26_05_P","6260000","20216260000301000053","20210414","","01","영업/정상","2","영업","","","","","","","46233","부산광역시 금정구 구서동  ****번지 *호 롯데캐슬골드*단지 ***동 ***호","부산광역시 금정구 금강로 ***, ***동 ***호 (구서동, 롯데캐슬골드*단지)","","인셀덤 너뭐바르니","20220302000000","U","2022-03-04 02:40:00.0","","390044.982846098","196654.519868399","후원방문판매업","0","",
"213","후원방문판매업체","08_26_05_P","6260000","20216260000301000047","20210326","","01","영업/정상","2","영업","","","","","","","46015","부산광역시 기장군 정관읍 매학리 ***번지 *호 정관타워 ***호","부산광역시 기장군 정관읍 정관로 ***, 정관타워 *층 ***호","","럭셔리뷰티 오휘정관점","20220114000000","U","2022-01-16 02:40:00.0","","397820.43133700000","204991.90431300000","후원방문판매업","0","",
"214","후원방문판매업체","08_26_05_P","6260000","20216260000301000048","20210302","","01","영업/정상","2","영업","","","","","","","47710","부산광역시 동래구 온천동  ***번지 *호 SKHUBSKY **호","부산광역시 동래구 중앙대로 ****, SKHUBSKY b*층 **호 (온천동)","","인셀덤 라라","20210326000000","I","2021-03-28 00:22:59.0","","389816.233000769","193329.605871168","후원방문판매업","0","",
"215","후원방문판매업체","08_26_05_P","6260000","20136260000301000107","20130802","","01","영업/정상","2","영업","","","","","0513143253","","617831","부산광역시 사상구 엄궁동  ***번지 해영빌딩 ***호","부산광역시 사상구 대동로 *, ***호 (엄궁동,해영빌딩)","","아모레 승학특약점","20220415000000","U","2022-04-17 02:40:00.0","","379725.397676069","183221.227111587","후원방문판매업","0","",
"216","후원방문판매업체","08_26_05_P","6260000","20136260000301000120","20130802","","01","영업/정상","2","영업","","","","","0517849911","","612050","부산광역시 해운대구 재송동  ***번지 *호 C동","부산광역시 해운대구 해운대로***번길 ** (재송동)","","아모레벡스코특약점","20220415000000","U","2022-04-17 02:40:00.0","","393469.005202261","188925.312665709","후원방문판매업","0","",
"217","후원방문판매업체","08_26_05_P","6260000","20136260000301000125","20130802","","01","영업/정상","2","영업","","","","","0515212130","","607100","부산광역시 동래구 안락동  **번지 *호","부산광역시 동래구 충렬대로 *** (안락동)","","아모레새동래특약점","20220415000000","U","2022-04-17 02:40:00.0","","392381.184378357","190361.094317702","후원방문판매업","0","",
"218","후원방문판매업체","08_26_05_P","6260000","20136260000301000135","20130802","","01","영업/정상","2","영업","","","","","0515526592","","607050","부산광역시 동래구 수안동  ***번지 세띠앙상가 ***호","부산광역시 동래구 충렬대로***번길 *, ***호 (수안동,세띠앙상가)","","아모레수안특약점","20210413000000","U","2021-04-15 02:40:00.0","","389852.38719487","191077.466795013","후원방문판매업","0","",
"219","후원방문판매업체","08_26_05_P","6260000","20186260000301000024","20181205","","01","영업/정상","2","영업","","","","","0519956135","","46985","부산광역시 사상구 감전동  ***번지 *호","부산광역시 사상구 학감대로 ***(감전동)","","미트리(주)","20220211000000","U","2022-02-13 02:40:00.0","","","","후원방문판매업","0","",
"220","후원방문판매업체","08_26_05_P","6260000","20186260000301000021","20181107","","01","영업/정상","2","영업","","","","","0513166656","","47035","부산광역시 사상구 엄궁동  ***번지 *호 신우프라자 ***호","부산광역시 사상구 낙동대로 ***, 신우프라자 *층 ***호 (엄궁동)","","유니베라(엄궁)","20220617000000","U","2022-06-19 02:40:00.0","","","","후원방문판매업","0","",
"221","후원방문판매업체","08_26_05_P","6260000","20206260000301000206","20201216","","01","영업/정상","2","영업","","","","","","","48312","부산광역시 수영구 남천동  ***번지 *호","부산광역시 수영구 황령대로***번길 **(남천동)","","인셀덤 비손","20220421000000","U","2022-04-23 02:40:00.0","","391990.309837356","184348.7087885","후원방문판매업","0","",
"222","후원방문판매업체","08_26_05_P","6260000","20206260000301000222","20201222","","01","영업/정상","2","영업","","","","","","","46061","부산광역시 기장군 기장읍 동부리 ***번지 *호 한신인테리어","부산광역시 기장군 기장읍 차성로 ***, 한신인테리어 *층","","아모레퍼시픽 기장점","20220415000000","U","2022-04-17 02:40:00.0","","401448.339188846","196547.961064579","후원방문판매업","0","",
"223","후원방문판매업체","08_26_05_P","6260000","20216260000301000003","20210121","","01","영업/정상","2","영업","","","","","","","46035","부산광역시 기장군 장안읍 길천리 ***번지 *호 고원아파트 ***동 ***호","부산광역시 기장군 장안읍 천산로 **, ***동 ***호 (고원아파트)","","퍼스트인셀덤","20210902000000","U","2021-09-04 02:40:00.0","","407624.823179674","206475.252052201","후원방문판매업","0","",
"224","후원방문판매업체","08_26_05_P","6260000","20216260000301000011","20210121","","01","영업/정상","2","영업","","","","","","","47296","부산광역시 부산진구 부전동  ***번지 *호 에이원플라자 ****~****호","부산광역시 부산진구 중앙대로 ***, 에이원플라자 **층 ****~****호 (부전동)","","인셀덤 중앙","20220125000000","U","2022-01-27 02:40:00.0","","387598.777340921","185636.701047663","후원방문판매업","0","",
"225","후원방문판매업체","08_26_05_P","6260000","20206260000301000202","20200831","","01","영업/정상","2","영업","","","","","","","46734","부산광역시 강서구 녹산동  ****번지 *호","부산광역시 강서구 낙동남로 *** (녹산동)","","인셀덤 에바","20201208000000","I","2020-12-10 00:23:07.0","","370046","180729","후원방문판매업","0","",
"226","후원방문판매업체","08_26_05_P","6260000","20226260000301000073","20220520","","01","영업/정상","2","영업","","","","","","","50590","경상남도 양산시 어곡동  *번지 *호 삼성파크빌아파트 ***동 ****호","경상남도 양산시 두전길 **, ***동 ****호(어곡동, 삼성파크빌아파트)","","인셀덤 Air Speeder 대리점","20220520000000","I","2022-05-22 00:22:48.0","","384221.252850421","211024.641417951","후원방문판매업","0","",
"227","후원방문판매업체","08_26_05_P","6260000","20226260000301000074","20220610","","01","영업/정상","2","영업","","","","","","","47107","부산광역시 부산진구 초읍동  ***번지 *호 포레나부산초읍 ***동 ****호","부산광역시 부산진구 초연로 *, ***동 ****호(초읍동, 포레나 부산초읍)","","인셀덤 Haj","20220610000000","I","2022-06-12 00:22:30.0","","386485.645179557","188034.306120421","후원방문판매업","0","",
"228","후원방문판매업체","08_26_05_P","6260000","20206260000301000225","20200421","","01","영업/정상","2","영업","","","","","","","50603","경상남도 양산시 물금읍 가촌리 ****번지 *호 양산물금한신더휴아파트 ***동 ****호","경상남도 양산시 물금읍 가촌서로 **, ***동 ****호(양산물금 한신 더휴 아파트)","","인셀덤 진","20220518000000","I","2022-05-20 00:22:32.0","","","","후원방문판매업","0","",
"229","후원방문판매업체","08_26_05_P","6260000","20216260000301000171","20210719","","01","영업/정상","2","영업","","","","","","","48060","부산광역시 해운대구 우동  ****번지 *호 센텀스퀘어 ****호","부산광역시 해운대구 센텀*로 **, 센텀스퀘어 ****호(우동)","","인셀덤 벨라","20220527000000","I","2022-05-29 00:22:32.0","","394304.865511712","187411.826417127","후원방문판매업","0","",
"230","후원방문판매업체","08_26_05_P","6260000","20136260000301000241","20130814","","02","휴업","3","휴업","","20131218","","","0515011171","","612766","부산광역시 해운대구 좌동  ****번지","부산광역시 해운대구 좌동순환로***번길 ** (좌동)","","마임 해운대좌동지사","20131219000000","I","2018-08-31 23:59:59.0","","398942.053775097","187848.185538735","후원방문판매업","0","",
"231","후원방문판매업체","08_26_05_P","6260000","20136260000301000248","20130814","","02","휴업","3","휴업","","20160718","20160718","","0515078823","","611070","부산광역시 연제구 거제동  ****번지 *호 *층호","부산광역시 연제구 법원남로**번길 **, *층 (거제동)","","법조타운지사","20160722000000","I","2018-08-31 23:59:59.0","","388924.707638953","190031.891378081","후원방문판매업","0","",
"232","후원방문판매업체","08_26_05_P","6260000","20156260000301000005","20150406","","02","휴업","3","휴업","","","","","","","614813","부산광역시 부산진구 개금동  ***번지 ***호","부산광역시 부산진구 가야대로***번길 * (개금동)","","마임부산개금지사","20170516000000","I","2018-08-31 23:59:59.0","","384424.722110866","185602.927061972","후원방문판매업","0","",
"233","후원방문판매업체","08_26_05_P","6260000","20136260000301000197","20130806","","03","폐업","4","폐업","20151201","","","","0515585554","","607800","부산광역시 동래구 낙민동  ***번지","부산광역시 동래구 충렬대로 ***, *층 (낙민동)","","마임낙민지사","20151201000000","I","2018-08-31 23:59:59.0","","390038.93885574","191065.191554303","후원방문판매업","0","",
"234","후원방문판매업체","08_26_05_P","6260000","20136260000301000198","20130806","","03","폐업","4","폐업","20140219","","","","0518975388","","614813","부산광역시 부산진구 개금동  ***번지 ***호","부산광역시 부산진구 가야대로***번길 * (개금동)","","마임개금지사","20140219000000","I","2018-08-31 23:59:59.0","","384424.722110866","185602.927061972","후원방문판매업","0","",
"235","후원방문판매업체","08_26_05_P","6260000","20136260000301000199","20130806","","03","폐업","4","폐업","20190926","","","","0517243119","","619901","부산광역시 기장군 기장읍 교리 ***번지 *호 A동 ***호","부산광역시 기장군 기장읍 반송로 ****, A동 ***호","","마임기장동부","20190926000000","U","2019-09-28 02:40:00.0","","401566.670767291","196875.098439374","후원방문판매업","0","",
"236","후원방문판매업체","08_26_05_P","6260000","20136260000301000200","20130806","","03","폐업","4","폐업","20160808","","","","0515022332","","607120","부산광역시 동래구 사직동  ***번지 **호","부산광역시 동래구 여고북로 ***, *층 (사직동)","","마임동래동부지사","20160808000000","I","2018-08-31 23:59:59.0","","389129.04252997","191223.927134334","후원방문판매업","0","",
"237","후원방문판매업체","08_26_05_P","6260000","20136260000301000201","20130806","","03","폐업","4","폐업","20140428","","","","0516359197","","601808","부산광역시 동구 범일동  ***번지 ***호 ****호","부산광역시 동구 조방로 **, **층 ****호 (범일동)","","아모레퍼시픽 미래지사","20140428000000","I","2018-08-31 23:59:59.0","","387804.302601249","184182.043396039","후원방문판매업","0","",
"238","후원방문판매업체","08_26_05_P","6260000","20136260000301000202","20130806","","03","폐업","4","폐업","20140723","","","","0516279598","","611080","부산광역시 연제구 연산동  ***번지 *호 *층","부산광역시 연제구 고분로**번길 **, *층 (연산동)","","마임. 연일지사","20140723000000","I","2018-08-31 23:59:59.0","","389936.894610355","189160.983136633","후원방문판매업","0","",
"239","후원방문판매업체","08_26_05_P","6260000","20136260000301000203","20130806","","03","폐업","4","폐업","20160304","","","","0518176917","","614872","부산광역시 부산진구 초읍동  ***번지 **호","부산광역시 부산진구 성지로 *** (초읍동)","","부산마임성지","20160307000000","I","2018-08-31 23:59:59.0","","386754.152023785","188766.270389266","후원방문판매업","0","",
"240","후원방문판매업체","08_26_05_P","6260000","20136260000301000242","20130814","","03","폐업","4","폐업","20131209","","","","0517275517","","619961","부산광역시 기장군 정관면 방곡리 ***번지 *호","부산광역시 기장군 정관면 정관덕산길 **-*","","상호마임 부산정관지사","20131213000000","I","2018-08-31 23:59:59.0","","398505.40996400000","205074.17850700000","후원방문판매업","0","",
"241","후원방문판매업체","08_26_05_P","6260000","20136260000301000247","20130814","","03","폐업","4","폐업","20161128","","","","0515281363","","607100","부산광역시 동래구 안락동  ***번지 *호 *층","부산광역시 동래구 반송로 ***-*, *층 (안락동)","","오휘보명지사","20161128000000","I","2018-08-31 23:59:59.0","","390952.492704857","190901.01325615","후원방문판매업","0","",
"242","후원방문판매업체","08_26_05_P","6260000","20136260000301000244","20130814","","03","폐업","4","폐업","20191218","","","","0517421167","","614040","부산광역시 부산진구 전포동  ***번지 *호","부산광역시 부산진구 중앙대로 *** (전포동)","","오휘화장품 부전지사","20191220000000","U","2019-12-22 02:40:00.0","","387905.749078673","186724.429654741","후원방문판매업","0","",
"243","후원방문판매업체","08_26_05_P","6260000","20136260000301000245","20130814","","03","폐업","4","폐업","20180615","","","","0515543579","","607060","부산광역시 동래구 온천동  ***번지 *호 ***호","부산광역시 동래구 금강공원로 *, ***호 (온천동)","","오휘온천지사","20180618000000","I","2018-08-31 23:59:59.0","","389691.841106113","193029.858677409","후원방문판매업","0","",
"244","후원방문판매업체","08_26_05_P","6260000","20136260000301000128","20130802","","03","폐업","4","폐업","20160105","","","","0515528286","","607010","부산광역시 동래구 명륜동  **번지 **호 예성빌딩 ***호","부산광역시 동래구 명륜로 ***, ***호 (명륜동,예성빌딩)","","동부산특약점(아모레)","20160105000000","I","2018-08-31 23:59:59.0","","389729.640290441","192782.459190831","후원방문판매업","0","",
"245","후원방문판매업체","08_26_05_P","6260000","20136260000301000222","20130807","","03","폐업","4","폐업","","","","","0517554999","","613811","부산광역시 수영구 광안동  ****번지 *호","부산광역시 수영구 수영로 ***, *층 (광안동)","","유니베라 수경","20170517000000","I","2018-08-31 23:59:59.0","","392565.556346578","187136.980524393","후원방문판매업","0","",
"246","후원방문판매업체","08_26_05_P","6260000","20136260000301000223","20130807","","03","폐업","4","폐업","20150721","","","","0517554999","","613811","부산광역시 수영구 광안동  ****번지 *호","부산광역시 수영구 수영로 *** (광안동)","","유니베라 광안","20150721000000","I","2018-08-31 23:59:59.0","","392565.556346578","187136.980524393","후원방문판매업","0","",
"247","후원방문판매업체","08_26_05_P","6260000","20136260000301000129","20130802","","03","폐업","4","폐업","20171229","","","","0518671939","","611070","부산광역시 연제구 거제동  ***번지 *호 대진빌딩 *층","부산광역시 연제구 거제대로 **, *층 (거제동,대진빌딩)","","아모레연서특약점","20171229000000","I","2018-08-31 23:59:59.0","","388341.692105634","188369.298059009","후원방문판매업","0","",
"248","후원방문판매업체","08_26_05_P","6260000","20136260000301000132","20130802","","03","폐업","4","폐업","20200128","","","","0518064767","","614030","부산광역시 부산진구 부전동  ***번지 **호","부산광역시 부산진구 새싹로*번길 ** (부전동)","","아모레퍼시픽서면지사","20200129000000","U","2020-01-31 02:40:00.0","","387546.277216593","186358.666774258","후원방문판매업","0","",
"249","후원방문판매업체","08_26_05_P","6260000","20136260000301000133","20130802","","03","폐업","4","폐업","20160908","","","","0514425733","","601010","부산광역시 동구 초량동  ****번지 *호","부산광역시 동구 중앙대로 ***, *층 (초량동,KT사옥)","","아모레퍼시픽새초량지사","20160908000000","I","2018-08-31 23:59:59.0","","385783.351371754","181332.170580116","후원방문판매업","0","",
"250","후원방문판매업체","08_26_05_P","6260000","20136260000301000139","20130806","","03","폐업","4","폐업","20140306","","","","0514657800","","600101","부산광역시 중구 대창동*가  **번지 **호 남광빌딩 *층","부산광역시 중구 중앙대로 ***, *층 (대창동*가,남광빌딩)","","유니베라 중구대리점","20140306000000","I","2018-08-31 23:59:59.0","","385629.342277905","180803.857905689","후원방문판매업","0","",
"251","후원방문판매업체","08_26_05_P","6260000","20136260000301000142","20130806","","03","폐업","4","폐업","20201215","","","","0518512964","","611080","부산광역시 연제구 연산동  ***번지 *호 샤르망라이프빌딩 ***호","부산광역시 연제구 반송로 **, ***호 (연산동,샤르망라이프빌딩)","","마임부산연제남부지사","20201216000000","U","2020-12-18 02:40:00.0","","389763.458430383","189676.126925582","후원방문판매업","0","",
"252","후원방문판매업체","08_26_05_P","6260000","20136260000301000228","20130807","","03","폐업","4","폐업","20190510","","","","0518180093","","614100","부산광역시 부산진구 당감동  ***번지","부산광역시 부산진구 가야대로***번길 * (당감동)","","타파웨어(베테랑)","20190510000000","U","2019-05-12 02:40:00.0","","386599.076468568","186168.038794393","후원방문판매업","0","",
"253","후원방문판매업체","08_26_05_P","6260000","20136260000301000230","20130807","","03","폐업","4","폐업","","","","","0515159435","","609320","부산광역시 금정구 부곡동  ***번지 *호 한창빌딩 ***호","부산광역시 금정구 부곡로***번길 *, ***호 (부곡동,한창빌딩)","","이롬 라이프 금정중앙지사","20170516000000","I","2018-08-31 23:59:59.0","","390364.441258757","194122.808322223","후원방문판매업","0","",
"254","후원방문판매업체","08_26_05_P","6260000","20136260000301000231","20130813","","03","폐업","4","폐업","20140306","","","","0512463690","","600016","부산광역시 중구 중앙동*가  **번지 **호","부산광역시 중구 중앙대로 **-*, *층 (중앙동*가)","","이체중앙점","20140306000000","I","2018-08-31 23:59:59.0","","385602.625935817","179829.813377155","후원방문판매업","0","",
"255","후원방문판매업체","08_26_05_P","6260000","20166260000301000014","20161006","","03","폐업","4","폐업","20190228","","","","0518677355","","47542","부산광역시 연제구 연산동  ****번지 *호 목림빌딩","부산광역시 연제구 중앙대로****번길 **, *층 (연산동,목림빌딩)","","(주)엔비힐링바이오","20190228000000","U","2019-03-02 02:40:00.0","","388957.42402057","188908.124798577","후원방문판매업","0","",
"256","후원방문판매업체","08_26_05_P","6260000","20136260000301000249","20130814","","03","폐업","4","폐업","20190925","","","","0518630185","","614050","부산광역시 부산진구 양정동  ***번지 *호 ***호","부산광역시 부산진구 중앙대로***번길 ** (양정동)","","오휘연제지사","20190925000000","U","2019-09-27 02:40:00.0","","388767.109253693","188336.060943756","후원방문판매업","0","",
"257","후원방문판매업체","08_26_05_P","6260000","20136260000301000250","20130814","","03","폐업","4","폐업","20181128","","","","0517464086","","612010","부산광역시 해운대구 중동  ****번지 *호 영풍리젠시 ***호","부산광역시 해운대구 좌동순환로 ***, ***호 (중동,영풍리젠시)","","오휘중동지사","20181130000000","U","2018-12-02 02:40:00.0","","397518.595862562","187373.24534171","후원방문판매업","0","",
"258","후원방문판매업체","08_26_05_P","6260000","20136260000301000251","20130814","","03","폐업","4","폐업","20160718","","","","0516435252","","601060","부산광역시 동구 범일동  ***번지 동성빌딩 ***호","부산광역시 동구 범일로 ***, ***호 (범일동,동성빌딩)","","오휘동구점","20160722000000","I","2018-08-31 23:59:59.0","","387579.291668791","184263.875327669","후원방문판매업","0","",
"259","후원방문판매업체","08_26_05_P","6260000","20136260000301000253","20130819","","03","폐업","4","폐업","20201006","","","","0518656400","","614050","부산광역시 부산진구 양정동  ***번지 *호","부산광역시 부산진구 연수로**번길 ** (양정동)","","부산 프뢰벨(주)","20201007000000","U","2020-10-09 02:40:00.0","","388924.821262483","188323.968549147","후원방문판매업","0","",
"260","후원방문판매업체","08_26_05_P","6260000","20136260000301000254","20130819","","03","폐업","4","폐업","20211005","","","","0517554875","","","부산광역시 수영구 남천동  ***번지 *호 메가마트 남천점","부산광역시 수영구 황령대로 ***, *층 (남천동,메가마트남천점)","","알즈너 부산 환희","20211006000000","U","2021-10-08 02:40:00.0","","392321.102334852","184041.758684038","후원방문판매업","0","",
