"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업종구분명","설계감리업종류명","소속국가명","실질자본금",
"70","전력기술설계업체","09_28_13_P","6260000","201862600008500004","20180514","","03","폐업","3","폐업","","","","","0515070119","","48097","부산광역시 해운대구 중동 1778-1 이안해운대파일론 1805호","부산광역시 해운대구 달맞이길 43, 이안해운대파일론 1805호 (중동)","48097","부산기술단","20190411135152","U","2019-04-13 02:40:00.0","","397650.317430573","186919.128562817","설계업","전문설계업2종","대한민국","0",
"71","전력기술설계업체","09_28_13_P","6260000","201862600008500006","20180626","","03","폐업","3","폐업","20180727","","","","0517147358","","46703","부산광역시 강서구 대저1동 2690-1","부산광역시 강서구 체육공원로6번길 146 (대저1동)","46703","그랜드썬","20180727135853","I","2018-08-31 23:59:59.0","","380327.550863077","191699.968603894","설계업","전문설계업1종","대한민국","0",
"72","전력기술설계업체","09_28_13_P","6260000","200162600008500001","20011222","","03","폐업","3","폐업","20070830","","","","0516370313","","601709","부산 동구 범일2동 830-295 삼환오피스텔502호","","","(주)한국전설기술단","20070830210513","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업1종","대한민국","0",
"73","전력기술설계업체","09_28_13_P","6260000","200462600008500001","20040220","","03","폐업","3","폐업","20070521","","","","0515564550","","607823","부산 동래구 수안동 41-6 삼운빌딩2층","","","(주)호승성림기술단","20070521181818","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업1종","대한민국","0",
"74","전력기술설계업체","09_28_13_P","6260000","200462600008500003","20040722","","03","폐업","3","폐업","20090209","","","","0518689741","","614855","부산광역시 부산진구 양정2동   279번지 1호","부산광역시 부산진구 거제대로 88 (양정동)","","광명기술단","20090209113759","I","2018-08-31 23:59:59.0","","388325.896865469","188315.499091653","설계업","전문설계업1종","대한민국","",
"75","전력기술설계업체","09_28_13_P","6260000","200462600008500004","20040907","","03","폐업","3","폐업","","","","","0515577061","","607822","부산 동래구 수안동 3-8 한일빌딩2층","","","(주)한새기술단","20070625100206","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업1종","대한민국","0",
"76","전력기술설계업체","09_28_13_P","6260000","200562600008500003","20050315","","03","폐업","3","폐업","20060201","","","","0515213600","","609809","부산 금정구 금사동 37-10 보림팩토리아306호","","","(주)한국시엠알","20060206083629","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업1종","대한민국","0",
"77","전력기술설계업체","09_28_13_P","6260000","200762600008500001","20070226","","03","폐업","3","폐업","20190723","","","","0512053808","","604832","부산광역시 사하구 신평1동   7번지 신평삼익아파트 9동 301호","부산광역시 사하구 장평로 311, 9동 301호 (신평동,신평삼익아파트)","","(주)우진이엔지","20190723143336","U","2019-07-25 02:40:00.0","","379969.233968736","179043.775487216","설계업","전문설계업2종","대한민국","10000000",
"78","전력기술설계업체","09_28_13_P","6260000","200662600008500008","20061228","","03","폐업","3","폐업","20070626","","","","0512442112","","602831","부산광역시 서구 암남동   354-1번지 기산비치상가 226호","","","(주)케이엔티기술단","20070626095051","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업2종","한국","53000000",
"79","전력기술설계업체","09_28_13_P","6260000","200762600008500002","20070309","","03","폐업","3","폐업","20090209","","","","0519738604","","618800","부산광역시 강서구 강동동   171번지","부산광역시 강서구 낙동북로31번길 50 (강동동)","","정 도","20090209113841","I","2018-08-31 23:59:59.0","","376145.924030976","192942.541795089","설계업","전문설계업2종","대한민국","10000000",
"80","전력기술설계업체","09_28_13_P","6260000","200762600008500003","20070612","","03","폐업","3","폐업","20071105","","","","0515066677","","607813","부산광역시 동래구 사직3동   147번지 79호 2층","부산광역시 동래구 여고로127번길 23 (사직동,2층)","","(주)성림기술단","20071203154855","I","2018-08-31 23:59:59.0","","388992.767238733","190936.058615257","설계업","전문설계업1종","대한민국","30000000",
"81","전력기술설계업체","09_28_13_P","6260000","200762600008500004","20070614","","03","폐업","3","폐업","20211110","","","","0515526868","","46249","부산광역시 금정구 구서동 177-1 우남타워","부산광역시 금정구 중앙대로 1942, 우남타워 12층 (구서동)","46249","(주)유일방재엔지니어링","20211110170454","U","2021-11-12 02:40:00.0","","390287.835408943","197374.269349615","설계업","전문설계업2종","대한민국","0",
"82","전력기술설계업체","09_28_13_P","6260000","200862600008500002","20080603","","03","폐업","3","폐업","20141127","","","","0515066051","","614850","부산광역시 부산진구 부전2동  535번지 10호","부산광역시 부산진구 신천대로 62, 2층 (부전동)","614850","(주)효성기술단","20141127145610","I","2018-08-31 23:59:59.0","","387523.019466086","185458.235819993","설계업","전문설계업2종","대한민국","10000000",
"83","전력기술설계업체","09_28_13_P","6260000","200862600008500003","20080812","","03","폐업","3","폐업","20121011","","","","0518521355","","611811","부산광역시 연제구 연산1동  303번지 46호 서광하이빌 106호","부산광역시 연제구 신금로17번길 30-14, 106호 (연산동,서광하이빌)","611811","(주)대림기술단","20121012155149","I","2018-08-31 23:59:59.0","","390602.68422486","190018.39055794","설계업","전문설계업2종","대한민국","0",
"84","전력기술설계업체","09_28_13_P","6260000","200862600008500004","20080924","","03","폐업","3","폐업","20101101","","","","0513311083","","616805","부산광역시 북구 구포3동   1225번지 9호","부산광역시 북구 시랑로79번길 30-9 (구포동)","","(주)항도전기관리","20101102111501","I","2018-08-31 23:59:59.0","","382759.508848129","190601.279813689","설계업","전문설계업2종","","0",
"85","전력기술설계업체","09_28_13_P","6260000","200862600008500005","20081111","","03","폐업","3","폐업","20130124","","","","0517909910","","609843","부산광역시 금정구 청룡동 44번지 24호","부산광역시 금정구 청룡예전로 33 (청룡동)","609843","(주)우인엔지니어링","20130129155743","I","2018-08-31 23:59:59.0","","390090.827921281","199400.44783194","설계업","전문설계업2종","","11165000",
"86","전력기술설계업체","09_28_13_P","6260000","200962600008500002","20090528","","03","폐업","3","폐업","20130813","","","","07075024300","","601709","부산광역시 동구 범일2동 830번지 295호 삼환오피스텔 1207호","부산광역시 동구 자성로141번길 11, 1207호 (범일동,삼환오피스텔)","601709","세부엔지니어링","20130813170442","I","2018-08-31 23:59:59.0","","388188.345022103","184059.516935515","설계업","전문설계업2종","대한민국","100027152",
"87","전력기술설계업체","09_28_13_P","6260000","201062600008500003","20100630","","03","폐업","3","폐업","20131226","","","","0517418816","","612020","부산광역시 해운대구 우동   1458번지 인텔리움센텀 303호","부산광역시 해운대구 센텀6로 21 (우동,인텔리움센텀 303호)","","주식회사 스타라이팅","20140107155120","I","2018-08-31 23:59:59.0","","393901.99210345","188122.938094434","설계업","전문설계업2종","","720383471",
"88","전력기술설계업체","09_28_13_P","6260000","201062600008500004","20100324","","03","폐업","3","폐업","20150908","","","","0518038757","","611080","부산광역시 연제구 연산동  1385번지 2호","부산광역시 연제구 중앙대로1065번길 3-5 (연산동)","611080","(주)협동전기감리단","20150909143934","I","2018-08-31 23:59:59.0","","389304.972549965","189094.654069205","설계업","전문설계업2종","","100000000",
"89","전력기술설계업체","09_28_13_P","6260000","201262600008500001","20120508","","03","폐업","3","폐업","20160428","","","","0517040906","","612040","부산광역시 해운대구 송정동 193번지 1호","부산광역시 해운대구 송정중앙로21번길 46 (송정동)","612040","(주)제이에스타운","20160428182450","I","2018-08-31 23:59:59.0","","400724.156261039","189497.19117715","설계업","전문설계업2종","","50000000",
"90","전력기술설계업체","09_28_13_P","6260000","201262600008500002","20120920","","03","폐업","3","폐업","20170322","","","","0518521355","","","부산광역시 연제구 연산동 302번지 3호 노블레스스퀘어 318호","부산광역시 연제구 신금로 25, 318호 (연산동,노블레스스퀘어)","47560","(주)대림티앤에스","20170322150926","I","2018-08-31 23:59:59.0","","390688.337529364","190053.714543449","설계업","전문설계업2종","대한민국","113958051",
"91","전력기술설계업체","09_28_13_P","6260000","201362600008500002","20130809","","03","폐업","3","폐업","20170228","","","","0518070510","","614747","부산광역시 부산진구 전포동 690번지 4호 현대타워오피스텔 702호","부산광역시 부산진구 전포대로199번길 15, 702호 (전포동,현대타워오피스텔)","614747","(주)금성종합기술단","20170228174424","I","2018-08-31 23:59:59.0","","388038.599996574","185847.48270792","설계업","전문설계업2종","대한민국","100000000",
"92","전력기술설계업체","09_28_13_P","6260000","199762600008500004","19970314","","03","폐업","3","폐업","20190131","","","","0515170954","","","부산광역시 연제구 연산동 488번지 55호","부산광역시 연제구 고분로242번길 58, 4층 (연산동)","47570","(주)투-에스","20190131120441","U","2019-02-02 02:40:00.0","","391992.7840197","188998.750752067","설계업","전문설계업2종","대한민국","0",
"93","전력기술설계업체","09_28_13_P","6260000","201462600008500001","20140113","","03","폐업","3","폐업","","","","","0516370316","","607834","부산광역시 동래구 온천1동 474번지 19호  403호","부산광역시 동래구 동래로19번길 2, 403호 (온천동)","607834","(주)한국엔지니어링","20140224154921","I","2018-08-31 23:59:59.0","","389156.480753965","192373.526379535","설계업","전문설계업1종","대한민국","263000000",
"94","전력기술설계업체","09_28_13_P","6260000","201462600008500003","20140317","","03","폐업","3","폐업","20160909","","","","0517519071","","613810","부산광역시 수영구 광안동 1026번지 9호","부산광역시 수영구 연수로348번길 5 (광안동)","613810","이에스종합기술단","20160909133226","I","2018-08-31 23:59:59.0","","392012.247810541","187807.257665012","설계업","전문설계업1종","대한민국","50766700",
"95","전력기술설계업체","09_28_13_P","6260000","201462600008500006","20140917","","03","폐업","3","폐업","20150105","","","","0515527553","","611839","부산광역시 연제구 연산동 704번지 8호  205호","부산광역시 연제구 중앙대로1066번길 28, 205호 (연산동)","611839","보명 ENG","20150106104501","I","2018-08-31 23:59:59.0","","389458.554458819","189003.709953416","설계업","전문설계업2종","대한민국","46193583",
"96","전력기술설계업체","09_28_13_P","6260000","200662600008500002","20060207","","03","폐업","3","폐업","20090825","","","","0515213600","","609809","부산광역시 금정구 금사동   37-10번지 보림팩토피아 306호","","","(주)한국시엠알","20090825193505","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업2종","대한민국","500000000",
"97","전력기술설계업체","09_28_13_P","6260000","200662600008500006","20060728","","03","폐업","3","폐업","","","","","0515567266","","607804","부산광역시 동래구 명륜1동   353번지 삼광B/D 5F","부산광역시 동래구 충렬대로237번길 109 (명륜동,삼광B/D 5F)","","이호기술단(주)","20090120132058","I","2018-08-31 23:59:59.0","","389638.521505413","191614.614504858","설계업","전문설계업1종","대한민국","100000000",
"98","전력기술설계업체","09_28_13_P","6260000","201562600008500003","20150403","","03","폐업","3","폐업","20190416","","","","0513265760","","617838","부산광역시 사상구 주례동 637번지","부산광역시 사상구 동주로16번길 46 (주례동)","617838","동우기술(주)","20190416113258","U","2019-04-18 02:40:00.0","","382097.942348673","184972.059820394","설계업","전문설계업2종","","0",
"99","전력기술설계업체","09_28_13_P","6260000","201562600008500004","20071004","","03","폐업","3","폐업","20190722","","","","0515039771","","","부산광역시 동래구 온천동 1248번지 1호","부산광역시 동래구 석사북로 106 (온천동)","47851","(주)우성종합기술","20190722172332","U","2019-07-24 02:40:00.0","","388200.025875008","191566.913227828","설계업","전문설계업2종","대한민국","525000000",
"100","전력기술설계업체","09_28_13_P","6260000","201762600008500001","20170110","","03","폐업","3","폐업","20171205","","","","0518953580","","","부산광역시 강서구 대저1동 742번지 1호","부산광역시 강서구 대저로 199 (대저1동)","46702","(주)부성이엠씨","20171205141331","I","2018-08-31 23:59:59.0","","379733.655040958","192426.609127181","설계업","전문설계업1종","대한민국","53367133",
"101","전력기술설계업체","09_28_13_P","6260000","199762600008500005","19970702","","03","폐업","3","폐업","20211231","","","","0515183121","","609821","부산광역시 금정구 부곡동 235번지 2호","부산광역시 금정구 중앙대로1685번길 15 (부곡동)","609821","(주)길평","20220113164213","U","2022-01-15 02:40:00.0","","390269.692527749","194838.190148598","설계업","전문설계업2종","대한민국","0",
"102","전력기술설계업체","09_28_13_P","6260000","200362600008500003","20030714","","03","폐업","3","폐업","20080813","","","","0518521355","","611811","부산광역시 연제구 연산1동   303번지 46호 서광하이빌 106호","부산광역시 연제구 신금로17번길 30-14 (연산동,서광하이빌 106호)","","(주)대림기술단","20100707114445","I","2018-08-31 23:59:59.0","","390602.68422486","190018.39055794","설계업","전문설계업2종","대한민국","0",
"103","전력기술설계업체","09_28_13_P","6260000","200362600008500004","20031106","","03","폐업","3","폐업","20080908","","","","0515087969","","609843","부산 금정구 청룡동 44-24","","","(주)우인엔지니어링","20080908175321","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업2종","대한민국","",
"104","전력기술설계업체","09_28_13_P","6260000","200562600008500005","20050419","","03","폐업","3","폐업","20060307","","","","0514699577","","601838","부산 동구 초량3동 1196-7 해송빌딩404호","","","(주)주원이엔지","20060309124121","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업2종","대한민국","",
"105","전력기술설계업체","09_28_13_P","6260000","199862600008500002","19980207","","03","폐업","3","폐업","20170228","","","","0515193700","","612020","부산광역시 해운대구 우동   1470번지 에이스하이테크21 1101,1110호","부산광역시 해운대구 센텀중앙로 48 (우동,에이스하이테크21 1101,1110호)","","세일기술(주)","20170228165210","I","2018-08-31 23:59:59.0","","393963.840834294","188061.35516256","설계업","전문설계업2종","대한민국","",
"106","전력기술설계업체","09_28_13_P","6260000","199962600008500003","19990205","","03","폐업","3","폐업","20050930","","","","0515829700","","609391","부산 금정구 장전1동 117-7(유한양행3층)","","","제일엔지니어링","20051007142730","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업1종","대한민국","",
"107","전력기술설계업체","09_28_13_P","6260000","200662600008500003","20060302","","03","폐업","3","폐업","20070716","","","","0515560434","","607834","부산광역시 동래구 온천1동   435-1번지","","","(주)우진기술단","20070716152954","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업2종","대한민국","100000000",
"108","전력기술설계업체","09_28_13_P","6260000","200662600008500004","20060307","","03","폐업","3","폐업","20190610","","","","0514653593","","611836","부산광역시 연제구 연산동 2132번지 13호","부산광역시 연제구 배산북로 7 (연산동)","611836","(주)주원이엔지","20190611094457","U","2019-06-13 02:40:00.0","","390597.911341303","188212.22981319","설계업","전문설계업2종","대한민국","0",
"109","전력기술설계업체","09_28_13_P","6260000","199962600008500001","19990809","","03","폐업","3","폐업","20140702","","","","024508455","","606812","부산광역시 영도구 봉래동5가  3번지","부산광역시 영도구 태종로 233 (봉래동5가)","606812","(주)한진중공업","20140702135223","I","2018-08-31 23:59:59.0","","386888.357789466","179414.109491081","설계업","종합설계업","대한민국","0",
"110","전력기술설계업체","09_28_13_P","6260000","199862600008500001","19980804","","03","폐업","3","폐업","20060908","","","","0512483033","","607823","부산광역시 동래구 수안동   40-2번지 난B/D 지하층 및 4층","","","(주)한국나이스기술단","20060908160044","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업1종","대한민국","0",
"111","전력기술설계업체","09_28_13_P","6260000","201762600008500005","20170803","","03","폐업","3","폐업","20180614","","","","0515068896","","","부산광역시 동래구 온천동 1422번지 25호 금정빌딩 301호","부산광역시 동래구 미남로 137, 301호 (온천동,금정빌딩)","47837","(주)대건에너지","20180614111822","I","2018-08-31 23:59:59.0","","388376.37512652","191632.179966702","설계업","전문설계업2종","대한민국","50000000",
"112","전력기술설계업체","09_28_13_P","6260000","202062600008500003","20200228","","03","폐업","3","폐업","20211101","","","","0517106488","","48059","부산광역시 해운대구 재송동 1209번지 센텀아이에스타워 1905호","부산광역시 해운대구 센텀북대로 60, 센텀아이에스타워 1905호 (재송동)","48059","㈜룬디자인","20211101154750","U","2021-11-03 02:40:00.0","","393561.58646018","188474.665440257","설계업","전문설계업2종","대한민국","22466000",
"113","전력기술설계업체","09_28_13_P","6260000","202062600008500004","20200721","","03","폐업","3","폐업","20210101","","","","0516338877","","47358","부산광역시 부산진구 범천동 879-2 서면베르빌2 409호","부산광역시 부산진구 중앙대로 584, 409호 (범천동, 서면베르빌2)","47358","우일기술단(주)","20210122151038","U","2021-01-24 02:40:00.0","","387513.675143586","184825.965976069","설계업","전문설계업2종","대한민국","0",
"114","전력기술설계업체","09_28_13_P","6260000","201562600008500006","20151117","","03","폐업","3","폐업","20190123","","","","07075084300","","","부산광역시 동구 범일동 830번지 295호 삼환우피스텔 1207호","부산광역시 동구 자성로141번길 11, 1207호 (범일동,삼환우피스텔)","48742","세부엔지니어링","20190123103817","U","2019-01-25 02:40:00.0","","388188.345022103","184059.516935515","설계업","전문설계업2종","대한민국","104402000",
"115","전력기술설계업체","09_28_13_P","6260000","201862600008500009","20181212","","03","폐업","3","폐업","20200211","","","","07043277258","","46080","부산광역시 기장군 기장읍 청강리 122-6","부산광역시 기장군 기장읍 청강로91번길 31, 3층","46080","다온기술(주)","20200217172722","U","2020-02-19 02:40:00.0","","402074","195516","설계업","전문설계업2종","대한민국","200000000",
"116","전력기술설계업체","09_28_13_P","6260000","201862600008500010","20181231","","03","폐업","3","폐업","","","","","0517140019","","46981","부산광역시 사상구 감전동 132-7 부산디지털밸리 1105호","부산광역시 사상구 대동로 303, 부산디지털밸리 1105호 (감전동)","46981","(주)드림종합기술단","20220314173639","U","2022-03-16 02:40:00.0","","380981.41459300000","186059.08147100000","설계업","전문설계업2종","대한민국","100000000",
"117","전력기술설계업체","09_28_13_P","6260000","202062600008500008","20201222","","03","폐업","3","폐업","20220106","","","","0517110427","","47711","부산광역시 동래구 온천동 170-3 온천메디플러스 701-1호","부산광역시 동래구 금강공원로 11, 온천메디플러스 7층 701-1호 (온천동)","47711","다움기술단","20220106115447","U","2022-01-08 02:40:00.0","","389603.356950651","192995.657430744","설계업","전문설계업1종","대한민국","54339924",
"118","전력기술설계업체","09_28_13_P","6260000","200362600008500002","20030526","","04","취소/말소/만료/정지/중지","6","합병말소","","","","","0513024613","","617825","부산 사상구 삼락동 342-19 부산인쇄타운519호","","","(주)대흥이엔씨","20130322124551","I","2018-08-31 23:59:59.0","","","","설계업","전문설계업1종","대한민국","",
