"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","법인구분명","구분명",
"478","유료직업소개소","11_50_02_P","3280000","2006328001511500002","20061205","","03","폐업","40","폐업","20130228","","","","","","606062","부산광역시 영도구 봉래동2가 96번지 7호 2층","부산광역시 영도구 대교로 33-1, 2층 (봉래동2가)","606062","개미인력개발","20130228174749","I","2018-08-31 23:59:59.0","","386075.162660681","179109.322061315","개인","유료",
"479","유료직업소개소","11_50_02_P","3280000","2008328006814500001","20080129","","03","폐업","40","폐업","20080418","","","","","","606011","부산광역시 영도구 대교동1가 76번지 7호","부산광역시 영도구 태종로 58-1 (대교동1가)","","거산취업정보센타","20090119163143","I","2018-08-31 23:59:59.0","","385801.22898400000","179289.34763700000","개인","유료",
"480","유료직업소개소","11_50_02_P","3280000","2018328009214500001","20170814","","03","폐업","40","폐업","20190809","","","","","","","부산광역시 영도구 청학동 145번지 50호","부산광역시 영도구 청학동로 27 (청학동)","49019","잡컨설팅","20190812135809","U","2019-08-14 02:40:00.0","","387990.046256044","178712.276040285","개인","유료",
"481","유료직업소개소","11_50_02_P","3280000","2020328013214500001","20200422","","03","폐업","40","폐업","20201130","","","","051 403 0065","","","부산광역시 영도구 동삼동 722번지 1호","부산광역시 영도구 태종로756번길 6, 지하1층 (동삼동)","49124","통합인력","20201201132218","U","2020-12-03 02:40:00.0","","389652.731684164","176396.412629637","개인","유료",
"482","유료직업소개소","11_50_02_P","3290000","2019329012814500002","20190225","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 범천동 858번지 23호 한라시그마타워","부산광역시 부산진구 황령대로 13, 1509호 (범천동, 한라시그마타워)","47353","주식회사 큰빛간병연합회","20210122111717","U","2021-01-24 02:40:00.0","","387735.741929162","185175.263274274","법인","유료",
"483","유료직업소개소","11_50_02_P","3290000","2019329012814500003","20190225","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 범천동 858번지 23호 한라시그마타워","부산광역시 부산진구 황령대로 13, 1509호 (범천동, 한라시그마타워)","47353","주식회사 큰빛간병연합회","20200529100239","U","2020-05-31 02:40:00.0","","387735.741929162","185175.263274274","법인","유료",
"484","유료직업소개소","11_50_02_P","3290000","2019329012814500008","20190524","","01","영업/정상","20","영업중","","","","","0518971604","","","부산광역시 부산진구 당감동 503번지 23호","부산광역시 부산진구 당감서로 5, 2층 (당감동)","47178","(신)태산개발","20200701174432","U","2020-07-03 02:40:00.0","","385476.779335272","186585.53434788","개인","유료",
"485","유료직업소개소","11_50_02_P","3290000","2019329012814500005","20190507","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 130번지 5호","부산광역시 부산진구 서전로9번길 27, 2층 (부전동)","47245","성공개발","20190507120140","I","2019-05-13 14:10:03.0","","387711.325883394","186381.353681793","개인","유료",
"486","유료직업소개소","11_50_02_P","3290000","2019329012814500006","20190508","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 가야동 50번지 38호","부산광역시 부산진구 가야대로 641, 6층 (가야동)","47276","나이스잡","20200615150820","U","2020-06-17 02:40:00.0","","385983.483599327","185999.246063954","개인","유료",
"487","유료직업소개소","11_50_02_P","3290000","2019329012814500007","20190509","","01","영업/정상","20","영업중","","","","","051 811 1240","","","부산광역시 부산진구 부전동 341번지 5호 대림빌딩","부산광역시 부산진구 중앙대로775번길 5, 대림빌딩 1307호 (부전동)","47251","(주)엠비모스트","20220504164730","U","2022-05-06 02:40:00.0","","387750.084943642","186671.210186448","법인","유료",
"488","유료직업소개소","11_50_02_P","3290000","2019329012814500010","20190611","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 범천동 850번지 218호","부산광역시 부산진구 황령대로18번길 64 (범천동)","47356","범내골 직업소개소","20200610175931","U","2020-06-12 02:40:00.0","","387777.474187067","184835.645699629","개인","유료",
"489","유료직업소개소","11_50_02_P","3290000","2019329012814500011","20100525","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 401번지 1호","부산광역시 부산진구 새싹로 41-1, 2층 203호 (부전동)","47256","톡앤런코리아","20200615173715","U","2020-06-17 02:40:00.0","","387262.563667099","186601.011202638","개인","유료",
"490","유료직업소개소","11_50_02_P","3290000","2019329012814500013","20190723","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 개금동 257번지","부산광역시 부산진구 백양대로 241, 4층 (개금동)","47259","청우간병","20200529100052","U","2020-05-31 02:40:00.0","","384400.231210268","186044.682044232","개인","유료",
"491","유료직업소개소","11_50_02_P","3290000","2019329012814500012","20190627","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 범천동 877번지 2호 사학연금회관빌딩","부산광역시 부산진구 범일로 181, 사학연금회관빌딩 지하1층 101호 (범천동)","47358","광명개발","20220603110315","U","2022-06-05 02:40:00.0","","387555.425910875","184949.490921229","개인","유료",
"492","유료직업소개소","11_50_02_P","3290000","2019329012814500023","20191205","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 양정동 337번지 10호","부산광역시 부산진구 중앙대로928번길 17, 2층 (양정동)","47221","한국인력","20210609153741","U","2021-06-11 02:40:00.0","","388692.637194337","187860.012167429","개인","유료",
"493","유료직업소개소","11_50_02_P","3290000","2019329012814500016","20191011","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 양정동 86번지 2호","부산광역시 부산진구 양연로16번길 9 (양정동)","47218","대성인력","20200529102255","U","2020-05-31 02:40:00.0","","389314.574639985","188078.069574849","개인","유료",
"494","유료직업소개소","11_50_02_P","3290000","2019329012814500021","20191126","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 양정동 402번지 11호","부산광역시 부산진구 거제대로 16-4, 201호 (양정동)","47214","미래인력소개소","20211217131257","U","2021-12-19 02:40:00.0","","388306.390923335","187598.340983543","개인","유료",
"495","유료직업소개소","11_50_02_P","3290000","2019329012814500015","20191008","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 양정동 402번지 21호","부산광역시 부산진구 거제대로 14-7, 지하층 제비101호호 (양정동)","47214","다솜개발","20211104152623","U","2021-11-06 02:40:00.0","","388331.781122252","187564.354313387","개인","유료",
"496","유료직업소개소","11_50_02_P","3290000","2022329014414500004","20220208","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 범천동 871-23","부산광역시 부산진구 신천대로65번길 64, 2층 (범천동)","47351","현대개발","20220208144656","I","2022-02-10 00:22:48.0","","387468.017056893","185077.122197231","개인","유료",
"497","유료직업소개소","11_50_02_P","3290000","2022329014414500005","20220209","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 개금동 475-21","부산광역시 부산진구 가야대로443번길 21, 2층 (개금동)","47266","백두인력","20220209091800","I","2022-02-11 00:22:38.0","","384080.81546666","185778.754003947","개인","유료",
"498","유료직업소개소","11_50_02_P","3290000","2022329014414500003","20220207","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 개금동 196 석천오피스텔","부산광역시 부산진구 개금온정로 9, 608호 (개금동, 석천오피스텔)","47268","첫만남 산후도우미","20220628140349","U","2022-06-30 02:40:00.0","","384426.927922008","185758.105995342","개인","유료",
"499","유료직업소개소","11_50_02_P","3290000","2003329005911500033","20030904","","01","영업/정상","20","영업중","","","","","051 808 4987","","","부산광역시 부산진구 부전1동 397번지 15호   206호","부산광역시 부산진구 새싹로 15-1, 206호 (부전동)","614849","국제일꾼나라 가사원","20200529102808","U","2020-05-31 02:40:00.0","","387407.076758977","186388.270691681","개인","유료",
"500","유료직업소개소","11_50_02_P","3290000","2008329008114500018","20081229","","01","영업/정상","20","영업중","","","","","051 803 6661","","","부산광역시 부산진구 전포동 608번지 1호 신우빌딩 405호","부산광역시 부산진구 동성로 143, 405호 (전포동)","614743","한신취업컨설팅","20200614143719","U","2020-06-16 02:40:00.0","","387927.951172724","186582.791097672","개인","유료",
"501","유료직업소개소","11_50_02_P","3290000","2004329005911500005","20040127","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전1동 266번지 12호","부산광역시 부산진구 중앙대로755번길 7 (부전동)","614843","부전직업소개소","20200506171846","U","2020-05-08 02:40:00.0","","387647.752125232","186483.175091108","개인","유료",
"502","유료직업소개소","11_50_02_P","3290000","2009329008514500005","20090515","","01","영업/정상","20","영업중","","","","","051 819 4109","","","부산광역시 부산진구 부전1동 262번지 3호 2층","부산광역시 부산진구 새싹로8번길 17 (부전동)","614844","태성개발직업소개소","20210721135458","U","2021-07-23 02:40:00.0","","387553.326612864","186395.687865874","개인","유료",
"503","유료직업소개소","11_50_02_P","3290000","2009329008514500007","20090605","","01","영업/정상","20","영업중","","","","","051 817 1642","","","부산광역시 부산진구 부전1동 125번지 5호 3층","부산광역시 부산진구 서전로9번길 34, 3층 (부전동)","614844","우성개발직업소개소","20201006171454","U","2020-10-08 02:40:00.0","","387745.341090042","186384.501607695","개인","유료",
"504","유료직업소개소","11_50_02_P","3290000","2009329008514500013","20091215","","01","영업/정상","20","영업중","","","","","051 868 9121","","","부산광역시 부산진구 양정동 90-2","부산광역시 부산진구 연수로54번길 16, 1층 (양정동)","47219","에틱주식회사직업소개소","20201215095315","U","2020-12-17 02:40:00.0","","389151.605082184","188097.16136576","개인","유료",
"505","유료직업소개소","11_50_02_P","3290000","2010329008514500002","20100302","","01","영업/정상","20","영업중","","","","","051 637 5369","","","부산광역시 부산진구 부전1동 397번지 15호 203호","부산광역시 부산진구 새싹로 15-1, 2층 203호 (부전동)","614849","백양개발직업소개소","20220526164403","U","2022-05-28 02:40:00.0","","387407.076758977","186388.270691681","개인","유료",
"506","유료직업소개소","11_50_02_P","3290000","2010329008514500003","20100806","","01","영업/정상","20","영업중","","","","","051 804 0683","","","부산광역시 부산진구 부전1동 401번지 1호 202호","부산광역시 부산진구 새싹로 41-1 (부전동)","614849","(주)잡서울부산본부","20210219114008","U","2021-02-21 02:40:00.0","","387262.563667099","186601.011202638","법인","유료",
"507","유료직업소개소","11_50_02_P","3290000","2005329007411500010","20050311","","01","영업/정상","20","영업중","","","","","051 818 8200","","","부산광역시 연제구 거제동 840번지 12통 3반 현대아파트 104동 703호","부산광역시 부산진구 동성로 149 (전포동)","614870","나라개발","20210721135344","U","2021-07-23 02:40:00.0","","388757.900608134","189315.654411623","개인","유료",
"508","유료직업소개소","11_50_02_P","3290000","2014329010814500007","20140526","","01","영업/정상","20","영업중","","","","","0518038315","","","부산광역시 부산진구 부전동 130번지 5호 순흥빌딩 303호","부산광역시 부산진구 서전로9번길 27, 3층 303호 (부전동, 순흥빌딩)","614844","새부산가사원","20220530130629","U","2022-06-01 02:40:00.0","","387711.325883394","186381.353681793","개인","유료",
"509","유료직업소개소","11_50_02_P","3290000","2014329010814500011","20130430","","01","영업/정상","20","영업중","","","","","051 868 8549","","","부산광역시 부산진구 부전동 1123번지 11호 201~202호","부산광역시 부산진구 새싹로8번길 16, 4층 403호 (부전동, 영진빌딩)","614844","롯데개발","20180920103928","U","2018-09-20 23:59:59.0","","387556.804352609","186371.434466367","개인","유료",
"510","유료직업소개소","11_50_02_P","3290000","2014329010814500015","20130311","","01","영업/정상","20","영업중","","","","","051 891 3450","","","부산광역시 부산진구 범천동 869번지 30호","부산광역시 부산진구 중앙대로 625, 2층 (범천동)","614829","다솜홈서비스","20211124103839","U","2021-11-26 02:40:00.0","","387552.843242632","185203.096952248","개인","유료",
"511","유료직업소개소","11_50_02_P","3290000","2015329010814500002","20150113","","01","영업/정상","20","영업중","","","","","051 805 1645","","","부산광역시 부산진구 부전동 97번지 4호","부산광역시 부산진구 중앙대로756번길 9, 2층 (부전동)","47244","상부개발","20181228112824","U","2018-12-30 02:40:00.0","","387754.858469341","186442.228301574","개인","유료",
"512","유료직업소개소","11_50_02_P","3290000","2015329010814500004","20150206","","01","영업/정상","20","영업중","","","","","070 73155002","","","부산광역시 부산진구 당감동 791번지 국제백양아파트 상가동 5층 9호","부산광역시 부산진구 백양관문로 104-1, 5층 9호 (당감동, 국제백양아파트 상가동 )","614778","예향나눔복지재단","20210408155553","U","2021-04-10 02:40:00.0","","384741.923372529","187364.899359566","개인","유료",
"513","유료직업소개소","11_50_02_P","3290000","2015329010814500007","20150304","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 156-47","부산광역시 부산진구 중앙대로 722-2, 2층 (부전동)","47291","동해개발직업소개소","20220328164525","U","2022-03-30 02:40:00.0","","387606.514490019","186164.238317619","개인","유료",
"514","유료직업소개소","11_50_02_P","3290000","2015329010814500011","20150415","","01","영업/정상","20","영업중","","","","","051 804 5500","","614849","부산광역시 부산진구 부전동 401번지 19호","부산광역시 부산진구 새싹로 31, 3층 301호 (부전동)","614849","럭키가사원","20170417103307","I","2018-08-31 23:59:59.0","","387324.563501524","186522.399209235","개인","유료",
"515","유료직업소개소","11_50_02_P","3290000","2001329005911500007","20010507","","01","영업/정상","20","영업중","","","","","051 817 2400","","","부산광역시 부산진구 부전1동 395번지 5호","부산광역시 부산진구 새싹로28번길 12, 3층 (부전동)","614849","한정임가사원직업소개소","20220303172031","U","2022-03-05 02:40:00.0","","387427.393991486","186505.409338626","개인","유료",
"516","유료직업소개소","11_50_02_P","3290000","2005329007411500003","20050117","","01","영업/정상","20","영업중","","","","","","","614843","부산광역시 부산진구 부전1동 56번지 1호","부산광역시 부산진구 중앙대로 787, 4층 (부전동)","614843","여성직업소개소","20140717104922","I","2018-08-31 23:59:59.0","","387847.488003639","186752.762726431","개인","유료",
"517","유료직업소개소","11_50_02_P","3290000","2019329012814500018","20160624","","01","영업/정상","20","영업중","","","","","051 464 6668","","","부산광역시 부산진구 부전동 259번지 2호","부산광역시 부산진구 새싹로 5, 3호 (부전동)","47256","왕운개발","20200727152312","U","2020-07-29 02:40:00.0","","387475.789717877","186305.39337497","개인","유료",
"518","유료직업소개소","11_50_02_P","3290000","2020329014414500001","20200225","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 양정동 352번지 18호","부산광역시 부산진구 양지로5번길 47, 지하 1층 (양정동)","47222","재영개발","20200512132229","U","2020-05-14 02:40:00.0","","388592.642176156","187781.221871206","개인","유료",
"519","유료직업소개소","11_50_02_P","3290000","2020329014414500005","20130319","","01","영업/정상","20","영업중","","","","","051 868 6445","","","부산광역시 부산진구 전포동 306번지 16호","부산광역시 부산진구 서전로58번길 31, 2층 (전포동)","47303","일개미가사원","20220307173312","U","2022-03-09 02:40:00.0","","388205.693562239","186089.653762366","개인","유료",
"520","유료직업소개소","11_50_02_P","3290000","2020329014414500002","20200226","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 수영동 457번지 2호 동양","부산광역시 수영구 연수로379번길 5 (수영동, 동양)","48231","자매직업소","20200226202958","I","2020-02-28 00:23:23.0","","392282.402119839","187741.925308161","개인","유료",
"521","유료직업소개소","11_50_02_P","3290000","4123329014414515315","20200226","","01","영업/정상","20","영업중","","","","","","","","서울특별시 중구 수표동 56번지 10호 백양빌딩","서울특별시 중구 삼일대로12길 13, 백양빌딩 (수표동)","04542","31","20200226145626","I","2020-02-28 00:23:23.0","","198921.618245179","451618.046232106","개인","유료",
"522","유료직업소개소","11_50_02_P","3290000","2020329014414500003","20200306","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부암동 735번지 부산서면 동문굿모닝힐","부산광역시 부산진구 신천대로220번길 65, 104동 27층 2호 (부암동, 부산서면 동문굿모닝힐)","47193","디자인 인력개발(개인현장출력전문)","20200319114651","U","2020-03-21 02:40:00.0","","387009.24128532","186676.384325999","개인","유료",
"523","유료직업소개소","11_50_02_P","3290000","2022329014414500002","20220121","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 112-3 삼한골든게이트","부산광역시 부산진구 동천로 109, 삼한골든게이트 9층 931호 (부전동)","47246","조은맘 산후도우미","20220121162829","I","2022-01-23 00:22:51.0","","387816.362564942","186316.00373302","개인","유료",
"524","유료직업소개소","11_50_02_P","3290000","2015329010814500026","20140306","","01","영업/정상","20","영업중","","","","","051 3241642","","000","경상남도 양산시 동면 석산리 300번지 16통 8반 극동아파트 3동 403호","부산광역시 부산진구 새싹로14번길 19 (부전동)","47253","신신개발","20180809173544","I","2018-08-31 23:59:59.0","","385042.953854739","205077.41353117","개인","유료",
"525","유료직업소개소","11_50_02_P","3290000","2006329007411500005","20060207","","01","영업/정상","20","영업중","","","","","051 895 0008","","","부산광역시 부산진구 가야동 136-31","부산광역시 부산진구 가야대로 523, B동 3층 (가야동)","47270","대명5인력직업소개소","20210511140225","U","2021-05-13 02:40:00.0","","384836.622609595","185749.289786952","개인","유료",
"526","유료직업소개소","11_50_02_P","3290000","2006329007411500008","20060413","","01","영업/정상","20","영업중","","","","","","","","부산광역시 동래구 낙민동 297번지 3호 9통 4반 대신리치플러스 702호","부산광역시 부산진구 새싹로28번길 12 (부전동)","614849","부전소개소","20210201151836","U","2021-02-03 02:40:00.0","","390101.628458938","190953.105553247","개인","유료",
"527","유료직업소개소","11_50_02_P","3290000","2006329007411500010","20060526","","01","영업/정상","20","영업중","","","","","051 866 0300","","","부산광역시 부산진구 양정동 39번지 176 호","부산광역시 부산진구 양정로 45 (양정동)","614851","부산요양보호협회","20201006171305","U","2020-10-08 02:40:00.0","","388996.42219601","187630.380785197","개인","유료",
"528","유료직업소개소","11_50_02_P","3290000","2015329010814500016","20150918","","01","영업/정상","20","영업중","","","","","051 805 6170","","","부산광역시 부산진구 부전동 130번지 5호","부산광역시 부산진구 서전로9번길 27, 3층 301호 (부전동, 순흥빌딩)","47245","대호직업소개소","20190801145909","U","2019-08-03 02:40:00.0","","387711.325883394","186381.353681793","개인","유료",
"529","유료직업소개소","11_50_02_P","3290000","2006329007411500015","20060710","","01","영업/정상","20","영업중","","","","","051 805 6622","","","부산광역시 부산진구 가야동 385번지 2호 17통 5반 가야아파트 1 601","부산광역시 부산진구 서전로 35 (전포동)","614865","모범취업컨설팅","20200604141507","U","2020-06-06 02:40:00.0","","385740.727410917","185805.055368184","개인","유료",
"530","유료직업소개소","11_50_02_P","3290000","2006329008111500002","20060726","","01","영업/정상","20","영업중","","","","","051  8165225","","614031","부산광역시 부산진구 부전1동 260번지 15호 영진빌딩 402호","부산광역시 부산진구 새싹로8번길 16, 402호 (부전동, 영진빌딩)","614844","한남개발","20190716143218","U","2019-07-18 02:40:00.0","","387556.804352609","186371.434466367","개인","유료",
"531","유료직업소개소","11_50_02_P","3290000","2015329010814500017","20150922","","01","영업/정상","20","영업중","","","","","051 816 0039","","","부산광역시 부산진구 부전동 262번지 15호","부산광역시 부산진구 중앙대로743번길 25, 3층 (부전동)","47254","주식회사 성강개발잡","20220519135914","U","2022-05-21 02:40:00.0","","387523.470781412","186428.161233115","법인","유료",
"532","유료직업소개소","11_50_02_P","3290000","2016329012814500003","20160328","","01","영업/정상","20","영업중","","","","","051 891 8881","","","부산광역시 부산진구 개금동 566번지 23호","부산광역시 부산진구 엄광로44번길 39, 1층 (개금동)","47388","연지간병협회","20220228141258","U","2022-03-02 02:40:00.0","","384176.03624286","184907.707347667","개인","유료",
"533","유료직업소개소","11_50_02_P","3290000","2016329012814500006","20160513","","01","영업/정상","20","영업중","","","","","051 817 5555","","","부산광역시 부산진구 부전동 394번지 27호","부산광역시 부산진구 새싹로 34-2, 3층 (부전동)","47253","부산직업안내","20220504164817","U","2022-05-06 02:40:00.0","","387341.475808541","186558.665587675","개인","유료",
"534","유료직업소개소","11_50_02_P","3290000","2004329005911500031","20040513","","01","영업/정상","20","영업중","","","","","051 818 6993","","","부산광역시 부산진구 부암동 282번지 9호","부산광역시 부산진구 백양대로42번나길 15, 1층 (부암동)","47188","대한인력개발","20180425141410","I","2018-08-31 23:59:59.0","","386184.9865986","186858.412165618","개인","유료",
"535","유료직업소개소","11_50_02_P","3290000","2016329012814500008","20150122","","01","영업/정상","20","영업중","","","","","051 639 9117","","","부산광역시 부산진구 범천동 877번지 1호","부산광역시 부산진구 범일로 185 (범천동)","47358","서현개발","20220504164940","U","2022-05-06 02:40:00.0","","387565.597669061","185003.816341298","개인","유료",
"536","유료직업소개소","11_50_02_P","3290000","2016329012814500013","20050502","","01","영업/정상","20","영업중","","","","","051 851 2603","","","부산광역시 부산진구 양정동 217번지 시청센트빌 B104호","부산광역시 부산진구 중앙대로 981, B104호 (양정동, 시청센트빌)","47209","부안개발","20160822151956","I","2018-08-31 23:59:59.0","","388873.520125228","188434.585440228","개인","유료",
"537","유료직업소개소","11_50_02_P","3290000","2016329012814500014","20160909","","01","영업/정상","20","영업중","","","","","051 863 4525","","","부산광역시 부산진구 양정동 406번지 11호","부산광역시 부산진구 중앙대로 939, 지하1층 (양정동)","47210","갑신인력개발","20220211100604","U","2022-02-13 02:40:00.0","","388654.156205285","188043.450340575","개인","유료",
"538","유료직업소개소","11_50_02_P","3290000","2016329012814500023","20161114","","01","영업/정상","20","영업중","","","","","051 809 5325","","","부산광역시 부산진구 전포동 608번지 1호 중앙시장 302호","부산광역시 부산진구 동성로 143, 302호 (전포동, 중앙시장)","47243","동진취업컨설팅","20190709094758","U","2019-07-11 02:40:00.0","","387927.951172724","186582.791097672","개인","유료",
"539","유료직업소개소","11_50_02_P","3290000","2011329009114500002","20110208","","01","영업/정상","20","영업중","","","","","051 891 1041","","","부산광역시 부산진구 가야2동 136번지 31호","부산광역시 부산진구 가야대로 523 (가야동)","614801","현창개발","20210428154600","U","2021-04-30 02:40:00.0","","384836.622609595","185749.289786952","개인","유료",
"540","유료직업소개소","11_50_02_P","3290000","2013329010814500001","20130104","","01","영업/정상","20","영업중","","","","","8099595","","","부산광역시 부산진구 부전1동 426번지 7호 신동아오피스텔 1401호","부산광역시 부산진구 가야대로 749-1, 1401호 (부전동)","614783","해피케어","20181226162347","U","2018-12-28 02:40:00.0","","387052.317362645","186253.143814124","개인","유료",
"541","유료직업소개소","11_50_02_P","3290000","2011329009114500024","20111222","","01","영업/정상","20","영업중","","","","","051 808 1685","","","부산광역시 부산진구 부전1동 485번지 16호 3층","부산광역시  서면문화로5번길 21, 부전동 3층","614849","범호개발 직업소개소","20210901133829","U","2021-09-03 02:40:00.0","","387303.227245124","186267.25677352","개인","유료",
"542","유료직업소개소","11_50_02_P","3290000","2012329009114500002","20120320","","01","영업/정상","20","영업중","","","","","051 919 3710","","","부산광역시 부산진구 부전동 504번지 4호 더라움 504호","부산광역시 부산진구 가야대로756번길 13, 5층 504호 (부전동, 더라움오피스텔)","614847","베스트맘","20190522142355","U","2019-05-24 02:40:00.0","","387113.680318532","186132.042020975","개인","유료",
"543","유료직업소개소","11_50_02_P","3290000","2012329009114500007","20120517","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 개금동 523번지 30호","부산광역시 부산진구 복지로21번길 5, 2층 (개금동)","47328","(주)삼성종합관리","20200514150115","U","2020-05-16 02:40:00.0","","384052.851862681","185444.215902779","법인","유료",
"544","유료직업소개소","11_50_02_P","3290000","2012329009114500008","20120605","","01","영업/정상","20","영업중","","","","","0518643567","","614852","부산광역시 부산진구 양정2동 81번지 3호","부산광역시 부산진구 연수로8번길 17 (양정동)","","성심개발","20160331112325","I","2018-08-31 23:59:59.0","","388785.542193536","187918.418984233","개인","유료",
"545","유료직업소개소","11_50_02_P","3290000","2013329010814500006","20130513","","01","영업/정상","20","영업중","","","","","051 897 2555","","","부산광역시 부산진구 개금1동 540번지 159호 3층","부산광역시 부산진구 엄광로 52 (개금동,3층)","","인덕간병인회","20200612091919","U","2020-06-14 02:40:00.0","","384164.336884139","185077.160858863","개인","유료",
"546","유료직업소개소","11_50_02_P","3290000","2014329010814500001","20140106","","01","영업/정상","20","영업중","","","","","051 853 1685","","","부산광역시 해운대구 좌동 3통 2반 해운대대림2차아파트 201동 604호","부산광역시 부산진구 서면문화로 11-1, 5층 (부전동)","47257","성림개발","20220405135922","U","2022-04-07 02:40:00.0","","387377.885057322","186314.282251138","개인","유료",
"547","유료직업소개소","11_50_02_P","3290000","2014329010814500004","20140324","","01","영업/정상","20","영업중","","","","","051 893 8787","","","부산광역시 부산진구 가야동 164번지 4호","부산광역시 부산진구 가야공원로 1, 3층 (가야동)","614802","삼원가사원","20210415141844","U","2021-04-17 02:40:00.0","","384893.120029133","185670.518990993","개인","유료",
"548","유료직업소개소","11_50_02_P","3290000","2006329007411500004","20060206","","01","영업/정상","20","영업중","","","","","","","614800","부산광역시 부산진구 가야1동 1번지 96호","부산광역시 부산진구 가야대로 677 (가야동)","614800","파출박사부산진점","20180221092625","I","2018-08-31 23:59:59.0","","386336.557052791","186076.675545251","개인","유료",
"549","유료직업소개소","11_50_02_P","3290000","2015329010814500023","20151216","","01","영업/정상","20","영업중","","","","","051 808 5632","","","부산광역시 부산진구 부전동 259번지 18호","부산광역시 부산진구 새싹로 5-1, 4층 (부전동)","47256","자모사랑 직업소개소","20210510183750","U","2021-05-12 02:40:00.0","","387468.613253692","186315.960659359","개인","유료",
"550","유료직업소개소","11_50_02_P","3290000","2007329008111500005","20070329","","01","영업/정상","20","영업중","","","","","051 803 0113","","","부산광역시 부산진구 부전1동 130번지 5호   202호","부산광역시 부산진구 서전로9번길 27, 202호 (부전동, 순흥빌딩)","614844","성국직업정보","20220406172033","U","2022-04-08 02:40:00.0","","387711.325883394","186381.353681793","개인","유료",
"551","유료직업소개소","11_50_02_P","3290000","2017329012814500009","20170407","","01","영업/정상","20","영업중","","","","","051 917 1472","","","부산광역시 부산진구 양정동 369번지 22호","부산광역시 부산진구 동평로420번길 5, 2층 (양정동)","47213","신화인력개발센터","20190603130927","U","2019-06-05 02:40:00.0","","388543.713206158","187920.345149188","개인","유료",
"552","유료직업소개소","11_50_02_P","3290000","2017329012814500010","20170612","","01","영업/정상","20","영업중","","","","","051 631 6005","","","부산광역시 부산진구 범천동 856번지 3호","부산광역시 부산진구 황령대로 1, 지하1층 (범천동)","47353","동아인력개발","20200216211121","U","2020-02-18 02:40:00.0","","387647.634154751","185118.032921129","개인","유료",
"553","유료직업소개소","11_50_02_P","3290000","2017329012814500011","20170622","","01","영업/정상","20","영업중","","","","","051 866 8689","","","부산광역시 부산진구 양정동 107-18","부산광역시 부산진구 연수로 26-1, 1층 (양정동)","47220","현성개발","20201230170542","U","2021-01-01 02:40:00.0","","388894.290424265","188046.573452838","개인","유료",
"554","유료직업소개소","11_50_02_P","3290000","2017329012814500012","20170706","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 양정동 369번지 12호","부산광역시 부산진구 중앙대로 925, 5층 (양정동)","47213","모아개발","20211125143054","U","2021-11-27 02:40:00.0","","388577.749783797","187914.100421981","개인","유료",
"555","유료직업소개소","11_50_02_P","3290000","2017329012814500018","20171108","","01","영업/정상","20","영업중","","","","","051 898 2383","","","부산광역시 부산진구 당감동 361번지 3호","부산광역시 부산진구 동평로 58, 3층 (당감동)","47177","롯데인력개발","20200923143830","U","2020-09-25 02:40:00.0","","385431.327464881","186984.10864574","개인","유료",
"556","유료직업소개소","11_50_02_P","3290000","2017329012814500019","20171121","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 가야동 3번지 17호","부산광역시 부산진구 가야대로 669, 지하1층 (가야동)","47276","진구개미산업인력개발","20210719172224","U","2021-07-21 02:40:00.0","","386273.221410441","186067.23996834","개인","유료",
