"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업소구분명","소재지","지정일자","신청일자","항목값1",
"960","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000294","20000103","","01","영업/정상","11","영업","","","","","051 6429126","","601065","부산광역시 동구 범일동 390-3   번지","","","편의점","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"961","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000295","20000103","","01","영업/정상","11","영업","","","","","051 6451037","","601065","부산광역시 동구 범일동 825-43  번지","","","영진슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"962","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000296","20000103","","01","영업/정상","11","영업","","","","","051 6421763","","601065","부산광역시 동구 범일동 252-916 번지","","","대명상회","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"963","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000297","20000103","","01","영업/정상","11","영업","","","","","051 6363501","","601065","부산광역시 동구 범일동 252-996 번지","","","신흥슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"964","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000298","20000103","","01","영업/정상","11","영업","","","","","051 6438697","","601065","부산광역시 동구 범일동 252-1758번지","부산광역시 동구 성남삼로34번길 22  (범일동)","","경북상회","20070721103731","I","2018-08-31 23:59:59.0","","387626.572174007","183485.49492969","","","","","관급봉투",
"965","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100132","20010102","","01","영업/정상","11","영업","","","","","","","601031","부산광역시 동구 수정동 1030번지","","","현대전기","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1030","","20010102","관급봉투",
"966","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000300","20000103","","01","영업/정상","11","영업","","","","","","","601034","부산광역시 동구 수정동 1048번지 14 통4  반","","","새마을슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"967","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000301","20000103","","01","영업/정상","11","영업","","","","","051 6438831","","601065","부산광역시 동구 범일동 252-1576번지","부산광역시 동구 성남삼로33번길 19  (범일동)","","영신라사","20070721103731","I","2018-08-31 23:59:59.0","","387427.029789452","183456.691878004","","","","","관급봉투",
"968","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000302","20000103","","01","영업/정상","11","영업","","","","","051 6420278","","601065","부산광역시 동구 범일동 252-197 번지","","","문산슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"969","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100279","20010102","","01","영업/정상","11","영업","","","","","","","601062","부산광역시 동구 범일동 1320-61번지","","","동영슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1320-61","","20010102","관급봉투",
"970","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100281","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 산 78번지","","","풍년상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","산78","","20010102","관급봉투",
"971","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100282","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 1370-7번지","","","오뚜기슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1370-7","","20010102","관급봉투",
"972","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100283","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 132번지","","","자매슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","132","","20010102","관급봉투",
"973","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100284","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 1336번지","","","용정슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1336","","20010102","관급봉투",
"974","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100292","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 331-5번지 3  통2  반","","","진주슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","331-5","","20010102","관급봉투",
"975","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100121","20010102","","01","영업/정상","11","영업","","","","","","","601014","부산광역시 동구 초량동 754번지 11 통4  반","부산광역시 동구 구봉로51번길 3-8  (초량동)","","동신슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","385558.912351386","182474.551700716","지정","754","","20010102","관급봉투",
"976","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100122","20010102","","01","영업/정상","11","영업","","","","","","","601014","부산광역시 동구 초량동 754-1216번지 10 통1  반","","","제이마트","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","754-1216","","20010102","관급봉투",
"977","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100124","20010102","","01","영업/정상","11","영업","","","","","","","601016","부산광역시 동구 초량동 756번지 4  통1  반","","","성주상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","756","","20010102","관급봉투",
"978","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100125","20010102","","01","영업/정상","11","영업","","","","","","","601031","부산광역시 동구 수정동 1006-15번지","","","고관슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1006-15","","20010102","관급봉투",
"979","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100126","20010102","","01","영업/정상","11","영업","","","","","","","601031","부산광역시 동구 수정동 1014-1번지","","","LG슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1014-1","","20010102","관급봉투",
"980","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100127","20010102","","01","영업/정상","11","영업","","","","","","","601031","부산광역시 동구 수정동 1029-50번지","","","경북상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1029-50","","20010102","관급봉투",
"981","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100128","20010102","","01","영업/정상","11","영업","","","","","","","601031","부산광역시 동구 수정동 1043-54번지","","","태광슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1043-54","","20010102","관급봉투",
"982","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100129","20010102","","01","영업/정상","11","영업","","","","","","","601031","부산광역시 동구 수정동 1002-4번지","","","빅마트","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1002-4","","20010102","관급봉투",
"983","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100130","20010102","","01","영업/정상","11","영업","","","","","","","601031","부산광역시 동구 수정동 1048-4번지","","","덕림APT","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1048-4","","20010102","관급봉투",
"984","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000163","20000103","","01","영업/정상","11","영업","","","","","051 4686867","","601035","부산광역시 동구 수정동 512-19  번지","","","농심가슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"985","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000164","20000103","","01","영업/정상","11","영업","","","","","051 4683984","","601035","부산광역시 동구 수정동 588-23  번지","","","구멍가게","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"986","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000165","20000103","","01","영업/정상","11","영업","","","","","051 4681433","","601035","부산광역시 동구 수정동 463-46  번지","","","담배가게","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"987","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000166","20000103","","01","영업/정상","11","영업","","","","","","","601034","부산광역시 동구 수정동 1048번지 14 통4  반","","","새마을슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"988","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000167","20000103","","01","영업/정상","11","영업","","","","","051 6350849","","601035","부산광역시 동구 수정동 430-12  번지","","","월성슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"989","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000168","20000103","","01","영업/정상","11","영업","","","","","051 4678548","","601035","부산광역시 동구 수정동 596-16  번지","","","구멍가게","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"990","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000169","20000103","","01","영업/정상","11","영업","","","","","051 4659917","","601035","부산광역시 동구 수정동 436-63  번지","","","수성슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"991","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000170","20000103","","01","영업/정상","11","영업","","","","","051 4683954","","601035","부산광역시 동구 수정동 515-15  번지","","","월성상회","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"992","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000171","20000103","","01","영업/정상","11","영업","","","","","051 4650619","","601035","부산광역시 동구 수정동 493-9   번지","","","농산물판매장","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"993","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000172","20000103","","01","영업/정상","11","영업","","","","","051 4676854","","601035","부산광역시 동구 수정동 530-8   번지","","","새수복슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"994","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000173","20000103","","01","영업/정상","11","영업","","","","","051 4678555","","601035","부산광역시 동구 수정동 512-2   번지","","","동원슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"995","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000174","20000103","","01","영업/정상","11","영업","","","","","051 4644469","","601035","부산광역시 동구 수정동 515-3   번지","","","정원슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"996","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000175","20000103","","01","영업/정상","11","영업","","","","","051 4684053","","601035","부산광역시 동구 수정동 626-6   번지","","","덕상상회","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"997","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000176","20000103","","01","영업/정상","11","영업","","","","","051 4623617","","601035","부산광역시 동구 수정동 583-20  번지","","","박삼순","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"998","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000177","20000103","","01","영업/정상","11","영업","","","","","051 6424021","","601051","부산광역시 동구 좌천동 496번지","","","금성상회","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"999","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000178","20000103","","01","영업/정상","11","영업","","","","","051 6332902","","601051","부산광역시 동구 좌천동 252-3   번지","","","일광상회","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1000","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000179","20000103","","01","영업/정상","11","영업","","","","","051 6346153","","601051","부산광역시 동구 좌천동 252번지","","","청호슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1001","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000180","20000103","","01","영업/정상","11","영업","","","","","051 6436312","","601051","부산광역시 동구 좌천동 166-1   번지","","","우영식당","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1002","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000181","20000103","","01","영업/정상","11","영업","","","","","051 6346151","","601051","부산광역시 동구 좌천동 683-17  번지","","","화신이용원","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1003","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000182","20000103","","01","영업/정상","11","영업","","","","","051 6359860","","601051","부산광역시 동구 좌천동 681-35  번지","","","함석제작소","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1004","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100285","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 1339번지","부산광역시 동구 증산북로13번길 15-2  (범일동)","","점포","20070721103731","I","2018-08-31 23:59:59.0","","386980.719164391","184130.357015262","지정","1339","","20010102","관급봉투",
"1005","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100286","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 62-717번지","","","로타리슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","62-717","","20010102","관급봉투",
"1006","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100287","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 1311-1번지","","","우리농산할인마트","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1311-1","","20010102","관급봉투",
"1007","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100288","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 62-720번지","","","한성기린사무소","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","62-720","","20010102","관급봉투",
"1008","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100289","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 79번지","부산광역시 동구 중앙대로 517  (범일동)","","오케이편의점","20070721103731","I","2018-08-31 23:59:59.0","","387327.784198571","184188.67890121","지정","79","","20010102","관급봉투",
"1009","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100290","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 63-2번지","","","부산슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","63-2","","20010102","관급봉투",
"1010","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100291","20010102","","01","영업/정상","11","영업","","","","","","","601061","부산광역시 동구 범일동 1397번지","","","좌성초교매점","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1397","","20010102","관급봉투",
"1011","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100293","20010102","","01","영업/정상","11","영업","","","","","","","601062","부산광역시 동구 범일동 272번지 4  통3  반","","","일신상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","272","","20010102","관급봉투",
"1012","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100294","20010102","","01","영업/정상","11","영업","","","","","","","601062","부산광역시 동구 범일동 830-138번지","","","신라휴게실","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","830-138","","20010102","관급봉투",
"1013","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000183","20000103","","01","영업/정상","11","영업","","","","","051 6479536","","601051","부산광역시 동구 좌천동 709-17  번지","","","행복슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1014","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000184","20000103","","01","영업/정상","11","영업","","","","","051 6431423","","601051","부산광역시 동구 좌천동 730-1   번지","","","미니슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1015","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000185","20000103","","01","영업/정상","11","영업","","","","","051 6454080","","601051","부산광역시 동구 좌천동 727-1   번지","","","태양슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1016","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000186","20000103","","01","영업/정상","11","영업","","","","","051 6439740","","601051","부산광역시 동구 좌천동 783-4   번지","","","제일상회","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1017","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000187","20000103","","01","영업/정상","11","영업","","","","","051 6348571","","601051","부산광역시 동구 좌천동 778-24  번지","","","금성슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1018","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000188","20000103","","01","영업/정상","11","영업","","","","","051 6326614","","601051","부산광역시 동구 좌천동 752-5   번지","","","금성슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1019","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100072","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 135-3번지","","","원갑상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","135-3","","20010102","관급봉투",
"1020","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100245","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 1009-5번지 15 통3  반","","","칠성슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1009-5","","20010102","관급봉투",
"1021","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100246","20010102","","01","영업/정상","11","영업","","","","","051 4424528","","601051","부산광역시 동구 좌천동 994-17  번지","","","수정슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","994-17","","20010102","관급봉투",
"1022","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100247","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 535-13번지 3  통3  반","","","거제슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","535-13","","20010102","관급봉투",
"1023","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100248","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 810-71번지","","","동원드림마트","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","810-71","","20010102","관급봉투",
"1024","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100249","20010102","","01","영업/정상","11","영업","","","","","","","601054","부산광역시 동구 좌천동 860-123번지 1  통5  반","","","의령슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","860-123","","20010102","관급봉투",
"1025","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100255","20010102","","01","영업/정상","11","영업","","","","","","","601054","부산광역시 동구 좌천동 산 6-66번지 7  통1  반","","","롯데상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","산6-66","","20010102","관급봉투",
"1026","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100035","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 415-10번지","","","초량슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","415-10","","20010102","관급봉투",
"1027","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100212","20010102","","01","영업/정상","11","영업","","","","","051 4641920","","601035","부산광역시 동구 수정동 579-1   번지","","","세일세일슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","579-1","","20010102","관급봉투",
"1028","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100036","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 232번지","","","한일철전사","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","232","","20010102","관급봉투",
"1029","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100037","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 283-12번지","","","한일식당","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","283-12","","20010102","관급봉투",
"1030","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100038","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 811번지","","","금풍상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","811","","20010102","관급봉투",
"1031","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100039","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 815-5번지","","","국수집","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","815-5","","20010102","관급봉투",
"1032","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100040","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 853-38번지","","","럭키슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","853-38","","20010102","관급봉투",
"1033","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100041","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 880번지","부산광역시 동구 망양로 481  (초량동)","","쏠라슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","385294.574846601","181630.474438569","지정","880","","20010102","관급봉투",
"1034","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100042","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 974-18번지","","","서원유통초량슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","974-18","","20010102","관급봉투",
"1035","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100043","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 865-31번지","","","동일슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","865-31","","20010102","관급봉투",
"1036","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100044","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 212-1번지","","","초량노점시장","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","212-1","","20010102","관급봉투",
"1037","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100045","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 906번지","","","월성상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","906","","20010102","관급봉투",
"1038","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100046","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 937-23번지","","","초량봉투상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","937-23","","20010102","관급봉투",
"1039","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100047","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 968-1번지","","","현대슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","968-1","","20010102","관급봉투",
"1040","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100048","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 906-125번지","","","충남슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","906-125","","20010102","관급봉투",
"1041","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100049","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 394-6번지","","","새들슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","394-6","","20010102","관급봉투",
"1042","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100050","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 931-19번지","","","축협우유직판장","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","931-19","","20010102","관급봉투",
"1043","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100051","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 1207-21번지","","","(주)보광훼미리마트","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","1207-21","","20010102","관급봉투",
"1044","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100052","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 308-1번지","","","A마트","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","308-1","","20010102","관급봉투",
"1045","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100053","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 423-16번지","","","JOY스토아","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","432-16","","20010102","관급봉투",
"1046","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100054","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 377-3번지","","","훼미리마트초량그린점","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","377-3","","20010102","관급봉투",
"1047","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100055","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 232-1번지","","","D.C만봉","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","232-1","","20010102","관급봉투",
"1048","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100056","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 931번지","","","축협직판장","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","931","","20010102","관급봉투",
"1049","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100063","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 170-5번지","","","상록원","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","170-5","","20010102","관급봉투",
"1050","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100213","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 489-13번지 17 통3  반","","","비와이시","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","489-13","","20010102","관급봉투",
"1051","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100214","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 512-19번지 18 통3  반","","","농심가슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","512-19","","20010102","관급봉투",
"1052","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100215","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 588-23번지 8  통2  반","","","구멍가게","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","588-23","","20010102","관급봉투",
"1053","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100216","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 463-46번지 1  통4  반","","","담배가게","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","463-46","","20010102","관급봉투",
"1054","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100217","20010102","","01","영업/정상","11","영업","","","","","","","601034","부산광역시 동구 수정동 1048번지 14 통4  반","","","새마을슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","525-53","","20010102","관급봉투",
"1055","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100218","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 430-12번지 12 통4  반","","","월성슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","430-12","","20010102","관급봉투",
"1056","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100219","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 436-63번지 15 통5  반","","","수성슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","436-63","","20010102","관급봉투",
"1057","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100220","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 515-15번지 9  통1  반","","","월성상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","515-15","","20010102","관급봉투",
