"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","목재생산업구분코드명","목재생산업종류명","취급목재제품","인력보유현황","년간생산량","자본금","상태구분명",
"75","목재수입유통업","09_27_01_P","3360000","336000090201700003","20170224","","01","영업/정상","1","정상","","","","","0553395651","","","부산광역시 강서구 미음동 ****-*번지","부산광역시 강서구 가리새*로 ** (미음동)","","한영선기(주)","20170224152457","I","2018-08-31 23:59:59.0","","371774","183728","목재수입유통업","","","","","","영업",
"76","목재수입유통업","09_27_01_P","3360000","336000090201300019","20140122","","01","영업/정상","1","정상","","","","","0518312580","","","부산광역시 강서구 송정동 ****-*","부산광역시 강서구 녹산산단***로 * (송정동)","46754","경성목재(주)","20201215102739","U","2020-12-17 02:40:00.0","","369396.906545409","178315.004400424","목재수입유통업","","제재목, 집성재, 합판, OSB, PB, 섬유판, 톱밥","","17000","1000","영업",
"77","목재수입유통업","09_27_01_P","3360000","336000090201300022","20131213","","01","영업/정상","1","정상","","","","","051-831-0748","","","부산광역시 강서구 송정동 ****-*번지","","","(주)형진목재","20150730170439","I","2018-08-31 23:59:59.0","","369628.797801081","178878.36962886","목재수입유통업","","원목, 제재목, 합판","","5000","100","영업",
"78","목재수입유통업","09_27_01_P","3360000","336000090201300024","20131213","","01","영업/정상","1","정상","","","","","051-831-6363","","","부산광역시 강서구 송정동 ****-*번지","","","(주)녹산목재","20131213180713","I","2018-08-31 23:59:59.0","","369659.990965637","178312.481999126","목재수입유통업","","제재목","","31000","300","영업",
"79","목재수입유통업","09_27_01_P","3360000","336000090201300025","20131213","","01","영업/정상","1","정상","","","","","051-831-6363","","","부산광역시 강서구 송정동 ****-*번지","","","(주)신송","20131213181751","I","2018-08-31 23:59:59.0","","369659.990965637","178312.481999126","목재수입유통업","","원목","","25000","50","영업",
"80","목재수입유통업","09_27_01_P","3360000","336000090201300026","20131213","","01","영업/정상","1","정상","","","","","0519712750","","","부산광역시 강서구 강동동 ****","부산광역시 강서구 상덕로***번길 **-** (강동동)","46706","아성목재(주)","20200721112402","U","2020-07-23 02:40:00.0","","374657.313606157","189901.531136499","목재수입유통업","","합판","","10000","200","영업",
"81","목재수입유통업","09_27_01_P","3360000","336000090201300027","20131213","","01","영업/정상","1","정상","","","","","051-832-2393","","","부산광역시 강서구 송정동 ****-*번지","","","(주)동영물산","20131215134230","I","2018-08-31 23:59:59.0","","370103.028837976","179055.373719825","목재수입유통업","","제재목, 합판","","24000","1010","영업",
"82","목재수입유통업","09_27_01_P","3360000","336000090201300029","20131217","","01","영업/정상","1","정상","","","","","051-831-1233","","","부산광역시 강서구 송정동 ****번지","부산광역시 강서구 녹산산업중로 *** (송정동)","","동해목재(주)","20131218100153","I","2018-08-31 23:59:59.0","","370221.344819607","178858.084728476","목재수입유통업","","목드럼, 파레트, 스키드","","16000","500","영업",
"83","목재수입유통업","09_27_01_P","3360000","336000090201400005","20140114","","01","영업/정상","1","정상","","","","","0518318888","","","","부산광역시 강서구 녹산산단***로 * (송정동)","46755","***","20210422151630","U","2021-04-24 02:40:00.0","","369773.921627817","178314.652139373","목재수입유통업","","판재, 각재, 조경자재, 방부목재","","35000","550","영업",
"84","목재수입유통업","09_27_01_P","3360000","336000090201400008","20140114","","01","영업/정상","1","정상","","","","","0518310600","","","부산광역시 강서구 송정동 ****-*번지","부산광역시 강서구 녹산산업북로 *** (송정동)","46755","대원그린텍(주)","20161201114644","I","2018-08-31 23:59:59.0","","370108.09956845","179148.554709273","목재수입유통업","","목재, 목포장, 나무파레트, 합판, 우드펠릿","","3000","50","영업",
"85","목재수입유통업","09_27_01_P","3360000","336000090201400016","20140312","","01","영업/정상","1","정상","","","","","051-831-4567","","","","부산광역시 강서구 녹산산단***로**번길 **-** (송정동)","","(주)지산산업","20140312114125","I","2018-08-31 23:59:59.0","","369575.824367534","178525.406280959","목재수입유통업","","원목,제재목,파레트","","24000","400","영업",
"86","목재수입유통업","09_27_01_P","3360000","336000090201600006","20161011","","01","영업/정상","1","정상","","","","","051-941-3140","","","부산광역시 강서구 대저*동 ****-*번지","부산광역시 강서구 공항로 ***-* (대저*동)","","(주)나무인터내셔널","20161013133738","I","2018-08-31 23:59:59.0","","377612.120854748","184587.890635128","목재수입유통업","","목탄(백탄)","","1500","100","영업",
"87","목재수입유통업","09_27_01_P","3360000","336000090201400024","20140403","","01","영업/정상","1","정상","","","","","051-831-2597","","","","부산광역시 강서구 녹산산단***로**번길 * (송정동)","","(주)부갑제재소","20140403104521","I","2018-08-31 23:59:59.0","","369493.32063271","179120.674508952","목재수입유통업","","제재목","","20000","50","영업",
"88","목재수입유통업","09_27_01_P","3360000","336000090201400027","20140724","","01","영업/정상","1","정상","","","","","051-463-3970","","","","부산광역시 강서구 가락대로 *** (송정동)","","(주)세한네트워크","20140724114432","I","2018-08-31 23:59:59.0","","368294.938398231","181236.675088739","목재수입유통업","","목재펠릿","해당없음","2000","300","영업",
"89","목재수입유통업","09_27_01_P","3360000","336000090201400028","20140930","","01","영업/정상","1","정상","","","","","051-831-4744","","","","부산광역시 강서구 신호산단*로**번길 **-* (신호동)","","(주)지엠에스글로벌","20140930112631","I","2018-08-31 23:59:59.0","","370685.71592157","177995.407107721","목재수입유통업","","우드펠릿, 톱밥, 우드칩","","200","250","영업",
"90","목재수입유통업","09_27_01_P","3360000","336000090201700009","20170908","","01","영업/정상","1","정상","","","","","0519734226","","","","부산광역시 강서구 생곡산단*로 ** (생곡동)","46729","주식회사 위시","20190131093151","U","2019-05-10 02:40:00.0","","","","목재수입유통업","","목탄(비장탄)","2","1200","1500","영업",
"91","목재수입유통업","09_27_01_P","3360000","336000090201700010","20171025","","01","영업/정상","1","정상","","","","","","","","","부산광역시 강서구 봉림길***번길 ** (봉림동)","46709","에스제이인터내셔널","20190125173729","U","2019-01-27 02:40:00.0","","371890.733031292","187762.080747639","목재수입유통업","","비장탄","","","","영업",
"92","목재수입유통업","09_27_01_P","3360000","336000090201800002","20180302","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 송정동 ****-*","부산광역시 강서구 녹산산단***로**번길 **-**(송정동)","46755","(주)우드아시아","20211227111453","U","2021-12-29 02:40:00.0","","369624.999837451","178970.874745748","목재수입유통업","","합판","3명","1000","50","영업",
"93","목재수입유통업","09_27_01_P","3360000","336000090201800004","20180717","","01","영업/정상","1","정상","","","","","051-206-1774","","","부산광역시 강서구 봉림동 **-*번지","부산광역시 강서구 가락대로****번길 ** (봉림동)","46708","(주)미가","20180717174552","I","2018-08-31 23:59:59.0","","373265.900836727","189486.245407058","목재수입유통업","","합판","","350","300","영업",
"94","목재수입유통업","09_27_01_P","3360000","336000090201900002","20190409","","01","영업/정상","1","정상","","","","","051-796-2145","","","부산광역시 강서구 대저*동 ****-*","부산광역시 강서구 유통단지*로 **, ***동 *층 ***호 (대저*동)","46721","동림탄업주식회사","20220520174542","U","2022-05-22 02:40:00.0","","377988.03993089","187305.367579412","목재수입유통업","","목탄","","20000","150","영업",
"95","목재수입유통업","09_27_01_P","3360000","336000090201900003","20190507","","01","영업/정상","1","정상","","","","","","","","","부산광역시 강서구 평강로 *** (대저*동)","46704","백두에너지 부산지점","20190507110606","I","2019-05-09 02:20:41.0","","377014","191676","목재수입유통업","","목탄(숯)","","200","50","영업",
"96","목재수입유통업","09_27_01_P","3360000","336000090201900007","20190905","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 대저*동 ***-**번지","부산광역시 강서구 공항로 **** (대저*동)","46702","영웅에너지참숯무역","20190923184633","U","2019-09-25 02:40:00.0","","381180.274522605","192962.357980296","목재수입유통업","","목탄 성형목탄","","600","200","영업",
"97","목재수입유통업","09_27_01_P","3360000","336000090201900005","20190702","","01","영업/정상","1","정상","","","","","051-832-1119","","","부산광역시 강서구 명지동 ****-*번지","부산광역시 강서구 제도로 ** (명지동)","46717","(주)우드스타","20190702094535","I","2019-07-04 02:21:28.0","","374946.4778948","181542.832118711","목재수입유통업","","각재, 집성목, 합판, 구조재 등","","500","170","영업",
"98","목재수입유통업","09_27_01_P","3360000","336000090201900008","20191107","","01","영업/정상","1","정상","","","","","0512640260","","","","부산광역시 강서구 가달*로 ** (생곡동)","46729","***","20191107092850","I","2019-11-09 00:23:10.0","","370485","183520","목재수입유통업","","합판, 집성재","","3500","1000","영업",
"99","목재수입유통업","09_27_01_P","3360000","336000090201900009","20191107","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 대저*동 ****-*","부산광역시 강서구 맥도강변길 ***(대저*동)","46723","(주)세화글로비스","20220214154730","U","2022-02-16 02:40:00.0","","377882.140909163","185319.42070044","목재수입유통업","","합판, 집성재","","300","0","영업",
"100","목재수입유통업","09_27_01_P","3360000","336000090201900010","20191119","","01","영업/정상","1","정상","","","","","051-506-4915","","","","부산광역시 강서구 울만로**번길 ***-* (대저*동)","","(주)금호창호","20191119094613","I","2019-11-21 00:23:19.0","","375223.216929972","187990.547718144","목재수입유통업","","집성재","","10","550","영업",
"101","목재수입유통업","09_27_01_P","3360000","336000090201900011","20191119","","01","영업/정상","1","정상","","","","","051-325-6172","","","부산광역시 강서구 미음동 ***-**번지","부산광역시 강서구 미음국제*로 ** (미음동)","46747","(주)한성글로벌","20191119095205","I","2019-11-21 00:23:19.0","","369829.231019568","184287.944659807","목재수입유통업","","합판, 집성재","","30000","276","영업",
"102","목재수입유통업","09_27_01_P","3360000","336000090202000002","20200109","","01","영업/정상","1","정상","","","","","051-714-5312","","","부산광역시 강서구 대저*동 ***-**번지","부산광역시 강서구 울만로 ** (대저*동)","46712","(주)우미산업","20200109171344","I","2020-01-11 00:23:25.0","","374735.117251053","187988.656051185","목재수입유통업","","집성재","","","400","영업",
"103","목재수입유통업","09_27_01_P","3360000","336000090202000003","20200204","","01","영업/정상","1","정상","","","","","0512713203","","","부산광역시 강서구 명지동 ****-*번지","부산광역시 강서구 신포길**번길 ** (명지동)","618200","(주)대명우드","20200204145432","I","2020-02-06 00:23:24.0","","375897.635441018","181386.697238809","목재수입유통업","","집성재, 제재목, 데크재","","200","50","영업",
"104","목재수입유통업","09_27_01_P","3360000","336000090202200002","20220121","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 명지동 ****-**","부산광역시 강서구 명지국제*로가길 *, *층 (명지동)","46773","(주)이노아이 인터내셔널","20220121160042","I","2022-01-23 00:22:51.0","","375003.985311516","180919.949371609","목재수입유통업","","집성재, 소나무","","30000","10","영업",
"105","목재수입유통업","09_27_01_P","3360000","336000090202200001","20220106","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 봉림동 ***-**","부산광역시 강서구 둔치강변길 ***(봉림동)","46710","주식회사 태광","20220106180045","I","2022-01-08 00:22:40.0","","373015.249226901","186215.38021391","목재수입유통업","","목탄, 성형탄, 브리켓, 우드펠릿","2","2000","200","영업",
"106","목재수입유통업","09_27_01_P","3360000","336000090202000004","20200427","","01","영업/정상","1","정상","","","","","051-405-5257","","","부산광역시 강서구 대저*동 ****-*","부산광역시 강서구 공항진입로**번길 ** (대저*동)","46719","(주)미래차콜","20211220175238","U","2021-12-22 02:40:00.0","","378337.387127315","189046.898649738","목재수입유통업","","성형목탄, 목탄","","6000","50","영업",
"107","목재수입유통업","09_27_01_P","3360000","336000090202100006","20211109","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 대저*동 ****-*","부산광역시 강서구 유통단지*로 **, ***동 *층 ***호 (대저*동)","46721","지에스트레이딩","20211109172842","I","2021-11-11 00:22:54.0","","377988.03993089","187305.367579412","목재수입유통업","","제재목, 합판","1","5000","300","영업",
"108","목재수입유통업","09_27_01_P","3360000","336000090202100007","20211130","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 생곡동 ****-**","부산광역시 강서구 가달*로 **, *층 (생곡동)","46729","(주)SH목재","20211201154729","I","2021-12-03 00:22:43.0","","370513.460970983","183483.996292185","목재수입유통업","","합판, 집성재","김한샘 등 2명","5000","50","영업",
"109","목재수입유통업","09_27_01_P","3360000","336000090201800005","20180805","","01","영업/정상","1","정상","","","","","051-714-3638","","","부산광역시 강서구 생곡동 ****-*번지","부산광역시 강서구 가리새*로 ** (생곡동)","46727","유민글로벌","20180805170033","I","2018-08-31 23:59:59.0","","371719.589657743","183724.595149708","목재수입유통업","","산업재, 합판","","1200","200","영업",
"110","목재수입유통업","09_27_01_P","3360000","336000090202000006","20200811","","01","영업/정상","1","정상","","","","","051-972-0188","","","부산광역시 강서구 송정동 ***","부산광역시 강서구 가락대로 *** (송정동)","46731","(주)송산우드","20200811102448","I","2020-08-13 00:23:14.0","","367979.894335724","180340.895607475","목재수입유통업","","제재목 합판","","","200","영업",
"111","목재수입유통업","09_27_01_P","3360000","336000090202000005","20200806","","01","영업/정상","1","정상","","","","","051-831-3051","","","부산광역시 강서구 송정동 ****-*","부산광역시 강서구 녹산화전로 ** (송정동)","46755","동호목재산업(주)","20200806135411","I","2020-08-08 00:23:14.0","","370118.800704518","178969.735412958","목재수입유통업","","제재목","","6","300","영업",
"112","목재수입유통업","09_27_01_P","3360000","336000090202000007","20200904","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 대저*동 ****-*","부산광역시 강서구 평강로***번길 *** (대저*동)","46700","(주)글로벌아시아차콜","20200904132745","I","2020-09-06 00:23:13.0","","376986.780037742","193088.225321286","목재수입유통업","","목탄, 성형목탄","","3000","30","영업",
"113","목재수입유통업","09_27_01_P","3360000","336000090202100003","20210331","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 대저*동 ****-*","부산광역시 강서구 유통단지*로 **, ***동 *층 ***호 (대저*동)","46721","(주)대광우드","20210407150809","I","2021-04-09 00:23:07.0","","378260.668626959","186989.385407123","목재수입유통업","","","","","","영업",
"114","목재수입유통업","09_27_01_P","3360000","336000090202100004","20210408","","01","영업/정상","1","정상","","","","","0518318593","","","부산광역시 강서구 생곡동 ****-*","부산광역시 강서구 생곡산단로**번길 ** (생곡동)","46729","주식회사 성원목재","20210408090345","I","2021-04-10 00:23:08.0","","371518.573189616","183040.747242681","목재수입유통업","","합판","","","100","영업",
"115","목재수입유통업","09_27_01_P","3360000","336000090202100002","20210315","","01","영업/정상","1","정상","","","","","07046474576","","","","부산광역시 강서구 신호산단*로 **, ***호 (신호동)","46760","***","20210315155404","I","2021-03-17 00:22:59.0","","370729","177518","목재수입유통업","","제재목, 합판, OSB","","","100000000","영업",
"116","목재수입유통업","09_27_01_P","3360000","336000090201800006","20181130","","01","영업/정상","1","정상","","","","","","","","부산광역시 강서구 명지동 ****번지 명지 두산위브 포세이돈","부산광역시 강서구 명지오션시티**로 **, ***동 ****층 (명지동, 명지 두산위브 포세이돈)","46765","씨앤씨(CNC)","20181130125604","I","2018-12-02 02:20:04.0","","373006.154295793","177655.476042346","목재수입유통업","","제재목","","50","100","영업",
"117","목재수입유통업","09_27_01_P","3360000","336000090201800007","20181130","","01","영업/정상","1","정상","","","","","051-714-4034","","","부산광역시 강서구 지사동 ****","부산광역시 강서구 정주산단로 ** (지사동)","46742","원더그린(주)","20201202114741","U","2020-12-04 02:40:00.0","","","","목재수입유통업","","합판, 제재목, 집성목","","20000","100","영업",
"118","목재수입유통업","09_27_01_P","3360000","336000090202000008","20201214","","01","영업/정상","1","정상","","","","","051-203-3700","","","부산광역시 강서구 미음동 ****-*","부산광역시 강서구 미음국제*로 ** (미음동)","46747","(주)케이원목재","20220620170509","U","2022-06-22 02:40:00.0","","","","목재수입유통업","","제재목, 집성재, 합판, 파티클보드, 섬유판, 배향성스트랜드보드","","3814","750","영업",
"119","목재수입유통업","09_27_01_P","3370000","337000090201700001","20170622","","01","영업/정상","1","정상","","","","","","","","","부산광역시 연제구 월드컵대로**번길 ** (연산동)","47598","***","20191227180152","U","2019-12-29 02:40:00.0","","389432.274901369","188883.454023672","목재수입유통업","","목탄(숯)","","500","100","영업",
"120","목재수입유통업","09_27_01_P","3370000","337000090201700003","20171218","","01","영업/정상","1","정상","","","","","0518500331","","","","부산광역시 연제구 중앙대로 ****, 장천빌딩 (연산동)","47540","(주)화승네트웍스","20180323114221","I","2018-08-31 23:59:59.0","","389395.715733394","189240.313918839","목재수입유통업","","우드펠릿","","100000","58298","영업",
"121","목재수입유통업","09_27_01_P","3370000","337000090202200001","20220614","","01","영업/정상","1","정상","","","","","","","","부산광역시 연제구 연산동 ***-**","부산광역시 연제구 과정로***번가길 **(연산동)","47558","정순근","20220621143520","I","2022-06-23 00:22:40.0","","391654.772420476","189568.127040473","목재수입유통업","","목탄","없음","300000","500","영업",
"122","목재수입유통업","09_27_01_P","3380000","338000090202000001","20200129","","01","영업/정상","1","정상","","","","","","","","","부산광역시 수영구 황령대로***번길 **-*, *층 (남천동, 남천해변빌라)","48311","***","20200129175039","I","2020-01-31 00:23:24.0","","392191.482597331","184403.657286223","목재수입유통업","","","","","","영업",
"123","목재수입유통업","09_27_01_P","3380000","338000090202200001","20220118","","01","영업/정상","1","정상","","","","","","","","부산광역시 수영구 광안동 ***-* 한울베스트빌","부산광역시 수영구 광일로**번길 *, 지하층 *호 (광안동, 한울베스트빌)","48245","우드랜드","20220119114929","I","2022-01-21 00:22:39.0","","391971.55623871","186908.932052791","목재수입유통업","","목재톱밥, 목재펠릿","","10000","0","영업",
"124","목재수입유통업","09_27_01_P","3380000","338000090201400001","20140327","","01","영업/정상","1","정상","","","","","","","","","부산광역시 수영구 수영로***번길 **(광안동)","48268","***","20211122102459","U","2021-11-24 02:40:00.0","","392903.568647685","187102.606415354","목재수입유통업","","원목","","6000","50","영업",
"125","목재수입유통업","09_27_01_P","3380000","338000090201400002","20140514","","01","영업/정상","1","정상","","","","","","","","","부산광역시 수영구 광안해변로 ***, ***호 (민락동)","","(주)현우에프엔이","20210902085608","U","2021-09-04 02:40:00.0","","393101.663017873","186009.733234211","목재수입유통업","","목재펠릿,목재부산물,초본계펠릿,축분펠릿,톱밥","","12000","50","영업",
"126","목재수입유통업","09_27_01_P","3390000","339000090201300001","20131122","","01","영업/정상","1","정상","","","","","051-328-7582","","","부산광역시 사상구 엄궁동 **-***번지","부산광역시 사상구 대동로 **-**, ***동 *층 **호 (엄궁동, 럭키아파트)","","송인목재상사","20131126174357","I","2018-08-31 23:59:59.0","","380058.130057881","183438.970418459","목재수입유통업","","합판","1명","100","1","영업",
"127","목재수입유통업","09_27_01_P","3390000","339000090201300002","20131128","","01","영업/정상","1","정상","","","","","051-323-3131","","","","부산광역시 사상구 낙동대로***번길 ** (감전동)","","(주)우창상사","20131129095138","I","2018-08-31 23:59:59.0","","379614.283439791","184827.759153089","목재수입유통업","","합판","1","850","500","영업",
"128","목재수입유통업","09_27_01_P","3390000","339000090201300004","20131128","","01","영업/정상","1","정상","","","","","051-319-4041","","","부산광역시 사상구 괘법동 ***번지","부산광역시 사상구 괘감로 **, **동 ***호 (괘법동, 산업유통상가)","","B.M우드","20131129100959","I","2018-08-31 23:59:59.0","","380291.656000926","186303.922053702","목재수입유통업","","건축재 및 산업재, 기타목재","2","1000","30","영업",
"129","목재수입유통업","09_27_01_P","3390000","339000090201300005","20131211","","01","영업/정상","1","정상","","","","","051-292-8983","","","부산광역시 사상구 엄궁동 ***번지","부산광역시 사상구 강변대로 ***, A동 *층 *호 (엄궁동, 건재집배송단지)","","(주)동경","20131211142214","I","2018-08-31 23:59:59.0","","379121.358658945","183459.90043519","목재수입유통업","","원목(북양재)","3","3977","1550","영업",
"130","목재수입유통업","09_27_01_P","3390000","339000090201300007","20131211","","01","영업/정상","1","정상","","","","","051-319-2404","","","부산광역시 사상구 괘법동 ***번지","부산광역시 사상구 괘감로 **, *동 ***호 (괘법동, 산업용품유통상가)","","(주)지에이팀버","20131211145120","I","2018-08-31 23:59:59.0","","380291.656000926","186303.922053702","목재수입유통업","","각재, 판재","1","2000","50","영업",
"131","목재수입유통업","09_27_01_P","3390000","339000090201300008","20131211","","01","영업/정상","1","정상","","","","","051-319-4542","","","부산광역시 사상구 괘법동 ***번지","부산광역시 사상구 괘감로 **, *동 ***호 (괘법동, 산업용품유통상가)","","나무인","20131226133416","I","2018-08-31 23:59:59.0","","380291.656000926","186303.922053702","목재수입유통업","","제재목","1","2000","10","영업",
"132","목재수입유통업","09_27_01_P","3390000","339000090201400001","20140220","","01","영업/정상","1","정상","","","","","051-302-7401","","","","부산광역시 사상구 사상로***번길 ** (덕포동)","","세원목재","20140220120044","I","2018-08-31 23:59:59.0","","380645.047792764","188251.140313279","목재수입유통업","","원목, 제재목","","884696","30","영업",
"133","목재수입유통업","09_27_01_P","3390000","339000090201400003","20140220","","01","영업/정상","1","정상","","","","","051-303-0488","","","","부산광역시 사상구 사상로***번길 ** (덕포동)","","삼진목재","20140220135310","I","2018-08-31 23:59:59.0","","380645.047792764","188251.140313279","목재수입유통업","","원목, 제재목","","391","30","영업",
"134","목재수입유통업","09_27_01_P","3390000","339000090201400007","20140225","","01","영업/정상","1","정상","","","","","","","","","부산광역시 사상구 괘감로 **, 산업용품유통상가 (괘법동)","46977","***","20191016175945","U","2019-10-18 02:40:00.0","","380291.656000926","186303.922053702","목재수입유통업","","제재목","","18000","50","영업",
"135","목재수입유통업","09_27_01_P","3390000","339000090201400012","20140325","","01","영업/정상","1","정상","","","","","051-319-1929","","","","부산광역시 사상구 괘감로 **, **동 *층 **호 (괘법동)","","(주)고연","20140325174529","I","2018-08-31 23:59:59.0","","380291.656000926","186303.922053702","목재수입유통업","","원목(미송)","","21440","300","영업",
"136","목재수입유통업","09_27_01_P","3390000","339000090201400013","20140325","","01","영업/정상","1","정상","","","","","051-315-2061","","","","부산광역시 사상구 광장로 ** (괘법동)","","(유한)흥산목재","20210401120600","U","2021-04-03 02:40:00.0","","380353.544324649","186554.308697974","목재수입유통업","","원목","","5000","20","영업",
"137","목재수입유통업","09_27_01_P","3390000","339000090201400015","20140409","","01","영업/정상","1","정상","","","","","051-319-1096","","","","부산광역시 사상구 괘감로 **, **동 *층 **,**호 (괘법동)","","(주)신아목재","20140409181341","I","2018-08-31 23:59:59.0","","380291.656000926","186303.922053702","목재수입유통업","","햄록, 더글라스퍼, 스프루스, 라디에이타 파인 등","","65000","200","영업",
"138","목재수입유통업","09_27_01_P","3390000","339000090201400017","20140715","","01","영업/정상","1","정상","","","","","051-322-3225","","","","부산광역시 사상구 광장로 *, *층 *호 (괘법동)","","재흥목재(주)","20140715140644","I","2018-08-31 23:59:59.0","","380042.05090508","186614.057293259","목재수입유통업","","원목, 제재목","","12000","100","영업",
"139","목재수입유통업","09_27_01_P","3390000","339000090201600001","20160205","","01","영업/정상","1","정상","","","","","323-8282","","","부산광역시 사상구 감전동 ***-* 삼주오피스텔","부산광역시 사상구 괘감로 ***, 삼주오피스텔 ***호 (감전동)","46982","우일통상 산업(주)","20200821164526","U","2020-08-23 02:40:00.0","","381144.366063273","185965.49006812","목재수입유통업","","원목","","2058","100","영업",
"140","목재수입유통업","09_27_01_P","3390000","339000090201700003","20170828","","01","영업/정상","1","정상","","","","","051-972-0188","","","부산광역시 강서구 송정동 ***","부산광역시 강서구 가락대로 *** (송정동)","46731","***","20200728111238","U","2020-07-30 02:40:00.0","","367979.894335724","180340.895607475","목재수입유통업","","제재목","4","25000","200","영업",
"141","목재수입유통업","09_27_01_P","3390000","339000090201900001","20190307","","01","영업/정상","1","정상","","","","","051-319-0385","","","","부산광역시 사상구 괘감로 **, 산업용품유통상가 **동 ***호 (괘법동)","46977","***","20190307105700","I","2019-03-09 02:21:44.0","","380291.656000926","186303.922053702","목재수입유통업","","제재목, 합판, 임목탄","","20000","50","영업",
"142","목재수입유통업","09_27_01_P","3390000","339000090201900002","20190311","","01","영업/정상","1","정상","","","","","","","","","부산광역시 사상구 광장로 **, 경남은행 (괘법동)","46972","***","20190311153719","I","2019-03-13 02:21:48.0","","380407.925258369","186560.886942513","목재수입유통업","","","","100000","100","영업",
"143","목재수입유통업","09_27_01_P","3390000","339000090201900003","20190523","","01","영업/정상","1","정상","","","","","0518174341","","","","부산광역시 사상구 장인로 ** (학장동)","47026","***","20190523172401","I","2019-05-25 02:20:54.0","","380159.887634081","184293.415314707","목재수입유통업","","합판(하드보드)","","","","영업",
"144","목재수입유통업","09_27_01_P","3390000","339000090201900004","20191111","","01","영업/정상","1","정상","","","","","315-1619","","","","부산광역시 사상구 낙동대로 ***, 원일목재 (감전동)","47029","***","20191111165715","I","2019-11-13 00:23:24.0","","379669.082866394","183529.113296877","목재수입유통업","","합판","","","","영업",
"145","목재수입유통업","09_27_01_P","3390000","339000090202000001","20200107","","01","영업/정상","1","정상","","","","","051-327-2022","","","","부산광역시 사상구 낙동대로****번길 **, 동창종합건재(주) (감전동)","47027","동창종합건재(주)","20200107175055","I","2020-01-09 00:23:25.0","","379906.568483834","185154.781470445","목재수입유통업","","합판","","700","20","영업",
"146","목재수입유통업","09_27_01_P","3390000","339000090201400016","20140602","","01","영업/정상","1","정상","","","","","051-315-1619","","","","부산광역시 사상구 낙동대로 *** (감전동)","","원일목재","20211214135404","I","2021-12-16 00:22:43.0","","379669.082866394","183529.113296877","목재수입유통업","","","1명","0","30","영업",
"147","목재수입유통업","09_27_01_P","3390000","339000090202100001","20210621","","01","영업/정상","1","정상","","","","","","","","부산광역시 사상구 감전동 ***-* 대헌프리텍(주)","부산광역시 사상구 학감대로***번길 **, 대헌프리텍(주) *층 (감전동)","46986","(주)지노글로벌","20210621161110","I","2021-06-23 00:23:04.0","","381026.037410637","185549.247161933","목재수입유통업","","우드브리켓, 목탄, 목분, 톱밥, 대패밥, 목재펠릿","해외 무역/ 마케팅 전담 인력 2명 보유","3000","50","영업",
"148","목재수입유통업","09_27_01_P","3390000","339000090202000002","20200916","","01","영업/정상","1","정상","","","","","","","","부산광역시 사상구 덕포동 ***-** 해피궁","부산광역시 사상구 사상로 ***, 해피궁 (덕포동)","46948","***","20200916092510","I","2020-09-18 00:23:12.0","","380596.60467912","187712.825738738","목재수입유통업","","백탄, 검탄","1","100","50","영업",
"149","목재수입유통업","09_27_01_P","3390000","339000090202000003","20201112","","01","영업/정상","1","정상","","","","","328-0350","","","","부산광역시 사상구 괘감로 ***, 삼주오피스텔 ***호 (감전동)","46982","***","20201112170521","I","2020-11-14 00:23:08.0","","381144.366063273","185965.49006812","목재수입유통업","","원목","1","3000","300","영업",
"150","목재수입유통업","09_27_01_P","3400000","340000090201900002","20191204","","01","영업/정상","1","정상","","","","","","","","부산광역시 기장군 정관읍 모전리 ***-**번지","부산광역시 기장군 정관읍 모전*길 **","46008","예랑차콜","20191204170235","I","2019-12-06 00:23:27.0","","397288.512367137","206309.213371059","목재수입유통업","","목탄","1","400","100","영업",
"151","목재수입유통업","09_27_01_P","3400000","340000090201900001","20191028","","01","영업/정상","1","정상","","","","","","","","부산광역시 기장군 기장읍 청강리 ***-*번지","부산광역시 기장군 기장읍 청강로 **","46080","정태하","20191028134335","I","2019-10-30 00:23:03.0","","402171.576043541","195361.118531762","목재수입유통업","","우드펠릿","2","1","0","영업",
"152","목재수입유통업","09_27_01_P","3400000","340000090202000001","20200929","","01","영업/정상","1","정상","","","","","051-996-7773","","","부산광역시 기장군 정관읍 매학리 ***-**","부산광역시 기장군 정관읍 매곡길 **","46018","정석우드텍","20220624180823","U","2022-06-26 02:40:00.0","","397553.652369772","204205.798524297","목재수입유통업","","합판/원목","목재생산업(제재업1종) 교육 수료","1042","30","영업",
