"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"80","대규모점포","08_25_01_P","3290000","2011329008507500006","20110726","","01","영업/정상","1","정상영업","","","","","051 802 4944","836.2","614840","부산광역시 부산진구 부암동 500번지 외 4필지","부산광역시 부산진구 당감서로80번길 19, 21동 상가층 (부암동)","614840","(주)지에스리테일 부암점","20190107153058","U","2019-01-09 02:40:00.0","구분없음","385570.015221682","187424.7082035","준대규모점포",
"81","대규모점포","08_25_01_P","3290000","2011329008507500007","20110726","","01","영업/정상","1","정상영업","","","","","051 806 8547","357.35","614042","부산광역시 부산진구 전포2동 876번지 4호","부산광역시 부산진구 중앙대로 786 (전포동)","614870","홈플러스(주)익스프레스 부전점","20210607104803","U","2021-06-09 02:40:00.0","구분없음","387908.119183991","186683.255444045","준대규모점포",
"82","대규모점포","08_25_01_P","3290000","2000329000107500021","19820422","","01","영업/정상","1","정상영업","","","","","051 8925176","1083.65","","부산광역시 부산진구 가야동 450-2호","부산광역시 부산진구 대학로 64-1 (가야동)","614803","가남종합시장","20131230160500","I","2018-08-31 23:59:59.0","시장","385307.140933194","185334.798554277","대규모점포",
"83","대규모점포","08_25_01_P","3290000","2006329008507500001","19810615","","01","영업/정상","1","정상영업","","","","","051 8090863","6156","","부산광역시 부산진구 부전동 29호","부산광역시 부산진구 부전로 196 (부전동)","614842","부산전자종합시장번영회","20140618153902","I","2018-08-31 23:59:59.0","시장","387852.580571398","186872.703370928","대규모점포",
"84","대규모점포","08_25_01_P","3290000","2008329008507500001","19720225","","01","영업/정상","1","정상영업","","","","","806-5025","2792.7","614032","부산광역시 부산진구 부전동 256번지 6호","부산광역시 부산진구 서면로 56 (부전동)","614847","서면시장","20111208151732","I","2018-08-31 23:59:59.0","시장","387468.48013598","185990.346086723","대규모점포",
"85","대규모점포","08_25_01_P","3290000","2008329008507500002","19800905","","01","영업/정상","1","정상영업","","","","","8097816","8115","614031","부산광역시 부산진구 부전동 347번지 40호","부산광역시 부산진구 부전로162번길 28 (부전동)","614843","서면종합시장","20120426133010","I","2018-08-31 23:59:59.0","시장","387528.393422261","186694.666831446","대규모점포",
"86","대규모점포","08_25_01_P","3290000","2008329008507500003","19990706","","01","영업/정상","1","정상영업","","","","","051-644-2080","11036.25","614043","부산광역시 부산진구 전포동 891번지 38호","부산광역시 부산진구 동천로 4 (전포동)","614868","홈플러스(주) 서면점","20210607104309","U","2021-06-09 02:40:00.0","대형마트","388095.097363087","185326.192499392","대규모점포",
"87","대규모점포","08_25_01_P","3290000","2008329008507500004","20010727","","01","영업/정상","1","정상영업","","","","","896-2263","3540.51","614102","부산광역시 부산진구 당감동 109번지 4호","부산광역시 부산진구 가야대로 635-12 (당감동)","614816","금호그랜드","20181005141635","U","2018-10-07 02:37:31.0","그 밖의 대규모점포","385962.216302965","186038.510981912","대규모점포",
"88","대규모점포","08_25_01_P","3290000","2002329008507500001","20021203","","01","영업/정상","1","정상영업","","","","","051-580-4700","33576.23","614032","부산광역시 부산진구 부전2동 227번지 2호","부산광역시 부산진구 중앙대로 672 (부전동)","614846","피에스타","20190329151410","U","2019-03-31 02:40:00.0","복합쇼핑몰","387608.014165034","185703.079007724","대규모점포",
"89","대규모점포","08_25_01_P","3290000","2003329001307500001","20030607","","01","영업/정상","1","정상영업","","","","","051 667 7000","22042","","부산광역시 부산진구 부전동 192번지 2호","부산광역시 부산진구 중앙대로 694 (부전동)","614845","쥬디스태화","20191210163756","U","2019-12-12 02:40:00.0","그 밖의 대규모점포","387614.533809734","185917.833557478","대규모점포",
"90","대규모점포","08_25_01_P","3290000","2005329001307500002","20050427","","01","영업/정상","1","정상영업","","","","20061013","051-718-1052","11498.58","","부산광역시 부산진구 부암동 93호","부산광역시 부산진구 시민공원로 31 (부암동)","614836","(주)이마트 트레이더스 서면점","20200428163142","U","2020-04-30 02:40:00.0","대형마트","386948.954199558","186897.053699125","대규모점포",
"91","대규모점포","08_25_01_P","3290000","2006329001307500003","19850914","","01","영업/정상","1","정상영업","","","","","051 713 8266","6099","","부산광역시 부산진구 부전동 573번지 1호","부산광역시 중앙대로 지하 737","614727","서면지하도상가 부전몰","20220506143503","U","2022-05-08 02:40:00.0","그 밖의 대규모점포","387618.822819234","186273.478853367","대규모점포",
"92","대규모점포","08_25_01_P","3290000","2006329001307500005","19750715","","01","영업/정상","1","정상영업","","","","","051 8181091","1630.9","","부산광역시 부산진구 부전동 573호","부산광역시 부산진구 중앙대로783번길 23 (부전동)","614848","부전시장","20160926084343","I","2018-08-31 23:59:59.0","시장","387743.82904246","186820.396152912","대규모점포",
"93","대규모점포","08_25_01_P","3290000","2006329001307500006","20060418","","01","영업/정상","1","정상영업","","","","","051 801-9005","4373.5","","부산광역시 부산진구 부전동 53호","부산광역시 부산진구 중앙대로783번길 14 (부전동)","614843","(주)농협유통 하나로마트 부전점","20220415163530","U","2022-04-17 02:40:00.0","대형마트","387835.925160286","186795.116897803","대규모점포",
"94","대규모점포","08_25_01_P","3290000","2006329001307500008","19751120","","01","영업/정상","1","정상영업","","","","","051-802-7070","1353.66","","부산광역시 부산진구 개금동 632번지 3호","부산광역시 부산진구 진사로 63-7 (개금동)","614815","수양시장","20210421110634","U","2021-04-23 02:40:00.0","시장","383726.032444891","184827.712443963","대규모점포",
"95","대규모점포","08_25_01_P","3290000","1997329008507500001","19970701","","02","휴업","2","휴업처리","","","","","","0","","부산광역시 부산진구 부전동 347번지 40호","부산광역시 부산진구 부전로162번길 28 (부전동)","","서면종합시장번영회","20070714104312","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","387528.393422261","186694.666831446","",
"96","대규모점포","08_25_01_P","3290000","1999329001307500001","19990706","","02","휴업","2","휴업처리","","","","","051 6051000","","","부산광역시 부산진구 전포동 891번지 38  호","","","한국까르푸(주)서면점","20070714104312","I","2018-08-31 23:59:59.0","대형마트","","","",
"97","대규모점포","08_25_01_P","3290000","2000329000107500002","19700110","","02","휴업","2","휴업처리","","","","","051 6466561","1630.9","","부산광역시 부산진구 범천동 839번지 52  호","","","부산평화시장","20070714104312","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"98","대규모점포","08_25_01_P","3290000","2006329001307500011","20060619","","02","휴업","2","휴업처리","","","","","","0","","부산광역시 부산진구 부전동 265번지 25  호","","","부전상가상인회","20070714104312","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"99","대규모점포","08_25_01_P","3290000","2000329000107500022","19850914","","02","휴업","2","휴업처리","","","","","051 8171575","4763.14","","부산광역시 부산진구 부전동 573-1호","","","서면지하상가","20070714104312","I","2018-08-31 23:59:59.0","쇼핑센터","","","",
"100","대규모점포","08_25_01_P","3290000","2004329001307500001","20040729","","02","휴업","2","휴업처리","","","","","","0","","부산광역시 부산진구 가야동 620번지 1호","","","삼성테스코(주)홈플러스가야점","20070714104312","I","2018-08-31 23:59:59.0","대형마트","","","",
"101","대규모점포","08_25_01_P","3290000","2005329001307500001","20050217","","02","휴업","2","휴업처리","","","","","051 819 8383","0","","부산광역시 부산진구 부암동 123번지 6호","부산광역시 부산진구 신천대로 222 (부암동)","","삼성테스코(주)홈플러스서면점","20070714104312","I","2018-08-31 23:59:59.0","대형마트","386796.187014007","186648.134649013","",
"102","대규모점포","08_25_01_P","3290000","2000329000107500032","19830510","","03","폐업","3","폐업처리","20030527","","","","051 8051234","0","","부산광역시 부산진구 부전동 193-1호","","","태화백화점","20090615141725","I","2018-08-31 23:59:59.0","백화점","","","",
"103","대규모점포","08_25_01_P","3290000","2000329000107500034","19980420","","03","폐업","3","폐업처리","20120109","","","","051 8066629","15206.25","","부산광역시 부산진구 부암동 55-6호","부산광역시 부산진구 신천대로 246 (부암동)","614836","일성인포","20120109133644","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","386810.051216696","186879.357527916","대규모점포",
"104","대규모점포","08_25_01_P","3290000","2000329000107500035","19990130","","03","폐업","3","폐업처리","20140611","","","","051 8164331","8114.77","","부산광역시 부산진구 부암동 69-5호","부산광역시 부산진구 신천대로 246 (부암동)","614836","메리움","20140611150138","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","386810.051216696","186879.357527916","대규모점포",
"105","대규모점포","08_25_01_P","3290000","2000329000107500036","19981215","","03","폐업","3","폐업처리","20050101","","","","051 6367093","0","","부산광역시 부산진구 범천동 839-48호","","","성보쇼핑","20080616114226","I","2018-08-31 23:59:59.0","쇼핑센터","","","",
"106","대규모점포","08_25_01_P","3290000","2000329000107500001","19750715","","03","폐업","3","폐업처리","20080616","","","","051 8095562","0","","호","","","부전시장","20080616171918","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"107","대규모점포","08_25_01_P","3290000","2000329000107500003","19710701","","03","폐업","3","폐업처리","20120216","","","","051 8168686","1362.9","614031","부산광역시 부산진구 부전동 18번지","부산광역시 부산진구 중앙대로 797 (부전동)","614842","흥아시장","20120216101417","I","2018-08-31 23:59:59.0","시장","387894.925599061","186833.649301772","대규모점포",
"108","대규모점포","08_25_01_P","3290000","2000329000107500004","19710827","","03","폐업","3","폐업처리","20180307","","","","051 8928796","572.8","614011","부산광역시 부산진구 가야동 3번지 11호","부산광역시 부산진구 가야대로 667 (가야동)","614800","가야시장","20190715150347","U","2019-07-17 02:40:00.0","시장","386244.289716044","186069.143000308","대규모점포",
"109","대규모점포","08_25_01_P","3290000","2000329000107500007","19720607","","03","폐업","3","폐업처리","20151021","","","","051 8031545","659","","부산광역시 부산진구 전포동 362-41호","부산광역시 부산진구 황령대로 61 (전포동)","614863","문전시장","20151021105619","I","2018-08-31 23:59:59.0","시장","388214.449456213","185398.691143523","대규모점포",
"110","대규모점포","08_25_01_P","3290000","2000329000107500011","19770726","","03","폐업","3","폐업처리","20171206","","","20080616","051 893 120","2015.19","","부산광역시 부산진구 개금동 632-3호","부산광역시 부산진구 진사로 63-7 (개금동)","614712","동아종합시장","20190412141648","U","2019-04-14 02:40:00.0","시장","383726.032444891","184827.712443963","대규모점포",
"111","대규모점포","08_25_01_P","3290000","2011329008507500003","20110719","","03","폐업","3","폐업처리","20120413","","","","051-892-8543","296.3","614100","부산광역시 부산진구 당감동 734번지 21호","부산광역시 부산진구 당감서로80번길 22 (당감동)","614821","홈플러스(주)익스프레스 당감점","20190107153325","U","2019-01-09 02:40:00.0","구분없음","385629.575505364","187249.168576442","준대규모점포",
"112","대규모점포","08_25_01_P","3290000","2011329008507500008","20110812","","03","폐업","3","폐업처리","20180608","","","","051-330-2555","802.09","614833","부산광역시 부산진구 범천2동 1298번지 9호","부산광역시 부산진구 신암로 21 (범천동)","614833","탑마트 에누리장터 범천점","20180609103813","I","2018-08-31 23:59:59.0","구분없음","387258.901350637","184673.758374425","준대규모점포",
"113","대규모점포","08_25_01_P","3290000","2011329008507500009","20110812","","03","폐업","3","폐업처리","20111110","","","","0519225101","1203.5","614772","부산광역시 부산진구 전포1동 668번지 1호 밀리오레 1층","부산광역시 부산진구 동천로 92 (전포동,밀리오레 1층)","","홈플러스(주) 익스프레스 밀리오레점","20190107153358","U","2019-01-09 02:40:00.0","구분없음","387920.292112964","186157.316240551","준대규모점포",
"114","대규모점포","08_25_01_P","3290000","2007329008507500001","20070424","","03","폐업","3","폐업처리","20180727","20080516","20081031","20081031","051 803 2288","3065.75","","부산광역시 부산진구 부전동 257번지 3호","부산광역시 부산진구 서면로 74 (부전동)","614847","아이온시티","20180727091625","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","387469.584540928","186168.671007785","대규모점포",
"115","대규모점포","08_25_01_P","3290000","2002329001307500000","20020314","","03","폐업","3","폐업처리","20050426","","","","051 8109114","0","","부산광역시 부산진구 부암동 93호","","","월마트코리아(주) 서면점","20080616112158","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","386948.954199558","186897.053699125","",
"116","대규모점포","08_25_01_P","3290000","2002329001307500020","20020820","","03","폐업","3","폐업처리","20110308","","","","051 890 8023","10063","","부산광역시 부산진구 가야동 620번지 1호","","","삼성테스코(주)홈플러스 가야점","20110921160323","I","2018-08-31 23:59:59.0","대형마트","","","대규모점포",
"117","대규모점포","08_25_01_P","3290000","2006329001307500001","20020820","","03","폐업","3","폐업처리","20220610","","","","051 890 8023","10062.81","","부산광역시 부산진구 가야동 624번지 7호","부산광역시 부산진구 가야대로 506 (가야동)","614801","홈플러스(주) 가야점","20220615102120","U","2022-06-17 02:40:00.0","그 밖의 대규모점포","384668.520460332","185579.964272171","대규모점포",
"118","대규모점포","08_25_01_P","3290000","2006329001307500002","20020314","","03","폐업","3","폐업처리","20100630","","","","051-605-8000","6079.83","","부산광역시 부산진구 부암동 123번지 6호","부산광역시 부산진구 신천대로 222 (부암동)","614091","삼성테스코(주)홈플러스서면점","20111208160043","I","2018-08-31 23:59:59.0","대형마트","386796.187014007","186648.134649013","대규모점포",
"119","대규모점포","08_25_01_P","3290000","2006329001307500004","19951227","","03","폐업","3","폐업처리","20161125","","","","051 810 5000","6242.94","","부산광역시 부산진구 부전동 503번지 15  호","부산광역시 부산진구 가야대로 772 (부전동)","614846","롯데부산면세점","20161125104201","I","2018-08-31 23:59:59.0","복합쇼핑몰","387271.299492377","186099.137533193","대규모점포",
"120","대규모점포","08_25_01_P","3290000","2006329001307500007","20060421","","03","폐업","3","폐업처리","20140414","","","","051 6348458","0","","부산광역시 부산진구 범천동 842호 (842-5,28,32,39,27,40)","","","부산중앙시장임시시장","20140414173605","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"121","대규모점포","08_25_01_P","3290000","2000329000107500033","19951227","20080617","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051 8102500","5248","","부산광역시 부산진구 부전동 535-15호","","","부산롯데호텔면세점","20080617095115","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"122","대규모점포","08_25_01_P","3290000","2005329001307500003","20000204","20080411","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051 8166781","0","","부산광역시 부산진구 부전동 450호","부산광역시 부산진구 신천대로 122 (부전동)","614876","(주)네오스포","20111208164429","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","387101.414313981","185755.075318029","대규모점포",
"123","대규모점포","08_25_01_P","3290000","2000329000107500037","19990706","","01","영업/정상","BBBB","","","","","","051 6051000","50469","","부산광역시 부산진구 전포동 891-38호","","","한국까프푸","20070714104312","I","2018-08-31 23:59:59.0","쇼핑센터","","","",
"124","대규모점포","08_25_01_P","3290000","2000329000107500008","19810615","","01","영업/정상","BBBB","","","","","","051 809 086","0","","부산광역시 부산진구 부전동 29호","","","부산전자종합","20070714104312","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"125","대규모점포","08_25_01_P","3290000","2000329000107500010","19751120","","01","영업/정상","BBBB","","","","","","051 5548986","1359.6","","부산광역시 부산진구 개금동 632-3호","","","수양시장","20070714104312","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"126","대규모점포","08_25_01_P","3300000","2022330011007500001","20220329","","01","영업/정상","1","정상영업","","","","","051-507-3511","189.74","","부산광역시 동래구 사직동 1017 사직 쌍용 예가","부산광역시 동래구 사직로 80, 222동 B101,B102,B105호 (사직동, 사직 쌍용 예가)","47863","GS THE FRESH 사직쌍용점","20220621163155","U","2022-06-23 02:40:00.0","구분없음","387144.17668815","190534.020672018","준대규모점포",
"127","대규모점포","08_25_01_P","3300000","1970330001607500001","19700907","","01","영업/정상","1","정상영업","","","","","051 5521651","3305","","부산광역시 동래구 복천동 229번지 28호","부산광역시 동래구 동래시장길 14 (복천동)","","동래시장","20141001101112","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389889.163083827","191389.243011753","대규모점포",
"128","대규모점포","08_25_01_P","3300000","1971330001607500002","19710623","","01","영업/정상","1","정상영업","","","","","051 5558231","","","부산광역시 동래구 온천동 147호","","","온천시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"129","대규모점포","08_25_01_P","3300000","1975330001607500003","19751209","","01","영업/정상","1","정상영업","","","","","051 5045714","","","부산광역시 동래구 온천동 1459번지 2호","부산광역시 동래구 충렬대로108번길 81 (온천동)","","금정시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","388784.456452673","191305.04068684","",
"130","대규모점포","08_25_01_P","3300000","1976330001607500004","19760402","","01","영업/정상","1","정상영업","","","","","051 5045714","","","부산광역시 동래구 온천동 1376번지 7호","부산광역시 동래구 아시아드대로208번길 48 (온천동)","","금강시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","388311.578802584","191113.68353499","",
"131","대규모점포","08_25_01_P","3300000","1976330001607500005","19761112","","01","영업/정상","1","정상영업","","","","","051 5223052","","","부산광역시 동래구 안락동 603번지 1호","부산광역시 동래구 충렬대로410번길 21 (안락동)","","안락시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","391486.787090645","190515.87993883","",
"132","대규모점포","08_25_01_P","3300000","1976330001607500006","19761129","","01","영업/정상","1","정상영업","","","","","051 5551732","","","부산광역시 동래구 온천동 1407번지 36  호","","","(사)금성상가시장번영회","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"133","대규모점포","08_25_01_P","3300000","1977330001607500007","19770315","","01","영업/정상","1","정상영업","","","","","051 5020650","","","부산광역시 동래구 사직동 128번지 1호","부산광역시 동래구 아시아드대로134번길 62 (사직동)","","신정시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","388406.730687338","190581.840905473","",
"134","대규모점포","08_25_01_P","3300000","1997330001607500014","19970526","","01","영업/정상","1","정상영업","","","","","051 5240700","3696","","부산광역시 동래구 낙민동 84번지 8호","부산광역시 동래구 안남로 23 (낙민동)","","보림프라자","20141001095211","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","390724.427856927","190387.205145155","대규모점포",
"135","대규모점포","08_25_01_P","3300000","2005330001607500054","20050511","","01","영업/정상","1","정상영업","","","","","051-555-8231","3242","","부산광역시 동래구 온천동 147번지 6호","부산광역시 동래구 온천장로119번길 48 (온천동)","","온천시장","20110502181420","I","2018-08-31 23:59:59.0","시장","389539.18205554","193427.379866164","",
"136","대규모점포","08_25_01_P","3300000","2005330001607520051","20050511","","01","영업/정상","1","정상영업","","","","","051-553-1472","3598.24","","호","부산광역시 동래구 온천장로 20 (온천동)","607777","부산컴퓨터도매상가","20151029173414","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389267.30492116","192509.352616551","대규모점포",
"137","대규모점포","08_25_01_P","3300000","2005330007907500001","20050324","","01","영업/정상","1","정상영업","","","","","051-517-8802","0","","부산광역시 동래구 온천동 147번지 14호","부산광역시 동래구 온천장로119번길 44-27 (온천동)","","온천인정시장","20170117151653","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389612.648895356","193489.193637487","대규모점포",
"138","대규모점포","08_25_01_P","3300000","2006330001607500001","20060221","","01","영업/정상","1","정상영업","","","","","051555 8231","3242","","부산광역시 동래구 온천동 147번지 6호","부산광역시 동래구 온천장로119번길 48 (온천동)","","온천시장","20141001094928","I","2018-08-31 23:59:59.0","시장","389539.18205554","193427.379866164","대규모점포",
"139","대규모점포","08_25_01_P","3300000","2006330006407500001","20061013","","01","영업/정상","1","정상영업","","","","","051 559 8000","13895","","부산광역시 동래구 온천동 153번지 8   호","부산광역시 동래구 중앙대로 1523 (온천동)","607787","홈플러스(주) 동래점","20210609181459","U","2021-06-11 02:40:00.0","대형마트","389816.233000769","193329.605871168","대규모점포",
"140","대규모점포","08_25_01_P","3300000","2007330006407500001","20070417","","01","영업/정상","1","정상영업","","","","","051 559 6106","15651.17","","부산광역시 동래구 온천동 153번지 8호","부산광역시 동래구 중앙대로 1523 (온천동)","","에스케이허브스카이위아","20180508135441","I","2018-08-31 23:59:59.0","쇼핑센터","389816.233000769","193329.605871168","대규모점포",
"141","대규모점포","08_25_01_P","3300000","2008330006407500001","20080526","","01","영업/정상","1","정상영업","","","","","668-2500","11436.38","607060","부산광역시 동래구 온천동 502번지 3호","부산광역시 동래구 중앙대로 1393 (온천동)","607716","롯데쇼핑(주) 롯데마트 동래점","20220421151725","U","2022-04-23 02:40:00.0","대형마트","389097.800933845","192260.811648263","대규모점포",
"142","대규모점포","08_25_01_P","3300000","2009330006407500001","20090429","","01","영업/정상","1","정상영업","","","","20040429","051-550-6020","13191.43","607011","부산광역시 동래구 명륜1동 506번지 3호","부산광역시 동래구 충렬대로 197 (명륜동)","607804","(주)메가마트 동래점","20220630133052","U","2022-07-02 02:40:00.0","대형마트","389455.109101676","191427.549247975","대규모점포",
"143","대규모점포","08_25_01_P","3300000","2011330007907500001","20110809","","01","영업/정상","1","정상영업","","","","","051-524-4944","1733","607112","부산광역시 동래구 명장2동 23번지 2호","부산광역시 동래구 반송로 291 (명장동)","","(주)지에스리테일 명장점","20210804163843","U","2021-08-06 02:40:00.0","구분없음","391333.589418805","191690.582020606","준대규모점포",
"144","대규모점포","08_25_01_P","3300000","2011330007907500002","19761129","","01","영업/정상","1","정상영업","","","","","051-554-2263","428.48","607837","부산광역시 동래구 온천2동 1407번지 2호","부산광역시 동래구 우장춘로4번길 23-8 (온천동)","","(사)금성상가시장","20110921165403","I","2018-08-31 23:59:59.0","시장","388604.827532314","191848.470657967","대규모점포",
"145","대규모점포","08_25_01_P","3300000","2011330007907500003","20110928","","01","영업/정상","1","정상영업","","","","","051-506-4100","627.98","","부산광역시 동래구 사직동 43-9","부산광역시 동래구 사직로70번길 56(사직동)","47864","(주)농협유통 하나로마트 사직점","20220509112925","U","2022-05-11 02:40:00.0","구분없음","387327.322631986","190681.018919181","준대규모점포",
"146","대규모점포","08_25_01_P","3300000","2011330007907500004","20110928","","01","영업/정상","1","정상영업","","","","","051-504-8100","791.93","607839","부산광역시 동래구 온천3동 1250번지 1호","부산광역시 동래구 아시아드대로 215 (온천동)","","(주)서원유통 탑마트 온천점","20220701083111","U","2022-07-03 02:40:00.0","구분없음","388076.155285291","191335.618126583","준대규모점포",
"147","대규모점포","08_25_01_P","3300000","1977330001607500008","19771229","","01","영업/정상","1","정상영업","","","","","051 5234426","","","부산광역시 동래구 안락동 425번지 51호","부산광역시 동래구 충렬대로359번길 55 (안락동)","","서원시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","391089.002278794","191036.226267696","",
"148","대규모점포","08_25_01_P","3300000","1978330001607500009","19780613","","01","영업/정상","1","정상영업","","","","","051 5520756","","","부산광역시 동래구 명륜동 5번지 5호","부산광역시 동래구 명륜로 260 (명륜동)","","온천로타리종합시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389799.935600295","192771.671506297","",
"149","대규모점포","08_25_01_P","3300000","1980330001607500010","19800814","","01","영업/정상","1","정상영업","","","","","051 5234055","","","부산광역시 동래구 명장동 145번지 9호","부산광역시 동래구 명장로64번길 12 (명장동)","","명장시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","391849.812840775","191455.487924345","",
"150","대규모점포","08_25_01_P","3300000","1983330001607500011","19831105","","01","영업/정상","1","정상영업","","","","","051 5239628","","","부산광역시 동래구 안락동 464번지 21호","부산광역시 동래구 충렬대로459번길 73-10 (안락동)","","충렬상가시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","392091.197198569","190803.962047467","",
"151","대규모점포","08_25_01_P","3300000","1985330001607500012","19851202","","01","영업/정상","1","정상영업","","","","","051 5525290","4162.47","","부산광역시 동래구 온천동 707호","부산광역시 동래구 충렬대로107번길 54 (온천동)","","럭키동래쇼핑","20141001100300","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","388918.011079059","191892.623575025","대규모점포",
"152","대규모점포","08_25_01_P","3300000","1996330001607500013","19961112","","01","영업/정상","1","정상영업","","","","","051 5568261","","","부산광역시 동래구 온천동 456번지 29호","부산광역시 동래구 온천장로 20 (온천동)","","부산컴푸터도매상가","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389289.767473942","192509.994182307","",
"153","대규모점포","08_25_01_P","3300000","2011330007907500005","20110928","","01","영업/정상","1","정상영업","","","","","051-501-5810","553.12","607766","부산광역시 동래구 사직2동 28번지 9호","부산광역시 동래구 사직북로33번길 34 (사직동)","607819","(주)서원유통 탑마트 사직점","20220701083137","U","2022-07-03 02:40:00.0","구분없음","387382.80631291","190792.095628039","준대규모점포",
"154","대규모점포","08_25_01_P","3300000","2012330007907500001","20010917","","01","영업/정상","1","정상영업","","","","","051-668-2202","29893.22","","","부산광역시 동래구 중앙대로 1393 (온천동)","607716","롯데백화점 동래점","20220421142006","U","2022-04-23 02:40:00.0","백화점","389097.800933845","192260.811648263","대규모점포",
"155","대규모점포","08_25_01_P","3300000","2005330001607500052","20050511","","02","휴업","2","휴업처리","","","","","051 5531472","5563.65","","부산광역시 동래구 온천동 456번지 29호","부산광역시 동래구 온천장로 20 (온천동)","","부산컴퓨터도매상가","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389289.767473942","192509.994182307","",
"156","대규모점포","08_25_01_P","3300000","2005330001607500053","20050511","","02","휴업","2","휴업처리","","","","","","3342","","부산광역시 동래구 온천동 147번지 6호","부산광역시 동래구 온천장로119번길 48 (온천동)","","온천시장","20070714103550","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","389539.18205554","193427.379866164","",
"157","대규모점포","08_25_01_P","3300000","2007330006407500002","20070905","","03","폐업","3","폐업처리","20190628","","","","555-8231","3242","607060","부산광역시 동래구 온천동 147번지 6호","부산광역시 동래구 온천장로119번길 48 (온천동)","","온천시장","20190628111454","U","2019-06-30 02:40:00.0","시장","389539.18205554","193427.379866164","대규모점포",
"158","대규모점포","08_25_01_P","3310000","2019331010007500001","20190117","","01","영업/정상","1","정상영업","","","","","02-516-0679","24081.39","","부산광역시 남구 문현동 1227번지 2호","부산광역시 남구 전포대로 133 (문현동)","48400","IFC부산 오슬로파크","20200814160004","U","2020-08-16 02:40:00.0","쇼핑센터","388150.394268792","185188.729710212","대규모점포",
"159","대규모점포","08_25_01_P","3310000","1975331001607500001","19751027","","01","영업/정상","1","정상영업","","","","","051 6233818","2653","","부산광역시 남구 용호동 516번지 10호","부산광역시 남구 동명로152번길 93 (용호동)","","용호시장","20170314105211","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","392543.912546981","181589.698263333","대규모점포",
"160","대규모점포","08_25_01_P","3310000","1977331001607500002","19771031","","01","영업/정상","1","정상영업","","","","","051 6288783","498.3","","부산광역시 남구 용호동 128번지 1호","부산광역시 남구 용호로106번길 40 (용호동)","","용호 삼성시장","20190325110600","U","2019-03-27 02:40:00.0","그 밖의 대규모점포","392318.859818776","182567.73733768","대규모점포",
"161","대규모점포","08_25_01_P","3310000","1979331001607500003","19790630","","01","영업/정상","1","정상영업","","","","","051 6447878","2640","","부산광역시 남구 대연동 1756번지 9호","부산광역시 남구 천제등로 11 (대연동)","","하이타운상가백화점","20190425154020","U","2019-04-27 02:40:00.0","그 밖의 대규모점포","390195.849928239","183602.493480869","대규모점포",
"162","대규모점포","08_25_01_P","3310000","1982331001607500005","19820701","","01","영업/정상","1","정상영업","","","","","051 621 899","","","부산광역시 남구 대연동 1760번지 1호","부산광역시 남구 못골로 56 (대연동)","","대연시장","20150414160515","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","390274.591729987","183834.679114521","",
