"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자산규모","부채총액","자본금","판매방식명",
"964","방문판매업","08_26_02_P","3290000","2011329008523200009","20110117","","03","폐업","03","폐업처리","20110818","","","","1588-6200","","614847","부산광역시 부산진구 부전*동 ***번지 **호 인창빌딩 **층","부산광역시 부산진구 서면로 ** (부전동,인창빌딩 **층)","","타임바이오텍","20110819112522","I","2018-08-31 23:59:59.0","","387415.388567035","185912.889565518","","","","",
"965","방문판매업","08_26_02_P","3290000","2008329008523200047","20080721","","03","폐업","03","폐업처리","20110325","","","","462-1577","","614772","부산광역시 부산진구 전포동 ***번지 *호 밀리오레 *층 *호","부산광역시 부산진구 동천로 ** (전포동,밀리오레 *층 *호)","","헤세드","20110326101215","I","2018-08-31 23:59:59.0","","387920.292112964","186157.316240551","","","","",
"966","방문판매업","08_26_02_P","3290000","2008329008523200049","20080728","","03","폐업","03","폐업처리","20081217","","","","636-8777","","614826","부산광역시 부산진구 범천동 ***번지 *호 서면베르빌*차  ***호","부산광역시 부산진구 중앙대로 ***, ***호 (범천동,서면베르빌*차)","","삼원유통","20081217101144","I","2018-08-31 23:59:59.0","","387513.675143586","184825.965976069","","","","",
"967","방문판매업","08_26_02_P","3290000","2008329008523200056","20080806","","03","폐업","03","폐업처리","20081031","","","","816-3154","","614842","부산광역시 부산진구 부전동 ***번지 *호 고려빌딩 *층","부산광역시 부산진구 부전로 *** (부전동,고려빌딩 *층)","","다산코리아","20081103100927","I","2018-08-31 23:59:59.0","","387406.067019474","186676.305414942","","","","",
"968","방문판매업","08_26_02_P","3290000","2008329008523200082","20081105","","03","폐업","03","폐업처리","20090717","","","","","","614805","부산광역시 부산진구 가야동 ***번지 *호","부산광역시 부산진구 엄광로 *** (가야동)","","로즈통상","20090717093228","I","2018-08-31 23:59:59.0","","385688.754892794","185751.310035904","","","","",
"969","방문판매업","08_26_02_P","3290000","2005329008523200418","20050527","","03","폐업","03","폐업처리","20061212","","","","0518179400","","","부산광역시 부산진구 양정동 ***번지 양정시장 *층 **","부산광역시 부산진구 동평로***번길 ** (양정동,양정시장 *층 **)","","천하","20100514144601","I","2018-08-31 23:59:59.0","","388486.657611629","187914.991351658","","","","",
"970","방문판매업","08_26_02_P","3290000","2005329008523200419","20050608","","03","폐업","03","폐업처리","20070511","","","","0518513910","","614030","부산광역시 부산진구 부전동 ***번지 **호 한성빌딩 *층","부산광역시 부산진구 중앙대로 *** (부전동,한성빌딩 *층)","","Best feel 영남대리점","20080806152640","I","2018-08-31 23:59:59.0","","387544.917701292","185639.07437098","","","","",
"971","방문판매업","08_26_02_P","3290000","2005329008523200420","20050617","","03","폐업","03","폐업처리","20130403","","","","466-0600","","","부산광역시 부산진구 전포동 ***번지 **호 *층","부산광역시 부산진구 전포대로 ***-* (전포동,*층)","","한성원종합상조(주)","20130403172502","I","2018-08-31 23:59:59.0","","388086.164188963","186174.26378032","278577681","1960024185","300000000","",
"972","방문판매업","08_26_02_P","3290000","2005329008523200421","20050622","","03","폐업","03","폐업처리","20060630","","","","0518092561","","","부산광역시 부산진구 부암동 **번지 **호 한양 B/D ***","부산광역시 부산진구 새싹로 *** (부암동,한양 B/D ***)","","㈜유비너스","20120913100723","I","2018-08-31 23:59:59.0","","386797.559188356","187402.75663097","50000000","0","50000000","",
"973","방문판매업","08_26_02_P","3290000","2008329008523200062","20080825","","03","폐업","03","폐업처리","20090331","","","","817-5300","","614865","부산광역시 부산진구 전포동 ***번지 *호 철물상가 A가동 ***호","부산광역시 부산진구 서전로**번길 ** (전포동,철물상가 A가동 ***호)","","화신정보통신","20090331175235","I","2018-08-31 23:59:59.0","","387995.070168789","186309.298920442","","","","",
"974","방문판매업","08_26_02_P","3290000","2008329008523200063","20080825","","03","폐업","03","폐업처리","20120203","","","","807-0113","","614031","부산광역시 부산진구 부전동 ***번지 *호 신동아오피스텔 ***호","부산광역시 부산진구 가야대로 ***-*, ***호 (부전동,신동아오피스텔)","","(주)한우","20120206102735","I","2018-08-31 23:59:59.0","","387052.317362645","186253.143814124","1266868950","636457967","350000000","",
"975","방문판매업","08_26_02_P","3290000","2008329008523200064","20080826","","03","폐업","03","폐업처리","20100201","","","","894-4545~6","","614865","부산광역시 부산진구 전포동 ***번지 **호 *층","부산광역시 부산진구 동성로 ***-* (전포동,*층)","","삼원통신(주)","20100202092829","I","2018-08-31 23:59:59.0","","388209.451240478","186477.339862909","584293350","256886951","150000000","",
"976","방문판매업","08_26_02_P","3290000","2008329008523200065","20080901","","03","폐업","03","폐업처리","20110106","","","","804-1288","","614865","부산광역시 부산진구 전포동 ***번지 **호","부산광역시 부산진구 동천로***번길 **-* (전포동)","","한국마그네슘","20110106174748","I","2018-08-31 23:59:59.0","","387909.698002628","186539.953931089","","","","",
"977","방문판매업","08_26_02_P","3290000","2008329008523200066","20080905","","03","폐업","03","폐업처리","20081021","","","","804-7373","","614828","부산광역시 부산진구 범천동 ***번지 **호 *층","부산광역시 부산진구 범일로 *** (범천동,*층)","","삼우유통","20081022090710","I","2018-08-31 23:59:59.0","","387625.669846728","184844.083371754","","","","",
"978","방문판매업","08_26_02_P","3290000","2009329008523200007","20090120","","03","폐업","03","폐업처리","20110411","","","","816-7400","","614020","부산광역시 부산진구 범천동 ***번지 *호 *층","부산광역시 부산진구 중앙대로***번길 * (범천동,*층)","","두레상조(주)","20110411110330","I","2018-08-31 23:59:59.0","","387528.737877272","185277.829219233","1645164157","300000000","4342173087","",
"979","방문판매업","08_26_02_P","3290000","2005329008523200442","20050920","","03","폐업","03","폐업처리","20171115","","","","051-802-5600","","614731","부산광역시 부산진구 부전*동 ***번지 **호 유원오피스텔****호","부산광역시 부산진구 서면문화로 **, ****호 (부전동, 유원O/T)","614731","리버스코스메틱","20171115150653","I","2018-08-31 23:59:59.0","","387225.613588405","186408.726533861","","","","",
"980","방문판매업","08_26_02_P","3290000","2005329008523200444","20050926","","03","폐업","03","폐업처리","20131118","","","","051-804-9235","","614031","부산광역시 부산진구 부전동 ***번지 *호 대림빌딩 **층 ****호","부산광역시 부산진구 중앙대로***번길 *, **층 ****호 (부전동, 대림빌딩)","614781","주)이에스그룹 부산지사","20131119102300","I","2018-08-31 23:59:59.0","","387750.084943642","186671.210186448","3690737631","2224965311","490000000","",
"981","방문판매업","08_26_02_P","3290000","2005329008523200445","20050928","","03","폐업","03","폐업처리","20100816","","","","861-2515","","614050","부산광역시 부산진구 양정동 ***번지 **호 영진제우스빌딩**층","부산광역시 부산진구 중앙대로 *** (양정동,영진제우스빌딩**층)","","(주)케이지라인","20100816160636","I","2018-08-31 23:59:59.0","","388485.246432899","187658.396387017","359650438","131368247","150000000","",
"982","방문판매업","08_26_02_P","3290000","2005329008523200457","20051031","","03","폐업","03","폐업처리","20060320","","","","0518187088","","614020","부산광역시 부산진구 범천동 ***번지 *호 **층","부산광역시 부산진구 중앙대로 *** (범천동,**층)","","코전트라이프스타일주식회사","20080806151858","I","2018-08-31 23:59:59.0","","387619.580051433","185342.713258992","50000000","0","50000000","",
"983","방문판매업","08_26_02_P","3290000","2005329008523200458","20051031","","03","폐업","03","폐업처리","20070630","","","","0516363969","","","부산광역시 부산진구 양정동 ***번지 양정시장 *-**","부산광역시 부산진구 동평로***번길 ** (양정동,양정시장 *-**)","","육일유통","20100514144502","I","2018-08-31 23:59:59.0","","388486.657611629","187914.991351658","","","","",
"984","방문판매업","08_26_02_P","3290000","2011329008523200011","20110127","","03","폐업","03","폐업처리","20171206","","","","051-851-4381","","614853","부산광역시 부산진구 양정동 ***번지 **호 **통 *반","부산광역시 부산진구 양지로*번길 ** (양정동)","614853","양정다문화가족지원센터","20171206164806","I","2018-08-31 23:59:59.0","","388531.862925159","187692.74746195","","","","",
"985","방문판매업","08_26_02_P","3290000","2011329008523200064","20110908","","03","폐업","03","폐업처리","20130904","","","","051-893-7582","","614813","부산광역시 부산진구 개금*동 ***번지 ***호 *층","부산광역시 부산진구 가야대로 *** (개금동,*층)","","유니베라백양대리점","20130904164311","I","2018-08-31 23:59:59.0","","384391.72194034","185620.095650614","","","","",
"986","방문판매업","08_26_02_P","3290000","2011329008523200066","20110919","","03","폐업","03","폐업처리","20150126","","","","051896-7585","","614764","부산광역시 부산진구 가야*동 ***번지 *호 벽산아파트상가 ***호,***호","부산광역시 부산진구 엄광로 **, ***,***호 (가야동, 벽산아파트상가)","614808","서영메디칼","20150826171941","I","2018-08-31 23:59:59.0","","384502.365301052","184924.599813961","","","","",
"987","방문판매업","08_26_02_P","3290000","2008329008523200061","20080822","","03","폐업","03","폐업처리","20090327","","","","","","614020","부산광역시 부산진구 범천동 ****번지 **호","부산광역시 부산진구 엄광로 *** (범천동)","","선주유통","20090327165309","I","2018-08-31 23:59:59.0","","386489.364443997","185564.564727309","","","","",
"988","방문판매업","08_26_02_P","3290000","2008329008523200018","20080311","","03","폐업","03","폐업처리","20090105","","","","804-4020","","614870","부산광역시 부산진구 전포동 ***번지 *호 *층","부산광역시 부산진구 중앙대로 *** (전포동,*층)","","(주)토비스골프앤콘도","20090105173047","I","2018-08-31 23:59:59.0","","387993.482649182","186876.485393314","50000000","0","50000000","",
"989","방문판매업","08_26_02_P","3290000","2011329008523200027","20110325","","03","폐업","03","폐업처리","20130809","","","","1566-1577","","614772","부산광역시 부산진구 전포*동 ***번지 *호 밀리오레 *층*호","부산광역시 부산진구 동천로 ** (전포동,밀리오레 *층*호)","","헤세드","20130809171023","I","2018-08-31 23:59:59.0","","387920.292112964","186157.316240551","","","","",
"990","방문판매업","08_26_02_P","3290000","2011329008523200029","20110407","","03","폐업","03","폐업처리","20121129","","","","","","614856","부산광역시 부산진구 양정*동 ***번지 **호 *층","부산광역시 부산진구 중앙대로 *** (양정동,*층)","","다본상사","20121129175228","I","2018-08-31 23:59:59.0","","388430.487903635","187692.27312483","","","","",
"991","방문판매업","08_26_02_P","3290000","2011329008523200049","20110614","","03","폐업","03","폐업처리","20141022","","","","051-914-2000","","614851","부산광역시 부산진구 양정동 **번지 **호 유한빌딩*층","부산광역시 부산진구 연수로 **-* (양정동,유한빌딩*층)","","(주)석청개발","20141022094236","I","2018-08-31 23:59:59.0","","388826.786366766","188006.381067146","30000000","0","30000000","",
"992","방문판매업","08_26_02_P","3290000","2011329008523200050","20110620","","03","폐업","03","폐업처리","20110830","","","","","","614873","부산광역시 부산진구 초읍동 ***번지 **호","부산광역시 부산진구 성지로**번길 ** (초읍동)","","ND피플(엔디피플)","20110901095442","I","2018-08-31 23:59:59.0","","386901.065313743","188398.626292743","","","","",
"993","방문판매업","08_26_02_P","3290000","2011329008523200051","20110617","","03","폐업","03","폐업처리","20130724","","","","051-867-6336","","614851","부산광역시 부산진구 양정*동 **번지 **호 유한빌딩**층","부산광역시 부산진구 연수로 **-* (양정동,유한빌딩**층)","","더쌤","20130726091113","I","2018-08-31 23:59:59.0","","388826.786366766","188006.381067146","","","","",
"994","방문판매업","08_26_02_P","3290000","2008329008523200067","20080924","","03","폐업","03","폐업처리","20090522","","","","852-7977","","614854","부산광역시 부산진구 양정동 ***번지 *호","","","현대팜","20090522192216","I","2018-08-31 23:59:59.0","","","","","","","",
"995","방문판매업","08_26_02_P","3290000","2008329008523200068","20080929","","03","폐업","03","폐업처리","20091230","","","","896-0888","","614800","부산광역시 부산진구 가야동 **번지 *호 유림아파트상가  ***호","","","알로에마임","20091230173046","I","2018-08-31 23:59:59.0","","385733.529901161","185961.315340121","","","","",
"996","방문판매업","08_26_02_P","3290000","2008329008523200073","20081017","","03","폐업","03","폐업처리","20100308","","","","637-6900","","614829","부산광역시 부산진구 범천동 ***번지 **호 대동빌딩 *층","부산광역시 부산진구 중앙대로 *** (범천동,대동빌딩 *층)","","사임당화장품 부산지사","20100308175702","I","2018-08-31 23:59:59.0","","387552.843242632","185203.096952248","","","","",
"997","방문판매업","08_26_02_P","3290000","2011329008523200083","20111205","","03","폐업","03","폐업처리","20131101","","","","051-802-8501","","614090","부산광역시 부산진구 부암동 ***번지 *호","부산광역시 부산진구 당감로**번길 ** (부암동)","614839","4life천연건강기능식품","20131104093355","I","2018-08-31 23:59:59.0","","385818.910692633","187335.664461878","","","","",
"998","방문판매업","08_26_02_P","3290000","2011329008523200061","20110826","","03","폐업","03","폐업처리","20140115","","","","02-2185-3794","","614845","부산광역시 부산진구 부전*동 ***번지 **호 하나금융플라자 *층","부산광역시 부산진구 중앙대로 *** (부전동,하나금융플라자 *층)","","(주)케이지씨라이프앤진 이체 부산서면센터","20140115181143","I","2018-08-31 23:59:59.0","","387628.775369952","186172.409619281","24902962264","2596043282","52900000000","",
"999","방문판매업","08_26_02_P","3290000","2008329008523200083","20081110","","03","폐업","03","폐업처리","20100623","","","","","","614852","부산광역시 부산진구 양정동 ***번지 *호 *층","부산광역시 부산진구 연수로 ** (양정동,*층)","","고려인푸드","20100623161916","I","2018-08-31 23:59:59.0","","388751.475600678","187969.828358486","","","","",
"1000","방문판매업","08_26_02_P","3290000","2008329008523200084","20081121","","03","폐업","03","폐업처리","20090109","","","","807-3856","","614845","부산광역시 부산진구 부전동 ***번지 **호 오기빌딩 ****호","부산광역시 부산진구 서전로**번길 **, ****호 (부전동,오기빌딩)","","(주)굳딜퓨처스","20090109172314","I","2018-08-31 23:59:59.0","","387625.86797096","186117.09883859","105000000","75000000","50000000","",
"1001","방문판매업","08_26_02_P","3290000","2008329008523200086","20081201","","03","폐업","03","폐업처리","20090303","","","","070-8134-1151","","614847","부산광역시 부산진구 부전동 ***번지 *호 한솔폴라리스 ***호","부산광역시 부산진구 가야대로 ***, ***호 (부전동,한솔폴라리스)","","종합화장품","20090303170145","I","2018-08-31 23:59:59.0","","387076.983236541","186148.629195175","","","","",
"1002","방문판매업","08_26_02_P","3290000","2008329008523200091","20081219","","03","폐업","03","폐업처리","20130730","","","","631-8853","","614826","부산광역시 부산진구 범천동 ***번지 **호 ***호","부산광역시 부산진구 범일로***번길 **, ***호 (범천동)","","김정문알로에","20130730150518","I","2018-08-31 23:59:59.0","","387692.269825733","184541.023058144","","","","",
"1003","방문판매업","08_26_02_P","3290000","2008329008523200092","20081219","","03","폐업","03","폐업처리","20090602","","","","818-7049","","614865","부산광역시 부산진구 전포동 ***번지 *호 삼성빌딩 *층","부산광역시 부산진구 서전로**번길 ** (전포동,삼성빌딩 *층)","","주식회사 넷기획","20090602152240","I","2018-08-31 23:59:59.0","","388077.322213585","186476.528567301","80748066","56501901","50000000","",
"1004","방문판매업","08_26_02_P","3290000","2008329008523200093","20081219","","03","폐업","03","폐업처리","20081229","","","","632-0804","","614827","부산광역시 부산진구 범천동 ***번지 **호 *층","부산광역시 부산진구 중앙번영로 * (범천동,*층)","","보경유통","20081229162720","I","2018-08-31 23:59:59.0","","387644.702618617","184788.238112815","","","","",
"1005","방문판매업","08_26_02_P","3290000","2009329008523200003","20090108","","03","폐업","03","폐업처리","20110817","","","","","","614854","부산광역시 부산진구 양정동 ***번지 시청센트빌 ***호","부산광역시 부산진구 중앙대로 ***, ***호 (양정동,시청센트빌)","","L웨딩","20110818114349","I","2018-08-31 23:59:59.0","","388873.520125228","188434.585440228","","","","",
"1006","방문판매업","08_26_02_P","3290000","2005329008523200472","20051216","","03","폐업","03","폐업처리","20060630","","","","0516363003","","","부산광역시 부산진구 범천동 ***번지 **호 신부산빌딩 *층","부산광역시 부산진구 자유평화로*번길 **-** (범천동,신부산빌딩 *층)","","뉴셀의료기","20120913100536","I","2018-08-31 23:59:59.0","","387840.784136651","184510.669756514","","","","",
"1007","방문판매업","08_26_02_P","3290000","2005329008523200475","20051223","","03","폐업","03","폐업처리","20071231","","","","0516356074","","614848","부산광역시 부산진구 부전동 ***번지 **호 외**번지 ***호","부산광역시 부산진구 중앙대로***번길 **, ***호 (부전동,외**번지)","","경기인삼","20100514144409","I","2018-08-31 23:59:59.0","","387726.252757052","186818.048242261","","","","",
"1008","방문판매업","08_26_02_P","3290000","2005329008523200476","20051227","","03","폐업","03","폐업처리","20090213","","","","0516367179","","614080","부산광역시 부산진구 초읍동 ***번지 **호","부산광역시 부산진구 성지로***번길 * (초읍동)","","선우정보기술㈜","20090213104223","I","2018-08-31 23:59:59.0","","386571.84753523","188811.860205413","604924168","237278863","367645305","",
"1009","방문판매업","08_26_02_P","3290000","2005329008523200477","20051227","","03","폐업","03","폐업처리","20081202","","","","0518020891","","614040","부산광역시 부산진구 전포동 ***번지 *호","부산광역시 부산진구 황령대로 ** (전포동)","","㈜엠디티","20081202191729","I","2018-08-31 23:59:59.0","","388299.879075548","185339.991713838","3793025221","164681268","214621254","",
"1010","방문판매업","08_26_02_P","3290000","2006329008523200001","20060102","","03","폐업","03","폐업처리","20070504","","","","15447738","","614031","부산광역시 부산진구 부전동 ***번지 **호","부산광역시 부산진구 새싹로**번길 ** (부전동)","","㈜파마코제네칩스사업본부","20080806151628","I","2018-08-31 23:59:59.0","","387537.501958421","186560.449101463","0","0","0","",
"1011","방문판매업","08_26_02_P","3290000","2012329008523200017","20120224","","03","폐업","03","폐업처리","20131119","","","","070-7390-9524","","614030","부산광역시 부산진구 부전동 ***번지 *호 라메르오피스텔 ****호","부산광역시 부산진구 서면문화로 **-*, ****호 (부전동, 라메르오피스텔)","614849","가원커플","20131119174150","I","2018-08-31 23:59:59.0","","387200.683236296","186505.039158209","","","","",
"1012","방문판매업","08_26_02_P","3290000","2009329008523200009","20090130","","03","폐업","03","폐업처리","20090529","","","","647-7102","","614829","부산광역시 부산진구 범천동 ***번지 **호 *층","부산광역시 부산진구 신천대로**번길 ** (범천동,*층)","","엘케이물산","20090529173820","I","2018-08-31 23:59:59.0","","387485.581067449","185202.274681768","","","","",
"1013","방문판매업","08_26_02_P","3290000","2009329008523200012","20090205","","03","폐업","03","폐업처리","20090220","","","","809-3990","","614867","부산광역시 부산진구 전포동 ***번지 **호 **통 *반 대산아파트 ***호","부산광역시 부산진구 진남로***번길 **, ***호 (전포동,대산아파트)","","이미지","20090220164725","I","2018-08-31 23:59:59.0","","388765.667877164","186163.056727013","","","","",
"1014","방문판매업","08_26_02_P","3290000","2009329008523200014","20090212","","03","폐업","03","폐업처리","20090814","","","","527-2100","","614828","부산광역시 부산진구 범천*동 ***번지 **호 한라시그마타워 ****호","부산광역시 부산진구 범일로***번길 **, ****호 (범천동,한라시그마타워)","","주식회사 오성티앤티","20090814174619","I","2018-08-31 23:59:59.0","","387822.166835513","185019.481254066","37286925","31460375","100000000","",
"1015","방문판매업","08_26_02_P","3290000","2010329008523200079","20101117","","03","폐업","03","폐업처리","20130726","","","","051-807-6024","","614043","부산광역시 부산진구 전포*동 ***번지 **호","부산광역시 부산진구 동성로 ** (전포동)","","모리아부산진대리점","20130726162128","I","2018-08-31 23:59:59.0","","388418.968182634","185718.241321102","","","","",
"1016","방문판매업","08_26_02_P","3290000","2011329008523200003","20110104","","03","폐업","03","폐업처리","20110829","","","","051-816-6116","","614844","부산광역시 부산진구 부전*동 ***번지 KT서면사옥 *층","부산광역시 부산진구 중앙대로 *** (부전동,KT서면사옥 *층)","","선우에너지","20110829150907","I","2018-08-31 23:59:59.0","","387662.098966944","186317.95374649","","","","",
"1017","방문판매업","08_26_02_P","3290000","2011329008523200005","20110106","","03","폐업","03","폐업처리","20110830","","","","051-852-6807","","614853","부산광역시 부산진구 양정*동 ***번지 *호   ***호","","","골리앗프로모션","20110901095622","I","2018-08-31 23:59:59.0","","388551.555118044","187567.403851048","","","","",
"1018","방문판매업","08_26_02_P","3290000","2011329008523200006","20110106","","03","폐업","03","폐업처리","20170727","","","","070-7750-8877","","614042","부산광역시 부산진구 전포동 ***번지 **호","부산광역시 부산진구 동천로***번길 **-* (전포동)","614042","엠지코리아","20170727144436","I","2018-08-31 23:59:59.0","","387909.698002628","186539.953931089","","","","",
"1019","방문판매업","08_26_02_P","3290000","2011329008523200014","20110217","","03","폐업","03","폐업처리","20120710","","","","051-805-0775","","614041","부산광역시 부산진구 전포*동 ***번지 *호","부산광역시 부산진구 동천로***번길 ** (전포동)","","코리아테크","20120710090829","I","2018-08-31 23:59:59.0","","387920.212691575","186317.357541643","","","","",
"1020","방문판매업","08_26_02_P","3290000","2011329008523200016","20110218","","03","폐업","03","폐업처리","20170216","","","","051-868-0630","","614854","부산광역시 부산진구 양정동 ***번지 *호","부산광역시 부산진구 연수로**번길 ** (양정동)","614854","경희관광여행사","20170216165933","I","2018-08-31 23:59:59.0","","388859.181904662","188212.274654666","","","","",
"1021","방문판매업","08_26_02_P","3290000","2011329008523200063","20110905","","03","폐업","03","폐업처리","20150310","","","","","","614752","부산광역시 부산진구 당감동 ***번지 *호 태화현대아파트 ***동 ****호","부산광역시 부산진구 가야대로 ***-** (당감동)","614752","굿바이뱃살","20150310173430","I","2018-08-31 23:59:59.0","","386019.130252757","186104.217264023","","","","",
"1022","방문판매업","08_26_02_P","3290000","2011329008523200073","20111010","","03","폐업","03","폐업처리","20150609","","","","051-631-1712","","614828","부산광역시 부산진구 범천*동 ***번지 *호 ***호","부산광역시 부산진구 황령대로*번길 **, ***호 (범천동)","614828","피코헬스케어","20150609172706","I","2018-08-31 23:59:59.0","","387666.989463721","185271.880004024","","","","",
"1023","방문판매업","08_26_02_P","3290000","2012329008523200014","20120208","","03","폐업","03","폐업처리","20160817","","","","051-892-0599","","614110","부산광역시 부산진구 개금동 ***번지 **호 한사랑B/D**층","부산광역시 부산진구 가야대로 ***, **층 (개금동, 한사랑B/D)","614813","윤선생영어숲개금어학원","20160818093403","I","2018-08-31 23:59:59.0","","384416.666742775","185689.059108178","","","","",
"1024","방문판매업","08_26_02_P","3290000","2011329008523200075","20111011","","03","폐업","03","폐업처리","20130204","","","","","","614100","부산광역시 부산진구 당감동 ***번지 **호","부산광역시 부산진구 동평로***번길 * (당감동)","614101","희토류기체험방","20130204112648","I","2018-08-31 23:59:59.0","","385838.970921014","187036.554404317","","","","",
"1025","방문판매업","08_26_02_P","3290000","2009329008523200016","20090217","","03","폐업","03","폐업처리","20161103","","","","816-8260","","614845","부산광역시 부산진구 부전*동 ***번지 ***호 남강빌딩 *층","부산광역시 부산진구 중앙대로***번길 **, *층 (부전동)","614845","삼성상조(주)","20161104091142","I","2018-08-31 23:59:59.0","","387772.924812501","186000.085967988","497391078","801030610","50000000","",
"1026","방문판매업","08_26_02_P","3290000","2009329008523200017","20090217","","03","폐업","03","폐업처리","20090831","","","","647-7102","","614829","부산광역시 부산진구 범천*동 ***번지 **호 *층","부산광역시 부산진구 신천대로**번길 ** (범천동,*층)","","(주)리삼","20090831172435","I","2018-08-31 23:59:59.0","","387485.581067449","185202.274681768","5000000","0","5000000","",
"1027","방문판매업","08_26_02_P","3290000","2009329008523200019","20090218","","03","폐업","03","폐업처리","20090720","","","","521-0500","","614828","부산광역시 부산진구 범천*동 ***번지 **호 *층","부산광역시 부산진구 범일로***번길 ** (범천동,*층)","","제이원","20090720173301","I","2018-08-31 23:59:59.0","","387737.62409037","185042.535188151","","","","",
"1028","방문판매업","08_26_02_P","3290000","2009329008523200020","20090219","","03","폐업","03","폐업처리","20140508","","","","","","614091","부산광역시 부산진구 부암동 ***번지 *호 다선빌딩 *층","부산광역시 부산진구 백양산로**번길 * (부암동)","614091","윤선생영어교실 당감동어학원","20160129133957","I","2018-08-31 23:59:59.0","","384982.370938074","187999.954897536","","","","",
"1029","방문판매업","08_26_02_P","3290000","2009329008523200021","20090225","","03","폐업","03","폐업처리","20150827","","","","811-1310","","614042","부산광역시 부산진구 전포동 ***번지 *호 **통 *반 한신밴오피스텔 ****호","부산광역시 부산진구 동천로 *** (전포동)","614042","안전관리교육원","20150827173500","I","2018-08-31 23:59:59.0","","387869.134317928","186381.28184674","","","","",
"1030","방문판매업","08_26_02_P","3290000","2012329008523200031","20120502","","03","폐업","03","폐업처리","20120706","","","","051-851-2415","","614856","부산광역시 부산진구 양정*동 ***번지 **호 *층","부산광역시 부산진구 거제대로**번길 **, *층 (양정동)","614856","피코몰","20120709143849","I","2018-08-31 23:59:59.0","","388438.257652893","187785.189926068","","","","",
"1031","방문판매업","08_26_02_P","3290000","2012329008523200003","20120106","","03","폐업","03","폐업처리","20201006","","","","051-805-4666","","614020","부산광역시 부산진구 범천동 ****번지 한마음빌딩*층","부산광역시 부산진구 신암로 **, *층 (범천동, 한마음빌딩)","614833","㈜부일디지탈텍","20201006163522","U","2020-10-08 02:40:00.0","","387258.901350637","184673.758374425","990794307","498489895","160000000","",
"1032","방문판매업","08_26_02_P","3290000","2012329008523200010","20120203","","03","폐업","03","폐업처리","20120912","","","","","","614050","부산광역시 부산진구 양정동 ***번지 *호 시청역롯데골드로즈 ****호","부산광역시 부산진구 중앙대로 ***, ****호 (양정동, 시청역롯데골드로즈)","614854","하모니","20120913092000","I","2018-08-31 23:59:59.0","","388926.25548886","188502.470592042","","","","",
"1033","방문판매업","08_26_02_P","3290000","2006329008523200011","20060206","","03","폐업","03","폐업처리","20141127","","","","0518082328","","614051","부산광역시 부산진구 양정동 ***번지 *호","부산광역시 부산진구 양정로*번길 ** (양정동)","614051","부광상사","20141127162704","I","2018-08-31 23:59:59.0","","389010.567016682","187987.997360191","","","","",
"1034","방문판매업","08_26_02_P","3290000","2011329008523200020","20110224","","03","폐업","03","폐업처리","20130118","","","","051-637-6545","","614826","부산광역시 부산진구 범천*동 ***번지 *호","부산광역시 부산진구 범일로 *** (범천동)","","아마란스화장품","20130118155014","I","2018-08-31 23:59:59.0","","387574.882116345","184684.421254155","","","","",
"1035","방문판매업","08_26_02_P","3290000","2011329008523200021","20110224","","03","폐업","03","폐업처리","20130118","","","","051-637-6545","","614826","부산광역시 부산진구 범천*동 ***번지 *호","부산광역시 부산진구 범일로 *** (범천동)","","아마란스화장품","20130118154932","I","2018-08-31 23:59:59.0","","387574.882116345","184684.421254155","","","","",
"1036","방문판매업","08_26_02_P","3290000","2011329008523200034","20110413","","03","폐업","03","폐업처리","20120627","","","","051-802-2923","","614731","부산광역시 부산진구 부전*동 ***번지 **호 유원오피스텔 ***호","부산광역시 부산진구 서면문화로 **, ***호 (부전동,유원오피스텔)","","미리내","20120627163235","I","2018-08-31 23:59:59.0","","387225.613588405","186408.726533861","","","","",
"1037","방문판매업","08_26_02_P","3290000","2011329008523200038","20110511","","03","폐업","03","폐업처리","20140203","","","","051-317-1333","","614100","부산광역시 부산진구 당감동 ***번지 **호","부산광역시 부산진구 당감서로 ** (당감동)","","대휘환경","20140203175228","I","2018-08-31 23:59:59.0","","385515.433128566","187226.141299159","","","","",
"1038","방문판매업","08_26_02_P","3290000","2012329008523200001","20120104","","03","폐업","03","폐업처리","20140128","","","","051-806-6475","","614040","부산광역시 부산진구 전포동 ***번지 *호 신우빌딩 ***-E호","부산광역시 부산진구 동성로 ***, ***-E호 (전포동, 신우빌딩)","614743","창광엔텍","20140128172615","I","2018-08-31 23:59:59.0","","387927.951172724","186582.791097672","","","","",
"1039","방문판매업","08_26_02_P","3290000","2012329008523200002","20070528","","03","폐업","03","폐업처리","20130403","","","","627-3580","","614020","부산광역시 부산진구 범천동 ***번지 **호","부산광역시 부산진구 황령대로*번길 ** (범천동)","614828","(주)명심상조","20130403172048","I","2018-08-31 23:59:59.0","","387647.228507509","184857.762359067","546246552","1072454810","300000000","",
