"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"350","당구장업","10_32_01_P","3290000","CDFH3301082003000066","20030206","","03","폐업","03","폐업","20160407","","","","862-3089","","614853","부산광역시 부산진구 양정동 365-12번지","부산광역시 부산진구 양지로 24-6  (양정동)","","빌보드당구장","20160407191820","I","2018-08-31 23:59:59.0","","388516.301416066","187425.514415395","당구장업","사립","0","","","160","","","",
"351","당구장업","10_32_01_P","3290000","CDFH3301082003000067","20030206","","03","폐업","03","폐업","20050330","","","","868-6037","","614856","부산광역시 부산진구 양정동 394-5번지","부산광역시 부산진구 중앙대로 901  (양정동)","","에이스당구장","20050330093614","I","2018-08-31 23:59:59.0","","388422.668134463","187712.691119189","당구장업","사립","0","","","150","","","",
"352","당구장업","10_32_01_P","3290000","CDFH3301082003000069","20030206","","03","폐업","03","폐업","20200504","","","","","","","부산광역시 부산진구 양정동 353-12번지 영진제우스","부산광역시 부산진구 중앙대로 900, 영진제우스 11층 (양정동)","47229","향촌당구장","20200504170853","U","2020-05-06 02:40:00.0","","388485.246432899","187658.396387017","당구장업","사립","","","","","","","",
"353","당구장업","10_32_01_P","3290000","CDFH3301082003000070","20030206","","03","폐업","03","폐업","20091102","","","","861-3212","","614853","부산광역시 부산진구 양정동 353-21번지","","","IVY포켓당구장","20091209154406","I","2018-08-31 23:59:59.0","","","","당구장업","사립","","","","160","","","",
"354","당구장업","10_32_01_P","3290000","CDFH3301082010000009","20100528","","03","폐업","03","폐업","20180724","","","","891-5493","","","부산광역시 부산진구 가야동 501-5번지 지하1층","부산광역시 부산진구 가야공원로 54 (가야동)","47382","맥스당구클럽","20180724162802","I","2018-08-31 23:59:59.0","","384908.438940681","185157.924592114","당구장업","사립","","","","","","","",
"355","당구장업","10_32_01_P","3290000","CDFH3301082009000030","20091103","","03","폐업","03","폐업","20141130","","","","","","614847","부산광역시 부산진구 부전동 520-35번지 2층","부산광역시 부산진구 중앙대로691번길 48  (부전동,2층)","","밀당구장","20151201140010","I","2018-08-31 23:59:59.0","","387311.38628394","185876.363813002","당구장업","사립","","","","","","","",
"356","당구장업","10_32_01_P","3290000","CDFH3301082009000031","20091117","","03","폐업","03","폐업","20150127","","","","","","614012","부산광역시 부산진구 가야동 155-2번지","부산광역시 부산진구 가야공원로11번길 4 (가야동)","614012","서현당구장","20150127173334","I","2018-08-31 23:59:59.0","","384913.170522518","185575.764730469","당구장업","사립","","","","","","","",
"357","당구장업","10_32_01_P","3290000","CDFH3301082003000076","20030206","","03","폐업","03","폐업","20190328","","","","867-3127","","","부산광역시 부산진구 양정동 5-2번지","부산광역시 부산진구 진남로 596 (양정동)","47226","칠성당구장","20190328173308","U","2019-03-30 02:40:00.0","","389308.503972418","188014.901055013","당구장업","사립","","","","160","","","",
"358","당구장업","10_32_01_P","3290000","CDFH3301082003000077","20030206","","03","폐업","03","폐업","20120409","","","","852-9078","","614882","부산광역시 부산진구 양정동 406-32번지","부산광역시 부산진구 동평로 407  (양정동)","","VIP당구장","20120409152751","I","2018-08-31 23:59:59.0","","388472.593788482","188045.132124583","당구장업","사립","0","","","160","","","",
"359","당구장업","10_32_01_P","3290000","CDFH3301082003000082","20030206","","03","폐업","03","폐업","20150226","","","","806-9478","","614865","부산광역시 부산진구 전포동 194-31번지","부산광역시 부산진구 서전로57번길 11  (전포동)","","황실당구장","20150226164306","I","2018-08-31 23:59:59.0","","388178.37408749","186302.205041919","당구장업","사립","0","","","160","","","",
"360","당구장업","10_32_01_P","3290000","CDFH3301082003000085","20030206","","03","폐업","03","폐업","20040216","","","","806-6331","","614867","부산광역시 부산진구 전포동 346-35번지","부산광역시 부산진구 전포대로 184-1  (전포동)","","제일당구장","20041207135037","I","2018-08-31 23:59:59.0","","388164.330557528","185716.32342831","당구장업","사립","0","","","120","","","",
"361","당구장업","10_32_01_P","3290000","CDFH3301082003000086","20030206","","03","폐업","03","폐업","20081002","","","","805-8514","","614867","부산광역시 부산진구 전포동 346-71번지","","","하얀당구장","20030206104319","I","2018-08-31 23:59:59.0","","","","당구장업","사립","0","","","120","","","",
"362","당구장업","10_32_01_P","3290000","CDFH3301082003000088","20030206","","03","폐업","03","폐업","20040102","","","","807-6080","","614090","부산광역시 부산진구 부암동 3-1번지","","","태양당구장","20040127151049","I","2018-08-31 23:59:59.0","","","","당구장업","사립","0","","","140","","","",
"363","당구장업","10_32_01_P","3290000","CDFH3301082003000090","20030206","","03","폐업","03","폐업","20161219","","","","817-2456","","614839","부산광역시 부산진구 부암동 346-19번지","부산광역시 부산진구 동평로 109  (부암동)","","그린당구장","20161220110324","I","2018-08-31 23:59:59.0","","385910.346154074","187119.606286191","당구장업","사립","0","","","120","","","",
"364","당구장업","10_32_01_P","3290000","CDFH3301082003000091","20030206","","03","폐업","03","폐업","20030513","","","","","","614839","부산광역시 부산진구 부암동 384-12번지","부산광역시 부산진구 당감로64번길 56  (부암동)","","큐당구장","20040105101712","I","2018-08-31 23:59:59.0","","385935.783040859","187344.997244803","당구장업","사립","0","","","150","","","",
"365","당구장업","10_32_01_P","3290000","CDFH3301082003000145","20030618","","03","폐업","03","폐업","20080624","","","","","","614803","부산광역시 부산진구 가야동 460-16번지","부산광역시 부산진구 엄광로178번길 9  (가야동)","","올인당구클럽","20040127153058","I","2018-08-31 23:59:59.0","","385304.529340867","184998.428370063","당구장업","사립","0","","","","","","",
"366","당구장업","10_32_01_P","3290000","CDFH3301082003000147","20031127","","03","폐업","03","폐업","20060529","","","","807-4166","","614847","부산광역시 부산진구 부전동 257-44번지","부산광역시 부산진구 서면로68번길 5  (부전동)","","키노당구클럽","20060529143506","I","2018-08-31 23:59:59.0","","387473.037081381","186111.718426202","당구장업","사립","0","","","","","","",
"367","당구장업","10_32_01_P","3290000","CDFH3301082004000001","20040113","","03","폐업","03","폐업","20040907","","","","612-4579","","614848","부산광역시 부산진구 부전동 573-3번지","부산광역시 부산진구 중앙대로783번길 23  (부전동)","","역전당구장","20041207133310","I","2018-08-31 23:59:59.0","","387713.995735189","186850.240379432","당구장업","사립","0","","","","","","",
"368","당구장업","10_32_01_P","3290000","CDFH3301082010000020","20100917","","03","폐업","03","폐업","20140708","","","","","","614875","부산광역시 부산진구 가야동 82-17번지 3층","부산광역시 부산진구 가야대로589번길 3  (가야동,3층)","","쎄리당구장","20140708111834","I","2018-08-31 23:59:59.0","","385484.303746894","185886.60584131","당구장업","사립","","","","","","","",
"369","당구장업","10_32_01_P","3290000","CDFH3301082003000099","20030206","","03","폐업","03","폐업","20080929","","","","897-3164","","614821","부산광역시 부산진구 당감동 390-1번지","","","신현대당구장","20080929111151","I","2018-08-31 23:59:59.0","","385576.649158903","187001.821640286","당구장업","사립","0","","","160","","","",
"370","당구장업","10_32_01_P","3290000","CDFH3301082003000100","20030206","","03","폐업","03","폐업","20031022","","","","894-5027","","614821","부산광역시 부산진구 당감동 409-15번지","부산광역시 부산진구 동평로 80  (당감동)","","24시당구장","20031022172251","I","2018-08-31 23:59:59.0","","385633.975478069","187007.012619005","당구장업","사립","0","","","125","","","",
"371","당구장업","10_32_01_P","3290000","CDFH3301082003000101","20030206","","03","폐업","03","폐업","20050524","","","","897-4504","","614821","부산광역시 부산진구 당감동 738-3번지","부산광역시 부산진구 당감서로 84  (당감동)","","아시아나당구장","20050531105636","I","2018-08-31 23:59:59.0","","385544.179921632","187289.073170804","당구장업","사립","0","","","158","","","",
"372","당구장업","10_32_01_P","3290000","CDFH3301082003000102","20030206","","03","폐업","03","폐업","20060131","","","","897-6626","","614821","부산광역시 부산진구 당감동 416-3번지","부산광역시 부산진구 동평로 81  (당감동)","","렛츠고당구장","20060424131632","I","2018-08-31 23:59:59.0","","385646.757332185","187051.409385021","당구장업","사립","0","","","102","","","",
"373","당구장업","10_32_01_P","3290000","CDFH3301082003000103","20030206","","03","폐업","03","폐업","20110816","","","","051)892-6645","","614879","부산광역시 부산진구 당감동 360-2번지","부산광역시 부산진구 동평로 56  (당감동)","","퍼팩트당구장","20110816164508","I","2018-08-31 23:59:59.0","","385395.476726142","186973.584774094","당구장업","사립","0","","","150","","","",
"374","당구장업","10_32_01_P","3290000","CDFH3301082003000105","20030206","","03","폐업","03","폐업","20051024","","","","891-7049","","614803","부산광역시 부산진구 가야동 271-39번지","부산광역시 부산진구 대학로 16  (가야동)","","태양당구장","20060118101348","I","2018-08-31 23:59:59.0","","385525.477572543","185773.487306429","당구장업","사립","0","","","165","","","",
"375","당구장업","10_32_01_P","3290000","CDFH3301082003000106","20030206","","03","폐업","03","폐업","20060628","","","","896-2188","","614800","부산광역시 부산진구 가야동 48-1번지","부산광역시 부산진구 가야대로 643-1  (가야동)","","포앤사당구클럽","20060630100608","I","2018-08-31 23:59:59.0","","386012.618251546","186007.825865599","당구장업","사립","0","","","136","","","",
"376","당구장업","10_32_01_P","3290000","CDFH3301082004000005","20040227","","03","폐업","03","폐업","20060914","","","","804-6454","","614847","부산광역시 부산진구 부전동 502-23번지","부산광역시 부산진구 가야대로784번길 25  (부전동)","","궁전당구클럽","20060914095408","I","2018-08-31 23:59:59.0","","387396.407115621","186069.115516671","당구장업","사립","0","","","","","","",
"377","당구장업","10_32_01_P","3290000","CDFH3301082004000006","20040316","","03","폐업","03","폐업","20070126","","","","806-7667","","614846","부산광역시 부산진구 부전동 254-3번지","부산광역시 부산진구 서면로68번길 39  (부전동)","","우리당구장","20070126170018","I","2018-08-31 23:59:59.0","","387506.826508355","185948.897739171","당구장업","사립","0","","","","","","",
"378","당구장업","10_32_01_P","3290000","CDFH3301082004000009","20040407","","03","폐업","03","폐업","20181107","","","","","","","부산광역시 부산진구 부전동 264-28번지 4층","부산광역시 부산진구 부전로152번길 47 (부전동, 우리빌딩)","47253","우리당구장","20181107105410","U","2018-11-09 02:38:06.0","","387483.032827214","186498.942728696","당구장업","사립","","","","","","","",
"379","당구장업","10_32_01_P","3290000","CDFH3301082014000002","20140716","","03","폐업","03","폐업","20160630","","","","","","614031","부산광역시 부산진구 부전동 346-89번지","부산광역시 부산진구 새싹로52번길 39, 2층 (부전동)","47248","원당구장","20160719160829","I","2018-08-31 23:59:59.0","","387431.660108701","186739.722889522","당구장업","사립","","","","","","","",
"380","당구장업","10_32_01_P","3290000","CDFH3301082014000003","20140729","","03","폐업","03","폐업","20201103","","","","","","614834","부산광역시 부산진구 범천동 1302-486","부산광역시 부산진구 망양로 971-1, 2층 (범천동)","47369","새교통부 당구장","20201103103445","U","2020-11-05 02:40:00.0","","387244.309747521","184479.333433871","당구장업","사립","","","","","","","",
"381","당구장업","10_32_01_P","3290000","CDFH3301082004000015","20040616","","03","폐업","03","폐업","20200916","","","","863-7759","","","부산광역시 부산진구 양정동 138-10 산정아파트","부산광역시 부산진구 연수로 47-2, 1층 (양정동, 산정아파트)","47217","아이프랜드 당구장","20200916165848","U","2020-09-18 02:40:00.0","","389042.593864545","188186.750865132","당구장업","사립","","","","","","","",
"382","당구장업","10_32_01_P","3290000","CDFH3301082004000016","20040721","","03","폐업","03","폐업","20060829","","","","867-3050","","614857","부산광역시 부산진구 양정동 447-7번지","부산광역시 부산진구 범양로 111  (양정동)","","킹 당구장","20060829165441","I","2018-08-31 23:59:59.0","","388069.518047041","187976.685867222","당구장업","사립","0","","","","","","",
"383","당구장업","10_32_01_P","3290000","CDFH3301082004000017","20041111","","03","폐업","03","폐업","20100309","","","","","","614872","부산광역시 부산진구 초읍동 292-10번지 5층","부산광역시 부산진구 새싹로 285  (초읍동,5층)","","솔리드당구클럽","20100309174336","I","2018-08-31 23:59:59.0","","386379.172385129","188831.27214312","당구장업","사립","0","","","1696.83","","","",
"384","당구장업","10_32_01_P","3290000","CDFH3301082004000018","20041118","","03","폐업","03","폐업","20110324","","","","867-0006","","614853","부산광역시 부산진구 양정동 353-12번지 (5층)","부산광역시 부산진구 중앙대로 900  (양정동,(5층))","","제우스당구장","20110324140555","I","2018-08-31 23:59:59.0","","388485.246432899","187658.396387017","당구장업","사립","0","","","9983.91","","","",
"385","당구장업","10_32_01_P","3290000","CDFH3301082005000001","20050121","","03","폐업","03","폐업","20050608","","","","896-8868","","614813","부산광역시 부산진구 개금동 177-267번지 2층","","","별당구장","20050615134808","I","2018-08-31 23:59:59.0","","384102.807994549","185525.355499388","당구장업","사립","0","","","597.84","","","",
"386","당구장업","10_32_01_P","3290000","CDFH3301082005000003","20050307","","03","폐업","03","폐업","20061019","","","","802-7100","","614849","부산광역시 부산진구 부전동 401-21번지 2층","부산광역시 부산진구 새싹로 29  (부전동,2층)","","세명당구클럽","20061019171003","I","2018-08-31 23:59:59.0","","387328.431795974","186510.81133523","당구장업","사립","0","","","1223.31","","","",
"387","당구장업","10_32_01_P","3290000","CDFH3301082005000004","20050318","","03","폐업","03","폐업","20061017","","","","808-3922","","614846","부산광역시 부산진구 부전동 232-9번지 5층","부산광역시 부산진구 신천대로62번길 58  (부전동,5층)","","쿨타임","20061017171700","I","2018-08-31 23:59:59.0","","387513.468272082","185727.089784773","당구장업","사립","0","","","1642.71","","","",
"388","당구장업","10_32_01_P","3290000","CDFH3301082005000007","20050524","","03","폐업","03","폐업","20051130","","","","897-2234","","614821","부산광역시 부산진구 당감동 740-1번지 아시아나타운 702호","부산광역시 부산진구 당감서로 84,  702호 (당감동,아시아나타운)","","아시아나 당구장","20051202144258","I","2018-08-31 23:59:59.0","","385533.580726576","187274.281564302","당구장업","사립","0","","","","","","",
"389","당구장업","10_32_01_P","3290000","CDFH3301082005000008","20050618","","03","폐업","03","폐업","20110909","","","","894-5280","","614821","부산광역시 부산진구 당감동 731-2번지 5층","부산광역시 부산진구 당감서로80번길 20  (당감동,5층)","","스팅당구클럽","20110909170453","I","2018-08-31 23:59:59.0","","385607.190525267","187247.441921021","당구장업","사립","0","","","282.17","","","",
"390","당구장업","10_32_01_P","3290000","CDFH3301082005000009","20050627","","03","폐업","03","폐업","20070228","","","","897-1650","","614817","부산광역시 부산진구 당감동 205-1번지 2층","","","원당구장","20070228173214","I","2018-08-31 23:59:59.0","","","","당구장업","사립","0","","","493.54","","","",
"391","당구장업","10_32_01_P","3290000","CDFH3301082009000020","20090715","","03","폐업","03","폐업","20140325","","","","","","614803","부산광역시 부산진구 가야동 416-2번지 지하1층","부산광역시 부산진구 대학로 77  (가야동,지하1층)","","공때리네당구장","20140325172620","I","2018-08-31 23:59:59.0","","385350.312081306","185205.797111274","당구장업","사립","","","","","","","",
"392","당구장업","10_32_01_P","3290000","CDFH3301082009000021","20090721","","03","폐업","03","폐업","20180618","","","","","","","부산광역시 부산진구 가야동 617-4번지 2층","부산광역시 부산진구 냉정로253번길 4 (가야동)","47327","솔로몬당구장","20180618141309","I","2018-08-31 23:59:59.0","","384696.064383769","185430.91320637","당구장업","사립","","","","","","","",
"393","당구장업","10_32_01_P","3290000","CDFH3301082009000022","20090817","","03","폐업","03","폐업","20181203","","","","051-891-1212","","","부산광역시 부산진구 당감동 730-80번지 4층","부산광역시 부산진구 당감로 61 (당감동)","47145","포세이돈 당구클럽","20181203163718","U","2018-12-05 02:40:00.0","","385665.555998157","187230.487212323","당구장업","사립","","","","","","","",
"394","당구장업","10_32_01_P","3290000","CDFH3301082009000026","20090930","","03","폐업","03","폐업","20100929","","","","","","614817","부산광역시 부산진구 당감동 289-42번지 3층","부산광역시 부산진구 동평로 98  (당감동,3층)","","둘당구장","20100929164305","I","2018-08-31 23:59:59.0","","385808.296190547","187045.372806977","당구장업","사립","","","","","","","",
"395","당구장업","10_32_01_P","3290000","CDFH3301082009000032","20091203","","03","폐업","03","폐업","20220303","","","","","","","부산광역시 부산진구 부전동 520-31 2층","부산광역시 부산진구 중앙대로691번길 44 (부전동)","47287","한작대기당구클럽","20220303165103","U","2022-03-05 02:40:00.0","","387336.023476732","185877.586401096","당구장업","사립","","0","0","0","0","","",
"396","당구장업","10_32_01_P","3290000","CDFH3301082010000001","20100111","","03","폐업","03","폐업","20131030","","","","","","614814","부산광역시 부산진구 개금동 523-33번지 지하","부산광역시 부산진구 복지로 17  (개금동,지하)","","영당구장","20131030162707","I","2018-08-31 23:59:59.0","","384039.787797845","185461.461343997","당구장업","사립","","","","","","","",
"397","당구장업","10_32_01_P","3290000","CDFH3301082010000002","20100316","","03","폐업","03","폐업","20121226","","","","","","614847","부산광역시 부산진구 부전동 256-4번지 3층","부산광역시 부산진구 서면로 62-1  (부전동,3층)","","롯데당구장","20121226152728","I","2018-08-31 23:59:59.0","","387459.065311297","186064.458835662","당구장업","사립","","","","","","","",
"398","당구장업","10_32_01_P","3290000","CDFH3301082010000003","20100319","","03","폐업","03","폐업","20120423","","","","","","614839","부산광역시 부산진구 부암동 538-18번지 4층","부산광역시 부산진구 당감로 102, 4층 (부암동)","614839","플러스원(+one) 당구클럽","20120423171655","I","2018-08-31 23:59:59.0","","385612.942045399","187626.152660304","당구장업","사립","","","","","","","",
"399","당구장업","10_32_01_P","3290000","CDFH3301082010000004","20100323","","03","폐업","03","폐업","20210720","","","","051-808-8889","","","부산광역시 부산진구 부전동 475-4 4층","부산광역시 부산진구 서면문화로 11-1 (부전동)","47257","에이스당구클럽","20210720102359","U","2021-07-22 02:40:00.0","","387377.885057322","186314.282251138","당구장업","사립","","0","0","0","0","","",
"400","당구장업","10_32_01_P","3290000","CDFH3301082010000019","20100917","","03","폐업","03","폐업","20180111","","","","892-8342","","","부산광역시 부산진구 개금동 480-12번지 2층","부산광역시 부산진구 백양대로313번길 5 (개금동)","47266","보스당구장","20180111143003","I","2018-08-31 23:59:59.0","","383772.836548492","185719.905995495","당구장업","사립","","","","","","","",
"401","당구장업","10_32_01_P","3290000","CDFH3301082010000005","20100407","","03","폐업","03","폐업","20100728","","","","","","614854","부산광역시 부산진구 양정동 271-17번지 2층","","","친구당구장","20100728143736","I","2018-08-31 23:59:59.0","","388963.57425","188129.196531","당구장업","사립","","","","","","","",
"402","당구장업","10_32_01_P","3290000","CDFH3301082010000006","20100419","","03","폐업","03","폐업","20141230","","","","","","614853","부산광역시 부산진구 양정동 353-12번지 지하1층 101호","부산광역시 부산진구 중앙대로 900  (양정동,지하1층 101호)","","최성원당구클럽","20141230102022","I","2018-08-31 23:59:59.0","","388485.246432899","187658.396387017","당구장업","사립","","","","","","","",
"403","당구장업","10_32_01_P","3290000","CDFH3301082010000008","20100503","","03","폐업","03","폐업","20120130","","","","","","614865","부산광역시 부산진구 전포동 193-38번지 3층","부산광역시 부산진구 전포대로256번길 7  (전포동,3층)","","CJ당구장","20120130171550","I","2018-08-31 23:59:59.0","","388170.327126509","186433.535564796","당구장업","사립","","","","","","","",
"404","당구장업","10_32_01_P","3290000","CDFH3301082010000011","20100608","","03","폐업","03","폐업","20180202","","","","893-8937","","","부산광역시 부산진구 가야동 639-14번지 지하1층","부산광역시 부산진구 냉정로 248-1 (가야동)","47380","로얄당구장","20180202171836","I","2018-08-31 23:59:59.0","","384637.349871036","185384.523371245","당구장업","사립","","","","","","","",
"405","당구장업","10_32_01_P","3290000","CDFH3301082003000108","20030206","","03","폐업","03","폐업","20100415","","","","891-4970","","614801","부산광역시 부산진구 가야동 612-15번지","부산광역시 부산진구 가야대로510번길 53  (가야동)","","까치당구장","20100415162011","I","2018-08-31 23:59:59.0","","384767.549886754","185392.429364437","당구장업","사립","0","","","","","","",
"406","당구장업","10_32_01_P","3290000","CDFH3301082003000111","20030206","","03","폐업","03","폐업","20091009","","","","897-2965","","614803","부산광역시 부산진구 가야동 460-29번지","부산광역시 부산진구 엄광로 182  (가야동)","","에이스당구장","20091009171340","I","2018-08-31 23:59:59.0","","385326.315876542","185058.764189885","당구장업","사립","0","","","152","","","",
"407","당구장업","10_32_01_P","3290000","CDFH3301082003000113","20030206","","03","폐업","03","폐업","20040113","","","","892-9782","","614803","부산광역시 부산진구 가야동 416-21번지","부산광역시 부산진구 대학로 79-2  (가야동)","","왕당구장","20040127101512","I","2018-08-31 23:59:59.0","","385352.489908609","185177.235468363","당구장업","사립","0","","","160","","","",
"408","당구장업","10_32_01_P","3290000","CDFH3301082010000014","20100722","","03","폐업","03","폐업","20161020","","","","","","614865","부산광역시 부산진구 전포동 193-9번지 2층","부산광역시 부산진구 동성로 119, 2층 (전포동)","47301","C앤C당구클럽","20170214162137","I","2018-08-31 23:59:59.0","","388162.946918982","186501.496353337","당구장업","사립","","","","","","","",
"409","당구장업","10_32_01_P","3290000","CDFH3301082003000120","20030206","","03","폐업","03","폐업","20030228","","","","891-9681","","614814","부산광역시 부산진구 개금동 546-17번지","부산광역시 부산진구 냉정로 218  (개금동)","","모아당구장","20040117091834","I","2018-08-31 23:59:59.0","","384322.357010084","185387.121318872","당구장업","사립","0","","","125","","","",
"410","당구장업","10_32_01_P","3290000","CDFH3301082003000121","20030206","","03","폐업","03","폐업","20100924","","","","896-9556","","614813","부산광역시 부산진구 개금동 177-395번지","부산광역시 부산진구 냉정로 185  (개금동)","","VIP당구장","20100924111048","I","2018-08-31 23:59:59.0","","384036.663261395","185333.799012202","당구장업","사립","0","","","165","","","",
"411","당구장업","10_32_01_P","3290000","CDFH3301082003000123","20030206","","03","폐업","03","폐업","20080130","","","","897-1171","","614814","부산광역시 부산진구 개금동 523-33번지","부산광역시 부산진구 복지로 17  (개금동)","","제일당구장","20080130170132","I","2018-08-31 23:59:59.0","","384039.787797845","185461.461343997","당구장업","사립","0","","","132","","","",
"412","당구장업","10_32_01_P","3290000","CDFH3301082003000125","20030206","","03","폐업","03","폐업","20040325","","","","897-1962","","614810","부산광역시 부산진구 개금동 362-7번지","부산광역시 부산진구 백양대로238번길 19  (개금동)","","비트당구장","20041207135905","I","2018-08-31 23:59:59.0","","384326.026691862","186176.436498504","당구장업","사립","0","","","152","","","",
"413","당구장업","10_32_01_P","3290000","CDFH3301082010000022","20101027","","03","폐업","03","폐업","20140311","","","","","","614858","부산광역시 부산진구 양정동 509-6번지 3층","부산광역시 부산진구 동평로 341 (양정동,3층)","","무심당구클럽","20140311124106","I","2018-08-31 23:59:59.0","","387812.697498905","188147.187686418","당구장업","사립","","","","","","","",
"414","당구장업","10_32_01_P","3290000","CDFH3301082015000004","20150508","","03","폐업","03","폐업","20190111","","","","","","614846","부산광역시 부산진구 부전동 222-1번지","부산광역시 부산진구 동천로 63 (부전동)","47296","스타당구장","20190111164205","U","2019-01-13 02:40:00.0","","387833.166210162","185852.83839421","당구장업","사립","","","","2816.88","","","",
"415","당구장업","10_32_01_P","3290000","CDFH3301082011000014","20111220","","03","폐업","03","폐업","20121031","","","","","","614845","부산광역시 부산진구 부전동 160-8번지 지하1층","부산광역시 부산진구 서전로10번길 지하 36, 지하1층 (부전동)","614845","아지트 당구카페","20121031143043","I","2018-08-31 23:59:59.0","","387610.434305468","186071.582645088","당구장업","사립","","","","","","","",
"416","당구장업","10_32_01_P","3290000","CDFH3301082006000007","20060912","","03","폐업","03","폐업","20070601","","","","805-9830","","614816","부산광역시 부산진구 당감동 69-7번지","부산광역시 부산진구 가야대로703번길 25  (당감동)","","WOW당구클럽","20070601143111","I","2018-08-31 23:59:59.0","","386563.107472047","186268.48145136","당구장업","사립","0","","","","","","",
"417","당구장업","10_32_01_P","3290000","CDFH3301082006000008","20061127","","03","폐업","03","폐업","20120629","","","","","","614846","부산광역시 부산진구 부전동 232-9번지 풍림빌딩 5층","부산광역시 부산진구 신천대로62번길 58  (부전동,풍림빌딩 5층)","","큐토피아당구클럽","20120702091906","I","2018-08-31 23:59:59.0","","387513.468272082","185727.089784773","당구장업","사립","0","","","","","","",
"418","당구장업","10_32_01_P","3290000","CDFH3301082006000009","20061212","","03","폐업","03","폐업","20180403","","","","816-3463","","","부산광역시 부산진구 부전동 172-3번지 3층","부산광역시 부산진구 중앙대로692번길 37 (부전동)","47295","뉴욕당구클럽","20180403113146","I","2018-08-31 23:59:59.0","","387752.475498742","185896.446758337","당구장업","사립","","","","","","","",
"419","당구장업","10_32_01_P","3290000","CDFH3301082007000007","20070921","","03","폐업","03","폐업","20111221","","","","","","614846","부산광역시 부산진구 부전동 220-10번지 3층","부산광역시 부산진구 중앙대로680번가길 12  (부전동,3층)","","센텀당구클럽","20111221144504","I","2018-08-31 23:59:59.0","","387725.773836445","185798.219965012","당구장업","사립","0","","","","","","",
"420","당구장업","10_32_01_P","3290000","CDFH3301082009000028","20091015","","03","폐업","03","폐업","20111011","","","","","","614846","부산광역시 부산진구 부전동 225-5번지 외 1필지 4층","부산광역시 부산진구 중앙대로680번길 30  (부전동,외 1필지 4층)","","짱당구장","20111011135143","I","2018-08-31 23:59:59.0","","387717.053479172","185738.576957577","당구장업","사립","","","","","","","",
"421","당구장업","10_32_01_P","3290000","CDFH3301082009000029","20091021","","03","폐업","03","폐업","20160426","","","","","","614859","부산광역시 부산진구 연지동 33-25번지 3층","부산광역시 부산진구 동평로275번길 62  (연지동,3층)","","수당구클럽","20160426145245","I","2018-08-31 23:59:59.0","","387200.397105541","187974.48777659","당구장업","사립","","","","","","","",
"422","당구장업","10_32_01_P","3290000","CDFH3301082010000021","20101019","","03","폐업","03","폐업","20130215","","","","","","614853","부산광역시 부산진구 양정동 363-4번지 청호빌딩5층","부산광역시 부산진구 양지로 6-1  (양정동,청호빌딩5층)","","포세이돈당구장","20130215121809","I","2018-08-31 23:59:59.0","","388466.691224951","187580.416044965","당구장업","사립","","","","","","","",
"423","당구장업","10_32_01_P","3290000","CDFH3301082010000023","20101102","","03","폐업","03","폐업","20110601","","","","","","614031","부산광역시 부산진구 부전동 485-16번지 3층","부산광역시 부산진구 서면문화로5번길 21  (부전동,3층)","","동맥당구장","20110601171419","I","2018-08-31 23:59:59.0","","387303.227245124","186267.25677352","당구장업","사립","","","","","","","",
"424","당구장업","10_32_01_P","3290000","CDFH3301082010000024","20101227","","03","폐업","03","폐업","20130923","","","","","","614867","부산광역시 부산진구 전포동 279-1번지 1층","부산광역시 부산진구 동성로 66  (전포동,1층)","","썸머당구클럽","20130923132729","I","2018-08-31 23:59:59.0","","388400.27654977","186086.170836836","당구장업","사립","","","","","","","",
"425","당구장업","10_32_01_P","3290000","CDFH3301082011000001","20110112","","03","폐업","03","폐업","20210625","","","","","","","부산광역시 부산진구 개금동 177-395 지하1층","부산광역시 부산진구 냉정로 185 (개금동)","47328","VIP당구장","20210625140811","U","2021-06-27 02:40:00.0","","384036.663261395","185333.799012202","당구장업","사립","","","","","","","",
"426","당구장업","10_32_01_P","3290000","CDFH3301082011000002","20110413","","03","폐업","03","폐업","20140705","","","","891-9878","","614817","부산광역시 부산진구 당감동 282-46번지 3층","부산광역시 부산진구 동평로 92  (당감동,3층)","","키스당구장","20160902143831","I","2018-08-31 23:59:59.0","","385757.977817465","187030.669221917","당구장업","사립","","","","","","","",
"427","당구장업","10_32_01_P","3290000","CDFH3301082014000009","20141227","","03","폐업","03","폐업","20180130","","","","","","614845","부산광역시 부산진구 부전동 150-4번지","부산광역시 부산진구 동천로95번길 10, 2층 (부전동)","47292","3색 당구이야기","20180130113440","I","2018-08-31 23:59:59.0","","387783.021925264","186188.478341491","당구장업","사립","","","","","","","",
