"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자본금","거래처",
"180","석유판매업","09_28_08_P","3290000","2015329010701500001","20150203","","01","영업/정상","01","신규등록","","","","","051 525 7412","192","","부산광역시 부산진구 부전동 635","부산광역시 부산진구 신천대로 132 (부전동)","","영우에너지 부전주유소","20210817192336","U","2021-08-19 02:40:00.0","주유소","386997.657713619","185809.330272584","","",
"181","석유판매업","09_28_08_P","3290000","1985329001301200007","19851218","","01","영업/정상","01","신규등록","","","","","051 852 2270","","","부산광역시 부산진구 양정동 273-18","부산광역시 부산진구 동평로405번길 58 (양정동)","","양정석유상사","20181120094738","U","2018-11-22 02:37:46.0","일반판매소","388615.991503205","188275.466164453","","",
"182","석유판매업","09_28_08_P","3290000","1993329001301500034","19931014","","01","영업/정상","01","신규등록","","","","","051 894 6622","371","","부산광역시 부산진구 개금동 355-1","부산광역시 부산진구 백양대로 234 (개금동)","","백양주유소","20171120135533","I","2018-08-31 23:59:59.0","주유소","384425.146551511","186136.256998485","","",
"183","석유판매업","09_28_08_P","3290000","1993329001301500038","19931210","","01","영업/정상","01","신규등록","","","","","051 896 4500","1113","","부산광역시 부산진구 개금동 246-2","부산광역시 부산진구 백양대로 242 (개금동)","","진성주유소","20171120135508","I","2018-08-31 23:59:59.0","주유소","384372.617053104","186098.188293653","","",
"184","석유판매업","09_28_08_P","3290000","1994329001301200006","19940726","","01","영업/정상","01","신규등록","","","","","051 898 2498","","","부산광역시 부산진구 범천동 1160-5","부산광역시 부산진구 신암로 136-2 (범천동)","","동일에너지","20191216150942","U","2019-12-18 02:40:00.0","일반판매소","386733.545809008","185644.135363007","","",
"185","석유판매업","09_28_08_P","3290000","1994329001301200045","19940113","","01","영업/정상","01","신규등록","","","","","051  8983444","","","부산광역시 부산진구 당감동 731-12","부산광역시 부산진구 동평로73번길 40 (당감동)","","동양석유","20150211102503","I","2018-08-31 23:59:59.0","일반판매소","385591.788591951","187208.643268004","","",
"186","석유판매업","09_28_08_P","3290000","1994329001301200053","19941018","","01","영업/정상","01","신규등록","","","","","051  8957410","","","부산광역시 부산진구 가야동 495-5","부산광역시 부산진구 엄광로 125 (가야동)","","신제일석유","20160817100147","I","2018-08-31 23:59:59.0","일반판매소","384824.05682598","185073.457489977","","",
"187","석유판매업","09_28_08_P","3290000","1997329001301200058","19971009","","01","영업/정상","01","신규등록","","","","","051  8979944","","","부산광역시 부산진구 당감동 745-1","부산광역시 부산진구 당감서로 68-1 (당감동)","","대성석유상사","20160120155803","I","2018-08-31 23:59:59.0","일반판매소","385509.248524199","187155.714446913","","",
"188","석유판매업","09_28_08_P","3290000","1998329001301200023","19980120","","01","영업/정상","01","신규등록","","","","","051  8093330","","","부산광역시 부산진구 전포동 191-183","부산광역시 부산진구 진남로 391 (전포동)","","삼영석유","20160203154511","I","2018-08-31 23:59:59.0","일반판매소","388601.313172785","186482.053305713","","",
"189","석유판매업","09_28_08_P","3290000","1998329001301200061","19981102","","01","영업/정상","01","신규등록","","","","","051  8922400","","","부산광역시 부산진구 가야동 408-104","부산광역시 부산진구 엄광로 203-1 (가야동)","","태흥석유","20160120160314","I","2018-08-31 23:59:59.0","일반판매소","385452.509251677","185246.353939646","","",
"190","석유판매업","09_28_08_P","3290000","2000329001301200069","20000107","","01","영업/정상","01","신규등록","","","","","051  6330533","","","부산광역시 부산진구 범천동 1240-8","부산광역시 부산진구 만리산로 86 (범천동)","","동방석유","20150211112002","I","2018-08-31 23:59:59.0","일반판매소","386873.03094014","185133.610368307","","",
"191","석유판매업","09_28_08_P","3290000","1994329001301500049","19940201","","01","영업/정상","01","신규등록","","","","20180817","051 896 6147","1695","","부산광역시 부산진구 개금동 639","부산광역시 부산진구 가야대로 402 (개금동)","","(주)개금태화주유소","20200424115402","U","2020-04-26 02:40:00.0","주유소","383705.080347757","185445.996698384","","",
"192","석유판매업","09_28_08_P","3290000","1999329001301500042","19990601","","01","영업/정상","01","신규등록","","","","","051 896 5105","839.94","","부산광역시 부산진구 가야동 136-31,32","부산광역시 부산진구 가야대로 523 (가야동)","","대명주유소","20171120135238","I","2018-08-31 23:59:59.0","주유소","384836.622609595","185749.289786952","","",
"193","석유판매업","09_28_08_P","3290000","1999329001301500061","19991108","","01","영업/정상","01","신규등록","","","","","051 804 5152","1392.1","","부산광역시 부산진구 전포동 892-16","부산광역시 부산진구 동천로 10 (전포동)","","동방석유(주)전포주유소","20171120135206","I","2018-08-31 23:59:59.0","주유소","387931.818093119","185355.686369035","","",
"194","석유판매업","09_28_08_P","3290000","1995329001301500057","19950602","","01","영업/정상","01","신규등록","","","","","051 898 5151","1864","","부산광역시 부산진구 당감동 613-8","부산광역시 부산진구 동평로 21, 대흥주유소 (당감동)","47161","대흥주유소","20200929112151","U","2020-10-01 02:40:00.0","주유소","385043.723680316","186954.837669332","","",
"195","석유판매업","09_28_08_P","3290000","1996329001301500002","19960115","","01","영업/정상","01","신규등록","","","","","051 808 7812","3047","","부산광역시 부산진구 부암동 669-3 대양주유소","부산광역시 부산진구 새싹로 61-1, 대양주유소 (부암동)","47193","대양주유소","20220608135040","U","2022-06-10 02:40:00.0","주유소","387128.609653298","186789.246941795","","",
"196","석유판매업","09_28_08_P","3290000","1996329001301500054","19961107","","01","영업/정상","01","신규등록","","","","","051 803 5151","387.7","","부산광역시 부산진구 전포동 372-5","부산광역시 부산진구 황령대로 66 (전포동)","","동방석유(주)황령산주유소","20200929112716","U","2020-10-01 02:40:00.0","주유소","388252.600446715","185318.90653417","","",
"197","석유판매업","09_28_08_P","3290000","1997329001301200046","19970528","","01","영업/정상","01","신규등록","","","","","051  8182110","","","부산광역시 부산진구 전포동 330-778","부산광역시 부산진구 봉수로 22-1 (전포동)","","무한석유","20160120155214","I","2018-08-31 23:59:59.0","일반판매소","388630.219577301","185456.117851675","","",
"198","석유판매업","09_28_08_P","3290000","1997329001301200057","19971006","","01","영업/정상","01","신규등록","","","","","","","","부산광역시 부산진구 전포동 657-11","부산광역시 부산진구 서전로37번길 49-8 (전포동)","47243","SK경남에너지","20200816115058","U","2020-08-18 02:40:00.0","일반판매소","387941.316124489","186504.126003973","","",
"199","석유판매업","09_28_08_P","3290000","2000329001301500020","19981130","","01","영업/정상","01","신규등록","","","","","051 806 0466","959.7","","부산광역시 부산진구 연지동 41-3","부산광역시 부산진구 동평로 289 (연지동)","","지에스칼텍스(주)성지주유소","20210412165854","U","2021-04-14 02:40:00.0","주유소","387455.356022645","187767.468836882","","",
"200","석유판매업","09_28_08_P","3290000","2000329001301500027","19911217","","01","영업/정상","01","신규등록","","","","","051 808 5113","867","","부산광역시 부산진구 초읍동 260-12,17,19","부산광역시 부산진구 새싹로 230 (초읍동)","","(주)다이나믹에너지 럭키주유소","20191113110000","U","2019-11-15 02:40:00.0","주유소","386560.046518517","188313.033882484","","",
"201","석유판매업","09_28_08_P","3290000","2002329001301200084","20021001","","01","영업/정상","01","신규등록","","","","","051  8035182","","","부산광역시 부산진구 연지동 177-21","부산광역시 부산진구 동평로223번길 26 (연지동)","","대동석유상사","20200313174102","U","2020-03-15 02:40:00.0","일반판매소","386743.963549785","187595.274719145","","",
"202","석유판매업","09_28_08_P","3290000","1999329001301200062","19990521","","01","영업/정상","01","신규등록","","","","","051  8911400","","","부산광역시 부산진구 가야동 408-24","부산광역시 부산진구 대학로61번길 29 (가야동)","","SK해강에너지","20210319113719","U","2021-03-21 02:40:00.0","일반판매소","385469.621569272","185297.805988352","","",
"203","석유판매업","09_28_08_P","3290000","1999329001301200065","19990930","","01","영업/정상","01","신규등록","","","","","051  8931441","","","부산광역시 부산진구 가야동 8-111","부산광역시 부산진구 엄광로 337 (가야동)","","종합에너지","20220209155437","U","2022-02-11 02:40:00.0","일반판매소","386314.457147287","185812.369422014","","",
"204","석유판매업","09_28_08_P","3290000","2000329001301200074","20000719","","01","영업/정상","01","신규등록","","","","","051 8193701","","","부산광역시 부산진구 부암동 467-4","부산광역시 부산진구 백양순환로 113 (부암동)","","일산석유","20180127152542","I","2018-08-31 23:59:59.0","일반판매소","385741.795016482","187565.689738245","","",
"205","석유판매업","09_28_08_P","3290000","2000329001301200075","20000921","","01","영업/정상","01","신규등록","","","","","051  8179611","","","부산광역시 부산진구 전포동 309-2","부산광역시 부산진구 전포대로224번길 6 (전포동)","","대일태화석유","20150211112426","I","2018-08-31 23:59:59.0","일반판매소","388166.576200792","186094.585551603","","",
"206","석유판매업","09_28_08_P","3290000","2000329001301500017","19961101","","01","영업/정상","01","신규등록","","20111207","20120430","20120326","051 809 1542","529","","부산광역시 부산진구 부암동 441-11","부산광역시 부산진구 백양순환로110번길 19 (부암동)","","한일주유소","20201116163858","U","2020-11-18 02:40:00.0","주유소","385741.265996656","187462.563473543","","",
"207","석유판매업","09_28_08_P","3290000","2000329001301500019","20030716","","01","영업/정상","01","신규등록","","","","","051 805 9285","2217","","부산광역시 부산진구 연지동 202-4","부산광역시 부산진구 동평로 239 (연지동)","","SK에너지(주)연지오토self주유소","20180226181606","I","2018-08-31 23:59:59.0","주유소","386972.35006473","187638.507055893","","",
"208","석유판매업","09_28_08_P","3290000","2004329001301200002","20041007","","01","영업/정상","01","신규등록","","","","","051 8071290","","","부산광역시 부산진구 부암동 210-2","부산광역시 부산진구 백양대로18번길 13 (부암동)","","동아에너지","20210426092530","U","2021-04-28 02:40:00.0","일반판매소","386448.527541608","186803.374976692","","",
"209","석유판매업","09_28_08_P","3290000","2000329001301500040","20030716","","01","영업/정상","01","신규등록","","","","","051 6447053","1426","","부산광역시 부산진구 범천동 849-4","부산광역시 부산진구 범일로 184 (범천동)","","(주)강평텔레콤 서영주유소","20180127140210","I","2018-08-31 23:59:59.0","주유소","387626.656930035","184967.312466927","","",
"210","석유판매업","09_28_08_P","3290000","2000329001301500051","20000201","","01","영업/정상","01","신규등록","","","","","051 818 4419","860","","부산광역시 부산진구 범천동 997-3","부산광역시 부산진구 신천대로 85 (범천동)","","광신석유(주) 범천주유소","20201119175106","U","2020-11-21 02:40:00.0","주유소","387265.51115966","185446.788273217","","",
"211","석유판매업","09_28_08_P","3290000","2001329001301200078","20010118","","01","영업/정상","01","신규등록","","","","","051  8684202","","","부산광역시 부산진구 양정동 140-5","부산광역시 부산진구 연제로9번길 40 (양정동)","","영일석유","20190509161108","U","2019-05-11 02:40:00.0","일반판매소","389048.004008792","188226.170215207","","",
"212","석유판매업","09_28_08_P","3290000","2001329001301200079","20010517","","01","영업/정상","01","신규등록","","","","","051  8930010","","","부산광역시 부산진구 가야동 644-1","부산광역시 부산진구 냉정로 243 (가야동)","","경동석유","20160120162650","I","2018-08-31 23:59:59.0","일반판매소","384588.042712018","185422.027206567","","",
"213","석유판매업","09_28_08_P","3290000","2002329001301200081","20020625","","01","영업/정상","01","신규등록","","","","","051  8913119","","","부산광역시 부산진구 당감동 349-8","부산광역시 부산진구 동평로45번길 25 (당감동)","","대한유류상사","20211116171448","U","2021-11-18 02:40:00.0","일반판매소","385192.404713916","187044.298526227","","",
"214","석유판매업","09_28_08_P","3290000","2002329001301200082","20020625","","01","영업/정상","01","신규등록","","","","","051  8021145","","","부산광역시 부산진구 당감동 349-8","부산광역시 부산진구 동평로45번길 25 (당감동)","","대원이엔지","20201019092623","U","2020-10-21 02:40:00.0","일반판매소","385192.404713916","187044.298526227","","",
"215","석유판매업","09_28_08_P","3290000","2005329001301500001","20050111","","01","영업/정상","01","신규등록","","","","","051 861 5104","1200","","부산광역시 부산진구 양정동 386-8","부산광역시 부산진구 동평로 398 (양정동)","","(주)우양네트웍스 하마정주유소","20171120134427","I","2018-08-31 23:59:59.0","주유소","388359.775391808","188058.878189038","","",
"216","석유판매업","09_28_08_P","3290000","2005329001301500064","20050224","","01","영업/정상","01","신규등록","","","","","051 809 5145","560","","부산광역시 부산진구 전포동 346-39","부산광역시 부산진구 전포대로 178 (전포동)","","케이제이주유소","20171120134404","I","2018-08-31 23:59:59.0","주유소","388169.270175729","185651.274521377","","",
"217","석유판매업","09_28_08_P","3290000","2008329008501500001","20080328","","01","영업/정상","01","신규등록","","","","","051 866 3551","182","","부산광역시 부산진구 양정동 281","부산광역시 부산진구 거제대로 84 (양정동)","","은마석유(주) 제일주유소","20191004093637","U","2019-10-06 02:40:00.0","주유소","388319.919526221","188277.194545769","","",
"218","석유판매업","09_28_08_P","3290000","2008329008501500002","20080407","","01","영업/정상","01","신규등록","","","","20171123","051 891 1881","627.16","","부산광역시 부산진구 당감동 219-3","부산광역시 부산진구 백양대로 78 (당감동)","","동양가스산업(주) 명품주유소 당감점","20220120085420","U","2022-01-22 02:40:00.0","주유소","385882.436604022","186669.470029528","","",
"219","석유판매업","09_28_08_P","3290000","2010329008501500001","20100709","","01","영업/정상","01","신규등록","","","","","051 525 7412","479.3","","부산광역시 부산진구 개금동 59-3","부산광역시 부산진구 백양대로 231 (개금동)","","(주)주공에너지","20210225113802","U","2021-02-27 02:40:00.0","주유소","384475.631311351","186100.836148458","","",
"220","석유판매업","09_28_08_P","3290000","2000329001301200051","20000819","20211006","04","취소/말소/만료/정지/중지","02","등록취소","","","","","051  8913095","","","부산광역시 부산진구 가야동 414-34","부산광역시 부산진구 엄광로 193 (가야동)","","신성에너지","20220428091344","U","2022-04-30 02:40:00.0","일반판매소","385395.95316632","185167.821956641","","",
"221","석유판매업","09_28_08_P","3290000","1994329001301200052","19940915","","03","폐업","03","폐지","","","","","051  8912293","","","부산광역시 부산진구 가야동 57-5","부산광역시 부산진구 가야대로587번길 21-5  (가야동)","","동일석유","20120308140130","I","2018-08-31 23:59:59.0","일반판매소","385413.953538582","185954.79204983","","",
"222","석유판매업","09_28_08_P","3290000","1994329001301500032","20021017","","03","폐업","03","폐지","20161130","20160703","20161130","","051806 1146","803.6","","부산광역시 부산진구 부전동 535-17,18","부산광역시 부산진구 중앙대로 651 (부전동)","","서면주유소","20161130175113","I","2018-08-31 23:59:59.0","주유소","387625.79951300000","185783.73570500000","","",
"223","석유판매업","09_28_08_P","3290000","1988329001301200024","19881224","","03","폐업","03","폐지","","20081124","20090524","","051 8976889","","","부산광역시 부산진구 당감동 495-9","부산광역시 부산진구 당감로17번길 90  (당감동)","","강남석유","20120308135544","I","2018-08-31 23:59:59.0","일반판매소","385323.726674055","186705.375143922","","",
"224","석유판매업","09_28_08_P","3290000","1991329001301200037","19910821","","03","폐업","03","폐지","20081125","","","","051 8643232","","","부산광역시 부산진구 양정동 285-25","부산광역시 부산진구 해맞이로 11  (양정동)","","문경석유","20081125135826","I","2018-08-31 23:59:59.0","일반판매소","388168.691706721","188236.54910777","","",
"225","석유판매업","09_28_08_P","3290000","1993329001301200016","19930210","","03","폐업","03","폐지","","","","","051 8525655","","","부산광역시 부산진구 양정동 509-72","","","금성석유상사","20021120000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"226","석유판매업","09_28_08_P","3290000","1994329001301200025","19940502","","03","폐업","03","폐지","","","","","051 8929013","","","부산광역시 부산진구 개금동 633-120","부산광역시 부산진구 복지로85번길 11-6  (개금동)","","새한석유","20061108000000","I","2018-08-31 23:59:59.0","일반판매소","384040.183860705","184758.234086361","","",
"227","석유판매업","09_28_08_P","3290000","1994329001301200035","19940526","","03","폐업","03","폐지","","","","","051 8675823","","","부산광역시 부산진구 양정동 355-33","부산광역시 부산진구 양지로11번길 28  (양정동)","","동남석유상사","20110419171532","I","2018-08-31 23:59:59.0","일반판매소","388582.575859056","187635.806763177","","",
"228","석유판매업","09_28_08_P","3290000","1994329001301200047","19940204","","03","폐업","03","폐지","20200523","","","","051  8970100","","","부산광역시 부산진구 당감동 366-3","부산광역시 부산진구 동평로50번길 2-20 (당감동)","","부광극동석유","20200525181014","U","2020-05-27 02:40:00.0","일반판매소","385305.219933522","186938.420283296","","",
"229","석유판매업","09_28_08_P","3290000","1994329001301200048","19940204","","03","폐업","03","폐지","20190724","","","","051  8984020","","","부산광역시 부산진구 개금동 527-157","부산광역시 부산진구 냉정로178번길 6 (개금동)","","남해석유","20190724153359","U","2019-07-26 02:40:00.0","일반판매소","383935.887191771","185251.431611691","","",
"230","석유판매업","09_28_08_P","3290000","1997329001301200059","19971212","","03","폐업","03","폐지","20150506","","","","051  8918700","","","부산광역시 부산진구 가야동 60-47","부산광역시 부산진구 가야대로507번길 180 (가야동)","","대진석유","20150506170800","I","2018-08-31 23:59:59.0","일반판매소","385409.524484771","186027.944537881","","",
"231","석유판매업","09_28_08_P","3290000","1998329001301200020","19980403","","03","폐업","03","폐지","","20130410","20140409","","051 8960946","","","부산광역시 부산진구 당감동 699-2","부산광역시 부산진구 당감서로 107 (당감동)","","동평석유","20131015144855","I","2018-08-31 23:59:59.0","일반판매소","385305.974633213","187393.438682469","","",
"232","석유판매업","09_28_08_P","3290000","1998329001301200022","20020706","","03","폐업","03","폐지","","","","","051 8925415","","","부산광역시 부산진구 가야동 7-2","부산광역시 부산진구 가야대로668번길 35  (가야동)","","육일석유","20081010100627","I","2018-08-31 23:59:59.0","일반판매소","386256.796429122","185846.313745018","","",
"233","석유판매업","09_28_08_P","3290000","2000329000001500004","20011115","","03","폐업","03","폐지","","","","","051  8037020","","","부산광역시 부산진구 초읍동 268-6","부산광역시 부산진구 새싹로 214  (초읍동)","","극동석유상사","20061116000000","I","2018-08-31 23:59:59.0","일반판매소","386583.156648841","188160.0258622","","",
"234","석유판매업","09_28_08_P","3290000","2000329001301200071","20000201","","03","폐업","03","폐지","20140423","","","","051  8193815","","","부산광역시 부산진구 부암동 599-4","부산광역시 부산진구 용사촌로24번길 21 (부암동)","","삼성석유","20140423164005","I","2018-08-31 23:59:59.0","일반판매소","385271.16464253","187850.785262645","","",
"235","석유판매업","09_28_08_P","3290000","1994329001301500050","19940514","","03","폐업","03","폐지","20130423","","","","051 8913777","","","부산광역시 부산진구 당감동 880-10","부산광역시 부산진구 신천대로 189 (당감동)","","신천지주유소","20130424134538","I","2018-08-31 23:59:59.0","주유소","386732.273507731","186318.807148481","","",
"236","석유판매업","09_28_08_P","3290000","1995329001301200015","19950929","","03","폐업","03","폐지","","","","","051 8061133","","","부산광역시 부산진구 부전동 524-48","부산광역시 부산진구 부전로 28  (부전동)","","대동석유","20120308153201","I","2018-08-31 23:59:59.0","일반판매소","387324.936691713","185693.767866322","","",
"237","석유판매업","09_28_08_P","3290000","1995329001301200017","19951030","","03","폐업","03","폐지","","","","","051 8935595","","","부산광역시 부산진구 개금동 554-13","부산광역시 부산진구 냉정로 206  (개금동)","","한일석유판매소","20120308153115","I","2018-08-31 23:59:59.0","일반판매소","384211.582213504","185354.899619371","","",
"238","석유판매업","09_28_08_P","3290000","2000329000001500003","20001023","","03","폐업","03","폐지","20120308","","","","051  8052315","","","부산광역시 부산진구 전포동 665-1","","","SK석유","20120308152450","I","2018-08-31 23:59:59.0","일반판매소","388085.504294107","186410.350962169","","",
"239","석유판매업","09_28_08_P","3290000","1995329001301200019","19950223","","03","폐업","03","폐지","","","","","051 8021667","","","부산광역시 부산진구 전포동 341-1","부산광역시 부산진구 동성로 43  (전포동)","","태화석유","20060720000000","I","2018-08-31 23:59:59.0","일반판매소","388390.921247844","185870.361371926","","",
"240","석유판매업","09_28_08_P","3290000","1995329001301200041","19951113","","03","폐업","03","폐지","20100702","20090901","20091231","20091022","051  8167335","","","부산광역시 부산진구 부암동 670-10","","","대우석유","20100702132624","I","2018-08-31 23:59:59.0","일반판매소","387137.061773444","186691.782159868","","",
"241","석유판매업","09_28_08_P","3290000","1995329001301200043","20020824","","03","폐업","03","폐지","","","","","051  8981800","","","부산광역시 부산진구 당감동 69-12","부산광역시 부산진구 가야대로703번길 34-1  (당감동)","","항도석유","20101005160759","I","2018-08-31 23:59:59.0","일반판매소","386604.765754892","186294.097756373","","",
"242","석유판매업","09_28_08_P","3290000","1995329001301200055","19951211","","03","폐업","03","폐지","","","","","051 6477552","","","부산광역시 부산진구 범천동 1515-211","부산광역시 부산진구 엄광로495번길 39 (범천동)","","대림석유","20170331102443","I","2018-08-31 23:59:59.0","일반판매소","386953.763619866","184616.539192836","","",
"243","석유판매업","09_28_08_P","3290000","1995329001301500059","19950904","","03","폐업","03","폐지","20160411","","","","051 898 1130","660","","부산광역시 부산진구 개금동 216-6","부산광역시 부산진구 백양대로 254 (개금동)","","청자주유소","20160411174200","I","2018-08-31 23:59:59.0","주유소","384282.626881061","186010.723474547","","",
"244","석유판매업","09_28_08_P","3290000","1996329001301200049","19960925","","03","폐업","03","폐지","20100830","20090828","20100227","","051  8950088","","","부산광역시 부산진구 가야동 384-35","부산광역시 부산진구 엄광로282번길 2  (가야동)","","부산제일석유","20100830140032","I","2018-08-31 23:59:59.0","일반판매소","385851.527112673","185854.810961291","","",
"245","석유판매업","09_28_08_P","3290000","1997329001301200056","19970701","","03","폐업","03","폐지","20111025","","","","051  8958142","","","부산광역시 부산진구 당감동 539-13","부산광역시 부산진구 당감서로 2  (당감동)","","삼화석유","20111025123502","I","2018-08-31 23:59:59.0","일반판매소","385523.806959634","186575.939814847","","",
"246","석유판매업","09_28_08_P","3290000","2000329001301200072","20000414","","03","폐업","03","폐지","20080328","","","","051  8077557","","","부산광역시 부산진구 연지동 40-35","부산광역시 부산진구 동평로 293  (연지동)","","신로타리석유","20080328090141","I","2018-08-31 23:59:59.0","일반판매소","387504.950259071","187795.852788858","","",
"247","석유판매업","09_28_08_P","3290000","1998329001301500056","20030716","","03","폐업","03","폐지","","20110708","20120630","","051 8971740","1941.01","","부산광역시 부산진구 개금동 201-94","","","개금주유소","20120419094620","I","2018-08-31 23:59:59.0","주유소","","","","",
"248","석유판매업","09_28_08_P","3290000","1999329001301200018","19990329","","03","폐업","03","폐지","20120308","","","","051 6445078","","","부산광역시 부산진구 범천동 842-28","부산광역시 부산진구 중앙번영로 26  (범천동)","","동부석유상사","20120308152921","I","2018-08-31 23:59:59.0","일반판매소","387854.26699001","184787.674759657","","",
"249","석유판매업","09_28_08_P","3290000","1999329001301200021","19990611","","03","폐업","03","폐지","","","","","051 6326259","","","부산광역시 부산진구 부암동 18-39","부산광역시 부산진구 동평로 198  (부암동)","","현대석유","20030519000000","I","2018-08-31 23:59:59.0","일반판매소","386706.445356157","187323.776424762","","",
"250","석유판매업","09_28_08_P","3290000","1999329001301200029","19990108","","03","폐업","03","폐지","20080410","","","","051 8180145","","","부산광역시 부산진구 범전동 35-14","부산광역시 부산진구 범양로 36  (범전동)","","영일석유","20080410160450","I","2018-08-31 23:59:59.0","일반판매소","387903.513079748","187373.673536191","","",
"251","석유판매업","09_28_08_P","3290000","2000329001301500022","19890201","","03","폐업","03","폐지","","","","","051 8095577","365.6","","부산광역시 부산진구 전포동 667-16","부산광역시 부산진구 서전로 25  (전포동)","","동신주유소","20030429000000","I","2018-08-31 23:59:59.0","주유소","387863.716121828","186257.507509754","","",
"252","석유판매업","09_28_08_P","3290000","2000329001301500023","19920710","","03","폐업","03","폐지","","","","","051 8176051","","","부산광역시 부산진구 초읍동 171-6","부산광역시 부산진구 성지로 152 (초읍동)","","초읍주유소","20120705171619","I","2018-08-31 23:59:59.0","주유소","386488.856127197","188908.239381418","","",
"253","석유판매업","09_28_08_P","3290000","2000329001301500024","19911217","","03","폐업","03","폐지","","","","","051 8061090","572.8","","부산광역시 부산진구 전포동 880-3","","","강일주유소","20120309101143","I","2018-08-31 23:59:59.0","주유소","","","","",
"254","석유판매업","09_28_08_P","3290000","2000329001301500025","19950824","","03","폐업","03","폐지","20111220","","","","051  8097878","1225.72","","부산광역시 부산진구 부암동 214-1","","","진양주유소","20120525111759","I","2018-08-31 23:59:59.0","주유소","386341.770371023","186794.485740414","","",
"255","석유판매업","09_28_08_P","3290000","2000329001301500029","19920317","","03","폐업","03","폐지","","20150106","20150630","","051 819 8283","480","","부산광역시 부산진구 연지동 7-1","부산광역시 부산진구 성지로 60 (연지동)","","태양주유소","20150304155608","I","2018-08-31 23:59:59.0","주유소","387125.398840595","188245.406610921","","",
"256","석유판매업","09_28_08_P","3290000","2000329001301500030","19990416","","03","폐업","03","폐지","","20121211","20130210","","051 6355103","592","","부산광역시 부산진구 범천동 1183-9","부산광역시 부산진구 신암로 129 (범천동)","","(주)OS에너지 동서주유소","20180302103348","I","2018-08-31 23:59:59.0","주유소","386742.56959799","185571.226944847","","",
"257","석유판매업","09_28_08_P","3290000","2002329001301200083","20020927","","03","폐업","03","폐지","20040303","","","","051  8185182","","","부산광역시 부산진구 전포동 657-11","부산광역시 부산진구 서전로37번길 49-8  (전포동)","","일등석유","20120308151653","I","2018-08-31 23:59:59.0","일반판매소","387941.316124489","186504.126003973","","",
"258","석유판매업","09_28_08_P","3290000","1998329001301500037","19980408","","03","폐업","03","폐지","20131219","","","","051 6321901","","","부산광역시 부산진구 범천동 856-3","부산광역시 부산진구 황령대로 1 (범천동)","","동서범천주유소","20131220102724","I","2018-08-31 23:59:59.0","주유소","387647.634154751","185118.032921129","","",
"259","석유판매업","09_28_08_P","3290000","1998329001301500052","19981231","","03","폐업","03","폐지","20101029","","","","051 8028823","","","부산광역시 부산진구 부전동 233-16","","","세종석유(주) 부전주유소","20101109180447","I","2018-08-31 23:59:59.0","주유소","387479.399412989","185623.856661782","","",
"260","석유판매업","09_28_08_P","3290000","1999329001301200031","19990308","","03","폐업","03","폐지","","","","","051 8066044","","","부산광역시 부산진구 부전동 423-3","부산광역시 부산진구 부전로95번길 32  (부전동)","","동아석유","20020624000000","I","2018-08-31 23:59:59.0","일반판매소","386995.673038859","186330.823624593","","",
"261","석유판매업","09_28_08_P","3290000","1999329001301200034","19990127","","03","폐업","03","폐지","","","","","051 819 5721","","","부산광역시 부산진구 전포동 164-49","부산광역시 부산진구 중앙대로824번길 18 (전포동)","","부일석유","20211007091657","U","2021-10-09 02:40:00.0","일반판매소","388197.953883269","186965.505349784","","",
"262","석유판매업","09_28_08_P","3290000","1999329001301200039","19990720","","03","폐업","03","폐지","20071109","","","","051  6344558","","","부산광역시 부산진구 부암동 133-28","부산광역시 부산진구 신천대로 206-1  (부암동)","","부산석유","20071109141306","I","2018-08-31 23:59:59.0","일반판매소","386749.995745608","186494.640977873","","",
"263","석유판매업","09_28_08_P","3290000","1999329001301200044","19990915","","03","폐업","03","폐지","","","","","051  6460798","","","부산광역시 부산진구 범천동 865-2","","","성호상사","20120308152634","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"264","석유판매업","09_28_08_P","3290000","1999329001301200063","19990913","","03","폐업","03","폐지","","","","","051  8085455","","","부산광역시 부산진구 전포동 582-3","부산광역시 부산진구 전포대로298번길 9-7 (전포동)","","제일석유","20220310140121","U","2022-03-12 02:40:00.0","일반판매소","388157.468110086","186895.344677343","","",
"265","석유판매업","09_28_08_P","3290000","1999329001301200064","19990917","","03","폐업","03","폐지","20161013","","","","051  8081191","","","부산광역시 부산진구 부암동 385-3","부산광역시 부산진구 동평로119번길 35 (부암동)","","신라석유","20161013112329","I","2018-08-31 23:59:59.0","일반판매소","385961.560189441","187317.42625686","","",
"266","석유판매업","09_28_08_P","3290000","1999329001301200066","19991108","","03","폐업","03","폐지","","","","","051  8034492","","","부산광역시 부산진구 초읍동 204-11","부산광역시 부산진구 성지로 107-1  (초읍동)","","공원석유","20060404000000","I","2018-08-31 23:59:59.0","일반판매소","386845.548992892","188643.337279646","","",
