"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"102","문화예술법인","03_08_03_P","6260000","A0100626000020120021","20040729","","01","영업/정상","1","","","","","","07076517144","","","부산광역시 사상구 감전동 107번지 8호","부산광역시 사상구 사상로137번길 8-0, 1층 (감전동)","","(사)사주명리교육원","20210830192144","U","2021-09-01 02:40:00.0","","381078.078819374","186133.065755365","예술(사단)","","","","","","","","0","","문화를 보급,전파하여 부산광역시민문화사업의 활성화를 기하고, 이를 통해 부산광역시민의 사회, 문화적 욕구를 충족시켜 삶의 질을 높이는 것을 목적으로 함
구) 사단법인 일반인과 장애인이 하나되는 역학교육원","","","(사)사주명리교육원",
"103","문화예술법인","03_08_03_P","6260000","A0100626000020120024","20120427","","01","영업/정상","1","","","","","","0513421077","","","부산광역시 남구 감만동 176번지 81호","부산광역시 남구 양지골로 238 (감만동)","","(재)대한불교 보리행원","20120427110028","I","2018-08-31 23:59:59.0","","389966.039436859","181928.411922821","종교(재단)","","","","","","","","","","대한불교보리행원의 종지와 종통을 받들고 석가모니부처님의 가르침을 쫓아서 불법홍포와 중생구제를 위한 자비행을 실천하는 사업을 전개 불교 문화의 중흥과 사회발전에 이바지함","","","(재)대한불교 보리행원",
"104","문화예술법인","03_08_03_P","6260000","A0100626000020120025","20120427","","01","영업/정상","1","","","","","","0515005011","","","부산광역시 연제구 거제동 1217번지 국제빌딩 5층","부산광역시 연제구 중앙대로 1217, 5층 (거제동,국제문화센터)","","(사)부산 스토리텔링협의회","20131231102503","I","2018-08-31 23:59:59.0","","389366.976749891","190503.964300225","문화(사단)","","","","","","","","","","부산 스토리텔링협의회는 관련 기관, 단체의 협력을 통해 창조적 콘텐츠를 생산하고 이를 상품화함으로써 부산을 문화창조 도시로 만들어 나가는 것을 목적으로 함","","","(사)부산 스토리텔링협의회",
"105","문화예술법인","03_08_03_P","6260000","A0100626000020120027","20120517","","01","영업/정상","1","","","","","","0516122824","","","부산광역시 남구 대연동 72번지 23호","부산광역시 남구 수영로 304, 502호 (대연동,대승타워)","","사단법인 한국대학문화연합회 중앙회","20150623093759","I","2018-08-31 23:59:59.0","","391283.629558671","183979.58696558","예술(사단)","","","","","","","","","","다양한 문화공연을 개최하고 문화컨텐츠를 창출할 뿐만 아니라, 각 지역의 대학들과 지역단체 및 기업, 지역상권들과 협약 및 규합하여 국내·국제 연대를 통한 사업을 하여 전국 지역의 문화 발전에 기여함을 목적으로 하고, 또한 사회 전반적인 청년문제 해소를 목적으로 함.","기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의뢰 이전, 재산목록 작성 비치, 임원의 연속성 유지, 목적사업 수행시 소관 법률과 우리 시의 지시사항 준수 등","","사단법인 한국대학문화연합회 중앙회",
"106","문화예술법인","03_08_03_P","6260000","A0100626000020120028","20120517","","01","영업/정상","1","","","","","","0513429422","","","부산광역시 북구 금곡동 661번지 1호","부산광역시 북구 금곡대로 61 (금곡동)","","부산광역시 북구 청년연합회","20120521115230","I","2018-08-31 23:59:59.0","","382444.533955665","192542.570982585","행정(재단)","","","","","","","","","","&#10061; 본회 운영기금 조성을 위한 각종 수익사업
   &#10061; 장학금 조성 및 체육발전, 자율방범 장려에 관련되는 사업
   &#10061; 회원 자질향상과 청년지도자 양성을 위한 각종 사업
   &#10061; 본회의 목적에 부합되는 기타","1. &#65378;민법&#65379; 및 &#65378;행정안전부 및 그 소속청 소관 비영리법인의 설립 및 감독에 관한 규칙&#65379; 등 관련
   법령과 정관에서 정한 내용을 준수해야 합니다.
2. 정관에서 정하는 목적사업 중 다른 법률에 따른 허가ㆍ인가ㆍ등록ㆍ신고의 대상이 되는 사업을
   하려는 경우에는 관련 법령에 따른 절차를 거쳐야 합니다.
3. 매 사업연도 종료 후 2개월 이내에 다음의 서류를 주무관청의 소관부서에 제출해야 합니다.
 가. 다음 사업연도의 사업계획 및 수입ㆍ지출 예산서 1부
 나. 해당 사업연도의 사업실적 및 수입ㆍ지출 결산서 1부
 다. 해당 사업연도 말 현재의 재산목록 1부
  * 주무관청 : 부산광역시 행정자치국 자치행정과(☏ 051-888-2171)","","부산광역시 북구 청년연합회",
"107","문화예술법인","03_08_03_P","6260000","A0100626000020100025","20100708","","01","영업/정상","1","","","","","","0517405833","","","부산광역시 해운대구 우동 760번지 3호 오션타워 1227호","부산광역시 해운대구 해운대해변로 203 (우동,오션타워 1227호)","","사단법인 부산국제음악제","20100708152019","I","2018-08-31 23:59:59.0","","396180.621244719","186522.35047527","예술(사단)","","","","","","","","","","부산, 대한민국의 음악문화 발전에 이바지, 삶의 질 향상","기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전
재산목록 작성 비치
목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙과 우리 시의 
지시사항 등 준수","","사단법인 부산국제음악제",
"108","문화예술법인","03_08_03_P","6260000","A0100626000020100026","20100709","","01","영업/정상","1","","","","","","0517815378","","","부산광역시 해운대구 재송동 1044번지 24호 (1층)","부산광역시 해운대구 재반로103번가길 64-1 (재송동,(1층))","","사단법인 헤세드","20110614104221","I","2018-08-31 23:59:59.0","","393631.133486583","189968.641954846","행정(재단)","","","","","","","","","","기독교 교리를 전파하며 사회에 공헌할 수 있는 기독교 인재의 양성, 미자립교회와 사회소외계층을 지원하는 역할에 일조","","","사단법인 헤세드",
"109","문화예술법인","03_08_03_P","6260000","A0100626000020120029","20120608","","01","영업/정상","1","","","","","","0515164434","","","부산광역시 금정구 남산동 101번지 32호","부산광역시 금정구 남산로 16 (남산동)","","사단법인 남산놀이마당","20120608150047","I","2018-08-31 23:59:59.0","","390168.243957227","198417.295815126","예술(사단)","","","","","","","","","","전통예술의 우수성을 계승·발전시키고, 지역에서 소외된 취약계층에게 다양한 전통문화교육 및 공연서비스를 지원코자함","1. 이 법인은 한국전통예술의 보급 및 교육·후원활동, 전통예술의 계승
        발전과 지역사회의 건강한 문화예술 활동의 장을 마련함을 목적으로 합니다.
     2. 기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로
        이전해야 합니다.
     3. 재산목록을 작성 비치해야 합니다.
     4. 임원의 결원이 없도록 하며 임원은 임기의 연속성이 유지되어야 합니다.","","사단법인 남산놀이마당",
"110","문화예술법인","03_08_03_P","6260000","A0100626000020120030","20120612","","01","영업/정상","1","","","","","","0513227031","","","부산광역시 사상구 주례동 261번지 (학장동)","부산광역시 사상구 주례로 261 (학장동)","","(재)대한선교재단","20210323095052","U","2021-03-25 02:40:00.0","","382653.493718569","186072.810782858","종교(재단)","","","","","","","","","","국내외 선교사 파송 및 지원 그리고 복지사업을 주 목적으로 함","","","(재)대한선교재단",
"111","문화예술법인","03_08_03_P","6260000","A0100626000020120031","20120702","","01","영업/정상","1","","","","","","07077270188","","","부산광역시 남구 대연동 40번지 20호 배화빌딩 지하1층","부산광역시 남구 용소로7번길 64, B1호 (대연동,배화빌딩)","","사단법인 부산 메트로폴리탄 팝스 오케스트라","20180725182035","I","2018-08-31 23:59:59.0","","391648.631547434","184122.76209368","예술(사단)","","","","","","","","","","지역사회의 문화발전에 기여하고 예술분야의 취업취약 계층의 일자리를 창출함과 동시에 청소년 문화교육의 기회를 부여하고 문화예술 공연 및 보급과 교육 등의 문화예술 창달","○ 기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전
○ 재산목록 작성 비치
○ 임원의 결원이 없도록 하며 임원은 임기의 연속성이 유지되어야 함.
○ 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙과 우리 시의 지시사항 등을 준수","","사단법인 부산 메트로폴리탄 팝스 오케스트라",
"112","문화예술법인","03_08_03_P","6260000","A0100626000020120050","20121228","","01","영업/정상","1","","","","","","","","","부산광역시 해운대구 우동 1091번지 11호","부산광역시 해운대구 해운대로 373-3 (우동)","","재단법인 한국불교 태고본원","20190313100628","U","2019-03-15 02:40:00.0","","394716.635302436","187736.444885706","종교(재단)","","","","","","","","","","불타의 순수한 정법을 수호하고 널리 교육 홍포하며 불타의        지혜와 자비의 사상을 사회에 구현하여 정의롭고 평화로운 사회를 이룩하고,       뜻있는 불자가 희사한 재산을 삼보정재로 영원히 유지보존하고 발전시키며,       부처님의 정법 세상을 구현하여 불국정토를 건설함을 그 목적으로 함","","","재단법인 한국불교 태고본원",
"113","문화예술법인","03_08_03_P","6260000","A0100626000020120051","20121228","","01","영업/정상","1","","","","","","0516361256","","","부산광역시 기장군 기장읍 연화리 473번지 1호 연화산해광사 1호","부산광역시 기장군 기장읍 기장해안로 340-0, 1층 (연화산해광사)","","사단법인 행복한 나눔","20200925164843","U","2020-09-27 02:40:00.0","","402605.964021811","191879.838098117","문화(사단)","","","","","","","","","","참여와 나눔 문화, 문화 봉사활동을 통하여 소외계층의 문화 참여 
        기회를 확대하고 이 사회에 다양성과 창의성이 존중되는 문화예술 활동을
         전개하여 평등과 평화, 자율과 공존의 가치를 실현하여 국민 문화 · 여가생활
         도모 및 정서 함양으로 삶의 질을 향상하고 지역사회와 세계평화에 이바지하기
         위함을 목적으로 함","","","사단법인 행복한 나눔",
"114","문화예술법인","03_08_03_P","6260000","A0100626000020100027","20040322","","01","영업/정상","1","","","","","","0513368975","","","부산광역시 동구 범일동 1454번지 17호 영축사 1동","부산광역시 동구 망양로931번가길 1-0, 1동 (범일동,영축사)","","사단법인 대한문화전통불교조계종","20200711154558","U","2020-07-14 02:40:00.0","","386860.063955389","184344.506180825","종교(사단)","","","","","","","","","","불교가 지닌 전통 예술 문화적 가치를 종교성과 한국불교 문예 작법무를 계승과 동시에 세계불교의 홍보 및 교류와 회원 상호간의 친목 도모 목족","","","사단법인 대한문화전통불교조계종",
"115","문화예술법인","03_08_03_P","6260000","A0100626000020100028","20100729","","01","영업/정상","1","","","","","","0517826300","","","부산광역시 해운대구 재송동 179번지 82호","부산광역시 북구 백양대로1074번길 21-1, 1층 (구포동)","","사단법인 아름다운의료선교회","20170321132942","I","2018-08-31 23:59:59.0","","393387.198857888","190362.943806583","행정(재단)","","","","","","","","","","예수그리스도의 사랑에 기초하여 아직도 믿지 않는 영혼들에게 그리스도의 사랑을 나누며 복음을 심고자
의료, 구제, 교육 등의 활동을 함으로 천국의 확장과 세계복음화에 이바지","","","사단법인 아름다운의료선교회",
"116","문화예술법인","03_08_03_P","6260000","A0100626000020100029","20060515","","01","영업/정상","1","","","","","","0515323075","0","","강원도 평창군 진부면 화의리 229번지 부석사","강원도 평창군 진부면 화의길 306-74","","사단법인 대승불교삼론구도회","20140102092047","I","2018-08-31 23:59:59.0","","336211.807956685","449221.052964978","종교(사단)","","","","","","","","","","불교의 제법공무상을 중심으로 한 삼론 즉 중론, 백론, 십이문론의 탐구, 구도사업으로 숭불호국정신을 선양하고 소외된 계층에게 구호, 지원사업을 함으로서 사회일반의 공익에 기여","","","사단법인 대승불교삼론구도회",
"117","문화예술법인","03_08_03_P","6260000","A0100626000020130001","20130123","","01","영업/정상","1","","","","","","0517212231","","","부산광역시 기장군 기장읍 대변리 521번지 1호","부산광역시 기장군 기장읍 대변로 107-27","","사단법인 토암기념사업회","20130123172745","I","2018-08-31 23:59:59.0","","402492.988487766","194459.654049096","예술(사단)","","","","","","","","","","토암 서타원선생의 도자기인생 및 예술혼의 업적을 기리고, 그의 도자기예술을 계승함과 지역 문화예술의 위상을 정립함을 목적으로 함.","기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전, 임원의 결원이 없도록 하고, 임기의 연속성 유지 등","","사단법인 토암기념사업회",
"118","문화예술법인","03_08_03_P","6260000","A0100626000020130002","20130201","","01","영업/정상","1","","","","","","0512561005","","","부산광역시 서구 남부민동 223번지 1호","부산광역시 서구 천마로113번길 16-1 (남부민동)","","사단법인 동국불교 조계종","20201222135033","U","2020-12-24 02:40:00.0","","384370.226297079","178278.487830788","종교(사단)","","","","","","","","","","불교사암 단체 및 기능별 직능별 불교신행단체 및 기타 불교신도들의 연합조직체로써 부처님의 교리를 봉체하고 불법중흥과 호국안민을 위하여 실천 노력하며 불교계의 차별구조를 청산 총체적 문제점을 극복하여 과거의 분열과 굴절 이념을 조화롭게 화합과 협력으로 이끌어 불교사암과 신행단체간의 유대강화를 통하여 단결된 마음이 하나되어 교리와 신앙을 돈독히 함으로써 정법을 수호하고 불교문화 속에 담겨져 있는 문화적 가치를 계승 발전시켜 지역계층 세대간의 벽을 허물어 불국정토건설의 성취함을 목적으로 함","기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전, 재산목록을 작성 비치, 임원의 결원이 없도록 하며 임원은 임기의 연속성이 유지, 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙과 우리 시의 지시사항 등을 준수, 기본재산을 사용(처분)하고자 할 경우에는 부산광역시장의 허가를 받아야, 수익금 등 법인재산의 사용은 비영리법인과 관련한 제반 법 취지에 맞도록 사용, 기타 설립목적 외의 사업을 한 때 등에는 법인설립의 허가가 취소될 수 있음,","","사단법인 동국불교 조계종",
"119","문화예술법인","03_08_03_P","6260000","A0100626000020130003","20130212","","01","영업/정상","1","","","","","","0518070490","","","부산광역시 연제구 거제동 1208번지","부산광역시 연제구 종합운동장로 7-0 (거제동)","","사단법인 부산민예총","20190507155006","U","2019-05-09 02:40:00.0","","387686.194940483","189911.430545728","예술(사단)","","","","","","","","","","진보적 예술활동을 통한 문화민주주의 실현과 발전을 목적으로 함.","출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로 이전, 재산목록 작성 비치, 임원 임기의 연속성 유지 등","","사단법인 부산민예총",
"120","문화예술법인","03_08_03_P","6260000","A0100626000020130004","20130319","","01","영업/정상","1","","","","","","0517597144","","","부산광역시 수영구 수영동 444번지 3호","부산광역시 수영구 수영로725번길 27 (수영동)","","사단법인 부산성시화운동분부","20210112133917","U","2021-01-14 02:40:00.0","","392821.451283268","187538.184559257","종교(사단)","","","","","","","","","","본회는 부산광역시내에서 신구약성경을 하나님의 말씀으로 믿고 정통 신앙을 고백하는 교회와 기관 및 단체의 지도자들과 개인들이 연합하여 예수그리스도의 사랑을 실천하고 건전한 기독교문화를 정착시켜 부산을 행복한 도시, 거룩한 도시로 변화시키는데 그 목적이 있다.","아. 다음 각 항에 해당할 경우는 법인설립의 허가가 취소될 수 있습니다.
       1) 설립목적 외의 사업을 한 때
       2) 설립허가에 붙인 조건을 위반한 때
       3) 공익을 해하는 행위를 한 때
       4) 정당한 사유 없이 설립허가를 받은 날로부터 1년 이내에 업무를
          개시하지 아니한 때
       5) 정당한 사유 없이 2년 이상 사업실적이 없을 때
       6) 민법 및 문화체육관광부 소관 비영리법인의 설립 및 감독에 관한 
         규칙에 의한 감독청의 명령에 위반한 때","","사단법인 부산성시화운동분부",
"121","문화예술법인","03_08_03_P","6260000","A0100626000020130005","20130325","","01","영업/정상","1","","","","","","0515832021","","","부산광역시 금정구 장전동 401번지 5호","부산광역시 금정구 금강로 271-5, 6층 (장전동)","","사단법인 청춘멘토","20200721181221","U","2020-07-23 02:40:00.0","","389733.082049243","194541.681321203","문화(사단)","","","","","","","","","","본회는 청년들의 사회적 문제 해결을 위해 청년문화 발전과 진보적이고 진취적인 청년리더발굴육성을 목적으로 한다","","","사단법인 청춘멘토",
"122","문화예술법인","03_08_03_P","6260000","A0100626000020130006","20130327","","01","영업/정상","1","","","","","","0516248801","","","부산광역시 수영구 남천동 57번지 7호","부산광역시 수영구 남천서로20번길 52 (남천동)","","사단법인 한슬미술공예협회","20130327140319","I","2018-08-31 23:59:59.0","","392013.732946506","184985.486923045","예술(사단)","","","","","","","","","","지역의 현대미술과 공예의 발전방안과 활성화 및 세계화를 모색하고 이를 미술공예의 창작으로 실현하기 위한  제반 사업을 주최·주관하고 운영","-기부 또는 출연된 재산의 소유권은 법인 설립등기 즉시 법인 명의로  이전
- 재산목록 작성 비치
- 임기의 연속성이 유지
- 목적사업 수행에 있어 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙과 우리 시의 지시사항 등을 준수
- 기본재산을 사용(처분)하고자 할 경우에는 부산광역시장의 허가를 받아야 함","","사단법인 한슬미술공예협회",
"123","문화예술법인","03_08_03_P","6260000","A0100626000020130007","19970718","","01","영업/정상","1","","","","","","0518883391","","","부산광역시 연제구 거제동 1299번지","부산광역시 연제구 월드컵대로 344 (거제동)","","(사)부산문화관광축제조직위원회","20150226134733","I","2018-08-31 23:59:59.0","","387530.923047292","189804.729525978","문화(사단)","","","","","","","","","","부산지역의 문화예술활동과 관련된 각종 행사를 개최하여 지역문화예술수준을 향상시키고, 국제적으로 문화역량을 강화하여 21세기 문화산업시대에 대비함을 목적으로 함.","","","(사)부산문화관광축제조직위원회",
"124","문화예술법인","03_08_03_P","6260000","A0100626000020130008","20050517","","01","영업/정상","1","","","","","","0513429971","","","부산광역시 북구 덕천동 349번지 38호","부산광역시 북구 금곡대로13번길 28 (덕천동)","","대한서화예술협회","20130409092455","I","2018-08-31 23:59:59.0","","382353.399929136","192029.766200127","예술(사단)","","","","","","","","","","민족고유의 전통 서화문화와 선비 정신을 계승하고 이를 기량에 따라 분야별 작가를 발굴 육성하여 시대적 지역 정서에 부응하는 서화 창달에 기여함을 목적으로 함","회계년도 종료 후 2월 이내에 다음 사업년도의 사업계획서 및 수지예산서 제출 등
기부 또는 출연 재산의 소유권은 법인설립등기 즉시 법인명의로 이전
재산목록 작성 비치","","대한서화예술협회",
"125","문화예술법인","03_08_03_P","6260000","A0100626000020130009","20130419","","01","영업/정상","1","","","","","","0515839233","","","부산광역시 금정구 장전동 334번지 52호","부산광역시 금정구 금강로 230-9 (장전동)","","사단법인 고담정토문화원","20210902093929","U","2021-09-04 02:40:00.0","","389719.785357193","194129.658740852","종교(사단)","","","","","","","","0","","이 법인은 불타의 혜명과 호국안민, 중생제도를 위하여 불교사상 연구와 선       수행 및 포교활동을 향상시키고, 지역사회에 기여를 목적으로 함","","","사단법인 고담정토문화원",
"126","문화예술법인","03_08_03_P","6260000","A0100626000020130010","20130418","","01","영업/정상","1","","","","","","0515550092","","","부산광역시 동래구 온천동 195번지 46호","","","부산광역시 무형문화재연합회","20190709091918","U","2019-07-11 02:40:00.0","","","","예술(사단)","","","","","","","","","","부산시내에 있는 국가지정 중요무형문화재와 시지정문형문화재의 전승과 전수에 관련된 발전방안을 마련하고 회원 상호간의 정보교류 및
자질향상과 권익옹호, 공동번영을 구가하며 무형문화재 진흥과 관련한 건의 등을 실현하여 문화도시 부산의 전통예술발전에 기여함을 목적으로함","","","부산광역시 무형문화재연합회",
"127","문화예술법인","03_08_03_P","6260000","A0100626000020160015","20160602","","01","영업/정상","1","","","","","","","0","","부산광역시 동래구 온천동 172번지 35호 협성스카이라인80 306호","부산광역시 동래구 중앙대로1473번길 14-12, 306호 (온천동,협성스카이라인80)","","사단법인 영호남수필문학협회","20160602134140","I","2018-08-31 23:59:59.0","","389635.13378833","192957.640368598","예술(사단)","","","","","","","","","","문화융성시대에 부응하는 영호남수필문학인의 인문학적 교양 제고, 영호남 수필문학인의 교류를 통한 동서화합의 도모와 문학인들의 정서함양 및 수필문학의 저변확산, 영호남수필문학관의 건립","비영리법인 설립허가증 뒷면 참조","","사단법인 영호남수필문학협회",
"128","문화예술법인","03_08_03_P","6260000","A0100626000020160016","20160602","","01","영업/정상","1","","","","","","0515194001","0","","부산광역시 금정구 부곡동 323번지 1호 부곡1동주민센터 4층","부산광역시 금정구 동부곡로6번길 29 (부곡동)","","재단법인 금정문화재단","20200401131059","U","2020-04-03 02:40:00.0","","390406.981903952","193687.032479121","문화(재단)","","","","","","","","","","「부산광역시 금정구 금정문화재단 설립 및 운영에 관한 조례」가 정하는 바에 따라 지역의 문화예술 진흥과 문화복지 증진을 위하여 지역문화자원의 융합과 효율적인 협력체계 구축","○ 기본재산 : 2016.~2020. 5년간 구 예산 출연을 통해 재단법인의 설립요건인 기본재산 10억원 조성, 매년 기본재산 출연 현황을 우리 시 문화예술과로 제출
○ 그 외 일반적인 사항은 비영리법인 설립허가증 뒷면 참조","","재단법인 금정문화재단",
"129","문화예술법인","03_08_03_P","6260000","A0100626000020160018","20160726","","01","영업/정상","1","","","","","","","","","부산광역시 동래구 사직동 77번지 44호","부산광역시 수영구 무학로9번길 15-0, 301호 (광안동,광안동동트레아파트)","","사단법인 창조예술 솔","20220426144532","U","2022-04-28 02:40:00.0","","387631.678000177","190623.468650267","예술(사단)","","","","","","","","0","","지역 문화예술의 진흥을 위하여 지역 예술인들의 복리증진 및 권익옹호에 이바지하고, 나아가 사회적 약자 및 소외계층에 계신 분들에게 문화예술을 통한 보다 나은 인간다운 삶을 이룩하는데 기여","비영리법인 설립허가 알림 공문 및 설립허가증 뒷면에 기재","","사단법인 창조예술 솔",
"130","문화예술법인","03_08_03_P","6260000","A0100626000020160019","20160726","","01","영업/정상","1","","","","","","0515576072","","","부산광역시 동래구 온천동 154번지 30호 불이빌딩 6층","부산광역시 동래구 온천장로 109, 6층층 (온천동,불이빌딩)","","사단법인 월드엔젤피스 예술단","20201013094527","U","2020-10-15 02:40:00.0","","389697.093995424","193238.791277674","예술(사단)","","","","","","","","","","예술을 통해 인도주의적 봉사를 제공하고 삶의 높은 도덕적 수준을 고취하며, 다양한 예술활동을 선도하는 우수한 예술인 발굴 및 양성과 예술관련 콘텐츠 게발 및 공연을 통하여 세계 200여 로타리 회원국과의 문화교류를 통하여 세계이해와 평화증진에 이바지","비영리법인 설립허가 알림 공문과 설립허가증 뒷면에 기재
 (구.국제로타리 월드엔젤피스 예술단-2020.10.12.자 명칭변경)","","사단법인 월드엔젤피스 예술단",
"131","문화예술법인","03_08_03_P","6260000","A0100626000020160020","20160727","","01","영업/정상","1","","","","","","0518509588","","","부산광역시 해운대구 우동 1468번지 KNN타워 203동 2호","부산광역시 해운대구 센텀서로 30, 203-2호 (우동,KNN타워)","","사단법인 문화사랑 K 프렌즈","20190117135625","U","2019-01-19 02:40:00.0","","393851.969576247","187910.040763301","문화(사단)","","","","","","","","","","부산경남 지역민과 지역 문화예술인들이 서로에게 힘이 되는 상생방안을 모색, 수준 높은 공연 및 전시가 지역에서 열릴 수 있도록 지원하여 지역민들이 문화예술을 향유할 수 있도록 하며, 지역 문화예술 발전기반 조성에 기여","비영리법인 설립허가 알림 공문 및 설립허가증 뒷면에 기재","","사단법인 문화사랑 K 프렌즈",
"132","문화예술법인","03_08_03_P","6260000","A0100626000020160021","20160727","","01","영업/정상","1","","","","","","0515014347","","","부산광역시 사하구 하단동 1157번지 7호 리버타운상가 503호","부산광역시 사하구 하신번영로 417, 503호 (하단동,리버타운상가)","","사단법인 대한민국서화디자인협회","20160727150144","I","2018-08-31 23:59:59.0","","378649.61250949","181651.976286336","예술(사단)","","","","","","","","","","서화 디자인에 관한 학문 및 에술 발전, 서화인의 자질 향상 및 친목도모","비영리법인 설립허가 알림 공문 및 설립허가증 뒷면에 기재","","사단법인 대한민국서화디자인협회",
"133","문화예술법인","03_08_03_P","6260000","A0100626000020160022","20101014","","01","영업/정상","1","","","","","","","","","부산광역시 부산진구 범천동 846번지 19호 진메디칼","부산광역시 부산진구 범일로 146-1 (범천동)","","사단법인 한국의료선교회","20170619202215","I","2018-08-31 23:59:59.0","","387628.546528315","184602.383054821","종교(사단)","","","","","","","","","","선교단체로서 의료를 통한 선교사역으로 기독교 복음전파와 구호사역을 목적으로 함.","법인설립허가증 뒷면에 기재(2016.07.15. 법인 주사무소 소재지 이전에 따라 원 주무관청인 울산광역시로부터 업무 및 서류 이관)","","사단법인 한국의료선교회",
"134","문화예술법인","03_08_03_P","6260000","A0100626000020080022","20080610","","01","영업/정상","1","","","","","","0516420943","","","부산광역시 동래구 온천동 172번지 35호 협성스카이라인 706호","부산광역시 동래구 중앙대로1473번길 14-12, 706호 (온천동,협성스카이라인)","","사단법인 부산국제무용제 조직위원회","20210330150003","U","2021-04-01 02:40:00.0","","389635.13378833","192957.640368598","예술(사단)","","","","","","","","","","부산국제무용제를 통한 국제적 무용교류와 부산무용예술의 세계화를 도모하고
무용문화의 고양을 통해 지역무용인의 질적 향상과 새로운 예술가치 창출 확대에 기여","1. 법인 설립 목적 수행
2. 필요시 사업계획서, 수지결산서, 재산목록 등의 서류 제출
3. 출연된 재산은 법인 설립등기 즉시 법인 명의로 이전
4. 재산목록을 작성 비치
5. 임원의 연속성 유지
6. 목적사업 수행에 관련규칙 및 지시사항 준수 등","","사단법인 부산국제무용제 조직위원회",
"135","문화예술법인","03_08_03_P","6260000","A0100626000020080023","20080617","","01","영업/정상","1","","","","","","0517593113","","","부산광역시 연제구 연산동 707번지 12호","부산광역시 연제구 중앙대로1076번길 19 (연산동)","","연제문화원","20210830192408","U","2021-09-01 02:40:00.0","","389497.531512595","189142.508545932","문화(사단)","","","","","","","","0","","지역문화진흥","","","연제문화원",
"136","문화예술법인","03_08_03_P","6260000","A0100626000020080024","20080618","","01","영업/정상","1","","","","","","","","","부산광역시 해운대구 우동 1475번지 센텀벤처타운 6층","부산광역시 해운대구 센텀동로 41 (우동,센텀벤처타운 6층)","","사단법인 부산영화영상산업협회","20081028111333","I","2018-08-31 23:59:59.0","","394038.562998688","188042.384551855","문화(사단)","","","","","","","","","","부산지역 영화영상 분야의 기업협동을 통하여 관련 산업의 발전 및 연구개발을 촉진하고, 회원 상호간 산업진흥 및 정보 교류를 목적으로 함","이 법인은 부산영화영상산업분야의 기업협력을 통하여 관련 산업의 발전 및 연구개발을 촉진하고 회원 상호간 학술 및 정보 교류를 위한 
각종 목적 사업을 전개하는 것을 주목적","","사단법인 부산영화영상산업협회",
"137","문화예술법인","03_08_03_P","6260000","A0100626000020080026","20080803","","01","영업/정상","1","","","","","","0516341222","","","부산광역시 동구 범일동 830번지 24호 자유시장 420호","부산광역시 동구 조방로 48 (범일동,자유시장 420호)","","사단법인 안용복장군기념사업회","20081217134013","I","2018-08-31 23:59:59.0","","387768.514676203","184371.452375082","문화(사단)","","","","","","","","","","울릉도 및 독도를 수호한 안용복장권의 호국정신을 학생 및 온 국민에게 계몽하기 위하여 연구 출판하고
홍보와 교육사업을 시행","허가서 이면 참조","","사단법인 안용복장군기념사업회",
"138","문화예술법인","03_08_03_P","6260000","A0100626000020080027","20080803","","01","영업/정상","1","","","","","","0515228950","","","부산광역시 동래구 명장동 289번지","부산광역시 동래구 시실로 180 (명장동)","","사단법인 문화쉼터","20120627164408","I","2018-08-31 23:59:59.0","","391071.106987357","191868.575659699","문화(사단)","","","","","","","","","","공연문화를 통한 사회복지 향상을 공헌","허가서 이면 참조","","사단법인 문화쉼터",
"139","문화예술법인","03_08_03_P","6260000","A0100626000020090022","20001121","","01","영업/정상","1","","","","","","0514693110","","","부산광역시 동구 초량동 1191번지 12호","부산광역시 동구 중앙대로 256 (초량동)","","사단법인 샤론꽃예술협회","20090508183346","I","2018-08-31 23:59:59.0","","386122.719610164","181956.744016424","문화(사단)","","","","","","","","","","지역 문화예술 활동의 활성화, 계승 및 파급","없음","","사단법인 샤론꽃예술협회",
