"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총종업원수",
"177","식육포장처리업","07_22_06_P","3310000","331000010420130001","20130122","","03","폐업","0002","폐업","20140123","","","","","169.9","","부산광역시 남구 문현동 769-15번지","부산광역시 남구 전포대로67번길 20 (문현동)","48401","G.E FOOD","20140123155956","I","2018-08-31 23:59:59.0","","388169.016243821","184596.003818883","식육포장처리업","식육포장처리업","","000","",
"178","식육포장처리업","07_22_06_P","3310000","331000000420070002","20071120","","03","폐업","0002","폐업","20130219","","","","624-7304","196","","부산광역시 남구 용호동 482-14번지","부산광역시 남구 용호로198번길 48 (용호동)","","신성유통","20130219105840","I","2018-08-31 23:59:59.0","","392206.436624761","181602.900509056","식육포장처리업","식육포장처리업","","000","",
"179","식육포장처리업","07_22_06_P","3310000","331000000419910001","19910708","","03","폐업","0002","폐업","20101122","","","","051-628-0388","65.31","","부산광역시 남구 용호동 390-1번지","부산광역시 남구 동명로 160 (용호동)","","하나식품","20101122094209","I","2018-08-31 23:59:59.0","","392663.200544414","182035.033886189","식육포장처리업","식육포장처리업","","000","",
"180","식육포장처리업","07_22_06_P","3310000","331000000419990001","19991229","","03","폐업","0002","폐업","20201119","","","","051-632-7471","86.45","","부산광역시 남구 문현동 607-9","부산광역시 남구 전포대로92번나길 49 (문현동)","","제일식품","20201119170459","U","2020-11-21 02:40:00.0","","388392.387244872","185064.504929017","식육포장처리업","식육포장처리업","","000","",
"181","식육포장처리업","07_22_06_P","3310000","331000000420020001","20021028","","03","폐업","0002","폐업","20181112","","","","051-643-4644","81.6","","부산광역시 남구 우암동 3-31번지","부산광역시 남구 유엔로 75 (우암동)","","대웅유통","20181112165819","U","2018-11-14 02:36:29.0","","389973.219654331","183039.267525699","식육포장처리업","식육포장처리업","","000","",
"182","식육포장처리업","07_22_06_P","3310000","331000000420020002","20021028","","03","폐업","0002","폐업","20111123","","","","","96.9","","부산광역시 남구 문현동 53-71번지","","","동우축산","20111123152212","I","2018-08-31 23:59:59.0","","","","식육포장처리업","식육포장처리업","","000","",
"183","식육포장처리업","07_22_06_P","3310000","331000000420070001","20070122","","03","폐업","0002","폐업","20080905","","","","051-637-9253","53.68","","부산광역시 남구 문현동 95-1번지","부산광역시 남구 진남로 178 (문현동)","","정성유통","20080905125314","I","2018-08-31 23:59:59.0","","389350.488617818","184545.052342554","식육포장처리업","식육포장처리업","","000","",
"184","식육포장처리업","07_22_06_P","3310000","331000000420070003","20071217","","03","폐업","0002","폐업","20080417","","","","051-636-8952","201","","부산광역시 남구 우암동 194-20번지","부산광역시 남구 장고개로 24-1 (우암동)","","동광축산판매장","20080417160545","I","2018-08-31 23:59:59.0","","388740.169815062","182887.493664776","식육포장처리업","식육포장처리업","","000","",
"185","식육포장처리업","07_22_06_P","3310000","331000000420080001","20080115","","03","폐업","0002","폐업","20080404","","","","635-8021","0","","부산광역시 남구 우암동 142-2번지","부산광역시 남구 동제당로 371 (우암동)","","새고래식품","20080404180013","I","2018-08-31 23:59:59.0","","389288.518481821","182609.453374142","식육포장처리업","식육포장처리업","","000","",
"186","식육포장처리업","07_22_06_P","3310000","331000000420080002","20080625","","03","폐업","0002","폐업","20080807","","","","","120.24","","부산광역시 남구 문현동 49번지","부산광역시 남구 고동골로 130 (문현동)","","(주)명품엠알 지점","20080807170853","I","2018-08-31 23:59:59.0","","389077.191312791","184829.645690752","식육포장처리업","식육포장처리업","","L00","",
"187","식육포장처리업","07_22_06_P","3310000","331000010420090001","20091012","","03","폐업","0002","폐업","20101101","","","","612-8100","541","","부산광역시 남구 대연동 202-12번지","","","세인유통","20101101133118","I","2018-08-31 23:59:59.0","","391069.444118334","184844.065107362","식육포장처리업","식육포장처리업","","000","",
"188","식육포장처리업","07_22_06_P","3310000","331000010420100001","20101027","","03","폐업","0002","폐업","20111107","","","","625-9995","235","","부산광역시 남구 용당동 568-16번지","","","하인푸드","20111107171415","I","2018-08-31 23:59:59.0","","391137.244209354","182565.323140731","식육포장처리업","식육포장처리업","","000","",
"189","식육포장처리업","07_22_06_P","3310000","331000010420180002","20180717","","03","폐업","0002","폐업","20201113","","","","0516115788","0","","부산광역시 남구 용당동 276","부산광역시 남구 신선로337번길 83-1 (용당동)","48548","주식회사 푸드어셈블","20201113102009","U","2020-11-15 02:40:00.0","","390694.915391555","181521.53096527","식육포장처리업","식육포장처리업","","L00","",
"190","식육포장처리업","07_22_06_P","3310000","331000000419690001","19690708","","04","취소/말소/만료/정지/중지","0004","말소","20180308","","","","051-634-4739","105.6","","부산광역시 남구 문현동 557-82번지","부산광역시 남구 고동골로97번길 5 (문현동)","","동해식품","20180308123859","I","2018-08-31 23:59:59.0","","388769.477822615","184933.961017571","식육포장처리업","식육포장처리업","","000","",
"191","식육포장처리업","07_22_06_P","3320000","332000010420100003","20100603","","01","영업/정상","0000","정상","","","","","338-8822","0","","부산광역시 북구 구포동 1293번지","부산광역시 북구 낙동북로 736 (구포동)","46638","건아축산 유림점","20140107171126","I","2018-08-31 23:59:59.0","","382294.87543076","190361.486815345","식육포장처리업","식육포장처리업","","000","",
"192","식육포장처리업","07_22_06_P","3320000","332000000420070011","20070903","","01","영업/정상","0000","정상","","","","","305-5971","0","","부산광역시 북구 구포동 1184-4번지","부산광역시 북구 낙동대로1570번길 17 (구포동)","","(주)부일식품","20071205171003","I","2018-08-31 23:59:59.0","","381101.257406464","190455.900012499","식육포장처리업","식육포장처리업","","L00","",
"193","식육포장처리업","07_22_06_P","3320000","332000000420020003","20021105","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1188-4번지","부산광역시 북구 사상로577번길 24 (구포동)","","양정식품","20140303172112","I","2018-08-31 23:59:59.0","","381077.868225122","190338.842631857","식육포장처리업","식육포장처리업","","000","",
"194","식육포장처리업","07_22_06_P","3320000","332000000420020004","20020422","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동","부산광역시 북구 사상로577번길 36 (구포동)","46504","군북식육","20200423094414","U","2020-04-25 02:40:00.0","","381035.96728713","190346.158216368","식육포장처리업","식육포장처리업","","000","",
"195","식육포장처리업","07_22_06_P","3320000","332000000420070005","20070508","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1185-7","부산광역시 북구 낙동대로1570번길 6 (구포동)","46504","가리온푸드시스템","20210226104058","U","2021-08-20 02:40:00.0","","381017.387943955","190422.941832713","식육포장처리업","식육포장처리업","","000","",
"196","식육포장처리업","07_22_06_P","3320000","332000000420070007","20070605","","01","영업/정상","0000","정상","","","","","271-0608","0","","부산광역시 북구 구포동","부산광역시 북구 시랑로21번길 56 (구포동)","46619","부경축산","20140915130051","I","2018-08-31 23:59:59.0","","382711.745257779","191244.713838811","식육포장처리업","식육포장처리업","","000","",
"197","식육포장처리업","07_22_06_P","3320000","332000000420070009","20070809","","01","영업/정상","0000","정상","","","","","333-8073","0","","부산광역시 북구 덕천동 811-4번지","부산광역시 북구 덕천로 121 (덕천동)","46575","(주)대명식품","20131014110621","I","2018-08-31 23:59:59.0","","383651.193136019","191989.367156984","식육포장처리업","식육포장처리업","","L00","",
"198","식육포장처리업","07_22_06_P","3320000","332000000420080001","20080304","","01","영업/정상","0000","정상","","","","","336-6523","0","","부산광역시 북구 덕천동 373-1번지","부산광역시 북구 만덕대로 147 (덕천동)","46554","늘푸른유통","20140107165848","I","2018-08-31 23:59:59.0","","383934.836497921","192378.532914385","식육포장처리업","식육포장처리업","","000","",
"199","식육포장처리업","07_22_06_P","3320000","332000000420090001","20090515","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1185번지","","","한농식품","20140417173713","I","2018-08-31 23:59:59.0","","","","식육포장처리업","식육포장처리업","","000","",
"200","식육포장처리업","07_22_06_P","3320000","332000000420090002","20090521","","01","영업/정상","0000","정상","","","","","343-9092","0","","부산광역시 북구 구포동 923-78","부산광역시 북구 구남로15번길 32 (구포동)","","건영 주식회사","20210723134949","U","2021-07-25 02:40:00.0","","381419.341333054","190694.729228238","식육포장처리업","식육포장처리업","0","L00","0",
"201","식육포장처리업","07_22_06_P","3320000","332000000420090005","20090723","","01","영업/정상","0000","정상","","","","","302-6164","0","","부산광역시 북구 구포동 1185-4번지","부산광역시 북구 사상로583번길 26 (구포동)","","부산유통","20090723131711","I","2018-08-31 23:59:59.0","","381097.807660695","190395.173241236","식육포장처리업","식육포장처리업","","000","",
"202","식육포장처리업","07_22_06_P","3320000","332000000420090006","20090729","","01","영업/정상","0000","정상","","","","","304-6803","0","","부산광역시 북구 구포동 1185-6번지","부산광역시 북구 사상로583번길 42 (구포동)","","대성식품","20090729163411","I","2018-08-31 23:59:59.0","","381017.518430144","190402.173876522","식육포장처리업","식육포장처리업","","000","",
"203","식육포장처리업","07_22_06_P","3320000","332000000420090007","20090729","","01","영업/정상","0000","정상","","","","","304-4145","0","","부산광역시 북구 구포동 1186-24번지","부산광역시 북구 사상로583번길 20 (구포동)","46504","대우식육점","20121012133702","I","2018-08-31 23:59:59.0","","381123.724749767","190388.987764123","식육포장처리업","식육포장처리업","","000","",
"204","식육포장처리업","07_22_06_P","3320000","332000000420090009","20090819","","01","영업/정상","0000","정상","","","","","303-3222","0","","부산광역시 북구 구포동 1187-1번지","부산광역시 북구 낙동대로1570번나길 17 (구포동)","","제일식품","20170410171919","I","2018-08-31 23:59:59.0","","381126.795820904","190357.944115253","식육포장처리업","식육포장처리업","","000","",
"205","식육포장처리업","07_22_06_P","3320000","332000000420090010","20090827","","01","영업/정상","0000","정상","","","","","302-4366","0","","부산광역시 북구 구포동 1185-6","부산광역시 북구 사상로583번길 42 (구포동)","","e조은축산","20211015102618","U","2021-10-17 02:40:00.0","","381017.518430144","190402.173876522","식육포장처리업","식육포장처리업","0","000","0",
"206","식육포장처리업","07_22_06_P","3320000","332000000420090011","20090827","","01","영업/정상","0000","정상","","","","","301-4820","0","","부산광역시 북구 구포동 1185-7번지","","","으뜸축산","20140820095833","I","2018-08-31 23:59:59.0","","381017.387943955","190422.941832713","식육포장처리업","식육포장처리업","","000","",
"207","식육포장처리업","07_22_06_P","3320000","332000000420090014","20090902","","01","영업/정상","0000","정상","","","","","304-3035","0","","부산광역시 북구 구포동 1188-10","부산광역시 북구 사상로577번길 42 (구포동)","46504","(주)탑푸드","20200716152122","U","2020-07-18 02:40:00.0","","381002.049003311","190339.725919599","식육포장처리업","식육포장처리업","","L00","",
"208","식육포장처리업","07_22_06_P","3320000","332000010420090001","20090922","","01","영업/정상","0000","정상","","","","","301-8220","0","","부산광역시 북구 구포동 1185-7","부산광역시 북구 낙동대로1570번길 2-1 (구포동)","46504","서울부산물","20210803090246","U","2021-08-05 02:40:00.0","","381017.387943955","190422.941832713","식육포장처리업","식육포장처리업","0","000","0",
"209","식육포장처리업","07_22_06_P","3320000","332000000420040001","20040915","","01","영업/정상","0000","정상","","","","","304-5280","0","","부산광역시 북구 구포동 1188-4번지","부산광역시 북구 사상로577번길 24 (구포동)","","대신식육유통","20090720120425","I","2018-08-31 23:59:59.0","","381077.868225122","190338.842631857","식육포장처리업","식육포장처리업","","000","",
"210","식육포장처리업","07_22_06_P","3320000","332000000420040002","20041210","","01","영업/정상","0000","정상","","","","","305-7773","0","","부산광역시 북구 구포동 1185-3번지","부산광역시 북구 낙동대로1570번길 16 (구포동)","","(유)혜미식품","20130710171657","I","2018-08-31 23:59:59.0","","381085.095221873","190423.737144851","식육포장처리업","식육포장처리업","","000","",
"211","식육포장처리업","07_22_06_P","3320000","332000000420050001","20050225","","01","영업/정상","0000","정상","","","","","","47","","부산광역시 북구 구포동 1186-19번지","부산광역시 북구 낙동대로1570번나길 5 (구포동)","46504","개금식품","20140703111605","I","2018-08-31 23:59:59.0","","381125.427543419","190409.152493543","식육포장처리업","식육포장처리업","","000","",
"212","식육포장처리업","07_22_06_P","3320000","332000000420050006","20051213","","01","영업/정상","0000","정상","","","","","325-9651","0","","","부산광역시 북구 낙동대로1570번길 2 (구포동)","46504","부광미트","20140826180023","I","2018-08-31 23:59:59.0","","381020.178506769","190435.092628939","식육포장처리업","식육포장처리업","","000","",
"213","식육포장처리업","07_22_06_P","3320000","332000010420100005","20100611","","01","영업/정상","0000","정상","","","","","051-301-5689","0","","부산광역시 북구 구포동 1184-4번지","부산광역시 북구 낙동대로1570번길 17 (구포동)","","해인식품","20140616155639","I","2018-08-31 23:59:59.0","","381101.257406464","190455.900012499","식육포장처리업","식육포장처리업","","L00","",
"214","식육포장처리업","07_22_06_P","3320000","332000010420110001","20110311","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 926-4번지","부산광역시 북구 구남로14번길 69 (구포동)","","세강축산","20140304163825","I","2018-08-31 23:59:59.0","","381751.448917681","190900.463477673","식육포장처리업","식육포장처리업","","000","",
"215","식육포장처리업","07_22_06_P","3320000","332000010420110002","20110425","","01","영업/정상","0000","정상","","","","","051-335-1170","0","","부산광역시 북구 만덕동 411번지","부산광역시 북구 덕천로 375 (만덕동)","","대진식품","20190409144426","U","2019-04-11 02:40:00.0","","386072.814970403","192022.68146482","식육포장처리업","식육포장처리업","","000","",
"216","식육포장처리업","07_22_06_P","3320000","332000010420110004","20110518","","01","영업/정상","0000","정상","","","","","305-4706","0","","부산광역시 북구 구포동 1121-2번지","부산광역시 북구 낙동대로1570번가길 26 (구포동)","","(주)세한물산","20170120172905","I","2018-08-31 23:59:59.0","","381177.74489822","190547.610494756","식육포장처리업","식육포장처리업","","L00","",
"217","식육포장처리업","07_22_06_P","3320000","332000010420110007","20110803","","01","영업/정상","0000","정상","","","","","051-322-5990","0","","부산광역시 북구 구포동 1186-19번지","부산광역시 북구 낙동대로1570번나길 5 (구포동)","","육일식육","20180703092352","I","2018-08-31 23:59:59.0","","381125.427543419","190409.152493543","식육포장처리업","식육포장처리업","","000","",
"218","식육포장처리업","07_22_06_P","3320000","332000010420110008","20110803","","01","영업/정상","0000","정상","","","","","051-304-5207","0","","부산광역시 북구 구포동 1185-5번지","부산광역시 북구 사상로583번길 26 (구포동)","","신우식품","20170410172456","I","2018-08-31 23:59:59.0","","381060.168710521","190398.453047677","식육포장처리업","식육포장처리업","","000","",
"219","식육포장처리업","07_22_06_P","3320000","332000010420110009","20111004","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1263-3번지","부산광역시 북구 낙동북로772번길 61, 1층 (구포동)","46641","장원식품","20200313141700","U","2020-03-15 02:40:00.0","","382636.142160208","190372.414646293","식육포장처리업","식육포장처리업","","000","",
"220","식육포장처리업","07_22_06_P","3320000","332000010420120002","20120831","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 927-4번지","부산광역시 북구 구남언덕로 21 (구포동)","46648","미광식품","20180612164021","I","2018-08-31 23:59:59.0","","381660.060041149","190994.259370809","식육포장처리업","식육포장처리업","","000","",
"221","식육포장처리업","07_22_06_P","3320000","332000010420120005","20121218","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1186-20번지","부산광역시 북구 사상로583번길 6, 3층 (구포동)","46504","(주)에이젯푸드서비스지점","20191008130905","U","2019-10-10 02:40:00.0","","381185.806287353","190393.142559782","식육포장처리업","식육포장처리업","","000","",
"222","식육포장처리업","07_22_06_P","3320000","332000010420130001","20130402","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 923-76번지","부산광역시 북구 구남로14번길 1 (구포동)","46647","대한축산","20190715102704","U","2019-07-17 02:40:00.0","","381567.328928714","190667.304978242","식육포장처리업","식육포장처리업","","000","",
"223","식육포장처리업","07_22_06_P","3320000","332000010420130002","20130508","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 만덕동 858번지","부산광역시 북구 은행나무로 54 (만덕동)","46615","화인축산","20140902114209","I","2018-08-31 23:59:59.0","","385674.747728425","191491.719170923","식육포장처리업","식육포장처리업","","000","",
"224","식육포장처리업","07_22_06_P","3320000","332000010420130004","20130620","","01","영업/정상","0000","정상","","","","","051-294-4445","0","","부산광역시 북구 만덕동 386","부산광역시 북구 중리로 5 (만덕동)","46607","(주)금재축산유통","20220304114518","U","2022-03-10 02:40:00.0","","385573.850840205","192078.97426368","식육포장처리업","식육포장처리업","0","L00","0",
"225","식육포장처리업","07_22_06_P","3320000","332000010420140001","20140204","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 덕천동 811-4번지","부산광역시 북구 덕천로 121 (덕천동)","46575","(주)금석식품","20181220165138","U","2018-12-22 02:40:00.0","","383651.193136019","191989.367156984","식육포장처리업","식육포장처리업","","L00","",
"226","식육포장처리업","07_22_06_P","3320000","332000010420140002","20140204","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 덕천동 811-4번지","부산광역시 북구 덕천로 121 (덕천동)","46575","한우축산","20140311101555","I","2018-08-31 23:59:59.0","","383651.193136019","191989.367156984","식육포장처리업","식육포장처리업","","000","",
"227","식육포장처리업","07_22_06_P","3320000","332000010420140004","20140306","","01","영업/정상","0000","정상","","","","","051-301-9133","0","","","부산광역시 북구 낙동대로1570번길 2 (구포동)","46504","주식회사 지비케이","20170309162008","I","2018-08-31 23:59:59.0","","381020.178506769","190435.092628939","식육포장처리업","식육포장처리업","","L00","",
"228","식육포장처리업","07_22_06_P","3320000","332000010420140005","20140327","","01","영업/정상","0000","정상","","","","","051-336-6948","0","","","부산광역시 북구 시랑로79번길 23 (구포동)","46621","엘피식품","20150429171356","I","2018-08-31 23:59:59.0","","382744.248779511","190686.403822875","식육포장처리업","식육포장처리업","","000","",
"229","식육포장처리업","07_22_06_P","3320000","332000010420140007","20140526","","01","영업/정상","0000","정상","","","","","301-0330","0","","","부산광역시 북구 낙동대로1570번나길 17 (구포동)","46504","진미식품 주식회사","20140711090953","I","2018-08-31 23:59:59.0","","381126.795820904","190357.944115253","식육포장처리업","식육포장처리업","","000","",
"230","식육포장처리업","07_22_06_P","3320000","332000010420140011","20141016","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 북구 사상로583번길 33 (구포동)","46504","감천식품","20141208152108","I","2018-08-31 23:59:59.0","","381045.921366365","190370.23484077","식육포장처리업","식육포장처리업","","000","",
"231","식육포장처리업","07_22_06_P","3320000","332000010420140012","20141119","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 북구 사상로577번길 14 (구포동)","46504","청명축산","20180117105817","I","2018-08-31 23:59:59.0","","381149.13984569","190326.704116311","식육포장처리업","식육포장처리업","","000","",
"232","식육포장처리업","07_22_06_P","3320000","332000010420150001","20150102","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 북구 낙동대로1570번길 5 (구포동)","46504","엠푸드","20210715112726","U","2021-07-17 02:40:00.0","","381049.837892828","190457.969927552","식육포장처리업","식육포장처리업","0","000","0",
"233","식육포장처리업","07_22_06_P","3320000","332000010420150002","20150102","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 북구 사상로 581, A동 11호 (구포동)","46504","호연유통","20150102122458","I","2018-08-31 23:59:59.0","","381186.646505489","190340.141159379","식육포장처리업","식육포장처리업","","000","",
"234","식육포장처리업","07_22_06_P","3320000","332000010420150003","20150409","","01","영업/정상","0000","정상","","","","","303-8842","363.38","","","부산광역시 북구 낙동대로 1574 (구포동)","46504","으뜸축산","20200203173023","U","2020-02-05 02:40:00.0","","381054.559021528","190477.967406598","식육포장처리업","식육포장처리업","","000","",
"235","식육포장처리업","07_22_06_P","3320000","332000010420150004","20150527","","01","영업/정상","0000","정상","","","","","343-1173","0","","부산광역시 북구 구포동 1248-11번지","부산광역시 북구 시랑로170번길 14 (구포동)","46645","진진푸드","20171110182006","I","2018-08-31 23:59:59.0","","383273.974107849","190352.430383134","식육포장처리업","식육포장처리업","","000","",
"236","식육포장처리업","07_22_06_P","3320000","332000010420150010","20151026","","01","영업/정상","0000","정상","","","","","051-304-1300","0","","","부산광역시 북구 사상로583번길 26 (구포동)","46504","부원식육","20151026112913","I","2018-08-31 23:59:59.0","","381085.095221873","190423.737144851","식육포장처리업","식육포장처리업","","000","",
"237","식육포장처리업","07_22_06_P","3320000","332000010420160001","20160906","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 북구 사상로583번길 41 (구포동)","46504","동원식육","20160906084134","I","2018-08-31 23:59:59.0","","381004.490291247","190373.979576276","식육포장처리업","식육포장처리업","","000","",
"238","식육포장처리업","07_22_06_P","3320000","332000010420160002","20160906","","01","영업/정상","0000","정상","","","","","","0","","","부산광역시 북구 사상로583번길 42 (구포동)","46504","가야식품","20160906095258","I","2018-08-31 23:59:59.0","","381017.518430144","190402.173876522","식육포장처리업","식육포장처리업","","000","",
"239","식육포장처리업","07_22_06_P","3320000","332000010420170001","20170414","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 덕천동 404-13번지","부산광역시 북구 만덕대로168번길 14 (덕천동)","46569","미진식품","20170414165807","I","2018-08-31 23:59:59.0","","384140.508014595","192245.043323871","식육포장처리업","식육포장처리업","","000","",
"240","식육포장처리업","07_22_06_P","3320000","332000010420170005","20171017","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1121-18번지","부산광역시 북구 낙동대로1570번가길 26-1 (구포동)","46504","주식회사 신우식품","20190909095225","U","2019-09-11 02:40:00.0","","381198.234062988","190545.141869491","식육포장처리업","식육포장처리업","","L00","",
"241","식육포장처리업","07_22_06_P","3320000","332000010420180002","20180608","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 만덕동 328-9번지","부산광역시 북구 덕천로 315 (만덕동)","46610","(주)한육","20180905195408","U","2018-09-05 23:59:59.0","","385556.074246451","191926.877007426","식육포장처리업","식육포장처리업","","L00","",
"242","식육포장처리업","07_22_06_P","3320000","332000010420190002","20190318","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 만덕동 897-8번지","부산광역시 북구 덕천로 380 (만덕동)","46609","포미트","20190318145024","I","2019-03-20 02:21:55.0","","386140.893707986","191978.04583003","식육포장처리업","식육포장처리업","","000","",
"243","식육포장처리업","07_22_06_P","3320000","332000010420190001","20190306","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1188-4번지","부산광역시 북구 사상로577번길 24 (구포동)","46504","만수소식품","20190306184251","I","2019-03-08 02:21:43.0","","381077.868225122","190338.842631857","식육포장처리업","식육포장처리업","","000","",
"244","식육포장처리업","07_22_06_P","3320000","332000000419930001","19930305","","01","영업/정상","0000","정상","","","","","304-8520","0","","부산광역시 북구 구포동 1188-5번지","부산광역시 북구 사상로577번길 36 (구포동)","46504","개금식품","20150624095217","I","2018-08-31 23:59:59.0","","381035.96728713","190346.158216368","식육포장처리업","식육포장처리업","","000","",
"245","식육포장처리업","07_22_06_P","3320000","332000000419980001","19981231","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1188-4번지","부산광역시 북구 사상로577번길 24 (구포동)","","영재식품","20160711174023","I","2018-08-31 23:59:59.0","","381077.868225122","190338.842631857","식육포장처리업","식육포장처리업","","000","",
"246","식육포장처리업","07_22_06_P","3320000","332000000419990004","19990406","","01","영업/정상","0000","정상","","","","","051-303-6599","0","","부산광역시 북구 구포동 1187-3번지","부산광역시 북구 사상로577번길 18 (구포동)","46504","돈다물레방아","20190121182709","U","2019-01-23 02:40:00.0","","381124.807288507","190332.061391393","식육포장처리업","식육포장처리업","","000","",
"247","식육포장처리업","07_22_06_P","3320000","332000000419990007","19991223","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 만덕동 433-6번지","부산광역시 북구 중리로20번길 32 (만덕동)","46610","(주)덕월드","20120209102524","I","2018-08-31 23:59:59.0","","385784.694126855","192275.361977725","식육포장처리업","식육포장처리업","","L00","",
"248","식육포장처리업","07_22_06_P","3320000","332000000420010003","20010317","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1186-24번지","부산광역시 북구 사상로583번길 20 (구포동)","","산지식품","20190129152841","U","2019-01-31 02:40:00.0","","381123.724749767","190388.987764123","식육포장처리업","식육포장처리업","","000","",
"249","식육포장처리업","07_22_06_P","3320000","332000010420190003","20190403","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 화명동 1412-10번지","부산광역시 북구 금곡대로318번길 7, 지하1층 (화명동)","46531","준우유통","20200122175958","U","2020-01-24 02:40:00.0","","383331.303387424","194925.239803618","식육포장처리업","식육포장처리업","","000","",
"250","식육포장처리업","07_22_06_P","3320000","332000010420190006","20081205","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 850-3번지","부산광역시 북구 모분재로105번길 51 (구포동)","46620","아라식품","20190521171027","I","2019-05-23 02:21:15.0","","383046.122055671","190598.099308392","식육포장처리업","식육포장처리업","","000","",
"251","식육포장처리업","07_22_06_P","3320000","332000010420190005","20190507","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1218-1번지","부산광역시 북구 시랑로 64 (구포동)","46631","찬정푸드","20190507173027","I","2019-05-09 02:20:41.0","","382541.404323024","190815.321066383","식육포장처리업","식육포장처리업","","000","",
"252","식육포장처리업","07_22_06_P","3320000","332000010420190004","20190425","","01","영업/정상","0000","정상","","","","","337-2800","0","","부산광역시 북구 구포동 923-184번지","부산광역시 북구 구남로15번길 30 (구포동)","46652","진섬","20190828101530","U","2019-08-30 02:40:00.0","","381417.981148678","190682.10724819","식육포장처리업","식육포장처리업","","000","",
"253","식육포장처리업","07_22_06_P","3320000","332000010420190007","20190610","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1222-23번지","부산광역시 북구 시랑로79번길 23 (구포동)","46621","동백유통","20190610151539","I","2019-06-12 02:21:25.0","","382757.679613496","190680.575816572","식육포장처리업","식육포장처리업","","000","",
"254","식육포장처리업","07_22_06_P","3320000","332000010420190008","20190621","","01","영업/정상","0000","정상","","","","","0513050010","0","","부산광역시 북구 구포동 1184-1번지","부산광역시 북구 낙동대로 1578 (구포동)","46504","(주)살롬푸드서비스","20200316175811","U","2020-03-18 02:40:00.0","","381087.127070886","190505.557359","식육포장처리업","식육포장처리업","","L00","",
"255","식육포장처리업","07_22_06_P","3320000","332000010420190009","20190705","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 857-3번지 벽산그린필드","부산광역시 북구 모분재로105번길 55, 벽산그린필드상가동 102호,103호 (구포동)","46627","건우축산","20200108164310","U","2020-01-10 02:40:00.0","","383143.617616565","190581.596006879","식육포장처리업","식육포장처리업","","000","",
"256","식육포장처리업","07_22_06_P","3320000","332000010420200001","20200122","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1206-40번지","부산광역시 북구 시랑로21번길 47, 2층 (구포동)","46598","주니식품","20200122094614","I","2020-01-24 00:23:24.0","","382668.249863881","191251.358177771","식육포장처리업","식육포장처리업","","000","",
"257","식육포장처리업","07_22_06_P","3320000","332000010420180003","20180727","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 북구 구포동 1184-2번지","부산광역시 북구 낙동대로1582번길 8 (구포동)","46504","(주)오케이푸드","20180727100018","I","2018-08-31 23:59:59.0","","381113.525439834","190512.483762303","식육포장처리업","식육포장처리업","","L00","",
