"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"73","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000008","20040625","","03","폐업","2","폐업","20060124","","","","051 516 7133","","609310","부산광역시 금정구 구서동 159-31","부산광역시 금정구 두실로23번길 5  (구서동)","","(주)엔지니어링","20071031101637","I","2018-08-31 23:59:59.0","기타 서비스업","390012.369265357","197675.929497619","분뇨등설계시공업관리","기타 서비스업","","","","","","","",
"74","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000010","20040625","","03","폐업","2","폐업","20050630","","","","","","609320","부산광역시 금정구 부곡동 244-7","부산광역시 금정구 부산대학로 10  (부곡동)","","(주)원경엔지니어링","20071031102012","I","2018-08-31 23:59:59.0","기타 서비스업","390226.191823568","194536.60816259","분뇨등설계시공업관리","기타 서비스업","","","","","","","",
"75","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000011","20030627","","03","폐업","2","폐업","20070518","","","","","","609350","부산광역시 금정구 청룡동 632-3","부산광역시 금정구 범어사로 423  (청룡동)","","(주)우일환경테크닉스","20071012171716","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","389635.415888168","199385.436227116","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"76","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054000000012","20030627","","03","폐업","2","폐업","20070518","","","","","","609350","부산광역시 금정구 청룡동 632-3","부산광역시 금정구 범어사로 423  (청룡동)","","(주)우일환경테크닉스","20071031112010","I","2018-08-31 23:59:59.0","","389635.415888168","199385.436227116","분뇨등설계시공업관리","","","","","","","","",
"77","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300001","20030627","","03","폐업","2","폐업","20050201","","","","","","609390","부산광역시 금정구 장전동 516-2","부산광역시 금정구 식물원로 77  (장전동)","","진일개발(주)","20071031112136","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","389281.604853879","193798.979849947","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"78","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300002","20030627","","03","폐업","2","폐업","20060124","","","","","","609310","부산광역시 금정구 구서동 159-31","부산광역시 금정구 두실로23번길 5  (구서동)","","(주)세일엔지니어링","20071031112257","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","390012.369265357","197675.929497619","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"79","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300003","20030627","","03","폐업","2","폐업","20071220","","","","","","609390","부산광역시 금정구 장전동 341-14","부산광역시 금정구 금정로 36  (장전동)","","(주)수인건설","20071220143221","I","2018-08-31 23:59:59.0","","389850.299321","194055.895287","분뇨등설계시공업관리","","","","","","","","",
"80","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300005","20030627","","03","폐업","2","폐업","20090525","","","","","","609323","부산광역시 금정구 부곡동 11-6","부산광역시 금정구 무학송로 142  (부곡동)","","(주)자연과사람","20090525093432","I","2018-08-31 23:59:59.0","","390550.02591516","195824.782809681","분뇨등설계시공업관리","","","","","","","","",
"81","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300007","20030627","","03","폐업","2","폐업","20060403","","","","","","609340","부산광역시 금정구 남산동 952-12","부산광역시 금정구 금샘로 585  (남산동)","","한샘이엔지(주)","20071031112946","I","2018-08-31 23:59:59.0","그외 기타 분류안된 모든 서비스업","389621.325510809","199255.499468693","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","","","","",
"82","단독정화조/오수처리시설설계시공업","09_30_07_P","3350000","335000054200300008","20030627","","03","폐업","2","폐업","20071220","","","","","","609323","부산광역시 금정구 부곡동 23-8","","","이원환경엔지니어링","20071220144943","I","2018-08-31 23:59:59.0","","390478.234603697","195651.433098633","분뇨등설계시공업관리","","","","","","","","",
"83","단독정화조/오수처리시설설계시공업","09_30_07_P","3360000","336000054201800001","20181206","","02","휴업","1","휴업","","20190701","20191201","","051-900-5881","","","부산광역시 강서구 대저2동 2058-4","부산광역시 강서구 공항앞길33번길 9 (대저2동)","46720","주식회사 엔바이오","20190715111526","U","2019-07-17 02:40:00.0","","377886.055777011","188426.408224606","분뇨등설계시공업관리","","","","","","","","",
"84","단독정화조/오수처리시설설계시공업","09_30_07_P","3360000","336000054201000002","20100920","","01","영업/정상","11","영업","","","","","0513058886","","","부산광역시 강서구 녹산동 172-27","부산광역시 강서구 낙동남로622번길 78-2 (녹산동)","46736","(주)국제환경기술","20190521134522","I","2019-05-23 02:21:15.0","","372204.188026676","180835.76175833","분뇨등설계시공업관리","","","","","","","","",
"85","단독정화조/오수처리시설설계시공업","09_30_07_P","3360000","336000054201000001","20100802","","01","영업/정상","11","영업","","","","","","","618802","부산광역시 강서구 강동동 3227-5","부산광역시 강서구 제도로 675  (강동동)","","주식회사 동양환경","20211105170346","U","2021-11-07 02:40:00.0","하수, 폐수 및 분뇨 처리업","374396.116306859","187682.783246198","분뇨등설계시공업관리","하수, 폐수 및 분뇨 처리업","","","","0","","0","",
"86","단독정화조/오수처리시설설계시공업","09_30_07_P","3360000","336000054200400001","20040513","","03","폐업","2","폐업","20120312","","","","","","618210","부산광역시 강서구 녹산동 546-57","부산광역시 강서구 낙동남로582번가길 14  (녹산동)","","동산환경엔지니어링(주)","20120312170347","I","2018-08-31 23:59:59.0","","371767.995757446","180812.733614603","분뇨등설계시공업관리","","","","","","","","",
"87","단독정화조/오수처리시설설계시공업","09_30_07_P","3360000","336000054200900001","20090911","","03","폐업","2","폐업","20100817","","","","9419050","","618805","부산광역시 강서구 대저1동 1494-5","부산광역시 강서구 경전철로 405  (대저1동)","","동양환경ENG","20100817093105","I","2018-08-31 23:59:59.0","","378681.646451458","192402.662446641","분뇨등설계시공업관리","","","","","","","","",
"88","단독정화조/오수처리시설설계시공업","09_30_07_P","3360000","336000054201000003","20101231","","03","폐업","2","폐업","20120312","","","","","","618210","부산광역시 강서구 녹산동 546-57","부산광역시 강서구 낙동남로582번가길 14  (녹산동)","","동산환경엔지니어링(주)","20130122172543","I","2018-08-31 23:59:59.0","","371767.995757446","180812.733614603","분뇨등설계시공업관리","","","","","","","","",
"89","단독정화조/오수처리시설설계시공업","09_30_07_P","3360000","336000054201200001","20120309","","01","영업/정상","3","재개업","","","","20130124","051-973-8300","","618803","부산광역시 강서구 대저1동 739-1","부산광역시 강서구 대저로171번길 26 (대저1동)","618803","한일기업","20181002173048","U","2018-10-04 02:37:35.0","","379584.35365473","192432.7664291","분뇨등설계시공업관리","","","","","","","","",
"90","단독정화조/오수처리시설설계시공업","09_30_07_P","3370000","337000054199800001","19980427","","02","휴업","1","휴업","","20090101","20091231","","","","611081","부산광역시 연제구 연산동 308-2","부산광역시 연제구 과정로322번길 30 (연산동)","611811","(주)우진티엠에스","20111031132114","I","2018-08-31 23:59:59.0","","390603.52851106","189941.201516817","분뇨등설계시공업관리","","","","","","","","",
"91","단독정화조/오수처리시설설계시공업","09_30_07_P","3370000","337000054199900001","19950615","","01","영업/정상","11","영업","","","","","","","611081","부산광역시 연제구 연산동 326-1","부산광역시 연제구 쌍미천로162번길 26 (연산동)","611814","(주)영우엔지니어링","20161128112428","I","2018-08-31 23:59:59.0","","390180.040182107","189522.647112875","분뇨등설계시공업관리","","","","","","","","",
"92","단독정화조/오수처리시설설계시공업","09_30_07_P","3370000","337000054199500001","19950530","","03","폐업","2","폐업","19950530","","","","","","611084","부산광역시 연제구 연산동 723-17","","","연제정화(주)","20070712150026","I","2018-08-31 23:59:59.0","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등설계시공업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","","","","",
"93","단독정화조/오수처리시설설계시공업","09_30_07_P","3370000","337000054200500001","20050322","","03","폐업","2","폐업","20050701","","","","","","611089","부산광역시 연제구 연산동 70-19","","","혜림환경","20070712150207","I","2018-08-31 23:59:59.0","","","","분뇨등설계시공업관리","","","","","","","","",
"94","단독정화조/오수처리시설설계시공업","09_30_07_P","3370000","337000054201400001","20140827","","03","폐업","2","폐업","20150417","","","","051-341-2220","","611807","부산광역시 연제구 거제동 890-1","부산광역시 연제구 종합운동장로 36, 4층 (거제동, 정은빌딩)","611807","(주)우람","20150420102006","I","2018-08-31 23:59:59.0","","387971.071067504","190223.740240595","분뇨등설계시공업관리","","","","","","","","",
"95","단독정화조/오수처리시설설계시공업","09_30_07_P","3380000","338000054200600001","20060718","","01","영업/정상","11","영업","","","","","","","613802","부산광역시 수영구 광안동 116-5 동트레아파트 상가 505호","","","(주)미래테크닉스","20071119143010","I","2018-08-31 23:59:59.0","","392612.309619041","186862.700818662","분뇨등설계시공업관리","","","","","","","","",
"96","단독정화조/오수처리시설설계시공업","09_30_07_P","3380000","338000054198900001","19890216","","03","폐업","2","폐업","20171205","","","","","","613827","부산광역시 수영구 민락동 28-11","부산광역시 수영구 광남로 252-1 (민락동)","613827","양지엔지니어링(주)","20171205143603","I","2018-08-31 23:59:59.0","","393679.154888123","186538.775132992","분뇨등설계시공업관리","","","","","","","","",
"97","단독정화조/오수처리시설설계시공업","09_30_07_P","3380000","338000054200700001","20071119","","03","폐업","2","폐업","20100202","","","","","","613802","부산광역시 수영구 광안동 116-5 동트레아파트 상가 505호","","","(주)미래테크닉스","20100202160250","I","2018-08-31 23:59:59.0","","392612.309619041","186862.700818662","분뇨등설계시공업관리","","","","","","","","",
"98","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054199800001","19980522","","02","휴업","1","휴업","","20040925","20050303","","","","617810","부산광역시 사상구 덕포동 762","부산광역시 사상구 덕상로 112 (덕포동)","617810","(주)조은건설","20140415104328","I","2018-08-31 23:59:59.0","","381235.603033073","188561.617705825","분뇨등설계시공업관리","","","","","","","","",
"99","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054201900001","20191015","","03","폐업","2","폐업","20200907","","","","","","617837","부산광역시 사상구 주례동 935 4층","부산광역시 사상구 백양대로 483 (주례동)","617837","(주)영동엔지니어링","20200907160509","U","2020-09-09 02:40:00.0","","382070.620479643","185570.898130941","분뇨등설계시공업관리","","","","","","","","",
"100","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054199900001","19990402","","03","폐업","2","폐업","20080311","","","","","","617837","부산광역시 사상구 주례동 935 4층","부산광역시 사상구 백양대로 483 (주례동)","617837","(주)영동엔지니어링","20140115101600","I","2018-08-31 23:59:59.0","","382070.620479643","185570.898130941","분뇨등설계시공업관리","","","","","","","","",
"101","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054200300001","20030424","","03","폐업","2","폐업","20031122","","","","","","617844","부산광역시 사상구 학장동 279-15","부산광역시 사상구 가야대로196번길 68 (학장동)","617844","서원크린테크(주)","20140115101811","I","2018-08-31 23:59:59.0","","381651.458143759","184855.345113082","분뇨등설계시공업관리","","","","","","","","",
"102","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054201200001","20120928","","03","폐업","2","폐업","20130523","","","","051-912-6661","","null","","부산광역시 사상구 엄궁로 70-16 (엄궁동)","617829","청우에이스(주)","20141006175459","I","2018-08-31 23:59:59.0","","379809.907618382","182140.508159068","분뇨등설계시공업관리","","","","","","","","",
"103","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054201200002","20120928","","03","폐업","2","폐업","20130523","","","","051-912-6661","","","","부산광역시 사상구 엄궁로 70-16 (엄궁동)","617829","청우에이스(주)","20130523102413","I","2018-08-31 23:59:59.0","","379809.907618382","182140.508159068","분뇨등설계시공업관리","","","","","","","","",
"104","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054201300001","20130129","","03","폐업","2","폐업","20141229","","","","","","617837","부산광역시 사상구 주례동 935 4층","부산광역시 사상구 백양대로 483 (주례동)","617837","(주)영동엔지니어링","20141229162552","I","2018-08-31 23:59:59.0","","382070.620479643","185570.898130941","분뇨등설계시공업관리","","","","","","","","",
"105","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054201400001","20140213","","03","폐업","2","폐업","20141229","","","","","","617837","부산광역시 사상구 주례동 935 4층","부산광역시 사상구 백양대로 483 (주례동)","617837","(주)영동엔지니어링","20141229163235","I","2018-08-31 23:59:59.0","","382070.620479643","185570.898130941","분뇨등설계시공업관리","","","","","","","","",
"106","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054201600001","20160225","","03","폐업","2","폐업","20161027","","","","","","617837","부산광역시 사상구 주례동 935 4층","부산광역시 사상구 백양대로 483 (주례동)","617837","(주)영동엔지니어링","20161027170148","I","2018-08-31 23:59:59.0","","382070.620479643","185570.898130941","분뇨등설계시공업관리","","","","","","","","",
"107","단독정화조/오수처리시설설계시공업","09_30_07_P","3390000","339000054201800001","20180220","","03","폐업","2","폐업","20181224","","","","","","617837","부산광역시 사상구 주례동 935 4층","부산광역시 사상구 백양대로 483 (주례동)","617837","(주)영동엔지니어링","20181224160514","U","2018-12-26 02:40:00.0","","382070.620479643","185570.898130941","분뇨등설계시공업관리","","","","","","","","",
"108","단독정화조/오수처리시설설계시공업","09_30_07_P","3400000","340000054200300001","20030826","","01","영업/정상","11","영업","","","","","051-724-1277","","619906","부산광역시 기장군 기장읍 청강리 164-11","부산광역시 기장군 기장읍 청강로57번길 5","619906","(주)태광환경이엔지","20131202125608","I","2018-08-31 23:59:59.0","","402094.490620577","195368.068622078","분뇨등설계시공업관리","","","","","","","","",
"109","단독정화조/오수처리시설설계시공업","09_30_07_P","3400000","340000054199800001","19980216","","03","폐업","2","폐업","20041120","","","","005107225397","","619901","부산광역시 기장군 기장읍 교리 335-2","부산광역시 기장군 기장읍 반송로 1621","","동남엔바이로(주)","20030828103053","I","2018-08-31 23:59:59.0","분뇨 처리업","401566.670767291","196875.098439374","분뇨등설계시공업관리","분뇨 처리업","","","","","","","",
"110","단독정화조/오수처리시설설계시공업","09_30_07_P","3400000","340000054199900001","19990911","","03","폐업","2","폐업","20040204","","","","005107231855","","619903","부산광역시 기장군 기장읍 대라리 92-5","","","(주)한백엔지니어링","20030828105014","I","2018-08-31 23:59:59.0","분뇨 처리업","","","분뇨등설계시공업관리","분뇨 처리업","","","","","","","",
"111","단독정화조/오수처리시설설계시공업","09_30_07_P","3400000","340000054200200001","20040108","","03","폐업","2","폐업","20060630","","","","005107285600","","619963","부산광역시 기장군 정관읍 매학리 475-2","부산광역시 기장군 정관면 정관상곡1길 27-48","","한독환경산업(주)","20040108135122","I","2018-08-31 23:59:59.0","고무 및 플라스틱제품 제조업","396986.803116153","204244.121180987","분뇨등설계시공업관리","고무 및 플라스틱제품 제조업","","","","","","","",
"112","단독정화조/오수처리시설설계시공업","09_30_07_P","3400000","340000054200600001","20060426","","03","폐업","2","폐업","20070226","","","","","","619903","부산광역시 기장군 기장읍 대라리 170-5","부산광역시 기장군 기장읍 차성로190번길 97","","제일환경","20071207172516","I","2018-08-31 23:59:59.0","","401638.040844059","195299.187228319","분뇨등설계시공업관리","","","","","","","","",
