"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자본금","거래처",
"123","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500025","20120517","","03","폐업","3","폐지","20120517","","","","0514698074","","600817","부산광역시 중구 중앙동4가 80번지 15호 석정빌딩 301호","부산광역시 중구 충장대로9번길 30, 301호 (중앙동4가,석정빌딩)","600817","(주)대흥","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385735.376259052","180645.436105397","100000000","기타",
"124","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006600002","20120522","","03","폐업","3","폐지","20121203","","","","","","617806","부산광역시 사상구 괘법동 933번지 4호 국제글로벌 1005호","부산광역시 사상구 광장로 106, 10층 1005호 (괘법동,국제글로벌)","617806","(주)제이앤에스","20220702204730","U","2022-07-04 02:40:00.0","용제대리점","381072.491465006","186557.907450601","50000000","기타",
"125","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500026","20120607","","03","폐업","3","폐지","20120607","","","","0514666892","","600716","부산광역시 중구 중앙동5가 13번지 동주빌딩","부산광역시 중구 중앙대로42번길 5, 8층 (중앙동5가,동주빌딩)","600716","(주)우리해상급유","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385694.47194631","179946.417621085","100000000","기타",
"126","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500027","20120625","","03","폐업","3","폐지","20120625","","","","0514682237","","600814","부산광역시 중구 중앙동4가 23번지 3호 노블리안2 315호","부산광역시 중구 중앙대로 80, 315호 (중앙동4가,노블리안2)","600814","덕성물류(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385620.442840162","180318.023751684","100000000","기타",
"127","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500003","20140113","","03","폐업","3","폐지","20140113","","","","05135639865","","601838","부산광역시 동구 초량동 1195번지 2호 화신빌딩 604호","부산광역시 동구 중앙대로236번길 7-12, 604호 (초량동,화신빌딩)","601838","(주)동신이엔지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386168.062735497","181834.71610107","100000000","기타",
"128","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500012","20130218","","03","폐업","3","폐지","20161026","","","","0514413447","","","부산광역시 중구 중앙동2가 44번지 1호","부산광역시 중구 대청로 136 (중앙동2가)","48956","(주)동림모스텍","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385467.102971945","180041.88705631","100000000","기타",
"129","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500013","20130305","","03","폐업","3","폐지","20130305","","","","07041517007","","600811","부산광역시 중구 영주1동  32번지 3호 준희빌딩 501호","부산광역시 중구 대영로 247, 501호 (영주동,준희빌딩)","600811","해창해운","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385704.179290977","181150.076167714","100000000","기타",
"130","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500015","20130315","","03","폐업","3","폐지","20130315","","","","0512462006","","601839","부산광역시 동구 초량동 1204번지 13호 성신빌딩 201B호","부산광역시 동구 중앙대로180번길 9, 201B호 (초량동,성신빌딩)","601839","경진기업(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385909.371816942","181245.959273419","100000000","기타",
"131","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500016","20130326","","03","폐업","3","폐지","20130326","","","","0514657737","","601837","부산광역시 동구 초량동 1163번지 9호","부산광역시 동구 중앙대로286번길 3-1, 초량동 (초량동)","601837","태양해상급유(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386259.571783064","182242.337447271","100000000","기타",
"132","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500024","20130524","","03","폐업","3","폐지","20130524","","","","0514640588","","601837","부산광역시 동구 초량동 1162번지 7호 대산빌딩 401호","부산광역시 동구 중앙대로286번길 3-4, 401호 (초량동,대산빌딩)","601837","(주)해린산업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386290.186580251","182254.003236487","100000000","기타",
"133","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500017","20130402","","03","폐업","3","폐지","20170628","","","","0514693487","","","부산광역시 동구 초량동 1204번지 6호 중앙빌딩 A505호","부산광역시 동구 중앙대로196번길 12-8, A505호 (초량동,중앙빌딩)","48821","(주)태성페트로","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385930.5511013","181306.457183279","100000000","기타",
"134","석유및석유대체연료판매업체","09_28_07_P","6260000","200462600006500005","20040105","","03","폐업","3","폐지","20081126","","","","0514688543","","601729","부산광역시 동구 초량1동  1203번지 10호 프레지던트오피스텔 401호","부산광역시 동구 중앙대로180번길 13, 401호 (초량동,프레지던트오피스텔)","","(주)신방마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385956.31866986","181231.059906128","100000000","기타",
"135","석유및석유대체연료판매업체","09_28_07_P","6260000","200562600006600001","20050530","","03","폐업","3","폐지","20091012","","","","0513112326","","617809","부산광역시 사상구 괘법동   580번지 1호 청마마이우스오피스텔 409호","부산광역시 사상구 광장로56번길 67, 409호 (괘법동,청마마이우스오피스텔)","","반야케미칼(주)","20220702204730","U","2022-07-04 02:40:00.0","용제대리점","380533.846089788","186250.31461722","50000000","기타",
"136","석유및석유대체연료판매업체","09_28_07_P","6260000","200562600006500015","20051128","","03","폐업","3","폐지","20090708","","","","0514650704","","600814","부산광역시 중구 중앙동4가   23번지 1호 노블리안2 오피스텔 712호","부산광역시 중구 중앙대로 80, 712호 (중앙동4가,노블리안2 오피스텔)","","삼우마린(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385630.742187332","180306.821082315","100000000","SK",
"137","석유및석유대체연료판매업체","09_28_07_P","6260000","200662600006700004","20061115","","03","폐업","3","폐지","20071112","","","","0515075220","","611807","부산광역시 연제구 거제2동   894번지 2호","부산광역시 연제구 아시아드대로 93 (거제동)","","(주)케이씨아이","20220702204730","U","2022-07-04 02:40:00.0","부생연료판매소","388148.618186721","190143.733717118","","(주)극동정유",
"138","석유및석유대체연료판매업체","09_28_07_P","6260000","200762600006500062","20071127","","03","폐업","3","폐지","20081009","","","","0518662555","","614856","부산 부산진구 양정1동   402번지 21호 형옥오피스텔 803호","부산광역시 부산진구 거제대로 14-7, 803호 (양정동,형옥오피스텔)","","(주)예스페트로","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","388331.781122252","187564.354313387","100000000","기타",
"139","석유및석유대체연료판매업체","09_28_07_P","6260000","200662600006500026","20060707","","03","폐업","3","폐지","20071218","","","","0514629635","","601729","부산광역시 동구 초량1동  1203번지 10호 프레지던트오피스텔 1308호","부산광역시 동구 중앙대로180번길 13, 1308호 (초량동,프레지던트오피스텔)","","서진마린서비스(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385956.31866986","181231.059906128","100000000","기타",
"140","석유및석유대체연료판매업체","09_28_07_P","6260000","200662600006500028","20060630","","03","폐업","3","폐지","20071122","","","","0514421226","","600101","부산광역시 중구 대창동1가   51번지 부산중앙빌딩 703호","부산광역시 중구 해관로 89, 703호 (대창동1가,부산중앙빌딩)","","(주)이강급유","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385507.640529964","180548.792611588","100000000","기타",
"141","석유및석유대체연료판매업체","09_28_07_P","6260000","200662600006500037","20061122","","03","폐업","3","폐지","20071106","","","","","","609813","부산광역시 금정구 남산동   484번지 8호 마이빌 101호","부산광역시 금정구 금강로 617, 101호 (남산동,마이빌)","","(주)대마기업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","389928.444358818","197931.667596638","100000000","기타",
"142","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500001","20140109","","03","폐업","3","폐지","20140109","","","","0514628989","","600012","부산광역시 중구 중앙동2가 49번지 2호 대진빌딩 301호","부산광역시 중구 해관로 41, 301호 (중앙동2가,대진빌딩)","600012","(주)은성마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385520.002013907","180055.930790147","100000000","기타",
"143","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500017","20120314","","03","폐업","3","폐지","20130315","","","","","","617809","부산광역시 사상구 괘법동 562번지 7호","부산광역시 사상구 괘감로 55-9, 2층 (괘법동)","617809","(주)정선기업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","380410.679919356","186200.945709187","100000000","기타",
"144","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500037","20111010","","03","폐업","3","폐지","20111010","","","","","","602011","부산광역시 서구 충무동1가 2번지 4호 우진빌딩 301호","부산광역시 서구 자갈치로 11, 301호 (충무동1가,우진빌딩)","602011","성운에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384640.131912633","179354.473113113","100000000","기타",
"145","석유및석유대체연료판매업체","09_28_07_P","6260000","200962600006500047","20090504","","03","폐업","3","폐지","20111227","","","","0513037858","","617814","부산광역시 사상구 덕포2동   389번지 6호","부산광역시 사상구 사상로 353 (덕포동)","","(주)유원산업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","380690.541872806","188146.425312633","100000000","기타",
"146","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500041","20111027","","03","폐업","3","폐지","20121026","","","","0514651145","","602808","부산광역시 서구 동대신동1가   205번지 10호","부산광역시 서구 대영로74번길 27-8 (동대신동1가)","","(주)세웅기업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384112.138775062","180790.219974548","100000000","기타",
"147","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500018","20120314","","03","폐업","3","폐지","20120314","","","","0512578321","","602053","부산광역시 서구 토성동3가 5번지 1호","부산광역시 서구 까치고개로229번길 47-1 (토성동3가)","602053","(주)용정앤씨","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384192.580817839","179954.222201788","100000000","기타",
"148","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500019","20120322","","03","폐업","3","폐지","20120322","","","","0514658500","","601837","부산광역시 동구 초량동 1162번지 28호 대정빌딩 402호","부산광역시 동구 중앙대로286번길 7-7, 402호 (초량동,대정빌딩)","601837","(주)오션월드","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386309.099122048","182263.588089645","100000000","기타",
"149","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500020","20120420","","03","폐업","3","폐지","20120420","","","","0514136100","","600074","부산광역시 중구 부평동4가 52번지 3호 골든시티오피스텔 809호","부산광역시 중구 보수대로 82, 809호 (부평동4가,골든시티오피스텔)","600074","(주)금도산업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384249.201710589","180080.172971726","100000000","기타",
"150","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500022","20120501","","03","폐업","3","폐지","20120501","","","","0514666892","","600716","부산광역시 중구 중앙동5가 13번지 동주빌딩","부산광역시 중구 중앙대로42번길 5, 8층 (중앙동5가,동주빌딩)","600716","부산해상급유(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385694.47194631","179946.417621085","192500000","기타",
"151","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006600003","20111019","","03","폐업","3","폐지","20120316","","","","","","616090","부산광역시 북구 구포동  700번지 54호 3층","부산광역시 북구 시랑로 9-1, 3층 (구포동)","616090","(주)태일화학","20220702204730","U","2022-07-04 02:40:00.0","용제대리점","382469.552222546","191325.19915572","50000000","기타",
"152","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500006","20130115","","03","폐업","3","폐지","20130115","","","","0514035567","","606804","부산광역시 영도구 동삼동 946번지 1호","부산광역시 영도구 태종로 795 (동삼동)","606804","(주)삼성에너텍","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","389797.314948995","176014.233228622","100000000","기타",
"153","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500007","20130118","","03","폐업","3","폐지","20130118","","","","0512455600","","600023","부산광역시 중구 동광동3가 36번지 대한빌딩 401호","부산광역시 중구 백산길 4, 401호 (동광동3가,대한빌딩)","600023","장평해운(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385387.766423567","180045.710216401","100000000","기타",
"154","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500010","20120215","","03","폐업","3","폐지","20160406","","","","0512318556","","600074","부산광역시 중구 부평동4가 52번지 3호 골든시티오피스텔 509호","부산광역시 중구 보수대로 82, 509호 (부평동4가,골든시티오피스텔)","600074","세명해상급유(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384249.201710589","180080.172971726","100000000","기타",
"155","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500011","20120215","","03","폐업","3","폐지","20120720","","","","0512579495","","600046","부산광역시 중구 남포동6가 113번지 1호 하버타워 705호","부산광역시 중구 구덕로 87-1, 705호 (남포동6가,하버타워)","600046","태연기업(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384708.848957593","179404.943227079","100000000","기타",
"156","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006600001","20120224","","03","폐업","3","폐지","20120308","","","","0515039743","","617723","부산광역시 사상구 감전동 502번지 1호 마트월드 b동 309호","부산광역시 사상구 낙동대로 910, b동 309호 (감전동,마트월드)","617723","비에스켐","20220702204730","U","2022-07-04 02:40:00.0","용제대리점","379554.826788136","184301.128962735","100000000","기타",
"157","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500013","20120227","","03","폐업","3","폐지","20130117","","","","0519236804","","612889","부산광역시 해운대구 우동 1509번지 센텀마커스빌딩 1302호","부산광역시 해운대구 센텀2로 29, 1302호 (우동,센텀마커스빌딩)","612889","부산마린앤오일(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","394281.820811547","187357.726806134","100000000","기타",
"158","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500015","20120306","","03","폐업","3","폐지","20120306","","","","0514412845","","","부산광역시 중구 부평동4가 52번지 3호 골든시티오피스텔 1111호","부산광역시 중구 보수대로 82, 1111호 (부평동4가,골든시티오피스텔)","48973","(주)청우엔터프라이즈","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384249.201710589","180080.172971726","100000000","기타",
"159","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500016","20120306","","03","폐업","3","폐지","20120316","","","","0514645249","","600816","부산광역시 중구 중앙동4가 78번지 4호 동일빌딩 403-1호","부산광역시 중구 충장대로5번길 56-2, 403-1호 (중앙동4가,동일빌딩)","600816","(주)삼원해상개발","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385768.085933238","180905.236331808","100000000","기타",
"160","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500017","20140421","","03","폐업","3","폐지","20140421","","","","0512578883","","611821","부산광역시 연제구 연산동 582번지 1호","부산광역시 연제구 반송로 89, 2층 (연산동)","611821","플러스판매(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","390134.948279699","190032.938338567","950000000","기타",
"161","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500020","20140507","","03","폐업","3","폐지","20160321","","","","0519163036","","601832","부산광역시 동구 초량동 827번지 71호","부산광역시 동구 초량북로15번길 11-1 (초량동)","601832","우성선박(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385431.0818545","182166.114477671","100000000","기타",
"162","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500021","20140521","","03","폐업","3","폐지","20170714","","","","","","","부산광역시 동구 초량동 588번지 10호 썬라이즈 에이동 101호","부산광역시 동구 초량중로 30, 에이동 101호 (초량동,썬라이즈)","48818","(주)유광마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385657.750652828","181397.57587256","100000000","기타",
"163","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500023","20140605","","03","폐업","3","폐지","","","","","0514424600","","607791","부산광역시 동래구 안락동 1240번지 안락뜨란채1단지 102동 403호","부산광역시 동래구 연안로 71, 102동 403호 (안락동,안락뜨란채1단지)","607791","(주)고려이엔지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","391898.470162315","190380.137547019","100000000","기타",
"164","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500022","20140527","","03","폐업","3","폐지","20140527","","","","0514659023","","618814","부산광역시 강서구 명지동 3234번지 두산위브 113동 1401호","부산광역시 강서구 명지오션시티11로 22, 113동 1401호 (명지동,두산위브)","618814","(주)동원에르나","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","373006.154295793","177655.476042346","200000000","기타",
"165","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500001","20130104","","03","폐업","3","폐지","20130104","","","","0512434275","","602816","부산광역시 서구 부민동1가 22번지 15호","부산광역시 서구 구덕로200번길 15, 2층 (부민동1가)","602816","(주)해웅","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384183.862437621","180031.728357164","100000000","기타",
"166","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500024","20140610","","03","폐업","3","폐지","20161024","","","","0514620456","","600816","부산광역시 중구 중앙동4가 78번지 12호 남정빌딩 303호","부산광역시 중구 충장대로5번길 52, 303호 (중앙동4가,남정빌딩)","600816","(주)태온에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385752.555956106","180859.80912644","100000000","기타",
"167","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500025","20140623","","03","폐업","3","폐지","20170201","","","","0514654642","","","부산광역시 수영구 광안동 89번지 13호 화목오피스텔 1302호","부산광역시 수영구 수영로 668, 1302호 (광안동,화목오피스텔)","48267","(주)미진에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","392635.637555849","187172.4033403","100000000","기타",
"168","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500026","20140703","","03","폐업","3","폐지","20170818","","","","","","600802","부산광역시 중구 보수동1가 16번지 30호  301호","부산광역시 중구 보수대로140번안길 4-17, 301호 (보수동1가)","600802","(주)한림","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384406.12631763","180582.5513937","100000000","기타",
"169","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500027","20140704","","03","폐업","3","폐지","20140704","","","","0512426180","","602831","부산광역시 서구 암남동 353번지 1호 백조맨션 201호","부산광역시 서구 충무대로34번길 44, 201호 (암남동,백조맨션)","602831","동성상사(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","383868.495510852","177165.36117383","100000000","기타",
"170","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500028","20110817","","03","폐업","3","폐지","20110817","","","","07041401424","","602011","부산광역시 서구 충무동1가 23번지 1호 태평빌딩 B동 503호","부산광역시 서구 해안새벽시장길 18, B동 503호 (충무동1가,태평빌딩)","602011","(주)서진유업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384597.87901964","179260.908755216","100000000","기타",
"171","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500009","20140214","","03","폐업","3","폐지","20140214","","","","","","","부산광역시 금정구 구서동 420번지 21호 구서역하이텔 804호","부산광역시 금정구 부곡온천천로 204, 804호 (구서동,구서역하이텔)","46274","(주)은성석유","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","390284.004119038","195791.087576466","100000000","기타",
"172","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500010","20140321","","03","폐업","3","폐지","20140321","","","","0514636104","","602816","부산광역시 서구 부민동1가 11번지 2호","부산광역시 서구 보수대로 97, 2층 (부민동1가)","602816","(주)골드마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384204.36672529","180246.615787345","100000000","기타",
"173","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500009","20130125","","03","폐업","3","폐지","20130125","","","","","","601839","부산광역시 동구 초량동 1212번지 8호 초량빌딩 304호","부산광역시 동구 중앙대로180번길 6-13, 304호 (초량동,초량빌딩)","601839","(주)경원유화","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385848.233482527","181136.886460715","100000000","기타",
"174","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500010","20130130","","03","폐업","3","폐지","20130130","","","","","","600016","부산광역시 중구 중앙동6가 72번지  503호","부산광역시 중구 중앙대로 22, 503호 (중앙동6가)","600016","(주)덕양","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385663.457515779","179718.597231335","100000000","기타",
"175","석유및석유대체연료판매업체","09_28_07_P","6260000","200762600006500040","20070628","","03","폐업","3","폐지","20080509","","","","0514419007","","600013","부산광역시 중구 중앙동3가   10번지 1호 6층","부산광역시 중구 해관로 49-1 (중앙동3가,6층)","","(주)은진유업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385519.159152528","180152.573292329","100000000","기타",
"176","석유및석유대체연료판매업체","09_28_07_P","6260000","200662600006500023","20060728","","03","폐업","3","폐지","20070719","","","","0514182811","","606800","부산광역시 영도구 남항동1가   56번지 1호","부산광역시 영도구 남항로 3 (남항동1가)","","(주)대일해운","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385703.589387859","178681.663648171","100000000","기타",
"177","석유및석유대체연료판매업체","09_28_07_P","6260000","200762600006500044","20070730","","03","폐업","3","폐지","20080401","","","","0519233058","","614867","부산광역시 부산진구 전포1동   362번지 62호 한웅인터빌 1506호","부산광역시 부산진구 전포대로 162, 1506호 (전포동,한웅인터빌)","","(주)이원에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","388186.052102113","185507.832802069","100000000","기타",
"178","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500046","20121127","","03","폐업","3","폐지","20121127","","","","","","606011","부산광역시 영도구 대교동1가 80번지 정경빌딩 402호","부산광역시 영도구 태종로 62, 402호 (대교동1가,정경빌딩)","606011","(주)서유","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385751.965250652","178969.139157865","100000000","기타",
"179","석유및석유대체연료판매업체","09_28_07_P","6260000","201262600006500047","20121228","","03","폐업","3","폐지","20121228","","","","0514699346","","601838","부산광역시 동구 초량동 1200번지 1호 동남빌딩 701호","부산광역시 동구 중앙대로214번길 7-11, 701호 (초량동,동남빌딩)","601838","(주)지엘에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386055.563905435","181649.267916478","100000000","기타",
"180","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500002","20130104","","03","폐업","3","폐지","20180430","","","","0514627993","","601839","부산광역시 동구 초량동 1212번지 5호 금민빌딩 605호","부산광역시 동구 중앙대로180번길 6-11, 605호 (초량동,금민빌딩)","601839","(주)서진오일","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385854.644767925","181155.449049794","100000000","기타",
"181","석유및석유대체연료판매업체","09_28_07_P","6260000","200962600006500042","20091019","","03","폐업","3","폐지","20091019","","","","07088360114","","600814","부산광역시 중구 중앙동4가 85번지 15호 국제빌딩 203호","부산광역시 중구 충장대로13번길 21, 203호 (중앙동4가,국제빌딩)","600814","(주)동서에너지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385747.665901223","180578.645669464","100000000","SK",
"182","석유및석유대체연료판매업체","09_28_07_P","6260000","201362600006500045","20131210","","03","폐업","3","폐지","20131210","","","","0517170120","","600814","부산광역시 중구 중앙동4가 23번지 1호 노블리안2 1310호","부산광역시 중구 중앙대로 80, 1310호 (중앙동4가,노블리안2)","600814","(주)해성오일","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385630.742187332","180306.821082315","100000000","기타",
"183","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500024","20110714","","03","폐업","3","폐지","20121113","","","","","","616090","부산광역시 북구 구포동 1119번지 7호","부산광역시 북구 사상로 619 (구포동)","616090","부산경인에너지(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","381235.386244757","190699.447991725","100000000","기타",
"184","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500025","20110727","","03","폐업","3","폐지","20120309","","","","","","601840","부산광역시 동구 초량2동   1213번지 14호 프라자호텔 별관 603호","부산광역시 동구 중앙대로180번길 12-15 (초량동,프라자호텔 별관 603호)","","동우해상(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385891.8538764","181102.740799952","120000000","기타",
"185","석유및석유대체연료판매업체","09_28_07_P","6260000","201062600006500037","20101025","","03","폐업","3","폐지","20101025","","","","0512542512","","602081","부산광역시 서구 부용동1가   65번지 1호 동아빌딩4층","부산광역시 서구 보수대로 111 (부용동1가,동아빌딩4층)","","(주)보경기업","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","384208.078079032","180375.229852642","100000000","기타",
"186","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500013","20110328","","03","폐업","3","폐지","20120710","","","","0514411026","","601838","부산광역시 동구 초량3동   1196번지 4호 유니스타빌딩 301호","부산광역시 동구 중앙대로226번길 13-7 (초량동,유니스타빌딩 301호)","","(주)동명해운","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","386130.728941806","181702.314670695","100000000","기타",
"187","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500029","20110905","","03","폐업","3","폐지","20120131","","","","0519294965","","604836","부산광역시 사하구 신평1동   536번지","부산광역시 사하구 을숙도대로 575 (신평동)","","(주)세일씨엔씨","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","379444.806881699","178102.8656484","100000000","기타",
"188","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500031","20110916","","03","폐업","3","폐지","20120215","","","","0514634421","","600814","부산광역시 중구 중앙동4가   85번지 15호 국제빌딩 4층 402호","부산광역시 중구 충장대로13번길 21 (중앙동4가,국제빌딩 4층 402호)","","(주)산수마린","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385747.665901223","180578.645669464","100000000","기타",
"189","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500032","20110916","","03","폐업","3","폐지","20110916","","","","","","600024","부산광역시 중구 동광동4가   22번지 2호","부산광역시 중구 대청로125번길 6 (동광동4가)","","(주)흥원","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385366.43436225","180130.231207743","100000000","기타",
"190","석유및석유대체연료판매업체","09_28_07_P","6260000","201162600006500033","20110921","","03","폐업","3","폐지","20110921","","","","0514421788","","600816","부산광역시 중구 중앙동4가 76번지 3호 세경빌딩 503호","부산광역시 중구 충장대로5번길 71, 503호 (중앙동4가,세경빌딩)","600816","(주)유청해상급유","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","385790.028579063","181060.681415918","100000000","기타",
"191","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500011","20140331","","03","폐업","3","폐지","20140331","","","","","","607834","부산광역시 동래구 온천동 470번지 4호 프리죤오피스텔 1107호","부산광역시 동래구 온천장로 14, 1107호 (온천동,프리죤오피스텔)","607834","(주)금오이앤지","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","389271.253423757","192454.257925977","100000000","기타",
"192","석유및석유대체연료판매업체","09_28_07_P","6260000","201462600006500012","20140403","","03","폐업","3","폐지","20140403","","","","","","47747","부산광역시 동래구 명륜동 756-1 동래센트럴파크하이츠2차 2206동 2802호","부산광역시 동래구 문화로 33, 206동 2802호 (명륜동, 동래센트럴파크하이츠2차)","47747","금천(주)","20220702204730","U","2022-07-04 02:40:00.0","일반대리점","390064.57802400000","192599.63041300000","100000000","기타",
