"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업종구분명","설계감리업종류명","소속국가명","실질자본금",
"70","전력기술감리업체","09_28_12_P","6260000","201762600008600010","20170905","","01","영업/정상","1","인허가","","","","","0513297000","","48058","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈, 에이동 1907호","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 에이동 1907호 (재송동)","48058","(주)나이스에너지","20190603131251","U","2019-06-05 02:40:00.0","","393519","188317","감리업","종합감리업","대한민국","201730733",
"71","전력기술감리업체","09_28_12_P","6260000","199762600008600012","19970416","","01","영업/정상","1","인허가","","","","","07047368835","","47877","부산광역시 동래구 수안동 166-9 태웅빌딩 302호","부산광역시 동래구 충렬대로238번길 31, 태웅빌딩 302호 (수안동)","47877","(주)제이티엔지니어링","20190107105457","U","2019-01-09 02:40:00.0","","389825.202958159","190963.837138882","감리업","종합감리업","대한민국","0",
"72","전력기술감리업체","09_28_12_P","6260000","201162600008600002","20110412","","01","영업/정상","1","인허가","","","","","07050916143","","","부산광역시 동래구 온천동 1422번지 23호 제트원타워 705호","부산광역시 동래구 아시아드대로 256-5, 705호 (온천동,제트원타워)","47837","(주)여명기술단","20170920110658","I","2018-08-31 23:59:59.0","","388358.888911048","191644.568313121","감리업","종합감리업","대한민국","150000000",
"73","전력기술감리업체","09_28_12_P","6260000","201862600008600001","20180213","","01","영업/정상","1","인허가","","","","","07047966996","","46721","부산광역시 강서구 대저2동 3153-1 부산티플렉스 117동 206호","부산광역시 강서구 유통단지1로 41, 부산티플렉스 117동 206호 (대저2동)","46721","주식회사 라인엔지니어링","20190711161445","U","2019-07-13 02:40:00.0","","378260.668626959","186989.385407123","감리업","전문감리업","대한민국","50000000",
"74","전력기술감리업체","09_28_12_P","6260000","201862600008600002","20180226","","01","영업/정상","1","인허가","","","","","0518989494","","47892","부산광역시 동래구 안락동 756-13","부산광역시 동래구 충렬대로350번길 41, 3층 (안락동)","47892","티에스이엔이","20191107165731","U","2019-11-09 02:40:00.0","","","","감리업","전문감리업","대한민국","50000000",
"75","전력기술감리업체","09_28_12_P","6260000","201862600008600003","20180403","","01","영업/정상","1","인허가","","","","","0517833710","","48058","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈 3710호","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 37층 3710호 (재송동)","48058","다안 스마트 이엔지","20190916150547","U","2019-09-18 02:40:00.0","","393519","188317","감리업","종합감리업","대한민국","50000000",
"76","전력기술감리업체","09_28_12_P","6260000","201862600008600005","20180615","","01","영업/정상","1","인허가","","","","","0518521355","","47560","부산광역시 연제구 연산동 302-3 노블레스스퀘어 318호","부산광역시 연제구 신금로 25, 노블레스스퀘어 318호 (연산동)","47560","(주)대림T&S","20191128102002","U","2019-11-30 02:40:00.0","","390688.337529364","190053.714543449","감리업","종합감리업","대한민국","125000000",
"77","전력기술감리업체","09_28_12_P","6260000","201862600008600007","20180803","","01","영업/정상","1","인허가","","","","","0518182393","","47101","부산광역시 부산진구 초읍동 360-1 성지곡삼환아파트 상가동 101호","부산광역시 부산진구 성지곡로51번길 18, 상가동 1층 101호 (초읍동, 성지곡삼환아파트)","47101","대한이씨엠(주)","20220621135453","U","2022-06-23 02:40:00.0","","386498.805337139","189587.803244801","감리업","종합감리업","대한민국","100000000",
"78","전력기술감리업체","09_28_12_P","6260000","201862600008600008","20180807","","01","영업/정상","1","인허가","","","","","0517147358","","46703","부산광역시 강서구 대저1동 2683-3","부산광역시 강서구 공항로 1191 (대저1동)","46703","(주)유지에스","20201124142209","U","2020-11-26 02:40:00.0","","380178","191591","감리업","전문감리업","대한민국","80000000",
"79","전력기술감리업체","09_28_12_P","6260000","202162600008600004","20211007","","01","영업/정상","1","인허가","","","","","0517527771","","47570","부산광역시 연제구 연산동 487-52","부산광역시 연제구 과정로132번길 28, 3층(연산동)","47570","이한기술단㈜","20211007154530","I","2021-10-09 00:22:47.0","","392022.660601216","189132.906063158","감리업","전문감리업","대한민국","150000000",
"80","전력기술감리업체","09_28_12_P","6260000","202162600008600005","20211013","","01","영업/정상","1","인허가","","","","","0517595442","","48226","부산광역시 수영구 수영동 500-6","부산광역시 수영구 구락로 25(수영동)","48226","㈜중앙제이앤지","20211013153357","I","2021-10-15 00:22:46.0","","393049.56785828","187762.857574099","감리업","전문감리업","대한민국","100000000",
"81","전력기술감리업체","09_28_12_P","6260000","202062600008600003","20200812","","01","영업/정상","1","인허가","","","","","0515534010","","47231","부산광역시 부산진구 전포동 190-65","부산광역시 부산진구 진남로356번길 110-16, 2층 (전포동)","47231","민엔설트","20200812132212","I","2020-08-14 00:23:32.0","","388693.786804221","186577.921368633","감리업","전문감리업","대한민국","50481900",
"82","전력기술감리업체","09_28_12_P","6260000","202162600008600003","20210511","","01","영업/정상","1","인허가","","","","","","","47877","부산광역시 동래구 수안동 166-9 태웅빌딩 602호","부산광역시 동래구 충렬대로238번길 31, 태웅빌딩 602호 (수안동)","47877","㈜대윤엔지니어링","20210513101329","U","2021-05-15 02:40:00.0","","389825.202958159","190963.837138882","감리업","종합감리업","대한민국","100000000",
"83","전력기술감리업체","09_28_12_P","6260000","201962600008600006","20190502","","01","영업/정상","1","인허가","","","","","0517154087","","47291","부산광역시 부산진구 부전동 156-28 오기빌딩 301호","부산광역시 부산진구 서전로10번길 28, 오기빌딩 3층 301호 (부전동)","47291","㈜건일씨엠","20210409171158","I","2021-04-11 00:22:58.0","","387625.86797096","186117.09883859","감리업","종합감리업","대한민국","150000000",
"84","전력기술감리업체","09_28_12_P","6260000","202162600008600001","20210302","","01","영업/정상","1","인허가","","","","","0517115417","","47598","부산광역시 연제구 연산동 1310-20 토목회관","부산광역시 연제구 중앙대로1050번길 5, 토목회관 지하층 (연산동)","47598","청목플러스㈜)","20210915115040","U","2021-09-17 02:40:00.0","","389322.05480288","188948.591685089","감리업","종합감리업","대한민국","100000000",
"85","전력기술감리업체","09_28_12_P","6260000","202162600008600002","20210416","","01","영업/정상","1","인허가","","","","","0513622119","","46542","부산광역시 북구 화명동 2316-9 수정빌딩 301호","부산광역시 북구 학사로17번나길 7, 수정빌딩 301호(화명동)","46542","㈜일신이앤에프","20211029160944","U","2021-10-31 02:40:00.0","","382702.295711687","193446.730167114","감리업","전문감리업","대한민국","50000000",
"86","전력기술감리업체","09_28_12_P","6260000","201862600008600009","20181212","","01","영업/정상","1","인허가","","","","","07043277258","","46059","부산광역시 기장군 기장읍 서부리 63-6","부산광역시 기장군 기장읍 읍내로 39, 3층","46059","다온기술(주)","20220609105620","U","2022-06-11 02:40:00.0","","401042.094765998","196329.349386307","감리업","전문감리업","대한민국","200000000",
"87","전력기술감리업체","09_28_12_P","6260000","202062600008600005","20201221","","01","영업/정상","1","인허가","","","","","07050966147","","47821","부산광역시 동래구 온천동 1423-1 에스케이빌딩","부산광역시 동래구 미남로 148, 에스케이빌딩 4층 (온천동)","47821","㈜제일기술단","20201221135216","I","2020-12-23 00:23:05.0","","388414.208614971","191728.361553854","감리업","전문감리업","대한민국","50000000",
"88","전력기술감리업체","09_28_12_P","6260000","202062600008600006","20201222","","01","영업/정상","1","인허가","","","","","0517110427","","47711","부산광역시 동래구 온천동 170-3 온천메디플러스 701-1호","부산광역시 동래구 금강공원로 11, 온천메디플러스 7층 701-1호 (온천동)","47711","다움기술단","20220107094555","U","2022-01-09 02:40:00.0","","389603.356950651","192995.657430744","감리업","전문감리업","대한민국","5433992",
"89","전력기술감리업체","09_28_12_P","6260000","202262600008600003","20220516","","01","영업/정상","1","인허가","","","","","0519130120","","46257","부산광역시 금정구 회동동 555-4 비젼테크 에이동 301-1호","부산광역시 금정구 개좌로 263, 비젼테크 에이동 301-1호(회동동)","46257","㈜한빛이노텍","20220516143410","I","2022-05-18 00:22:31.0","","393520","194548","감리업","전문감리업","대한민국","50000000",
"90","전력기술감리업체","09_28_12_P","6260000","202262600008600004","20220621","","01","영업/정상","1","인허가","","","","","0518187341","","48494","부산광역시 남구 대연동 892-10 대성아파트 상가동 112호","부산광역시 남구 유엔로 127-2, 대성아파트 상가동 112호(대연동)","48494","㈜희승이엔지","20220621135618","I","2022-06-23 00:22:40.0","","390421.628061896","183263.851233042","감리업","전문감리업","대한민국","0",
"91","전력기술감리업체","09_28_12_P","6260000","201262600008600003","20120920","","02","휴업","2","휴업","","20141205","","","0518521355","","611811","부산광역시 연제구 연산동 303번지 46호 서광하이빌 106호","부산광역시 연제구 신금로17번길 30-14, 106호 (연산동,서광하이빌)","611811","(주)대림티앤에스","20141205150410","I","2018-08-31 23:59:59.0","","390602.68422486","190018.39055794","감리업","종합감리업","대한민국","113958051",
"92","전력기술감리업체","09_28_12_P","6260000","201962600008600002","20190415","","03","폐업","3","폐업","20191118","","","","0513238151","","47271","부산광역시 부산진구 가야동 60-21","부산광역시 부산진구 가야대로507번길 130, 5층 (가야동)","47271","제이에스티(JST)","20191118172110","U","2019-11-20 02:40:00.0","","385176.737186745","185974.672147856","감리업","전문감리업","대한민국","0",
"93","전력기술감리업체","09_28_12_P","6260000","200662600008600002","20060302","","03","폐업","3","폐업","20070716","","","","0515560434","","607834","부산광역시 동래구 온천1동   435-1번지 온천프라자 306호","","","(주)우진기술단","20070716153040","I","2018-08-31 23:59:59.0","","","","감리업","종합감리업","대한민국","100000000",
"94","전력기술감리업체","09_28_12_P","6260000","200662600008600003","20060324","","03","폐업","3","폐업","20130419","","","","0516370315","","607834","부산광역시 동래구 온천1동 474번지 19호  403호","부산광역시 동래구 동래로19번길 2, 403호 (온천동)","607834","(주)한국에스코","20130419154727","I","2018-08-31 23:59:59.0","","389156.480753965","192373.526379535","감리업","전문감리업","대한민국","263000000",
"95","전력기술감리업체","09_28_12_P","6260000","199762600008600009","19971120","","03","폐업","3","폐업","20070630","","","","0515064290","","607121","부산 동래구 사직1동 93-23","","","(주)신양종합전기","20070702110828","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","",
"96","전력기술감리업체","09_28_12_P","6260000","199862600008600005","19980207","","03","폐업","3","폐업","20070830","","","","0515193700","","609801","부산 금정구 구서2동 184-3","","","세일기술(주)","20070830210807","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","",
"97","전력기술감리업체","09_28_12_P","6260000","200162600008600001","20010929","","03","폐업","3","폐업","20211231","","","","0515183121","","609821","부산광역시 금정구 부곡동 235번지 2호","부산광역시 금정구 중앙대로1685번길 15 (부곡동)","609821","(주)길평","20220113164151","U","2022-01-15 02:40:00.0","","390269.692527749","194838.190148598","감리업","전문감리업","대한민국","0",
"98","전력기술감리업체","09_28_12_P","6260000","200262600008600004","20020926","","03","폐업","3","폐업","20060913","","","","0518073306","","614849","부산 부산진구 부전1동 406-1 광명빌딩4층","","","(주)도시이앤씨","20060913174712","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","",
"99","전력기술감리업체","09_28_12_P","6260000","200462600008600004","20040722","","03","폐업","3","폐업","20090209","","","","0518689741","","614855","부산광역시 부산진구 양정2동   279번지 1호","부산광역시 부산진구 거제대로 88 (양정동)","","광명기술단","20090209113821","I","2018-08-31 23:59:59.0","","388325.896865469","188315.499091653","감리업","전문감리업","대한민국","",
"100","전력기술감리업체","09_28_12_P","6260000","200462600008600005","20040907","","03","폐업","3","폐업","20060208","","","","0515077759","","611803","부산 연제구 거제1동 1493-6  오름빌딩 701호","","","씨엔엠산업개발(주)","20060228085753","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","0",
"101","전력기술감리업체","09_28_12_P","6260000","200462600008600006","20040907","","03","폐업","3","폐업","20070622","","","","0515577061","","607822","부산 동래구 수안동 3-8 한일빌딩2층","","","(주)한새기술단","20070830211048","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","0",
"102","전력기술감리업체","09_28_12_P","6260000","200462600008600007","20041215","","03","폐업","3","폐업","20070522","","","","0515564550","","607823","부산 동래구 수안동 41-6  삼운빌딩2층","","","(주)호승성림기술단","20070522144122","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","0",
"103","전력기술감리업체","09_28_12_P","6260000","200062600008600001","2000222","","03","폐업","3","폐업","20070626","","","","0512442112","","602831","부산 서구 암남동 354-1","","","(주)케이엔티기술단","20070626095203","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","",
"104","전력기술감리업체","09_28_12_P","6260000","200562600008600006","20050315","","03","폐업","3","폐업","20090825","","","","0515212883","","609809","부산 금정구 금사동 37-10 보림팩토리아306호","","","(주)한국시엠알","20090825193437","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","",
"105","전력기술감리업체","09_28_12_P","6260000","200262600008600002","20020704","","03","폐업","3","폐업","20061122","","","","0515577061","","607822","부산 동래구 수안동 3-8 한일빌딩2층","","","제일엔지니어링","20061122135445","I","2018-08-31 23:59:59.0","","","","감리업","종합감리업","대한민국","",
"106","전력기술감리업체","09_28_12_P","6260000","200362600008600001","20030304","","03","폐업","3","폐업","20060112","","","","0517827500","","612050","부산광역시 해운대구 재송동   1210번지 벽산이-센텀클래스원 1308호","부산광역시 해운대구 센텀동로 99 (재송동,벽산이-센텀클래스원 1308호)","","(주)선진이엔지","20131030092751","I","2018-08-31 23:59:59.0","","393553.326853219","188402.465080284","감리업","종합감리업","대한민국","0",
"107","전력기술감리업체","09_28_12_P","6260000","200562600008600005","20050908","","03","폐업","3","폐업","","","","","0517413999","","612727","부산광역시 해운대구 중동 1394번지 286호 크리스탈비치오피스텔 609호","부산광역시 해운대구 해운대해변로 291, 609호 (중동,크리스탈비치오피스텔)","612727","(주)동방엔지니어링종합건축사사무소","20150722143931","I","2018-08-31 23:59:59.0","","396962.538162221","186759.94170898","감리업","전문감리업","대한민국","0",
"108","전력기술감리업체","09_28_12_P","6260000","199962600008600002","19990809","","03","폐업","3","폐업","20120628","","","","024508455","","606796","부산광역시 영도구 봉래동5가  29번지 한진중공업","","","(주)한진중공업","20120704113400","I","2018-08-31 23:59:59.0","","","","감리업","종합감리업","대한민국","0",
"109","전력기술감리업체","09_28_12_P","6260000","200462600008600001","20040213","","03","폐업","3","폐업","","","","","0514699577","","611836","부산광역시 연제구 연산6동   2132번지 13호","부산광역시 연제구 배산북로 7 (연산동)","","(주)주원이엔지","20121204095801","I","2018-08-31 23:59:59.0","","390597.911341303","188212.22981319","감리업","종합감리업","대한민국","0",
"110","전력기술감리업체","09_28_12_P","6260000","200662600008600005","20060425","","03","폐업","3","폐업","20061122","","","","0515577270","","607847","부산광역시 동래구 명륜2동   696번지 25호","부산광역시 동래구 동래로79번길 44 (명륜동)","","이호전설주식회사","20061122135331","I","2018-08-31 23:59:59.0","","389489.921412897","192103.155839754","감리업","전문감리업","대한민국","200000000",
"111","전력기술감리업체","09_28_12_P","6260000","200762600008600001","20070226","","03","폐업","3","폐업","","","","","0512053808","","604832","부산광역시 사하구 신평1동   7번지 신평삼익아파트 9동 301호","부산광역시 사하구 장평로 311, 9동 301호 (신평동,신평삼익아파트)","","(주)우진이엔지","20190603131251","U","2019-06-05 02:40:00.0","","379969.233968736","179043.775487216","감리업","전문감리업","대한민국","50000000",
"112","전력기술감리업체","09_28_12_P","6260000","200762600008600002","20070309","","03","폐업","3","폐업","20090209","","","","0519738604","","618800","부산광역시 강서구 강동동   171번지","부산광역시 강서구 낙동북로31번길 50 (강동동)","","정 도","20090209113900","I","2018-08-31 23:59:59.0","","376145.924030976","192942.541795089","감리업","전문감리업","대한민국","50000000",
"113","전력기술감리업체","09_28_12_P","6260000","200762600008600005","20070821","","03","폐업","3","폐업","20141121","","","","0515066051","","614850","부산광역시 부산진구 부전2동  535번지 10호","부산광역시 부산진구 신천대로 62 (부전동)","614850","(주)효성기술단","20141127145520","I","2018-08-31 23:59:59.0","","387523.019466086","185458.235819993","감리업","전문감리업","대한민국","50000000",
"114","전력기술감리업체","09_28_12_P","6260000","200762600008600006","20070828","","03","폐업","3","폐업","20100727","","","","0516281921","","608808","부산광역시 남구 대연5동   1379번지 3호","부산광역시 남구 못골로 56 (대연동)","","태승전력개발(주)","20100727172528","I","2018-08-31 23:59:59.0","","390292.482972645","183830.628733699","감리업","전문감리업","대한민국","60082000",
"115","전력기술감리업체","09_28_12_P","6260000","200862600008600001","20080227","","03","폐업","3","폐업","20170228","","","","0515193700","","612020","부산광역시 해운대구 우동   1470번지 에이스하이테크21 1101,1110호","부산광역시 해운대구 센텀중앙로 48 (우동,에이스하이테크21 1101,1110호)","","세일기술(주)","20170228165308","I","2018-08-31 23:59:59.0","","393963.840834294","188061.35516256","감리업","전문감리업","대한민국","50000000",
"116","전력기술감리업체","09_28_12_P","6260000","200862600008600003","20080407","","03","폐업","3","폐업","","","","","0226943292","","158837","서울특별시 양천구 신월2동   474번지 11호","서울특별시 양천구 중앙로 335 (신월동)","","(주)세호종합감리","20080407164620","I","2018-08-31 23:59:59.0","","186641.596981799","447077.740366909","감리업","종합감리업","","0",
"117","전력기술감리업체","09_28_12_P","6260000","200862600008600004","20080724","","03","폐업","3","폐업","20131101","","","","0518187411","","614849","부산광역시 부산진구 부전동 406번지 7호","부산광역시 부산진구 서면문화로 35-1 (부전동)","614849","(주)거성이엔지건축사사무소","20131111111656","I","2018-08-31 23:59:59.0","","387200.683236296","186505.039158209","감리업","전문감리업","대한민국","500000000",
"118","전력기술감리업체","09_28_12_P","6260000","200862600008600005","20080924","","03","폐업","3","폐업","20101101","","","","0513311083","","616805","부산광역시 북구 구포3동   1225번지 9호","부산광역시 북구 시랑로79번길 30-9 (구포동)","","(주)항도전기관리","20101102111535","I","2018-08-31 23:59:59.0","","382759.508848129","190601.279813689","감리업","전문감리업","","0",
"119","전력기술감리업체","09_28_12_P","6260000","201162600008600001","20110526","","03","폐업","3","폐업","20170619","","","","0518618610","","608826","부산광역시 남구 문현동 529번지 21호 대한빌딩","부산광역시 남구 황령대로74번길 72, 3층 (문현동,대한빌딩)","608826","(주)나라세이프티","20170619152137","I","2018-08-31 23:59:59.0","","388329.288132124","185016.646510971","감리업","전문감리업","대한민국","100000000",
"120","전력기술감리업체","09_28_12_P","6260000","201262600008600002","20120508","","03","폐업","3","폐업","20160428","","","","0517210629","","612040","부산광역시 해운대구 송정동 193번지 1호","부산광역시 해운대구 송정중앙로21번길 46 (송정동)","612040","(주)제이에스타운","20160428182625","I","2018-08-31 23:59:59.0","","400724.156261039","189497.19117715","감리업","전문감리업","대한민국","50000000",
"121","전력기술감리업체","09_28_12_P","6260000","199762600008600005","19970823","","03","폐업","3","폐업","20120531","","","","0515011688","","607815","부산광역시 동래구 사직2동  89번지 17호 도원빌딩","부산광역시 동래구 사직로 64, 6층 (사직동,도원빌딩)","607815","(주)영탑전기감리단","20120607170036","I","2018-08-31 23:59:59.0","","387436.085580225","190426.648625655","감리업","종합감리업","대한민국","0",
"122","전력기술감리업체","09_28_12_P","6260000","199862600008600004","19980905","","03","폐업","3","폐업","","","","","0518521355","","611811","부산광역시 연제구 연산1동  303번지 46호 서광하이빌 106호","부산광역시 연제구 신금로17번길 30-14, 106호 (연산동,서광하이빌)","611811","(주)대림기술단","20121011090812","I","2018-08-31 23:59:59.0","","390602.68422486","190018.39055794","감리업","종합감리업","대한민국","",
"123","전력기술감리업체","09_28_12_P","6260000","201262600008600004","20121218","","03","폐업","3","폐업","20191001","","","","0514653592","","611836","부산광역시 연제구 연산6동  2132번지 13호","부산광역시 연제구 배산북로 7 (연산동)","611836","(주)주원이엔지","20191001174052","U","2019-10-03 02:40:00.0","","390597.911341303","188212.22981319","감리업","전문감리업","","200000000",
"124","전력기술감리업체","09_28_12_P","6260000","201362600008600001","20130221","","03","폐업","3","폐업","20161221","","","","0516448645","","","부산광역시 부산진구 부암동 735번지 부산서면동문굿모닝 상가동","부산광역시 부산진구 신천대로220번길 65, 상가동 지하1층 (부암동,부산서면동문굿모닝)","47193","(주)지에스엔지니어링","20161221152236","I","2018-08-31 23:59:59.0","","387009.24128532","186676.384325999","감리업","전문감리업","대한민국","0",
"125","전력기술감리업체","09_28_12_P","6260000","200462600008600002","20041106","","03","폐업","3","폐업","","","","","0518087861","","614740","부산광역시 부산진구 전포1동 681번지 2호 테크노프라자 A동 410호","부산광역시 부산진구 전포대로223번길 19, A동 410호 (전포동,테크노프라자)","614740","야베스텍(주)","20210513101329","U","2021-05-15 02:40:00.0","","388005.691688458","186077.039992466","감리업","종합감리업","대한민국","0",
"126","전력기술감리업체","09_28_12_P","6260000","201362600008600003","20130809","","03","폐업","3","폐업","20170228","","","","0518070510","","614747","부산광역시 부산진구 전포동 690번지 4호 현대타워오피스텔 702호","부산광역시 부산진구 전포대로199번길 15, 702호 (전포동,현대타워오피스텔)","614747","(주)금성종합기술단","20170228174504","I","2018-08-31 23:59:59.0","","388038.599996574","185847.48270792","감리업","전문감리업","대한민국","100000000",
"127","전력기술감리업체","09_28_12_P","6260000","201362600008600005","20130904","","03","폐업","3","폐업","20130904","","","","0518187341","","608827","부산광역시 남구 문현2동  789번지 9호 대경빌딩 401호","부산광역시 남구 자유평화로 47, 401호 (문현동,대경빌딩)","608827","(주)골드이엔지","20130909155233","I","2018-08-31 23:59:59.0","","388121.699604964","184445.445509685","감리업","종합감리업","대한민국","120000000",
"128","전력기술감리업체","09_28_12_P","6260000","199762600008600011","19970429","","03","폐업","3","폐업","20180412","","","","0515222079","","607833","부산광역시 동래구 온천1동  200번지 27호 목영해돋이아파트상가 101-1호","부산광역시 동래구 금강로 81, 101-1호 (온천동,목영해돋이아파트상가)","607833","제일전기기술연구소","20180412145021","I","2018-08-31 23:59:59.0","","389130.418822124","192774.669383736","감리업","전문감리업","대한민국","0",
"129","전력기술감리업체","09_28_12_P","6260000","200762600008600007","20070912","","03","폐업","3","폐업","","","","","0319037456","","410837","경기도 고양시일산동구 장항2동   752번지 1호 호수  그린오피스텔 1406호","경기도 고양시 일산동구 무궁화로 8-38, 1406호 (장항동,호수  그린오피스텔)","","(주)부한전력기술단","20070913100638","I","2018-08-31 23:59:59.0","","179354.324735349","461959.898129805","감리업","종합감리업","","0",
"130","전력기술감리업체","09_28_12_P","6260000","201462600008600001","20140113","","03","폐업","3","폐업","","","","","0516370316","","607834","부산광역시 동래구 온천1동 474번지 19호  403호","부산광역시 동래구 동래로19번길 2, 403호 (온천동)","607834","(주)한국엔지니어링","20140224153250","I","2018-08-31 23:59:59.0","","389156.480753965","192373.526379535","감리업","종합감리업","대한민국","263000000",
"131","전력기술감리업체","09_28_12_P","6260000","201462600008600003","20140317","","03","폐업","3","폐업","20161031","","","","0517519071","","613810","부산광역시 수영구 광안동 1026번지 9호","부산광역시 수영구 연수로348번길 5 (광안동)","613810","이에스종합기술단","20161031165221","I","2018-08-31 23:59:59.0","","392012.247810541","187807.257665012","감리업","전문감리업","대한민국","102225700",
"132","전력기술감리업체","09_28_12_P","6260000","201462600008600005","20140917","","03","폐업","3","폐업","20150105","","","","0515527553","","611839","부산광역시 연제구 연산동 704번지 8호  205호","부산광역시 연제구 중앙대로1066번길 28, 205호 (연산동)","611839","보명 ENG","20150106104552","I","2018-08-31 23:59:59.0","","389458.554458819","189003.709953416","감리업","전문감리업","대한민국","59401853",
"133","전력기술감리업체","09_28_12_P","6260000","201462600008600007","20141111","","03","폐업","3","폐업","20160401","","","","0513622119","","614826","부산광역시 부산진구 범천동 879번지 2호 서면베르빌2 402호","부산광역시 부산진구 중앙대로 584, 402호 (범천동,서면베르빌2)","614826","(주)일신이앤에프","20160401170440","I","2018-08-31 23:59:59.0","","387513.675143586","184825.965976069","감리업","전문감리업","대한민국","50000000",
"134","전력기술감리업체","09_28_12_P","6260000","201462600008600008","20141216","","03","폐업","3","폐업","20170322","","","","0518521355","","","부산광역시 연제구 연산동 302번지 3호 노블레스스퀘어 318호","부산광역시 연제구 신금로 25, 318호 (연산동,노블레스스퀘어)","47560","(주)대림티앤에스","20170322151105","I","2018-08-31 23:59:59.0","","390688.337529364","190053.714543449","감리업","전문감리업","대한민국","125000000",
"135","전력기술감리업체","09_28_12_P","6260000","201562600008600002","20150403","","03","폐업","3","폐업","20190416","","","","0513265760","","617838","부산광역시 사상구 주례동 637번지","부산광역시 사상구 동주로16번길 46 (주례동)","617838","동우기술(주)","20190416113235","U","2019-04-18 02:40:00.0","","382097.942348673","184972.059820394","감리업","전문감리업","대한민국","500000000",
"136","전력기술감리업체","09_28_12_P","6260000","200762600008600009","20071004","","03","폐업","3","폐업","20190722","","","","0515039771","","","부산광역시 동래구 온천동 1248번지 1호","부산광역시 동래구 석사북로 106 (온천동)","47851","(주)우성종합기술","20190722172304","U","2019-07-24 02:40:00.0","","388200.025875008","191566.913227828","감리업","전문감리업","대한민국","525000000",
"137","전력기술감리업체","09_28_12_P","6260000","201762600008600001","20170110","","03","폐업","3","폐업","20171205","","","","0518953580","","","부산광역시 강서구 대저1동 742번지 1호","부산광역시 강서구 대저로 199 (대저1동)","46702","(주)부성이엠씨","20171205141357","I","2018-08-31 23:59:59.0","","379733.655040958","192426.609127181","감리업","전문감리업","대한민국","503367133",
"138","전력기술감리업체","09_28_12_P","6260000","201762600008600004","20170215","","03","폐업","3","폐업","20190214","","","","","","","부산광역시 해운대구 우동 373번지 12호","부산광역시 해운대구 우동1로85번길 28-12 (우동)","48085","에스제이기술단","20190214153851","U","2019-02-16 02:40:00.0","","396284.780144811","187628.6297999","감리업","전문감리업","대한민국","0",
"139","전력기술감리업체","09_28_12_P","6260000","201762600008600009","20170803","","03","폐업","3","폐업","20180614","","","","0515068896","","","부산광역시 동래구 온천동 1422번지 25호 금정빌딩 301호","부산광역시 동래구 미남로 137, 301호 (온천동,금정빌딩)","47837","(주)대건에너지","20180614111838","I","2018-08-31 23:59:59.0","","388376.37512652","191632.179966702","감리업","전문감리업","대한민국","50000000",
"140","전력기술감리업체","09_28_12_P","6260000","201862600008600004","20180514","","03","폐업","3","폐업","","","","","0515070119","","48097","부산광역시 해운대구 중동 1778-1 이안해운대파일론 1805호","부산광역시 해운대구 달맞이길 43, 이안해운대파일론 1805호 (중동)","48097","부산기술단","20190411135111","U","2019-04-13 02:40:00.0","","397650.317430573","186919.128562817","감리업","전문감리업","대한민국","50000000",
"141","전력기술감리업체","09_28_12_P","6260000","201862600008600006","20180626","","03","폐업","3","폐업","20180727","","","","0517147358","","46703","부산광역시 강서구 대저1동 2690-1","부산광역시 강서구 체육공원로6번길 146 (대저1동)","46703","그랜드썬","20180727135818","I","2018-08-31 23:59:59.0","","380327.550863077","191699.968603894","감리업","전문감리업","대한민국","50000000",
"142","전력기술감리업체","09_28_12_P","6260000","202062600008600004","20201207","","03","폐업","3","폐업","","","","","0542835866","","37530","경상북도 포항시 북구 흥해읍 칠포리 410번지","","","미래종합엔지니어링","20201207121232","I","2020-12-09 00:23:07.0","","","","감리업","전문감리업","대한민국","50000000",
"143","전력기술감리업체","09_28_12_P","6260000","200362600008600002","20030526","","04","취소/말소/만료/정지/중지","6","합병말소","","","","","0513024613","","617825","부산 사상구 삼락동 342-19 부산인쇄타운519호","","","(주)대흥이엔씨","20130322124632","I","2018-08-31 23:59:59.0","","","","감리업","전문감리업","대한민국","",
