"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","취급제품명","담배공급업체명",
"75","담배도매업","11_43_01_P","3330000","2015333010315500001","20150714","","01","영업/정상","1","정상영업","","","","","02-1899-8748","","","","부산광역시 해운대구 센텀중앙로 90, 2210호 (재송동, 큐비이센텀)","48059","(주)베이프크라운","20160421093820","I","2018-08-31 23:59:59.0","","393605.930358633","188324.973749177","니코틴액상","(주)이그니스",
"76","담배도매업","11_43_01_P","3330000","2010333010315500001","20101110","","01","영업/정상","1","정상영업","","","","","051-746-5458","","612020","부산광역시 해운대구 우동 1520번지 센텀 롯데겔러리움 E-903호","부산광역시 해운대구 센텀1로 9 (우동,센텀 롯데겔러리움 E-903호)","","서현플래닝(주)","20101110100545","I","2018-08-31 23:59:59.0","","394085.659790124","187458.456044384","전자담배 수입제품","라미야",
"77","담배도매업","11_43_01_P","3330000","2010333010315500002","20101217","","01","영업/정상","1","정상영업","","","","","051-702-3335","","612040","부산광역시 해운대구 송정동 134번지 2호 삼보로얄캐슬 304호","부산광역시 해운대구 해운대로 1111, 304호 (송정동,삼보로얄캐슬)","","케마이어유통","20101217114043","I","2018-08-31 23:59:59.0","","400417.070055581","189495.239270701","전자담배.전자기기,소모품","(주)에이스플러스 코리아",
"78","담배도매업","11_43_01_P","3330000","2011333010315500001","20110124","","01","영업/정상","1","정상영업","","","","","070-4150-0689","","612725","부산광역시 해운대구 우1동 1434번지 썬프라자332호","부산광역시 해운대구 마린시티3로 1 (우동,썬프라자332호)","","전자담배코리아데캉","20110124141812","I","2018-08-31 23:59:59.0","","395615.201853958","186406.750870936","전자담배, 전자기기","전자담배코리아데캉",
"79","담배도매업","11_43_01_P","3330000","2011333010315500002","20110325","","01","영업/정상","1","정상영업","","","","","","","612030","부산광역시 해운대구 좌동 862번지 상가1층 한국전자담배내 창고","부산광역시 해운대구 양운로 122 (좌동,상가1층 한국전자담배내 창고)","","데캉부산지사","20110325163800","I","2018-08-31 23:59:59.0","","397900.605249708","188205.674416891","전자담배","(주)익스큐브",
"80","담배도매업","11_43_01_P","3330000","2013333010315500001","20130510","","01","영업/정상","1","정상영업","","","","","","","612820","부산광역시 해운대구 우1동 586번지 9호 1층","부산광역시 해운대구 해운대로 658-3, 1층 (우동)","612820","스누스맨","20130510100853","I","2018-08-31 23:59:59.0","","396945.829825183","187274.535597157","스누스(씹는담배)","(주)스누스맨",
"81","담배도매업","11_43_01_P","3330000","2014333010315500001","20141125","","01","영업/정상","1","정상영업","","","","","702-0289","","612835","부산광역시 해운대구 좌동 862번지","부산광역시 해운대구 양운로 122 (좌동)","612835","캠프라인 장산점","20141125094527","I","2018-08-31 23:59:59.0","","397900.605249708","188205.674416891","전자담배용 액상 및 기계","(주)한국전자담배",
"82","담배도매업","11_43_01_P","3330000","2017333013215500001","20170308","","01","영업/정상","1","정상영업","","","","","051-468-2090","","","","부산광역시 해운대구 센텀북대로 60, 1011호 (재송동, 센텀아이에스타워)","48059","주식회사 액상코리아","20170308130921","I","2018-08-31 23:59:59.0","","393561.58646018","188474.665440257","전자담배용 니코틴 액상","주식회사 에바코생활건강",
"83","담배도매업","11_43_01_P","3330000","2008333008215500001","20080312","","01","영업/정상","1","정상영업","","","","","0517826545","","612051","부산광역시 해운대구 재송동 380번지 18호","부산광역시 해운대구 해운대로161번길 38 (재송동)","","우리담배(주)해운대대리점","20090706164036","I","2018-08-31 23:59:59.0","","393511.746976726","189374.445030633","우리담배(주)해운대대리점","우리담배(주)제품",
"84","담배도매업","11_43_01_P","3330000","2005333001512500001","20051201","","01","영업/정상","1","정상영업","","","","","","","","부산광역시 해운대구 중동  1521번지 0014호 달맞이오피스텔204호","","","(주)비디오랜드","20051201164744","I","2018-08-31 23:59:59.0","","398159.477095246","186867.583976734","필","(주)에버필",
"85","담배도매업","11_43_01_P","3330000","2006333008212500001","20061024","","03","폐업","3","폐업처리","20070523","","","","051 744 5885","","","부산광역시 해운대구 우동  1434번지 선프라자O/T 621호","부산광역시 해운대구 마린시티3로 1 (우동,선프라자O/T 621호)","","엠지케이 주식회사","20090706140500","I","2018-08-31 23:59:59.0","","395615.201853958","186406.750870936","황통담배","주식회사 피구",
"86","담배도매업","11_43_01_P","3330000","2006333008212500002","20061107","","03","폐업","3","폐업처리","20131001","","","","051 701 7011","","","부산광역시 해운대구 우동  1434번지 선프라자O/T 621호","부산광역시 해운대구 마린시티3로 1 (우동,선프라자O/T 621호)","","미광","20131005163906","I","2018-08-31 23:59:59.0","","395615.201853958","186406.750870936","황토담배","(주)피구",
"87","담배도매업","11_43_01_P","3330000","2009333008215500001","20090715","20151113","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051-900-4151","","612050","부산광역시 해운대구 재송동 380번지 18호","부산광역시 해운대구 해운대로161번길 38 (재송동)","","우리담배 서구 대리점","20151214163324","I","2018-08-31 23:59:59.0","","393511.746976726","189374.445030633","그랜드","우리담배 판매 주식회사",
"88","담배도매업","11_43_01_P","3340000","2015334008015500001","20150305","","01","영업/정상","1","정상영업","","","","","051-912-2282","","604829","부산광역시 사하구 당리동 313번지 22호","부산광역시 사하구 낙동대로 430 (당리동)","604829","파스타바코 부산사하점","20150305133605","I","2018-08-31 23:59:59.0","","379687.970097668","180158.448179642","담배, 연초, 롤링타바코, 파이프담배","다래사(DAREA co.)",
"89","담배도매업","11_43_01_P","3340000","2010334006615500001","20101122","","03","폐업","3","폐업처리","20151222","","","","","","604804","부산광역시 사하구 감천1동 199번지 3호","부산광역시 사하구 감천로178번길 1 (감천동)","604804","한국전자담배사하점","20151222103834","I","2018-08-31 23:59:59.0","","383143.283996059","177916.759635804","위탑, 이파이프, 루옌, PCC, 액상, 카토마이즈","(주)한국전자담배",
"90","담배도매업","11_43_01_P","3340000","2008334006615500001","20080319","","03","폐업","3","폐업처리","20090317","","","","","","604084","부산광역시 사하구 괴정동 1207번지 90호","부산광역시 사하구 장평로 368 (괴정동)","","우리담배사하대리점","20141204101304","I","2018-08-31 23:59:59.0","","380415.018055648","179264.304531305","담배","우리담배(주)",
"91","담배도매업","11_43_01_P","3340000","2008334006615500002","20080422","","03","폐업","3","폐업처리","20081230","","","","294-8073","","604022","부산광역시 사하구 하단동 1161번지 2호 가락타운 145동상가 115호","부산광역시 사하구 하신번영로 365, 115호 (하단동,가락타운 145동상가)","","죠인코리아","20140108113401","I","2018-08-31 23:59:59.0","","378522.007200069","180909.306630124","니드주몽실크,트윈,핑크,블루,울트라,라이트,슈퍼슬림,슈퍼라이트,플레티늄,후레쉬","(주)코리아토바코컴퍼니",
"92","담배도매업","11_43_01_P","3350000","2020335011215500000","20200609","","01","영업/정상","1","정상영업","","","","","","","","부산광역시 금정구 서동 302번지 1912호","부산광역시 금정구 서동로72번길 7 (서동)","46322","김경자","20200609123433","I","2020-06-11 00:23:29.0","","390677.709618572","192905.92803753",".",".",
"93","담배도매업","11_43_01_P","3350000","1990335008015500001","19900419","","01","영업/정상","1","정상영업","","","","","051-582-7776","","","","부산광역시 금정구 동천로7번길 20 (회동동)","609845","(주)한미상사","20140731163129","I","2018-08-31 23:59:59.0","","393123.794248826","194140.194498624","말보르레드 외 31종","필립모리스",
"94","담배도매업","11_43_01_P","3350000","2010335008515500002","20101126","","01","영업/정상","1","정상영업","","","","","051-513-4543","","609836","부산광역시 금정구 장전1동 111번지 1호","부산광역시 금정구 금정로 181 (장전동)","","단테","20121204114959","I","2018-08-31 23:59:59.0","","389962.504641491","195500.993147056","전자담배","(주)한국전자담배",
"95","담배도매업","11_43_01_P","3350000","2015335010015500001","20150305","","01","영업/정상","1","정상영업","","","","","1666-5123","","","부산광역시 금정구 두구동 1244번지 9호","부산광역시 금정구 영천로 66 (두구동)","46205","(주)유앤미로직스","20151217151738","I","2018-08-31 23:59:59.0","","391588.68739002","202731.324349891","전자담배[기계(LD501~505), 교환용심지, (무)니코틴 액상 등]","럭스",
"96","담배도매업","11_43_01_P","3350000","2005335008015500001","20050318","","03","폐업","3","폐업처리","20090603","","","","522-7095","","609430","부산광역시 금정구 회동동 153번지 8호","부산광역시 금정구 금사로 206 (회동동)","","(주)동광물류시스템","20090730165503","I","2018-08-31 23:59:59.0","","392958.169438151","194192.514655447","국산,수입담배","(주)KT&G, 옥산유통,BAT,JTI",
"97","담배도매업","11_43_01_P","3350000","2009335008015500001","20090513","","03","폐업","3","폐업처리","20101208","","","","581-7895","","609340","부산광역시 금정구 남산동 24번지 1호","부산광역시 금정구 팔송로7번길 19 (남산동)","","아트월드","20101209175239","I","2018-08-31 23:59:59.0","","390266.134874753","198892.910738466","에바코 전자담배","(주)에바코",
"98","담배도매업","11_43_01_P","3350000","2010335008515500001","20101110","","03","폐업","3","폐업처리","20110620","","","","051-512-3177","","609311","부산광역시 금정구 구서1동 86번지 21호","부산광역시 금정구 구서로 8 (구서동)","","HC 전자담배","20110627140813","I","2018-08-31 23:59:59.0","","390171.235898382","196187.458362523","전자담배","위드미국제유통",
"99","담배도매업","11_43_01_P","3350000","2011335008515500001","20110110","","03","폐업","3","폐업처리","20141219","","","","051-517-2800","","609814","부산광역시 금정구 남산동 132번지 8호 3층","부산광역시  두실로 30, 3층","609814","닥터스틱코리아","20141219143004","I","2018-08-31 23:59:59.0","","389965.481156377","197737.979994619","전자담배, 잡화","(주)씨앤팜",
"100","담배도매업","11_43_01_P","3350000","1991335008015500001","19910119","","03","폐업","3","폐업처리","20051114","","","","516-8081","","609340","부산광역시 금정구 남산동 26번지 29호","부산광역시 금정구 범어천로52번길 37 (남산동)","","(주)세명","20081014152856","I","2018-08-31 23:59:59.0","","390234.682624093","198865.01254943","KENT","한국브라운버드,윌리암스(주)",
"101","담배도매업","11_43_01_P","3350000","1998335008015500001","19950325","","03","폐업","3","폐업처리","20051114","","","","513-7015","","609392","부산광역시 금정구 장전동 521번지 303호","부산광역시 금정구 금샘로18번길 22 (장전동)","","백양도매물류(주)","20081014152918","I","2018-08-31 23:59:59.0","","389175.002883946","194066.456245495","캐빈,마일드세븐,켄트,휘네스,스카이라이트,벤돔,필립모리스,KOOL,던힐,버러지니아,로스만스,말보르,밀라숀","한국로스만스(주)부산지점,(주)옥산유통,만우상사,브리티쉬아메리칸토바코코리아(주)서부산지사",
"102","담배도매업","11_43_01_P","3350000","2001335008015500001","20010424","","03","폐업","3","폐업처리","20051114","","","","583-7012","","609340","부산광역시 금정구 남산동 99번지 53호","부산광역시 금정구 범어천로31번길 16 (남산동)","","중남해 유통","20081014152945","I","2018-08-31 23:59:59.0","","390096.39552892","198539.564168252","중남해 LIGHTS 2종","(주)중남해코리아",
"103","담배도매업","11_43_01_P","3350000","2004335008015500001","20040716","","03","폐업","3","폐업처리","20090603","","","","524-5044","","609410","부산광역시 금정구 금사동 562번지 1호","부산광역시 금정구 중군진로 7 (금사동)","","대진어패럴","20090730165556","I","2018-08-31 23:59:59.0","","392147.0690607","192553.083363898","샹떼럭셔리,시밀래 클래식,시밀래위드, 시밀래 스타","(주)시밀래",
"104","담배도매업","11_43_01_P","3360000","2005336001305600001","20051230","","03","폐업","3","폐업처리","20180725","","","","051-973-1830","","618809","부산광역시 강서구 대저1동 3689번지 11호","부산광역시 강서구 평강로 209 (대저1동)","","에스씨케이(주)","20180725102424","I","2018-08-31 23:59:59.0","","376757.171159357","191191.178220861","Marlboro Lights,Philip Morris,Marlboro Medium 외 68종","(주) 라인물류시스템",
"105","담배도매업","11_43_01_P","3360000","2010336008215500001","20101124","","03","폐업","3","폐업처리","20120808","","","","070-7556-4284","","618141","부산광역시 강서구 대저1동 1748번지 69호","부산광역시 강서구 낙동북로 170 (대저1동)","","참조은생활건강(전자담배)","20150122193729","I","2018-08-31 23:59:59.0","","377214.53981116","192315.908107803","전자담배","(주)선레이",
"106","담배도매업","11_43_01_P","3360000","2011336009415500001","20110321","","03","폐업","3","폐업처리","20120125","","","","271-7677","","618200","부산광역시 강서구 명지동 3229번지 15호","부산광역시 강서구 명지오션시티9로 57 (명지동)","","머큐리(전자담배)","20150122193620","I","2018-08-31 23:59:59.0","","373486.77102037","178270.436463632","전자담배 액상","(주)익스큐브",
"107","담배도매업","11_43_01_P","3360000","2007336006905100001","20070727","20180725","04","취소/말소/만료/정지/중지","4","직권취소","","","","","971-0016","","618800","부산광역시 강서구 강동동 3780번지 20호","","","아주택배","20180725183142","I","2018-08-31 23:59:59.0","","","","주몽","(주)영남 토바코 컴퍼니",
"108","담배도매업","11_43_01_P","3370000","2002337006915500001","20020409","","01","영업/정상","1","정상영업","","","","","626-5468","","611071","부산광역시 연제구 거제1동 1482번지 2호 만해빌딩 201호","부산광역시 연제구 법원북로 86 (거제동, 만해빌딩)","611716","엔터유통","20140102131449","I","2018-08-31 23:59:59.0","","388733.387626572","190261.605843921","중남해라이트","(주)중남해유통",
"109","담배도매업","11_43_01_P","3370000","2002337006915500002","20020418","","01","영업/정상","1","정상영업","","","","","753-5930","","611072","부산광역시 연제구 거제2동","","","키소","20090407140336","I","2018-08-31 23:59:59.0","","","","FOR","대한담배주식회사",
"110","담배도매업","11_43_01_P","3370000","2008337006915500001","20080408","","01","영업/정상","1","정상영업","","","","","866-4554","","611071","부산광역시 연제구 거제동 1번지 24호","부산광역시 연제구 거제대로 290 (거제동)","","CARFE 부산점 T&C","20200205101746","U","2020-02-07 02:40:00.0","","389259.57535304","190041.42072246","위고, 스윙","우리담배판매(주)",
"111","담배도매업","11_43_01_P","3370000","2010337006915500002","20101206","","03","폐업","3","폐업처리","20110817","","","","","","611083","부산광역시 연제구 연산3동 1836번지 13호","부산광역시 연제구 연수로 192-1 (연산동)","","전자담배 헬씨시가","20111013093319","I","2018-08-31 23:59:59.0","","390488.588187867","188069.343094839","전자담배","위드 미 국제유통",
"112","담배도매업","11_43_01_P","3370000","2010337006915500001","20101021","","03","폐업","3","폐업처리","20120308","","","","","","611084","부산광역시 연제구 연산4동 700번지 10호","부산광역시 연제구 월드컵대로 74 (연산동)","611084","라두스","20141204094942","I","2018-08-31 23:59:59.0","","389776.926501612","188864.184115114","전자담배 - 라두스","이일수 사단",
"113","담배도매업","11_43_01_P","3370000","2010337006915500003","20101223","","03","폐업","3","폐업처리","20111221","","","","","","611085","부산광역시 연제구 연산5동 1500번지 20호","부산광역시 연제구 거제천로 108-1 (연산동)","","전자담배","20141204094732","I","2018-08-31 23:59:59.0","","388890.970569264","189123.75431419","전자담배 JERON","JERON 박정훈",
"114","담배도매업","11_43_01_P","3370000","2013337006915500001","20131024","","03","폐업","3","폐업처리","20140516","","","","","","611085","부산광역시 연제구 연산5동 702번지 8호 디오빌오피스텔 806호","부산광역시 연제구 중앙대로 1080, 806호 (연산동, 디오빌오피스텔)","611839","스누스코리아 부산연제","20141201151719","I","2018-08-31 23:59:59.0","","389446.843863774","189203.472244163","수누스","(주)수누스 코리아",
"115","담배도매업","11_43_01_P","3370000","2004337006915500001","20040727","","03","폐업","3","폐업처리","20110117","","","","852-2525","","611073","부산광역시 연제구 거제3동 566번지 6호 금화베르빌 301호","부산광역시 연제구 거제대로114번길 31, 301호 (거제동,금화베르빌)","","(주)시밀래부산진영업소","20110117172626","I","2018-08-31 23:59:59.0","","388546.224528958","188510.084585142","시밀래위드, 클래식, 스타, 샹떼럭셔리","대진어패럴",
"116","담배도매업","11_43_01_P","3370000","2005337006915500001","20050224","","03","폐업","3","폐업처리","20061113","","","","","","611086","부산광역시 연제구 연산6동 2124번지 10호","부산광역시 연제구 배산로23번길 17 (연산동)","","미투","20090407140917","I","2018-08-31 23:59:59.0","","390757.542370905","188211.594469409","미투","(주)트리플나인",
"117","담배도매업","11_43_01_P","3370000","2007337005415500001","20071115","","03","폐업","3","폐업처리","20101104","","","","","","611080","부산광역시 연제구 연산동 621번지 36호","부산광역시 연제구 쌍미천로155번길 4 (연산동)","","우리담배연제대리점","20101108182031","I","2018-08-31 23:59:59.0","","390035.295701617","189489.072486014","대장금","우리담배(주)",
"118","담배도매업","11_43_01_P","3380000","2011338006215500003","20110413","","01","영업/정상","1","정상영업","","","","","051-753-6990","","613831","부산광역시 수영구 수영동 466번지 15호 1층","부산광역시 수영구 연수로357번길 35 (수영동,1층)","","씨제이 (CJ) 인테리어","20110413105349","I","2018-08-31 23:59:59.0","","392253.431059751","187934.390017555","전자담배 및 카트리지","(주)킴리코리아",
"119","담배도매업","11_43_01_P","3380000","2012338006215500001","20120921","","01","영업/정상","1","정상영업","","","","","","","613808","부산광역시 수영구 광안1동 529번지","부산광역시 수영구 광일로29번가길 34 (광안동)","613808","D&B코리아","20120921174029","I","2018-08-31 23:59:59.0","","392032.567082461","186765.892414642","전자담배,액상","Shenzhen Teandaxing Technology CO.LTD",
"120","담배도매업","11_43_01_P","3380000","2015338007115500001","20150123","","01","영업/정상","1","정상영업","","","","","","","","부산광역시 수영구 민락동 165-13","부산광역시 수영구 광남로 202, 지하층 (민락동)","48285","센텀","20211111163351","U","2021-11-13 02:40:00.0","","393190.472536888","186422.472467638","스누스, 전자담배 액상","(주)스누스코리아, 스톡홀름(STKLM)",
"121","담배도매업","11_43_01_P","3380000","2020338008215500001","20201112","","01","영업/정상","1","정상영업","","","","","1899-8748","","","부산광역시 수영구 민락동 181-154 오션브릿지","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 4층 B401호 (민락동)","48283","주식회사 엠아이디엠","20201112100941","I","2020-11-14 00:23:08.0","","393521.998603867","185933.100965604","전자담배액상","HiLIQ Co.,Ltd",
"122","담배도매업","11_43_01_P","3380000","2008338006215500001","20080104","","03","폐업","3","폐업처리","20130201","","","","051-754-8455","","613100","부산광역시 수영구 광안동 113번지 16호","부산광역시 수영구 무학로 21 (광안동)","","우리담배 수영구대리점","20130204122620","I","2018-08-31 23:59:59.0","","392754.145204221","186779.845643634","위고(3종), 스윙(2종)","우리담배판매(주)",
"123","담배도매업","11_43_01_P","3380000","2010338006215500001","20101109","","03","폐업","3","폐업처리","20141204","","","","051-622-7577","","613011","부산광역시 수영구 남천1동 31번지 2호  백산아파트상가 5동 2-2호","부산광역시 수영구 남천바다로10번길 51 (남천동)","613815","한국전자담배 수영구지점","20141205151939","I","2018-08-31 23:59:59.0","","392389.128768819","185211.5770567","전자담배기기 및 니코틴액상","한국전자담배 수영구지점",
"124","담배도매업","11_43_01_P","3380000","2011338006215500001","20110105","","03","폐업","3","폐업처리","20111226","","","","1661-4311","","613103","부산광역시 수영구 광안3동 1038번지 11호","부산광역시 수영구 연수로382번길 4 (광안동)","","(주)더웰","20120113171552","I","2018-08-31 23:59:59.0","","392273.372907455","187665.231548621","Shenzhen AHK technology co. ltd.(중국) 제품 전자담배, 니코틴액상","1. Shenzhen AHK technology co. ltd.(중국)/ 2. Green Sound Hi-Tech Co., Ltd. 중국(제조)",
"125","담배도매업","11_43_01_P","3380000","2011338006215500002","20110405","","03","폐업","3","폐업처리","20141211","","","","051-744-4477","","613816","부산광역시 수영구 남천1동 74번지 41호","부산광역시 수영구 수영로 403 (남천동)","","케마이어 코리아","20220420085815","U","2022-04-22 02:40:00.0","","392031.539985965","184610.801576514","전자담배 및 액상제품","Shenzhen Boge Technology Co.,Ltd. 중국",
"126","담배도매업","11_43_01_P","3380000","2013338006215500001","20130425","","03","폐업","3","폐업처리","20140509","","","","","","613828","부산광역시 수영구 민락동 162번지 5호","부산광역시 수영구 광남로 212-2 (민락동)","613828","씨엔에스","20140512171700","I","2018-08-31 23:59:59.0","","393269.543893987","186441.977215265","스누스","(주)스누스코리아",
"127","담배도매업","11_43_01_P","3380000","2014338007115500001","20140512","","03","폐업","3","폐업처리","20150122","","","","051-853-4141","","613828","부산광역시 수영구 민락동 162번지 5호","부산광역시 수영구 광남로 212-2 (민락동)","613828","스누스전자담배","20150518093714","I","2018-08-31 23:59:59.0","","393269.543893987","186441.977215265","스누스","(주)스누스코리아",
"128","담배도매업","11_43_01_P","3390000","2010339006615500001","20101108","","01","영업/정상","1","정상영업","","","","","","","617840","부산광역시 사상구 주례3동 1161번지 13호 (학장로 317)","부산광역시 사상구 학장로 317 (주례동)","617840","한국전자담배 사상점","20111030143032","I","2018-08-31 23:59:59.0","","382137.575943036","185109.979058886","한국전자담배","(주)한국전자담배",
"129","담배도매업","11_43_01_P","3390000","2008339006615500001","20081024","","01","영업/정상","1","정상영업","","","","","051-301-2677","","617070","부산광역시 사상구 삼락동 342번지 19호 부산인쇄타운 519호","부산광역시 사상구 낙동대로1420번길 41, 519호 (삼락동,부산인쇄타운)","","(주)비케이엔티","20081024102255","I","2018-08-31 23:59:59.0","","380267.075260668","189289.429287616","peel, djmix","(주)디케이엔티",
"130","담배도매업","11_43_01_P","3390000","2021339010915500001","20210330","","01","영업/정상","1","정상영업","","","","","","","","부산광역시 사상구 괘법동 516-25","부산광역시 사상구 운산로 48, 장원빌딩 4층 (괘법동)","46963","유베코","20210330173944","I","2021-04-01 00:22:58.0","","380463.469887899","187201.309686978","일회용 전자 담배 ALLO Ultra 800","동양화공",
"131","담배도매업","11_43_01_P","3390000","2021339010915500002","20210330","","01","영업/정상","1","정상영업","","","","","051-624-6122","","","부산광역시 사상구 괘법동 516-25","부산광역시 사상구 운산로 48, 4층 (괘법동)","46963","주식회사 유베이퍼코리아","20210330174023","I","2021-04-01 00:22:58.0","","380463.469887899","187201.309686978","일회용 전자담배 ALLO Ultra 800","동양화공",
"132","담배도매업","11_43_01_P","3390000","2009339006615500002","20090514","","03","폐업","3","폐업처리","20100614","","","","319-3500","","617809","부산광역시 사상구 괘법동 578번지 (공구길 42) 산업용품상가 지하1층 M-23호","부산광역시 사상구 괘감로 37 (괘법동,(공구길 42) 산업용품상가 지하1층 M-23호)","","우리담배 사하대리점","20110322161419","I","2018-08-31 23:59:59.0","","380291.656000926","186303.922053702","우리담배","우리담배판매(주)",
"133","담배도매업","11_43_01_P","3390000","2009339006615500001","20090331","","03","폐업","3","폐업처리","20160819","","","","313-1358","","617845","부산광역시 사상구 학장동 389번지 1호 (보수로 1012)","부산광역시 사상구 학감대로 144 (학장동,(보수로 1012))","","미림디지텍","20190312141528","U","2019-03-14 02:40:00.0","","381137.295464412","184568.84316098","에바코 전자담배","(주) 에바코",
"134","담배도매업","11_43_01_P","3390000","2007339005605100001","20070725","","03","폐업","3","폐업처리","20080122","","","","051-316-5551","","617806","부산광역시 사상구 괘법동 268-번지 8호","","","(주)영남토바코컴퍼니사상구대리점","20080122155454","I","2018-08-31 23:59:59.0","","","","니드주몽실크,니드주몽블루,니드주몽트윈,니드주몽핑크","(주)영남토바코컴퍼니",
"135","담배도매업","11_43_01_P","3390000","2008339005615500001","20080110","","03","폐업","3","폐업처리","20080324","","","","051-323-0760","","617831","부산광역시 사상구 엄궁동 642번지 부건빌딩201호","부산광역시 사상구 강변대로 570 (엄궁동,부건빌딩201호)","","(주)상생","20080623110328","I","2018-08-31 23:59:59.0","","379121.358658945","183459.90043519","위고,스윙","우리담배판매(주)",
"136","담배도매업","11_43_01_P","3390000","2008339005615500002","20080327","","03","폐업","3","폐업처리","20100121","","","","051-325-8989","","617818","부산광역시 사상구 모라동 1335번지 10호","부산광역시 사상구 백양대로 955-26 (모라동)","","우리담배사상대리점","20100121190516","I","2018-08-31 23:59:59.0","","381256.423106323","189897.515604587","위고,스윙","우리담배판매(주)",
"137","담배도매업","11_43_01_P","3390000","2011339008315500001","20111010","","03","폐업","3","폐업처리","20130130","","","","051-323-5002","","617806","부산광역시 사상구 괘법동 933번지 4호 국제글로벌 401호 광장로 106","부산광역시 사상구 광장로 106 (괘법동,국제글로벌 401호 광장로 106)","","국제글로벌(주)","20141204125403","I","2018-08-31 23:59:59.0","","381072.491465006","186557.907450601","전자담배","라손",
"138","담배도매업","11_43_01_P","3390000","2015339009115500001","20150203","","03","폐업","3","폐업처리","20160304","","","","","","617012","부산광역시 사상구 주례동 74번지 22호","부산광역시 사상구 냉정로 116 (주례동)","617012","무코전자담배 부산주례점","20160304140213","I","2018-08-31 23:59:59.0","","383331.897458041","185205.345410929","전자담배","(주)무코전자담배",
"139","담배도매업","11_43_01_P","3400000","2008340002515500001","20080103","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051-723-0234","","619912","부산광역시 기장군 일광면 화전리 39번지 2호","부산광역시 기장군 일광면 기장대로 1037","619912","우리담배 기장대리점","20161111111648","I","2018-08-31 23:59:59.0","","403104.73470169","200830.242233909","위고, 스윙","우리담배판매(주)",
