"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"557","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100017","20210610","","01","영업/정상","11","영업","","","","","0517425910","","","부산광역시 해운대구 중동 1394-385 혜천빌딩","부산광역시 해운대구 구남로29번길 38, 혜천빌딩 (중동)","48095","현대콘택드안경","20210610172959","I","2021-12-16 00:22:43.0","","396949.492198292","186965.157030533","기타수질오염원관리","","","","","","","","",
"558","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100019","20210614","","01","영업/정상","11","영업","","","","","0517474311","","","부산광역시 해운대구 우동 1405 마린파크","부산광역시 해운대구 마린시티2로 2, 마린파크 710호 (우동)","48092","마린키즈안경","20210614180943","I","2021-12-16 00:22:43.0","","395308.61045334","186564.639113751","기타수질오염원관리","","","","","","","","",
"559","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100024","20210616","","01","영업/정상","11","영업","","","","","051-701-5197","","","부산광역시 해운대구 좌동 1479-3 세종월드프라자","부산광역시 해운대구 해운대로 814, 세종월드프라자 251호 (좌동)","48111","으뜸플러스안경 해운대점","20210616155539","I","2021-12-16 00:22:43.0","","398330.516530402","187771.511373596","기타수질오염원관리","","","","","","","","",
"560","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100033","20210624","","01","영업/정상","11","영업","","","","","051-781-1230","","","부산광역시 해운대구 반여동 1291-820","부산광역시 해운대구 재반로 207-1 (반여동)","48029","아이디어안경원","20210624094459","I","2021-12-16 00:22:43.0","","393975.298713977","190589.50230328","기타수질오염원관리","","","","","","","","",
"561","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100036","20210624","","01","영업/정상","11","영업","","","","","051-783-5114","","","부산광역시 해운대구 재송동 1118-1 장안빌딩","부산광역시 해운대구 재반로 82, 장안빌딩 (재송동)","48053","안경나라","20210624094606","I","2021-12-16 00:22:43.0","","393565.686883708","189491.840129076","기타수질오염원관리","","","","","","","","",
"562","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200000002","20000808","","01","영업/정상","11","영업","","","","","0517041670","","","부산광역시 해운대구 송정동 138-7","","","남광자동차정비","20220329115740","U","2022-03-31 02:40:00.0","","400411.534879489","189315.848384598","기타수질오염원관리","","","","","0","","0","",
"563","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200100005","20010417","","01","영업/정상","11","영업","","","","","0517037003","","","부산광역시 해운대구 송정동 137-2","부산광역시 해운대구 해운대로 1101  (송정동)","","해운대종합정비주식회사","20110722115622","I","2021-12-16 00:22:43.0","","400392.172869183","189409.134831057","기타수질오염원관리","","","","","","","","",
"564","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300026","19980623","","01","영업/정상","11","영업","","","","","0517461954","","","부산광역시 해운대구 중동 1394-56","부산광역시 해운대구 중동1로37번길 12, 101호 (중동)","612011","앨범사진관","20190102180336","I","2021-12-16 00:22:43.0","","397096.009633616","186947.861522022","기타수질오염원관리","","","","","","","","",
"565","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300068","19981026","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 좌동 1314-2 회목데파트상가 1층 12호","","","화목포토","20180830170740","I","2021-12-16 00:22:43.0","","398320.764293408","187928.258297607","기타수질오염원관리","","","","","","","","",
"566","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200100007","19920101","","01","영업/정상","11","영업","","","","","","","612811","부산광역시 해운대구 반여동 1229-3","","","금사정비공업사","20041221110215","I","2021-12-16 00:22:43.0","자동차 수리업","393029.881213901","191583.046222414","기타수질오염원관리","자동차 수리업","","","","0","","0","",
"567","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200200010","20020513","","01","영업/정상","11","영업","","","","","0517028250","","","부산광역시 해운대구 송정동 86-5 ,9호","부산광역시 해운대구 해운대로 1228 (송정동)","612040","대명모터스","20111031133040","I","2021-12-16 00:22:43.0","","400836.180946035","190589.394698707","기타수질오염원관리","","","","","","","","",
"568","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300002","20030112","","01","영업/정상","11","영업","","","","","0517043639","","","부산광역시 해운대구 송정동 115-5","부산광역시 해운대구 해운대로 1166 (송정동)","","영광자동차정비","20160226112530","I","2021-12-16 00:22:43.0","","400666.998613933","189968.38226327","기타수질오염원관리","","","","","","","","",
"569","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200800010","20081112","","01","영업/정상","11","영업","","","","","0516010448","","","부산광역시 해운대구 우동 1229-2","부산광역시 해운대구 해운대로 293 (우동)","","동일모터스(주)","20120823180621","I","2021-12-16 00:22:43.0","","394147.316503588","188228.991799924","기타수질오염원관리","","","","","","","","",
"570","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200800005","20080820","","01","영업/정상","11","영업","","","","","0517847297","","","부산광역시 해운대구 재송동 933-2","부산광역시 해운대구 해운대로76번길 12 (재송동)","","의료법인화인의료재단 센텀화인요양병원","20130607180054","I","2021-12-16 00:22:43.0","","392965.579341286","190018.758210551","기타수질오염원관리","","","","","","","","",
"571","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200800012","20081208","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 좌동 985","부산광역시 해운대구 양운로 104 (좌동)","612031","우리재활의학과의원","20130409180230","I","2021-12-16 00:22:43.0","","398012.108953246","188086.646196873","기타수질오염원관리","","","","","","","","",
"572","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200100004","20050818","","01","영업/정상","11","영업","","","","","0517026960","","","부산광역시 해운대구 송정동 118-1","부산광역시 해운대구 해운대로 1160 (송정동)","612040","1급다이렉트정비(주)","20220420150213","U","2022-04-22 02:40:00.0","","400644.894051922","189924.943869868","기타수질오염원관리","","","","","0","","0","",
"573","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100056","20210705","","01","영업/정상","11","영업","","","","","051-523-9987","","","부산광역시 해운대구 반여동 1206-19 명신빌딩","부산광역시 해운대구 선수촌로 102, 명신빌딩 1층 (반여동)","48037","안경나라","20210705111618","I","2021-12-16 00:22:43.0","","392954.129716139","191321.253695309","기타수질오염원관리","","","","","","","","",
"574","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100005","20210608","","01","영업/정상","11","영업","","","","","0517431001","","","부산광역시 해운대구 중동 1380-4","부산광역시 해운대구 구남로29번길 35, 1층 (중동)","48095","눈사랑안경 해운대점","20210608165334","I","2021-12-16 00:22:43.0","","396928.697646","186978.479096204","기타수질오염원관리","","","","","","","","",
"575","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100006","20210608","","01","영업/정상","11","영업","","","","","0517444884","","","부산광역시 해운대구 우동 1408 해운대아이파크","부산광역시 해운대구 마린시티2로 38, 상가C2동 303호 (우동, 해운대아이파크)","48120","마린뷰안경","20210608165335","I","2021-12-16 00:22:43.0","","395164.437852508","186231.014715022","기타수질오염원관리","","","","","","","","",
"576","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300011","20030107","","01","영업/정상","11","영업","","","","","051-704-7227","","","부산광역시 해운대구 송정동 115-6","부산광역시 해운대구 해운대로 1170 (송정동)","612040","대성정비","20190415163138","I","2021-12-16 00:22:43.0","","400672.729002855","190002.462903147","기타수질오염원관리","","","","","","","","",
"577","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300013","20000104","","01","영업/정상","11","영업","","","","","0515258877","","","부산광역시 해운대구 반여동 1190-2","부산광역시 해운대구 명장로67번길 146 (반여동)","612060","원동정비공업사","20170601160037","I","2021-12-16 00:22:43.0","","392731.387687212","191458.261955212","기타수질오염원관리","","","","","","","","",
"578","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300016","20030516","","01","영업/정상","11","영업","","","","","051704-9948","","","부산광역시 해운대구 송정동 82-4","부산광역시 해운대구 해운대로 1240 (송정동)","612040","한마음자동차정비","20201113090613","I","2021-12-16 00:22:43.0","","400826.791460929","190694.55406224","기타수질오염원관리","","","","","","","","",
"579","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300017","20050526","","01","영업/정상","11","영업","","","","","","","612821","부산광역시 해운대구 우동 655-4","","","(주)동부판매","20050527091320","I","2021-12-16 00:22:43.0","자동차 수리업","396223.423765584","186734.525871361","기타수질오염원관리","자동차 수리업","","","","0","","0","",
"580","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200400001","20040109","","01","영업/정상","11","영업","","","","","","","612060","부산광역시 해운대구 반여동 1202-2","","","우리동물병원","20040110110433","I","2021-12-16 00:22:43.0","","392922.622684311","191342.160415862","기타수질오염원관리","","","","","0","","0","",
"581","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200400007","20040611","","01","영업/정상","11","영업","","","","","0515290020","","","부산광역시 해운대구 반여동 1228-2","부산광역시 해운대구 선수촌로 134  (반여동)","","(주)현대정비공업","20081223103842","I","2021-12-16 00:22:43.0","","393121.728126385","191620.428118046","기타수질오염원관리","","","","","","","","",
"582","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100008","20210609","","01","영업/정상","11","영업","","","","","0517475747","","","부산광역시 해운대구 좌동 1270-2","부산광역시 해운대구 좌동순환로 78 (좌동)","48083","시선안경","20210609113333","I","2021-12-16 00:22:43.0","","397398.305791549","188158.604800029","기타수질오염원관리","","","","","","","","",
"583","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100010","20210609","","01","영업/정상","11","영업","","","","","0517048255","","","부산광역시 해운대구 좌동 1460-1 나하나빌딩","부산광역시 해운대구 양운로 92, 나하나빌딩 1층 (좌동)","48106","모노안경","20210609153841","I","2021-12-16 00:22:43.0","","398082.701814043","187950.653738986","기타수질오염원관리","","","","","","","","",
"584","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100011","20210609","","01","영업/정상","11","영업","","","","","0517844042","","","부산광역시 해운대구 중동 1378-18 해운대온천센터","부산광역시 해운대구 중동2로 16, 해운대온천센터 1층 (중동)","48096","비추미안경원","20210609154246","I","2021-12-16 00:22:43.0","","397143.069557983","187060.38417815","기타수질오염원관리","","","","","","","","",
"585","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100013","20210610","","01","영업/정상","11","영업","","","","","0517413361","","","부산광역시 해운대구 우동 1460 센텀 T 타워","부산광역시 해운대구 센텀중앙로 66, 센텀 T 타워 105호 (우동)","48059","비추미안경(센텀점)","20210610132613","I","2021-12-16 00:22:43.0","","393828.352612889","188165.14841924","기타수질오염원관리","","","","","","","","",
"586","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100015","20210610","","01","영업/정상","11","영업","","","","","0517452063","","","부산광역시 해운대구 우동 1495 신세계백화점센텀시티점","부산광역시 해운대구 센텀남대로 35, 신세계백화점센텀시티점 지하1층 (우동)","48058","페이지안경","20210610172752","I","2021-12-16 00:22:43.0","","393952.264486105","187602.933160728","기타수질오염원관리","","","","","","","","",
"587","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100021","20210614","","01","영업/정상","11","영업","","","","","051-744-4144","","","부산광역시 해운대구 우동 618-9","부산광역시 해운대구 구남로 11-1 (우동)","48095","다비치안경","20210614181046","I","2021-12-16 00:22:43.0","","396715.810246764","186990.466055583","기타수질오염원관리","","","","","","","","",
"588","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100022","20210614","","01","영업/정상","11","영업","","","","","051-543-2888","","","부산광역시 해운대구 반송동 228-5","부산광역시 해운대구 신반송로 11-25 (반송동)","48009","아이리더(반송점)","20210614181148","I","2021-12-16 00:22:43.0","","396481.73992329","194400.482366469","기타수질오염원관리","","","","","","","","",
"589","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100023","20210614","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 송정동 138-3","부산광역시 해운대구 해운대로 1100, 1층 (송정동)","48073","안경매니저","20210614181149","I","2021-12-16 00:22:43.0","","400433.299082642","189342.715155915","기타수질오염원관리","","","","","","","","",
"590","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100029","20210621","","01","영업/정상","11","영업","","","","","051-704-2399","","","부산광역시 해운대구 좌동 1327-5 송강빌딩","부산광역시 해운대구 좌동순환로 308, 송강빌딩 1층 (좌동)","48110","안경본데이해운대좌동점","20210621092649","I","2021-12-16 00:22:43.0","","398779.06015795","187679.403567887","기타수질오염원관리","","","","","","","","",
"591","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100057","20210705","","01","영업/정상","11","영업","","","","","051-745-1203","","","부산광역시 해운대구 우동 1495 신세계백화점센텀시티점","부산광역시 해운대구 센텀남대로 35, 신세계백화점센텀시티점 1층 (우동)","48058","콜렉트센텀","20210705111721","I","2021-12-16 00:22:43.0","","393952.264486105","187602.933160728","기타수질오염원관리","","","","","","","","",
"592","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100058","20210705","","01","영업/정상","11","영업","","","","","051-784-0438","","","부산광역시 해운대구 반여동 1291-1016 라데팡스안경","부산광역시 해운대구 재반로 190, 라데팡스안경 (반여동)","48030","라데팡스안경","20210705111723","I","2021-12-16 00:22:43.0","","393985.171439313","190403.237807528","기타수질오염원관리","","","","","","","","",
"593","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100059","20210705","","01","영업/정상","11","영업","","","","","051-782-6000","","","부산광역시 해운대구 반여동 1291-201 아이원안경","부산광역시 해운대구 재반로 240, 아이원안경 1층 (반여동)","48027","SECOND FACE(세컨페이스)","20210705111725","I","2021-12-16 00:22:43.0","","394047.328918548","190900.937132998","기타수질오염원관리","","","","","","","","",
"594","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100060","20210705","","01","영업/정상","11","영업","","","","","051-730-3280","","","부산광역시 해운대구 우동 1496 롯데백화점센텀시티점","부산광역시 해운대구 센텀남대로 59, 롯데백화점센텀시티점 2층 (우동)","48058","아프리카안경","20210705111727","I","2021-12-16 00:22:43.0","","394083.501537578","187707.586117775","기타수질오염원관리","","","","","","","","",
"595","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100042","20210702","","01","영업/정상","11","영업","","","","","051-545-9970","","","부산광역시 해운대구 반송동 250-2425","부산광역시 해운대구 아랫반송로 33, 2층 (반송동)","48019","안경세상","20210702090634","I","2021-12-16 00:22:43.0","","395611.775790752","193815.467495942","기타수질오염원관리","","","","","","","","",
"596","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100043","20210702","","01","영업/정상","11","영업","","","","","051-545-1665","","","부산광역시 해운대구 반송동 716-11 서울메디컬센터","부산광역시 해운대구 아랫반송로 12, 서울메디컬센터 (반송동)","48018","서울메디컬안경","20210702171726","I","2021-12-16 00:22:43.0","","395415.72439161","193897.930412522","기타수질오염원관리","","","","","","","","",
"597","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100001","20210409","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 송정동 136-12 정우빌딩","부산광역시 해운대구 송정1로8번길 25, 정우빌딩 (송정동)","48068","상상오토컴퍼니","20210409101623","I","2021-12-16 00:22:43.0","","400303.254702842","189355.605246063","기타수질오염원관리","","","","","","","","",
"598","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100050","20210705","","01","영업/정상","11","영업","","","","","051-741-4848","","","부산광역시 해운대구 우동 395-5 굿모닝안경","부산광역시 해운대구 우동2로 53, 굿모닝안경 (우동)","48087","굿모닝안경","20210705110752","I","2021-12-16 00:22:43.0","","396463.787601338","187560.13256539","기타수질오염원관리","","","","","","","","",
"599","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200400012","20040720","","01","영업/정상","11","영업","","","","","051-702-5600","","","부산광역시 해운대구 송정동 140-14","부산광역시 해운대구 해운대로 1083 (송정동)","612040","동부산종합서비스 기아오토큐","20201118182742","I","2021-12-16 00:22:43.0","","400291.641173744","189221.280185225","기타수질오염원관리","","","","","","","","",
"600","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200400016","20041012","","01","영업/정상","11","영업","","","","","0517822661","","","부산광역시 해운대구 반여동 1291-246","부산광역시 해운대구 재반로 231 (반여동)","","부산제일의원","20130812154225","I","2021-12-16 00:22:43.0","","394003.089256707","190825.101208965","기타수질오염원관리","","","","","","","","",
"601","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300089","20060605","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 재송동 1059-3","부산광역시 해운대구 재반로 117-1 (재송동)","612051","재송동물병원","20150128152535","I","2021-12-16 00:22:43.0","","393617.911867783","189822.884649487","기타수질오염원관리","","","","","","","","",
"602","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100054","20210705","","01","영업/정상","11","영업","","","","","051-528-8001","","","부산광역시 해운대구 반여동 1639-2 갤러리안경 반여점","부산광역시 해운대구 선수촌로 96, 갤러리안경 반여점 1층 (반여동)","48037","오렌즈 부산반여점 갤러리안경","20210705111613","I","2021-12-16 00:22:43.0","","392955.570526137","191282.301334668","기타수질오염원관리","","","","","","","","",
"603","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100055","20210705","","01","영업/정상","11","영업","","","","","051-701-0440","","","부산광역시 해운대구 좌동 1467-4 지팝건축물","부산광역시 해운대구 해운대로 813, 지팝건축물 지하1층 (좌동)","48106","일공공일안경 NC해운대","20210705111616","I","2021-12-16 00:22:43.0","","398269.05154158","187874.778091232","기타수질오염원관리","","","","","","","","",
"604","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100030","20210621","","01","영업/정상","11","영업","","","","","051-701-3579","","","부산광역시 해운대구 좌동 395-3","부산광역시 해운대구 좌동로 104, 1층 (좌동)","48107","다비치안경 좌동점","20210621092752","I","2021-12-16 00:22:43.0","","398202.092657384","188114.588575362","기타수질오염원관리","","","","","","","","",
"605","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100031","20210621","","01","영업/정상","11","영업","","","","","051-747-8833","","","부산광역시 해운대구 우동 1407 해운대두산위브더제니스","부산광역시 해운대구 마린시티2로 33, 104동 101호 (우동, 해운대두산위브더제니스)","48119","아이젠트리마린시티점","20210621092753","I","2021-12-16 00:22:43.0","","395388.715069604","186268.853282623","기타수질오염원관리","","","","","","","","",
"606","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100027","20210621","","01","영업/정상","11","영업","","","","","051-524-4042","","","부산광역시 해운대구 반여동 1441-71 비디오까페","부산광역시 해운대구 선수촌로 62, 비디오까페 1층 (반여동)","48039","안경하나","20210621092543","I","2021-12-16 00:22:43.0","","392906.879679306","190939.749856307","기타수질오염원관리","","","","","","","","",
"607","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100028","20210621","","01","영업/정상","11","영업","","","","","051-702-8911","","","부산광역시 해운대구 좌동 1459-6 해운대자생한방병원","부산광역시 해운대구 해운대로 793, 해운대자생한방병원 1층 101호 (좌동)","48102","아이젠트리본점","20210621092545","I","2021-12-16 00:22:43.0","","398107.08997841","187767.702830458","기타수질오염원관리","","","","","","","","",
"608","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100039","20210702","","01","영업/정상","11","영업","","","","","051-746-1530","","","부산광역시 해운대구 좌동 1473-2 엘리움","부산광역시 해운대구 해운대로 794, 엘리움 2층 206호 (좌동)","48104","으뜸50안경 장산역점","20210702090425","I","2021-12-16 00:22:43.0","","398155.660814985","187681.573589165","기타수질오염원관리","","","","","","","","",
"609","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100047","20210705","","01","영업/정상","11","영업","","","","","051-744-5887","","","부산광역시 해운대구 중동 1380-14 세이브존","부산광역시 해운대구 구남로29번길 21, 세이브존 2층 (중동)","48095","안경하우스","20210705102637","I","2021-12-16 00:22:43.0","","396855.567145532","186957.123472368","기타수질오염원관리","","","","","","","","",
"610","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100053","20210705","","01","영업/정상","11","영업","","","","","051-781-4104","","","부산광역시 해운대구 재송동 1052-3","부산광역시 해운대구 해운대로81번길 12 (재송동)","48054","현대안경","20210707094613","I","2021-12-16 00:22:43.0","","393132.448516833","189954.460609532","기타수질오염원관리","","","","","","","","",
"611","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100061","20210705","","01","영업/정상","11","영업","","","","","051-522-4115","","","부산광역시 해운대구 반여동 1406-1 홈플러스 부산반여점","부산광역시 해운대구 선수촌로21번길 37, 홈플러스 부산반여점 2층 (반여동)","48043","아이피아안경","20210705155941","I","2021-12-16 00:22:43.0","","392614.443268726","190638.92091912","기타수질오염원관리","","","","","","","","",
"612","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100062","20210705","","01","영업/정상","11","영업","","","","","051-743-0202","","","부산광역시 해운대구 우동 1406-2 해운대홈플러스","부산광역시 해운대구 해운대해변로 140, 해운대홈플러스 지하1층 (우동)","48092","아이피아안경원","20210705155943","I","2021-12-16 00:22:43.0","","395506.531175571","186442.190386792","기타수질오염원관리","","","","","","","","",
"613","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100063","20210705","","01","영업/정상","11","영업","","","","","051-747-8843","","","부산광역시 해운대구 우동 1407 해운대두산위브더제니스","부산광역시 해운대구 마린시티2로 33, 104동 157, 158호 (우동, 해운대두산위브더제니스)","48119","세컨페이스 마린점","20210705155945","I","2021-12-16 00:22:43.0","","395388.715069604","186268.853282623","기타수질오염원관리","","","","","","","","",
"614","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100064","20210705","","01","영업/정상","11","영업","","","","","051-747-0302","","","부산광역시 해운대구 중동 1767 이마트해운대점","부산광역시 해운대구 좌동순환로 511, 이마트해운대점 2층 (중동)","48096","시호비전안경원 해운대점","20210705155945","I","2021-12-16 00:22:43.0","","397397.83276594","187354.835259309","기타수질오염원관리","","","","","","","","",
"615","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100065","20210705","","01","영업/정상","11","영업","","","","","051-702-0085","","","부산광역시 해운대구 좌동 1315 해운대삼정코아주상복합","부산광역시 해운대구 세실로 48, 상복합동 1층 138호 (좌동, 해운대삼정코아주상복합)","48110","눈사랑안경","20210705155946","I","2021-12-16 00:22:43.0","","398407.043332602","187784.843934451","기타수질오염원관리","","","","","","","","",
"616","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100066","20210705","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 우동 1407 해운대두산위브더제니스","부산광역시 해운대구 마린시티2로 33, 104동 113호 (우동, 해운대두산위브더제니스)","48119","카멜레옹(chameleon)","20210705155947","I","2021-12-16 00:22:43.0","","395388.715069604","186268.853282623","기타수질오염원관리","","","","","","","","",
"617","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100034","20210624","","01","영업/정상","11","영업","","","","","051-741-5533","","","부산광역시 해운대구 우동 602-7","부산광역시 해운대구 해운대로 634 (우동)","48095","갤러리안경","20210624094500","I","2021-12-16 00:22:43.0","","396733.024234616","187116.405805312","기타수질오염원관리","","","","","","","","",
"618","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025202100020","20210614","","01","영업/정상","11","영업","","","","","051-784-1095","","","부산광역시 해운대구 반여동 1291-250 080안경","부산광역시 해운대구 재반로 229, 080안경 (반여동)","48028","글라스미안경 렌즈미 반여점","20210614181045","I","2021-12-16 00:22:43.0","","394000.386364089","190800.902296645","기타수질오염원관리","","","","","","","","",
"619","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200600012","20061023","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 반여동 1206-13 부원메디칼센터 4층","부산광역시 해운대구 선수촌로 102-2 (반여동,부원메디칼센터 4층)","","이화내과의원","20130122100622","I","2021-12-16 00:22:43.0","","392961.569950281","191339.009205653","기타수질오염원관리","","","","","","","","",
"620","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300037","19980702","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 반여동 1481-1","부산광역시 해운대구 선수촌로 8-2 (반여동)","","전광남정형외과","20170601160033","I","2021-12-16 00:22:43.0","","392883.831328694","190449.140928883","기타수질오염원관리","","","","","","","","",
"621","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300054","19980901","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 반여동 1291-1025","부산광역시 해운대구 재반로 193-1 (반여동)","","문내과의원","20140411141437","I","2021-12-16 00:22:43.0","","393962.31324003","190451.059252677","기타수질오염원관리","","","","","","","","",
"622","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300057","19980901","","01","영업/정상","11","영업","","","","","","","612817","부산광역시 해운대구 반여동 1609-1","","","손외과의원","20041221164246","I","2021-12-16 00:22:43.0","의원","394029.29313286","191052.246835551","기타수질오염원관리","의원","","","","0","","0","",
"623","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025201100004","20111012","","01","영업/정상","11","영업","","","","","0515540990","","null","부산광역시 해운대구 반여동 913-1","부산광역시 해운대구 반여로155번다길 7 (반여동)","","반여신세기자동차정비","20180601105701","I","2021-12-16 00:22:43.0","","393299.649212734","191800.940777646","기타수질오염원관리","","","","","","","","",
"624","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025201400002","20140217","","01","영업/정상","11","영업","","","","","1688-2369","","","","부산광역시 해운대구 해운대로 287 (우동)","612827","스타자동차(주)","20190501092750","I","2021-12-16 00:22:43.0","","394138.596678754","188271.433778194","기타수질오염원관리","","","","","","","","",
"625","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025201000010","20101005","","01","영업/정상","11","영업","","","","","07086602040","","","부산광역시 해운대구 중동 1394-356","부산광역시 해운대구 해운대해변로 299 (중동)","","(주)동성모터스 해운대서비스센터","20150120174429","I","2021-12-16 00:22:43.0","","397067.292102615","186827.203522046","기타수질오염원관리","","","","","","","","",
"626","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025201300005","20130410","","01","영업/정상","11","영업","","","","","","","","부산광역시 해운대구 재송동 826-1","부산광역시 해운대구 수영강변대로 278 (재송동)","612828","(주)에코자동차종합정비","20130410103104","I","2021-12-16 00:22:43.0","","392947.96503943","189243.99919565","기타수질오염원관리","","","","","","","","",
"627","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025200300062","19980921","","01","영업/정상","11","영업","","","","","0515439564","","","부산광역시 해운대구 반송동 250-226","부산광역시 해운대구 아랫반송로 37 (반송동)","","이준희정형외과의원","20130122094548","I","2021-12-16 00:22:43.0","","395639.457289622","193780.906605825","기타수질오염원관리","","","","","","","","",
"628","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025201500004","20151218","","01","영업/정상","11","영업","","","","","051-781-4325","","","","부산광역시 해운대구 해운대로 87 (재송동)","48054","재송정비","20190925092229","I","2021-12-16 00:22:43.0","","393112.080761251","189883.018671818","기타수질오염원관리","","","","","","","","",
"629","수질오염원설치시설(기타)","09_30_12_P","3330000","333000025201500003","20151021","","01","영업/정상","11","영업","","","","","051-806-0999","","","부산광역시 해운대구 반여동 777-2","부산광역시 해운대구 선수촌로177번길 33 (반여동)","48032","투엠자동차정비","20220308180017","U","2022-03-10 02:40:00.0","","393178.360791451","192053.116430274","기타수질오염원관리","","","","","0","","0","",
