"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","종업원수","자격증소유자수","보조종업원수","시설관리자수","기타종업원수","병상수","욕실면적","총면적",
"73","의료유사업","01_01_10_P","3300000","PHMB420163300024042400001","20160121","","03","폐업","03","폐업","20180713","","","","051-552-7566","","","","부산광역시 동래구 중앙대로1473번길 13, 103동 2층 201호 (온천동, 벽산아스타아파트)","47711","온천안마원","20180713151049","I","2018-08-31 23:59:59.0","안마원","389658.84265300000","193210.60213900000","안마원","0","","","","","0","0","57.52",
"74","의료유사업","01_01_10_P","3300000","PHMB420163300024042400002","20160121","","03","폐업","03","폐업","20220124","","","","051-501-3369","","","","부산광역시 동래구 여고북로 167, 3층 (온천동)","47825","회복센터.지압안마원","20220124150843","U","2022-01-26 02:40:00.0","안마원","388804.787453185","191188.033525252","안마원","0","0","0","0","0","0","0","100.41",
"75","의료유사업","01_01_10_P","3300000","PHMB420053300024042400001","20051021","","03","폐업","03","폐업","20090204","","","","552-3525","","607060","부산광역시 동래구 온천동 440번지 8호","부산광역시 동래구 금강로 80-7 (온천동)","","강남안마시술소","20090204115127","I","2018-08-31 23:59:59.0","안마시술소","389191.631006255","192742.538188126","안마시술소","1","","","","","1","1","665.1",
"76","의료유사업","01_01_10_P","3300000","PHMB420073300024042400001","20070510","","03","폐업","03","폐업","20120403","","","","553-1504","","607060","부산광역시 동래구 온천동 210번지 90호 외1필지","부산광역시 동래구 금강공원로 36 (온천동,외1필지)","","미안마시술소","20120403155141","I","2018-08-31 23:59:59.0","안마시술소","389357.367449531","193071.666461178","안마시술소","2","","","","","13","","280.77",
"77","의료유사업","01_01_10_P","3300000","PHMB420093300024042400001","20090202","","03","폐업","03","폐업","20090202","","","","5550582","","607061","부산광역시 동래구 온천동 169번지 44호","부산광역시 동래구 금강공원로20번길 24 (온천동)","","온천안마시술소","20090202171206","I","2018-08-31 23:59:59.0","안마시술소","389591.990621713","193160.561813882","안마시술소","3","","","","","16","50","475",
"78","의료유사업","01_01_10_P","3300000","PHMB420083300024042400001","20081104","","03","폐업","03","폐업","20090619","20090327","20090627","","","","607842","부산광역시 동래구 온천3동 1415번지 20호","부산광역시 동래구 아시아드대로220번길 47 (온천동)","","코리아남마시술소","20090702144248","I","2018-08-31 23:59:59.0","안마시술소","388364.144778367","191282.777082557","안마시술소","3","","","","","24","","639.54",
"79","의료유사업","01_01_10_P","3300000","PHMB420033300024042400001","20030929","","03","폐업","03","폐업","20100414","","","","805-3200","","607842","부산광역시 동래구 온천3동 1423번지 6호","부산광역시 동래구 충렬대로92번길 20 (온천동)","","다빈안마시술소","20130812153716","I","2018-08-31 23:59:59.0","안마시술소","388452.230668414","191711.291626998","안마시술소","2","","","","","12","","302.18",
"80","의료유사업","01_01_10_P","3300000","PHMB420043300024042400001","20041119","","03","폐업","03","폐업","20110418","","","","","","607833","부산광역시 동래구 온천1동 215번지 1호","부산광역시 동래구 금강로124번길 19 (온천동)","","오렌지안마시술소","20131220163746","I","2018-08-31 23:59:59.0","안마시술소","389415.20340442","193131.590860807","안마시술소","4","","","","","22","","568.22",
"81","의료유사업","01_01_10_P","3300000","PHMB420123300024042400001","20120130","","03","폐업","03","폐업","20121121","","","","070-8106-9383","","607833","부산광역시 동래구 온천1동 210번지 74호","부산광역시 동래구 금강로106번길 15 (온천동)","607833","몽안마시술소","20121122112028","I","2018-08-31 23:59:59.0","안마시술소","389319.231779046","192984.375253037","안마시술소","3","","","","","12","","645.3",
"82","의료유사업","01_01_10_P","3300000","PHMB420183300024042400001","20180906","","03","폐업","03","폐업","20191029","","","","051-552-7566","","","부산광역시 동래구 온천동 178번지 7호 벽산아스타","부산광역시 동래구 중앙대로1473번길 13, 103동 201호 (온천동, 벽산아스타)","47711","온천지압안마원","20191104143216","U","2019-11-06 02:40:00.0","안마원","389549.644753388","192862.080320704","안마원","0","","","","","","0","57.52",
"83","의료유사업","01_01_10_P","3300000","PHMB420153300024042400001","20150708","","01","영업/정상","13","영업중","","","","","051-523-5052","","","부산광역시 동래구 안락동 444번지 19호","부산광역시 동래구 명안로39번길 4, 2층 (안락동)","47783","용약손안마원","20190808180538","U","2019-08-10 02:40:00.0","안마원","391579.319973902","191023.919560689","안마원","1","","","","","2","0","105.7",
"84","의료유사업","01_01_10_P","3300000","PHMB420093300024042400002","20090908","","01","영업/정상","13","영업중","","","","","051-507-2116","","","부산광역시 동래구 사직동 92번지 36호 사직동백진빌딩","부산광역시 동래구 사직북로 3, 사직동백진빌딩 5층 (사직동)","47865","한국전통지압원","20191227175243","U","2019-12-29 02:40:00.0","안마원","387606.323151093","190495.275732428","안마원","1","","","","","","","192.24",
"85","의료유사업","01_01_10_P","3300000","PHMB420093300024042400003","20091102","","01","영업/정상","13","영업중","","","","","501-7532","","607842","부산광역시 동래구 온천3동 1421번지 16호","부산광역시 동래구 아시아드대로 250 (온천동)","","자오안마원","20160308132536","I","2018-08-31 23:59:59.0","안마원","388305.638094654","191597.898896479","안마원","1","","","","","","","81.57",
"86","의료유사업","01_01_10_P","3300000","PHMB420113300024042400001","20111117","","01","영업/정상","13","영업중","","","","","527-7975","","607101","부산광역시 동래구 안락1동 419번지 9호","부산광역시 동래구 반송로 237 (안락동)","","우리들안마원","20111117110831","I","2018-08-31 23:59:59.0","안마원","391040.446321191","191207.013739929","안마원","1","","","","","","","66.12",
"87","의료유사업","01_01_10_P","3300000","PHMB420123300024042400002","20120629","","01","영업/정상","13","영업중","","","","","502-5050","","607817","부산광역시 동래구 사직1동 68번지 4호","부산광역시 동래구 아시아드대로 157 (사직동)","47867","동방수기요법안마원","20220120180558","U","2022-01-22 02:40:00.0","안마원","387989.717284897","190757.524207676","안마원","1","0","0","0","0","0","0","66.68",
"88","의료유사업","01_01_10_P","3300000","PHMB420033300024042400002","20030402","","01","영업/정상","13","영업중","","","","","051-557-1470","","607010","부산광역시 동래구 명륜동 433번지 3호","부산광역시 동래구 명륜로103번길 2, 2층 (명륜동)","47738","약손경락지압원","20181224195921","U","2018-12-26 02:40:00.0","안마원","389626.38719954","191311.330037512","안마원","2","","","","","3","","95.83",
"89","의료유사업","01_01_10_P","3300000","PHMB420203300024042400001","20200810","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 동래구 충렬사로 38, 2층 (안락동)","47754","토닥토닥안마원","20201208170423","U","2020-12-10 02:40:00.0","안마원","390987.759040711","191257.667949472","안마원","1","","","","","2","","80.76",
"90","의료유사업","01_01_10_P","3300000","PHMB420213300024042400001","20210909","","01","영업/정상","13","영업중","","","","","051-502-3696","","","","부산광역시 동래구 석사로34번길 22, 2층 (사직동)","47858","경주지압안마원","20210909150427","I","2021-09-11 00:22:49.0","안마원","387879.412531092","190795.153847517","안마원","0","0","0","0","0","0","0","66.76",
"91","의료유사업","01_01_10_P","3300000","PHMB420203300024042400002","20201209","","01","영업/정상","13","영업중","","","","","051-532-8585","","","","부산광역시 동래구 명장로 56-1, 2층 (명장동)","47775","찐안마원","20201209171228","I","2020-12-11 00:23:07.0","안마원","391814.169547895","191511.226312551","안마원","1","","","","","3","","111.67",
"92","의료유사업","01_01_10_P","3310000","PHMB420123310024042400001","20120628","","03","폐업","03","폐업","20141216","","","","051-624-7578","","608804","부산광역시 남구 대연3동 34번지 17호","부산광역시 남구 수영로346번길 21, 2층 (대연동)","608804","조약손지압원","20150519170526","I","2018-08-31 23:59:59.0","안마원","391696.880193891","184137.583883108","안마원","1","","","","","","","65.97",
"93","의료유사업","01_01_10_P","3310000","PHMB420193310024042400001","20191121","","01","영업/정상","13","영업중","","","","","051-463-5459","","","","부산광역시 남구 고동골로4번길 17, 3층 (문현동)","48419","부산안마지압원","20191121173420","I","2019-11-23 00:23:21.0","안마원","388793.829129775","184009.243353883","안마원","2","","","","","2","","106.23",
"94","의료유사업","01_01_10_P","3310000","PHMB420133310024042400001","20130502","","01","영업/정상","13","영업중","","","","","051-623-1722","","608025","부산광역시 남구 대연5동 1745번지 17호","부산광역시 남구 수영로219번길 6 (대연동)","48445","주안마원","20150519170823","I","2018-08-31 23:59:59.0","안마원","390475.275747224","183802.261232626","안마원","1","","","","","1","","58.18",
"95","의료유사업","01_01_10_P","3310000","PHMB420153310024042400001","20150519","","01","영업/정상","13","영업중","","","","","051-626-7575","","608808","부산광역시 남구 대연동 1381번지 1호","부산광역시 남구 못골번영로 11, 5층 (대연동, 성산빌딩)","48438","건강우리지압원","20200814120227","U","2020-08-16 02:40:00.0","안마원","390319.391109862","183888.970870917","안마원","","","","","","","","126.97",
"96","의료유사업","01_01_10_P","3310000","PHMB420183310024042400001","20180711","","01","영업/정상","13","영업중","","","","","635-8006","","","부산광역시 남구 문현동 119번지 10호 삼부맨션 101호","부산광역시 남구 고동골로78번길 54 (문현동, 삼부맨션)","48417","초원안마지압원","20180711155135","I","2018-08-31 23:59:59.0","안마원","388972.614249103","184705.076978689","안마원","1","","","","","2","","75.9",
"97","의료유사업","01_01_10_P","3310000","PHMB420113310024042400001","20110922","","01","영업/정상","13","영업중","","","","","051-907-8478","","","부산광역시 남구 대연동 1762번지 5호","부산광역시 남구 못골로12번길 35, 6층 2호 (대연동)","48453","어울림지압원","20191114174913","U","2019-11-16 02:40:00.0","안마원","390038.753816464","183810.676385428","안마원","1","","","","","","","35.88",
"98","의료유사업","01_01_10_P","3310000","PHMB420063310024042400001","20060908","","01","영업/정상","13","영업중","","","","","051)918-7575","","","부산광역시 남구 대연동 76번지 5호","부산광역시 남구 수영로 282, 310호 (대연동, 현대오피스텔)","48499","김성심건강안마원","20151125160025","I","2018-08-31 23:59:59.0","안마원","391096.02717753","183868.728564762","안마원","1","","","","","","","48.4",
"99","의료유사업","01_01_10_P","3310000","PHMB419893310024042400001","19890110","","01","영업/정상","13","영업중","","","","","051)624-8872","","608815","부산광역시 남구 대연동 1121번지 3호","부산광역시 남구 석포로 125 (대연동)","48486","벧엘안마원","20150717152120","I","2018-08-31 23:59:59.0","안마원","390532.973424532","183046.960937405","안마원","1","","","","","","","46.36",
"100","의료유사업","01_01_10_P","3310000","PHMB420063310024042400002","20060320","","01","영업/정상","13","영업중","","","","","051)634-7576","","608826","부산광역시 남구 문현2동 635번지 5호","부산광역시 남구 전포대로 76 (문현동)","48412","영성물리안마원","20120316103743","I","2018-08-31 23:59:59.0","안마원","388312.888433485","184663.464126541","안마원","1","","","","","","","13.94",
"101","의료유사업","01_01_10_P","3310000","PHMB420043310024042400001","20041013","","01","영업/정상","13","영업중","","","","","051)622-8275","","608818","부산광역시 남구 대연5동 1500번지 31호","부산광역시 남구 못골번영로 79-1 (대연동)","48429","한서안마원","20120316104221","I","2018-08-31 23:59:59.0","안마원","390286.072606021","184566.959550687","안마원","1","","","","","","","37",
"102","의료유사업","01_01_10_P","3310000","PHMB420183310024042400002","20181010","","01","영업/정상","13","영업중","","","","","620-0045","","","부산광역시 남구 대연동 1752번지 16호 동키치킨","부산광역시 남구 수영로196번길 9, 동키치킨 (대연동)","48492","대연명인지압원","20201222153802","U","2020-12-24 02:40:00.0","안마원","390253.122572516","183697.417130675","안마원","","","","","","","","131.67",
"103","의료유사업","01_01_10_P","3320000","PHMB420193320045042400001","20191227","","03","폐업","03","폐업","20220622","","","","051-361-1116","","","부산광역시 북구 화명동 2271번지 3호 골든프라자","부산광역시 북구 화명신도시로 129, 골든프라자 5층 502호 (화명동)","46524","우진지압원","20220622131408","U","2022-06-24 02:40:00.0","안마원","382960.334335052","194775.475704275","안마원","1","0","0","0","0","3","0","102.06",
"104","의료유사업","01_01_10_P","3320000","PHMB420033320045042400001","20031231","","03","폐업","03","폐업","20121217","","","","051-335-0534","","616801","부산광역시 북구 구포동 190번지 5호","부산광역시 북구 낙동대로 1753 (구포동)","616801","궁전안마시술소","20121217154551","I","2018-08-31 23:59:59.0","안마시술소","382137.659693707","191876.111282952","안마시술소","2","","","","","16","","466",
"105","의료유사업","01_01_10_P","3320000","PHMB420113320045042400001","20110428","","03","폐업","03","폐업","20120423","20111228","20120331","","055-243-2358","","616101","부산광역시 북구 덕천1동 399번지 15호","부산광역시 북구 금곡대로8번길 24 (덕천동)","616816","뷰안마시술소","20120423093344","I","2018-08-31 23:59:59.0","안마시술소","382634.113158576","192028.162620492","안마시술소","2","","","","","18","64.8","500.8",
"106","의료유사업","01_01_10_P","3320000","PHMB420113320045042400002","20110517","","03","폐업","03","폐업","20150414","","","","338-9800","","616808","부산광역시 북구 구포3동 1237번지 50호 3층","부산광역시 북구 시랑로 159 (구포동)","616808","조은건강안마원","20150414155553","I","2018-08-31 23:59:59.0","안마원","383237.570831684","190410.967854899","안마원","2","","","","","","","105",
"107","의료유사업","01_01_10_P","3320000","PHMB420133320045042400001","20130118","","03","폐업","03","폐업","20180629","20150723","20171231","","051-338-7588","","616805","부산광역시 북구 구포3동 1213번지 18호 2층","부산광역시 북구 시랑로 43, 2층 (구포동)","616805","팔팔 안마원","20180629142035","I","2018-08-31 23:59:59.0","안마원","382517.285901481","191009.69360087","안마원","1","","","","","","","106.85",
"108","의료유사업","01_01_10_P","3320000","PHMB420143320045042400001","20140804","","03","폐업","03","폐업","20170809","","","","051-362-2111","","","","부산광역시 북구 화명대로 17 (화명동)","46524","건강약손안마원","20170809175259","I","2018-08-31 23:59:59.0","안마원","382924.245586329","194752.730418991","안마원","1","","","","","","","59.5",
"109","의료유사업","01_01_10_P","3320000","PHMB420173320045042400002","20170717","","03","폐업","03","폐업","20191210","","","","051-365-1175","","","부산광역시 북구 화명동 2276번지 1호","부산광역시 북구 화명신도시로 120, 5층 (화명동, 화명메디컬센터)","46526","산성안마원","20191210175702","U","2019-12-12 02:40:00.0","안마원","383009.010596608","194665.052323752","안마원","0","","","","","","","90.78",
"110","의료유사업","01_01_10_P","3320000","PHMB420053320045042400001","20050504","","01","영업/정상","13","영업중","","","","","051-332-5632","","616814","부산광역시 북구 덕천동 374번지 5호","부산광역시 북구 만덕대로 129 (덕천동)","46554","약손안마원","20140102174836","I","2018-08-31 23:59:59.0","안마원","383755.563392214","192321.951541002","안마원","1","","","","","","","21.84",
"111","의료유사업","01_01_10_P","3320000","PHMB420073320045042400001","20071227","","01","영업/정상","13","영업중","","","","","051-361-7572","","","부산광역시 북구 화명동 2316번지 13호","부산광역시 북구 학사로17번나길 25, 3층 (화명동)","46542","천부안마원","20191001105748","U","2019-10-03 02:40:00.0","안마원","382783.813170635","193399.130594183","안마원","1","","","","","2","","171.62",
"112","의료유사업","01_01_10_P","3320000","PHMB420133320045042400002","20130213","","01","영업/정상","13","영업중","","","","","051-334-1925","","","부산광역시 북구 만덕동 758번지 21호 1층","부산광역시 북구 만덕3로 15, 1층 (만덕동)","46562","행복지압안마원","20150807180147","I","2018-08-31 23:59:59.0","안마원","384402.11064765","192239.233567611","안마원","1","","","","","0","0","75.92",
"113","의료유사업","01_01_10_P","3320000","PHMB420153320045042400001","20151109","","01","영업/정상","13","영업중","","","","","051-362-7588","","","부산광역시 북구 화명동 1261번지 5호","부산광역시 북구 금곡대로 280-4, 4층 (화명동, 해동빌딩)","46533","건강 이상운지압원","20211104155918","U","2021-11-06 02:40:00.0","안마원","383256.388189161","194513.010797711","안마원","0","0","0","0","0","0","0","121.47",
"114","의료유사업","01_01_10_P","3320000","PHMB420173320045042400001","20170123","","01","영업/정상","13","영업중","","","","","051-343-7579","","","부산광역시 북구 구포동 897번지 39호","부산광역시 북구 백양대로 1022-1, 2층 (구포동)","46636","그린안마원","20170201141524","I","2018-08-31 23:59:59.0","안마원","381646.152918472","190453.58778416","안마원","","","","","","","","101.39",
"115","의료유사업","01_01_10_P","3320000","PHMB420183320045042400001","20180309","","01","영업/정상","13","영업중","","","","","051-333-7574","","","부산광역시 북구 구포동 609번지 11호","부산광역시 북구 백양대로 1180, 2층 201호 (구포동)","46579","수지압안마원","20190826175516","U","2019-08-28 02:40:00.0","안마원","382529.098089634","191660.099017564","안마원","0","","","","","","","99.4",
"116","의료유사업","01_01_10_P","3320000","PHMB420183320045042400002","20180405","","01","영업/정상","13","영업중","","","","","051-362-7575","","","부산광역시 북구 화명동 2269번지 2호 샤롯데","부산광역시 북구 금곡대로303번길 12, 샤롯데 2층 203호 (화명동)","46525","화명지압안마원","20180412104857","I","2018-08-31 23:59:59.0","안마원","383180.449801577","194791.606062468","안마원","0","","","","","2","","68.04",
"117","의료유사업","01_01_10_P","3320000","PHMB420183320045042400003","20180730","","01","영업/정상","13","영업중","","","","","051-364-1114","","","부산광역시 북구 화명동 2277번지 5호 월드타워","부산광역시 북구 금곡대로285번길 22, 월드타워 7층 (화명동)","46526","야안마시술소","20210915171448","U","2021-09-17 02:40:00.0","안마시술소","383116.774929591","194622.991330779","안마시술소","4","0","0","0","0","12","0","476.2",
"118","의료유사업","01_01_10_P","3330000","PHMB420113330024042400001","20111212","","03","폐업","03","폐업","20140603","20130521","20130830","","7312852","","612847","부산광역시 해운대구 중1동 1128번지 86호 설송빌딩 6,7층","부산광역시 해운대구 달맞이길 2-7 (중동)","612847","큐안마시술소","20140603140617","I","2018-08-31 23:59:59.0","안마시술소","397253.359801093","186877.873640825","안마시술소","2","","","","","11","","241.8",
"119","의료유사업","01_01_10_P","3330000","PHMB420123330024042400001","20120823","","03","폐업","03","폐업","","","","","051 564 9900","","612031","부산광역시 해운대구 좌1동 1278번지 1호 주공복합상가  204호","부산광역시 해운대구 대천로67번길 12, 204호 (좌동, 주공복합상가)","612031","지성안마원","20130130143601","I","2018-08-31 23:59:59.0","안마원","397521.553849506","188196.239322489","안마원","1","","","","","1","","56",
"120","의료유사업","01_01_10_P","3330000","PHMB420143330024042400002","20140924","","03","폐업","03","폐업","","","","","747-1771","","612826","부산광역시 해운대구 우동 1072번지 203호","부산광역시 해운대구 해운대로469번길 138, 1층 (우동)","48063","가람 안마원","20150911105906","I","2018-08-31 23:59:59.0","안마원","395042.664603002","187578.04835966","안마원","0","","","","","","","36",
"121","의료유사업","01_01_10_P","3330000","PHMB420153330024042400001","20150713","","03","폐업","03","폐업","20151214","","","","","","612874","부산광역시 해운대구 우동 1498번지","부산광역시 해운대구 센텀동로 9, 224호 (우동, 트럼프월드센텀)","48059","트럼프 안마원","20151214102540","I","2018-08-31 23:59:59.0","안마원","394201.81589403","187760.860165772","안마원","1","","","","","","","72.82",
"122","의료유사업","01_01_10_P","3330000","PHMB420133330024042400004","20130308","","03","폐업","03","폐업","20131219","","","","","","612805","부산광역시 해운대구 반송1동 257번지 250호","부산광역시 해운대구 아랫반송로 13-1 (반송동)","612805","통증없는바른몸지압안마원","20131220112631","I","2018-08-31 23:59:59.0","안마원","395460.064291326","193923.829452596","안마원","1","","","","","","","68",
"123","의료유사업","01_01_10_P","3330000","PHMB420143330024042400001","20140410","","03","폐업","03","폐업","20150805","","","","","","","","부산광역시 해운대구 해운대해변로209번나길 35 (우동)","48093","홍시","20150806103328","I","2018-08-31 23:59:59.0","안마시술소","396339.932962105","186690.018912669","안마시술소","2","","","","","16","","588.96",
"124","의료유사업","01_01_10_P","3330000","PHMB420073330024042400001","20070614","","03","폐업","03","폐업","20090114","","","","051-720-8101","","612770","부산광역시 해운대구 우동 1505번지 벡스코센텀호텔318","부산광역시 해운대구 센텀3로 20 (우동,벡스코센텀호텔318)","","벡스코센텀웰빙타운안마원","20090114120324","I","2018-08-31 23:59:59.0","안마원","394254.000317371","187484.983031977","안마원","1","","","","","","","66.64",
"125","의료유사업","01_01_10_P","3330000","PHMB420083330024042400002","20080729","","03","폐업","03","폐업","20090330","20090109","20090408","","","","612010","부산광역시 해운대구 중동 1394번지 361호","부산광역시 해운대구 중동1로 42-12 (중동)","","해운정안마시술소","20090330105100","I","2018-08-31 23:59:59.0","안마시술소","397005.820689816","186871.531466685","안마시술소","5","","","","","8","","509.66",
"126","의료유사업","01_01_10_P","3330000","PHMB420063330024042400001","20061227","","03","폐업","03","폐업","20090430","20090320","20100331","","731-2852","","612010","부산광역시 해운대구 중동 1128번지 86호","부산광역시 해운대구 달맞이길 2-7 (중동)","","비치안마시술소","20090430101521","I","2018-08-31 23:59:59.0","안마시술소","397253.359801093","186877.873640825","안마시술소","5","","","","","12","","241.8",
"127","의료유사업","01_01_10_P","3330000","PHMB420053330024042400001","20050121","","03","폐업","03","폐업","20090311","","","","747-7425","","612020","부산광역시 해운대구 우동 626번지 2호","부산광역시 해운대구 해운대해변로265번길 9-15 (우동)","","썬안마시술소","20090311151851","I","2018-08-31 23:59:59.0","안마시술소","396750.851823813","186709.905649182","안마시술소","5","","","","","8","","319.8",
"128","의료유사업","01_01_10_P","3330000","PHMB420053330024042400003","20050506","","03","폐업","03","폐업","20201119","","","","742-1440","","","부산광역시 해운대구 중동 1373번지 50호","부산광역시 해운대구 중동2로 8, 2층 (중동)","48096","한방안마원","20201119111335","U","2020-11-21 02:40:00.0","안마원","397177.508100198","186991.03840681","안마원","1","","","","","","","29.45",
"129","의료유사업","01_01_10_P","3330000","PHMB420053330024042400004","20050509","","03","폐업","03","폐업","20100118","","","","747-9399","","612010","부산광역시 해운대구 중동 1394번지 50호","부산광역시 해운대구 중동1로19번길 8 (중동)","","반도안마원","20100119122735","I","2018-08-31 23:59:59.0","안마원","396931.84200985","187049.844137182","안마원","1","","","","","","","76.53",
"130","의료유사업","01_01_10_P","3330000","PHMB420093330024042400001","20090316","","03","폐업","03","폐업","20140314","","","","747-7425","","612821","부산광역시 해운대구 우1동 626번지 2호","부산광역시 해운대구 해운대해변로265번길 15 (우동)","612021","썬안마시술소","20140314100942","I","2018-08-31 23:59:59.0","안마시술소","396750.851823813","186709.905649182","안마시술소","3","","","","","7","","345.32",
"131","의료유사업","01_01_10_P","3330000","PHMB420093330024042400002","20090428","","03","폐업","03","폐업","20090814","","","","051-747-8041","","612821","부산광역시 해운대구 우1동 542번지 28호","부산광역시 해운대구 구남로24번길 16 (우동)","","스타안마시술소","20110125162610","I","2018-08-31 23:59:59.0","안마시술소","396676.475372982","186849.599524008","안마시술소","2","","","","","23","","751.08",
"132","의료유사업","01_01_10_P","3330000","PHMB420093330024042400003","20090721","","03","폐업","03","폐업","20091123","20090914","20091014","","","","612847","부산광역시 해운대구 중1동 1128번지 86호 6층,7층","부산광역시 해운대구 달맞이길 2-7 (중동,6층,7층)","","뉴비치안마시술소","20091123155614","I","2018-08-31 23:59:59.0","안마시술소","397253.359801093","186877.873640825","안마시술소","5","","","","","12","","241.8",
"133","의료유사업","01_01_10_P","3330000","PHMB420093330024042400004","20091231","","03","폐업","03","폐업","20130430","","","","746-1722","","612011","부산광역시 해운대구 중1동 307번지 3호 (3층)","부산광역시 해운대구 좌동로14번길 36 (중동,(3층))","","주안마원","20130430094052","I","2018-08-31 23:59:59.0","안마원","397746.109858015","187564.326252285","안마원","1","","","","","","","42.9",
"134","의료유사업","01_01_10_P","3330000","PHMB420083330024042400001","20081201","","03","폐업","03","폐업","20090427","","","","747-8040","","612020","부산광역시 해운대구 우동 542번지 28호","부산광역시 해운대구 구남로24번길 16 (우동)","","스타안마시술소","20090428151701","I","2018-08-31 23:59:59.0","안마시술소","396676.475372982","186849.599524008","안마시술소","7","","","","","22","","751.08",
"135","의료유사업","01_01_10_P","3330000","PHMB420103330024042400004","20100517","","03","폐업","03","폐업","20120611","","","","747-2291","","612774","부산광역시 해운대구 좌3동 1278번지 1호 주공아파트 상가 204호","부산광역시 해운대구 대천로67번길 12 (좌동,주공아파트 상가 204호)","","지성지압원","20120611174936","I","2018-08-31 23:59:59.0","안마원","397521.553849506","188196.239322489","안마원","1","","","","","","","56",
"136","의료유사업","01_01_10_P","3330000","PHMB420053330024042400005","20050722","","03","폐업","03","폐업","20090528","","","","741-8870","","612020","부산광역시 해운대구 우동 639번지 6호 홍정빌딩2층","부산광역시 해운대구 해운대로 600 (우동,홍정빌딩2층)","","동방수기안마원","20090528161057","I","2018-08-31 23:59:59.0","안마원","396460.428139989","186918.295094839","안마원","2","","","","","","","106.29",
"137","의료유사업","01_01_10_P","3330000","PHMB420163330024042400001","20160323","","03","폐업","03","폐업","20220420","","","","704-1933","","","","부산광역시 해운대구 해운대해변로 291, 305호 (중동, 크리스탈비치오피스텔)","48095","힐링지압안마원","20220627111947","U","2022-06-29 02:40:00.0","안마원","396962.538162221","186759.94170898","안마원","0","0","0","0","0","0","0","57.07",
"138","의료유사업","01_01_10_P","3330000","PHMB420203330024042400001","20200519","","03","폐업","03","폐업","20210208","","","","051-746-5823","","","부산광역시 해운대구 우동 1498번지 트럼프월드센텀아파트","부산광역시 해운대구 센텀동로 9, 224호 (우동, 트럼프월드센텀아파트)","48059","드럼프 안마지압원","20210208105021","U","2021-02-10 02:40:00.0","안마원","394201.81589403","187760.860165772","안마원","1","","","","","3","","72.83",
"139","의료유사업","01_01_10_P","3330000","PHMB420193330024042400001","20190322","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 해운대구 해운대해변로 203, 오션타워 521호 (우동)","48093","동방 제이씨(JC) 안마원","20190327090735","I","2019-03-29 02:20:08.0","안마원","396180.621244719","186522.35047527","안마원","","","","","","1","","39.06",
"140","의료유사업","01_01_10_P","3330000","PHMB420163330024042400002","20160531","","01","영업/정상","13","영업중","","","","","731-7578","","","","부산광역시 해운대구 중동1로 38, 3층 (중동)","48095","가나약손119안마원","20210201112320","U","2021-02-03 02:40:00.0","안마원","397020.893627752","186923.937312524","안마원","0","","","","","0","0","49.5",
"141","의료유사업","01_01_10_P","3330000","PHMB420163330024042400003","20161004","","01","영업/정상","13","영업중","","","","","747-1771","","","","부산광역시 해운대구 해운대로469번길 138, 1층 (우동)","48063","가람지압안마원","20161004135244","I","2018-08-31 23:59:59.0","안마원","395041.019934533","187572.909528381","안마원","","","","","","","0","36",
"142","의료유사업","01_01_10_P","3330000","PHMB420133330024042400001","20130109","","01","영업/정상","13","영업중","","","","","051-783-1950","","612051","부산광역시 해운대구 재송1동 1087번지 11호 2층","부산광역시 해운대구 재반로 89-5, 2층 (재송동)","48055","마이더스(MIDAS)안마원","20151126105632","I","2018-08-31 23:59:59.0","안마원","393500.923601478","189567.854566378","안마원","1","","","","","","","88.77",
"143","의료유사업","01_01_10_P","3330000","PHMB420173330024042400001","20170601","","01","영업/정상","13","영업중","","","","","051-542-6764","","","부산광역시 해운대구 반송동 40번지 698호","부산광역시 해운대구 윗반송로51번길 91-31, 2층 (반송동)","48007","백세건강지압안마원","20170601174430","I","2018-08-31 23:59:59.0","안마원","396152.088029279","194600.789236356","안마원","1","","","","","","","43",
"144","의료유사업","01_01_10_P","3330000","PHMB420173330024042400002","20171031","","01","영업/정상","13","영업중","","","","","051-990-9679","","","부산광역시 해운대구 반여동 1291번지 799호 야무진 FASHION","부산광역시 해운대구 재반로 204, 202-1호 (반여동, 야무진 FASHION)","48030","신세계지압안마원","20171101090603","I","2018-08-31 23:59:59.0","안마원","394003.991402646","190540.057700675","안마원","0","","","","","0","0","34.45",
"145","의료유사업","01_01_10_P","3330000","PHMB420133330024042400002","20130121","","01","영업/정상","13","영업중","","","","","0515428397","","612081","부산광역시 해운대구 반송1동 216번지 61호 1층,2층","부산광역시 해운대구 윗반송로51번길 37-29, 1,2층 (반송동)","48007","다원약손안마원","20151123103512","I","2018-08-31 23:59:59.0","안마원","396084.55209859","194452.709175696","안마원","1","","","","","2","","52.4",
