"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자산규모","부채총액","자본금","판매방식명",
"242","전화권유판매업","08_26_03_P","3290000","2008329008524200036","20080826","","03","폐업","03","폐업처리","20100201","","","","894-4545~6","","614865","부산광역시 부산진구 전포동 ***번지 **호 *층","부산광역시 부산진구 동성로 ***-* (전포동,*층)","","삼원통신(주)","20100202093005","I","2018-08-31 23:59:59.0","","388209.451240478","186477.339862909","584293350","256886951","150000000","",
"243","전화권유판매업","08_26_03_P","3290000","2008329008524200037","20080904","","03","폐업","03","폐업처리","20081226","","","","804-1005","","614850","부산광역시 부산진구 부전동 ***번지 *호 조선내화빌딩 *층","부산광역시 부산진구 중앙대로 *** (부전동,조선내화빌딩 *층)","","천호쇼핑","20081229090706","I","2018-08-31 23:59:59.0","","387541.913577215","185596.792613735","","","","",
"244","전화권유판매업","08_26_03_P","3290000","2008329008524200025","20080528","","03","폐업","03","폐업처리","20120119","","","","242-4010","","614854","부산광역시 부산진구 양정동 ***번지 *호 동성빌딩 *층","부산광역시 부산진구 중앙대로 *** (양정동,동성빌딩 *층)","","케이티에프 티엠대리점","20120120141701","I","2018-08-31 23:59:59.0","","388859.88021665","188366.757640167","","","","",
"245","전화권유판매업","08_26_03_P","3290000","2015329010724200014","20150424","","03","폐업","03","폐업처리","20160614","","","","02-1666-1356","","","","부산광역시 부산진구 전포대로***번길 **, *층동 *층 (전포동, 동진빌딩)","614870","j&s holdings 대부중개","20160614174230","I","2018-08-31 23:59:59.0","","388015.948806167","186865.962589475","","","","",
"246","전화권유판매업","08_26_03_P","3290000","2015329010724200015","20150428","","03","폐업","03","폐업처리","20151216","","","","","","","","부산광역시 부산진구 전포대로 ***, *층 (전포동)","614867","NEEDS대부중개","20151216173117","I","2018-08-31 23:59:59.0","","388087.203797865","186148.436761754","","","","",
"247","전화권유판매업","08_26_03_P","3290000","2008329008524200038","20080908","","03","폐업","03","폐업처리","20090102","","","","581-0644","","614854","부산광역시 부산진구 양정동 ***번지 **호 *층  ***호","부산광역시 부산진구 거제천로**번길 **, ***호 (양정동,*층)","","금양유통(금양비젼)","20090102110513","I","2018-08-31 23:59:59.0","","388642.815038396","188283.352907811","","","","",
"248","전화권유판매업","08_26_03_P","3290000","2009329008524200008","20090224","","03","폐업","03","폐업처리","20120801","","","","862-5544","","614854","부산광역시 부산진구 양정*동 ***번지 *호 *층","부산광역시 부산진구 연제로*번길 ** (양정동,*층)","","세원","20120801170815","I","2018-08-31 23:59:59.0","","389110.767466282","188235.838305114","","","","",
"249","전화권유판매업","08_26_03_P","3290000","2008329008524200007","20080311","","03","폐업","03","폐업처리","20090105","","","","804-4020","","614870","부산광역시 부산진구 전포동 ***번지 *호 *층","부산광역시 부산진구 중앙대로 *** (전포동,*층)","","(주)토비스골프앤콘도","20090105173441","I","2018-08-31 23:59:59.0","","387993.482649182","186876.485393314","50000000","0","50000000","",
"250","전화권유판매업","08_26_03_P","3290000","2015329010724200017","20091019","","03","폐업","03","폐업처리","20160826","","","","1644-0866","","","","부산광역시 부산진구 개금온정로 *, 지하*층 (개금동, 성원쌍떼뷰)","614813","제이에이치라이프(주)","20160829092214","I","2018-08-31 23:59:59.0","","384430.630690869","185721.876196787","4004828380","7393930975","-3389102595","",
"251","전화권유판매업","08_26_03_P","3290000","2015329010724200018","20150716","","03","폐업","03","폐업처리","20170220","","","","070-4644-0582","","","","부산광역시 부산진구 전포대로***번길 *, *층동 *층 ***호 (전포동)","614866","에듀 마스터 (타임스코어 부산지사)","20170220153436","I","2018-08-31 23:59:59.0","","388184.404721375","186112.537897076","","","","",
"252","전화권유판매업","08_26_03_P","3290000","2008329008524200031","20080805","","03","폐업","03","폐업처리","20140414","","","","809-2080","","614845","부산광역시 부산진구 부전동 ***번지 *호","부산광역시 부산진구 동천로**번길 * (부전동)","614845","주식회사 에스엠네트","20140414093224","I","2018-08-31 23:59:59.0","","387834.071551056","186064.479610568","1049089728","2252522849","50000000","",
"253","전화권유판매업","08_26_03_P","3290000","2008329008524200032","20080806","","03","폐업","03","폐업처리","20100204","","","","808-6007","","614030","부산광역시 부산진구 부전동 ***번지 **호","부산광역시 부산진구 가야대로 *** (부전동)","","(주)동명정보통신","20100204172001","I","2018-08-31 23:59:59.0","","387409.062099315","186248.184231033","1830464521","1166417094","50000000","",
"254","전화권유판매업","08_26_03_P","3290000","2013329010724200016","20131001","","03","폐업","03","폐업처리","20141024","","","","051-804-0333","","614865","부산광역시 부산진구 전포동 ***번지 **호","부산광역시 부산진구 서전로**번길 ** (전포동)","614865","명성","20141025152405","I","2018-08-31 23:59:59.0","","388014.499240733","186326.16574405","","","","",
"255","전화권유판매업","08_26_03_P","3290000","2014329010724200022","20141126","","03","폐업","03","폐업처리","20161017","","","","1661-9877","","","","부산광역시 부산진구 양지로**번길 **, *층 (양정동, ***호,***호)","614853","(주)파란정보기술","20161017165556","I","2018-08-31 23:59:59.0","","388551.555118044","187567.403851048","300000000","0","300000000","",
"256","전화권유판매업","08_26_03_P","3290000","2015329010724200001","20150106","","03","폐업","03","폐업처리","20170316","","","","051-717-2688","","","","부산광역시 부산진구 엄광로 ***, *층 (가야동)","614802","주식회사 타키온정보기술","20170327104323","I","2018-08-31 23:59:59.0","","384819.505266118","185048.175438036","0","0","50000000","",
"257","전화권유판매업","08_26_03_P","3290000","2012329008524200030","20060125","","03","폐업","03","폐업처리","20130403","","","","1577-2811","","614867","부산광역시 부산진구 전포*동 ***번지 **호 상봉빌딩 *층","부산광역시 부산진구 전포대로 ***-*, *층 (전포동, 상봉빌딩)","614041","(주)성원상조","20130403172016","I","2018-08-31 23:59:59.0","","388086.164188963","186174.26378032","984879912","4090208746","300000000","",
"258","전화권유판매업","08_26_03_P","3290000","2012329008524200033","20100217","","03","폐업","03","폐업처리","20141020","","","20100217","1577-8407","","614030","부산광역시 부산진구 부전동 ***번지 **호 *층","부산광역시 부산진구 신천대로 ***, *층 (부전동)","614031","(주)포스인","20141020170935","I","2018-08-31 23:59:59.0","","387164.536212686","185632.124648365","31006041","77490784","50000000","",
"259","전화권유판매업","08_26_03_P","3290000","2012329010724200011","20120921","","03","폐업","03","폐업처리","20141020","","","","051-862-8003","","614050","부산광역시 부산진구 양정동 ***번지 **호 *층","부산광역시 부산진구 연수로**번길 *, *층 (양정동)","614855","(주)대영씨엔아이","20141020175036","I","2018-08-31 23:59:59.0","","388747.885679205","188035.811021891","100000000","50000000","50000000","",
"260","전화권유판매업","08_26_03_P","3290000","2013329010724200001","20130103","","03","폐업","03","폐업처리","20130508","","","","051-806-1815","","614030","부산광역시 부산진구 부전동 ***번지 **호","부산광역시 부산진구 가야대로***번길 *, *층 (부전동)","614876","케이에스홈쇼핑","20130508172952","I","2018-08-31 23:59:59.0","","387111.185464945","186244.322551299","","","","",
"261","전화권유판매업","08_26_03_P","3290000","2013329010724200002","20120321","","03","폐업","03","폐업처리","20140808","","","","051-638-2002","","614020","부산광역시 부산진구 범천동","부산광역시 부산진구 중앙대로 ***, *층 (범천동, 선문빌딩)","614717","(주)엠에스디앤에이","20140808100228","I","2018-08-31 23:59:59.0","","387548.835634317","185272.215697302","10000000","0","10000000","",
"262","전화권유판매업","08_26_03_P","3290000","2015329010724200004","20150205","","03","폐업","03","폐업처리","20160502","","","","051-996-3377","","","","부산광역시 부산진구 중앙대로 ***, **층 (부전동, 그린메디컬센터)","614843","주식회사 유창에스테이트","20160502173129","I","2018-08-31 23:59:59.0","","387630.58080969","186409.994828231","5000000","0","5000000","",
"263","전화권유판매업","08_26_03_P","3290000","2015329010724200010","20150403","","03","폐업","03","폐업처리","20171227","","","","","","","","부산광역시 부산진구 중앙대로 ***, *층 *호 (범천동, 삼비빌딩)","47351","베스트케이대부중개","20171227154031","I","2018-08-31 23:59:59.0","","387552.424778119","185223.195440855","","","","",
"264","전화권유판매업","08_26_03_P","3290000","2015329010724200013","20150424","","03","폐업","03","폐업처리","20160331","","","","","","","","부산광역시 부산진구 중앙대로***번길 **-*, B동 ***호 (부전동, 은하수빌)","614844","애니론대부중개","20160331174435","I","2018-08-31 23:59:59.0","","387791.359280326","186362.469741802","","","","",
"265","전화권유판매업","08_26_03_P","3290000","2013329010724200006","20130222","","03","폐업","03","폐업처리","20171201","","","","051-802-0655","","614030","부산광역시 부산진구 부전동 ***번지 *호 부전프라자 ***호","부산광역시 부산진구 중앙대로 ***, ***호 (부전동, 부전프라자)","614843","(주)대황토건","20171201152603","I","2018-08-31 23:59:59.0","","387656.524528606","186452.169202827","50000000","0","50000000","",
"266","전화권유판매업","08_26_03_P","3290000","2013329010724200007","20130305","","03","폐업","03","폐업처리","20131106","","","","1666-1349","","614110","부산광역시 부산진구 개금동 ***번지 *호 개금중앙병원 B*층","부산광역시 부산진구 개금온정로 *, B*층 (개금동, 개금중앙병원)","614813","영창","20131106180413","I","2018-08-31 23:59:59.0","","384430.630690869","185721.876196787","","","","",
"267","전화권유판매업","08_26_03_P","3290000","2008329008524200034","20080825","","03","폐업","03","폐업처리","20090331","","","","817-5300","","614865","부산광역시 부산진구 전포동 ***번지 *호 철물상가 A가동 ***호","부산광역시 부산진구 서전로**번길 ** (전포동,철물상가 A가동 ***호)","","화신정보통신","20090331175526","I","2018-08-31 23:59:59.0","","387995.070168789","186309.298920442","","","","",
"268","전화권유판매업","08_26_03_P","3290000","2008329008524200035","20080825","","03","폐업","03","폐업처리","20120203","","","","807-0113","","614849","부산광역시 부산진구 부전동 ***번지 *호 신동아오피스텔 ***호","부산광역시 부산진구 가야대로 ***-*, ***호 (부전동,신동아오피스텔)","","(주)한우","20120206103648","I","2018-08-31 23:59:59.0","","387052.317362645","186253.143814124","1266868950","636457967","350000000","",
"269","전화권유판매업","08_26_03_P","3290000","2016329012824200010","20110701","","03","폐업","03","폐업처리","20161103","","","","051-442-0016","","","","부산광역시 부산진구 거제대로**번길 **, *층 (양정동)","47213","대성통신","20161104091241","I","2018-08-31 23:59:59.0","","388423.564378881","187785.194320347","","","","",
"270","전화권유판매업","08_26_03_P","3290000","2016329012824200012","20161013","","03","폐업","03","폐업처리","20170227","","","","051-816-1472","","","","부산광역시 부산진구 신천대로***번길 **, 지하층 B*호 (부암동)","47194","한스컴퍼니","20170227143116","I","2018-08-31 23:59:59.0","","386830.065625936","186560.084691547","","","","",
"271","전화권유판매업","08_26_03_P","3290000","2017329012824200003","20170412","","03","폐업","03","폐업처리","20170518","","","","","","","","부산광역시 부산진구 연수로**번길 *, *층 (양정동)","47216","주식회사 동일토지개발","20170518105339","I","2018-08-31 23:59:59.0","","388747.885679205","188035.811021891","1000000","0","1000000","",
"272","전화권유판매업","08_26_03_P","3290000","2008329008524200039","20081023","","03","폐업","03","폐업처리","20100604","","","","910-1000","","614040","부산광역시 부산진구 전포동 ***번지 **호 지오플레이스 *층","부산광역시 부산진구 동천로 * (전포동,지오플레이스 *층)","","이진정보통신(주)","20100604142006","I","2018-08-31 23:59:59.0","","388011.197829908","185310.70532509","805356834","351295375","600000000","",
"273","전화권유판매업","08_26_03_P","3290000","2013329010724200014","20130620","","03","폐업","03","폐업처리","20141023","","","","","","","","부산광역시 부산진구 동평로***번길 ** (부암동)","614839","로얄유통","20141023145701","I","2018-08-31 23:59:59.0","","385980.646272376","187322.611634621","","","","",
"274","전화권유판매업","08_26_03_P","3290000","2013329010724200019","20131119","","03","폐업","03","폐업처리","20141020","","","","051-915-9524","","614816","부산광역시 부산진구 당감동 **번지 **호","부산광역시 부산진구 가야대로***번길 **-** (당감동)","614816","가원커플결혼정보","20141020170815","I","2018-08-31 23:59:59.0","","386496.155592473","186172.079106183","","","","",
"275","전화권유판매업","08_26_03_P","3290000","2013329010724200020","20131121","","03","폐업","03","폐업처리","20161104","","","","051-806-1980","","","","부산광역시 부산진구 서전로**번길 **, *층 (전포동, 우정빌딩)","614865","주식회사 은혜","20161104090822","I","2018-08-31 23:59:59.0","","388052.256602937","186545.289413642","1000000","0","1000000","",
"276","전화권유판매업","08_26_03_P","3290000","2008329008524200042","20081219","","03","폐업","03","폐업처리","20090602","","","","818-7049","","614865","부산광역시 부산진구 전포동 ***번지 *호 삼성빌딩 *층","부산광역시 부산진구 서전로**번길 ** (전포동,삼성빌딩 *층)","","주식회사 넷기획","20090602151552","I","2018-08-31 23:59:59.0","","388077.322213585","186476.528567301","80748066","56501901","50000000","",
"277","전화권유판매업","08_26_03_P","3290000","2015329010724200020","20150821","","03","폐업","03","폐업처리","20180223","","","","","","","","부산광역시 부산진구 부전로 **, *층 (부전동, 미래빌딩)","47258","엘.시.에스(L.C.S) 대부중개","20180223154849","I","2018-08-31 23:59:59.0","","387128.804150802","186352.847030423","","","","",
"278","전화권유판매업","08_26_03_P","3290000","2015329010724200022","20150902","","03","폐업","03","폐업처리","20160128","","","","1877-5563","","","","부산광역시 부산진구 서전로**번길 ** (전포동)","47303","브라이트 존볼 코스메틱","20160128134257","I","2018-08-31 23:59:59.0","","388271.401192988","186185.590423191","","","","",
"279","전화권유판매업","08_26_03_P","3290000","2015329010724200025","20150916","","03","폐업","03","폐업처리","20170629","","","","051-996-7008","","","","부산광역시 부산진구 동천로 ***, ***호 (부전동, 삼한골든게이트)","47246","(주)까페랜드","20170629105801","I","2018-08-31 23:59:59.0","","387816.362564942","186316.00373302","1000000","0","1000000","",
"280","전화권유판매업","08_26_03_P","3290000","2015329010724200026","20151214","","03","폐업","03","폐업처리","20160201","","","","051-895-8196","","","","부산광역시 부산진구 개금본동로 **, ***동 ****호 (개금동, 반도보라아파트)","47168","시원텔레콤","20160202094028","I","2018-08-31 23:59:59.0","","384148.196893814","186335.920129379","","","","",
"281","전화권유판매업","08_26_03_P","3290000","2016329012824200002","20160321","","03","폐업","03","폐업처리","20171227","","","","051-702-0800","","","","부산광역시 부산진구 양지로*번길 **, ****호 (양정동, 삼성타워)","47222","케이투에스 정보통신","20171227092332","I","2018-08-31 23:59:59.0","","388627.972283658","187767.336797585","","","","",
"282","전화권유판매업","08_26_03_P","3290000","2016329012824200003","20160401","","03","폐업","03","폐업처리","20200305","","","","051-991-2524","","","","부산광역시 부산진구 동성로**번길 *, *층 (전포동)","47301","화진인터내셔날","20200305140411","U","2020-03-07 02:40:00.0","","388336.495997066","186272.961080378","","","","",
"283","전화권유판매업","08_26_03_P","3290000","2016329012824200005","20160419","","03","폐업","03","폐업처리","20210524","","","","051-996-6864","","","","부산광역시 부산진구 중앙대로 ***, **층 (부전동, 그린메디컬센터)","47254","주식회사 창성에스테이트","20210524175336","U","2021-05-26 02:40:00.0","","387630.58080969","186409.994828231","5000000","0","5000000","",
"284","전화권유판매업","08_26_03_P","3290000","2014329010724200006","20140122","","03","폐업","03","폐업처리","20141022","","","","051-914-2003","","","","부산광역시 부산진구 연수로 **-*, *층 (양정동, 유한빌딩)","614851","(주)천지인이앤씨","20141022093948","I","2018-08-31 23:59:59.0","","388826.786366766","188006.381067146","20000000","0","20000000","",
"285","전화권유판매업","08_26_03_P","3290000","2014329010724200007","20140206","","03","폐업","03","폐업처리","20140728","","","","051-605-9901","","","","부산광역시 부산진구 서면로 **, ****호 (부전동, 아이온시티)","614776","주식회사 진흥공사","20140728094002","I","2018-08-31 23:59:59.0","","387469.584540928","186168.671007785","1000000","0","1000000","",
"286","전화권유판매업","08_26_03_P","3290000","2002329008524200001","20020820","","03","폐업","03","폐업처리","20080109","","","","636-1630","","614829","부산광역시 부산진구 범천동 ***번지 **호 대석빌딩 *,*층","부산광역시 부산진구 중앙대로***번길 * (범천동,대석빌딩 *,*층)","","(주)제이비","20080806150054","I","2018-08-31 23:59:59.0","","387547.329670419","185177.129854868","83500000","0","50000000","",
"287","전화권유판매업","08_26_03_P","3290000","2003329008524200011","20030919","","03","폐업","03","폐업처리","20100330","","","","804-6162","","614846","부산광역시 부산진구 부전동 ***번지 **호","부산광역시 부산진구 동천로 ** (부전동)","","삼원사","20100330151501","I","2018-08-31 23:59:59.0","","387840.954575454","185724.1135512","","","","",
"288","전화권유판매업","08_26_03_P","3290000","2004329008524200007","20040520","","03","폐업","03","폐업처리","20080520","","","","913-4216~7","","614731","부산광역시 부산진구 부전동 ***번지 **호 유원오피스텔 ****호","부산광역시 부산진구 서면문화로 ** (부전동,유원오피스텔 ****호)","","광동메딕스","20080520102059","I","2018-08-31 23:59:59.0","","387225.613588405","186408.726533861","","","","",
"289","전화권유판매업","08_26_03_P","3290000","2004329008524200012","20041105","","03","폐업","03","폐업처리","20090528","","","","853-5958","","614853","부산광역시 부산진구 양정동 ***번지 *호","부산광역시 부산진구 거제천로*번길 ** (양정동)","","우주홈쇼핑","20090528103416","I","2018-08-31 23:59:59.0","","388462.339674935","188278.658183628","","","","",
"290","전화권유판매업","08_26_03_P","3290000","2004329008524200016","20041210","","03","폐업","03","폐업처리","20121205","","","","913-4220","","614849","부산광역시 부산진구 부전동 ***번지 *호 청풍빌딩 *층","부산광역시 부산진구 부전로***번길 ** (부전동,청풍빌딩 *층)","","본메딕스","20121205160800","I","2018-08-31 23:59:59.0","","387080.276259431","186468.586337164","","","","",
"291","전화권유판매업","08_26_03_P","3290000","2005329008524200008","20050401","","03","폐업","03","폐업처리","20080404","","","","637-6306","","614828","부산광역시 부산진구 범천동 ***번지 *호 도문빌딩 ***","부산광역시 부산진구 범일로 *** (범천동,도문빌딩 ***)","","청아상사","20080806145748","I","2018-08-31 23:59:59.0","","387653.797549383","185030.316717821","","","","",
"292","전화권유판매업","08_26_03_P","3290000","2004329008524200019","20041231","","03","폐업","03","폐업처리","20080609","","","","808-9472","","614731","부산광역시 부산진구 부전동 ***번지 **호 유원오피스텔 ****","부산광역시 부산진구 서면문화로 ** (부전동,유원오피스텔 ****)","","(주)지에이치씨","20080806145845","I","2018-08-31 23:59:59.0","","387225.613588405","186408.726533861","0","0","0","",
"293","전화권유판매업","08_26_03_P","3290000","2005329008524200005","20050330","","03","폐업","03","폐업처리","20080701","","","","896-0950","","614813","부산광역시 부산진구 개금동 ***번지 **호","","","부경정보통신","20080806145817","I","2018-08-31 23:59:59.0","","","","","","","",
"294","전화권유판매업","08_26_03_P","3290000","2005329008524200007","20050401","","03","폐업","03","폐업처리","20121120","","","","911-5700","","614802","부산광역시 부산진구 가야동 ***번지 **호","부산광역시 부산진구 냉정로 *** (가야동)","","(주)부산진종합유선방송","20121120160214","I","2018-08-31 23:59:59.0","","384883.759303858","185416.542557705","2189979429","697092402","500000000","",
"295","전화권유판매업","08_26_03_P","3290000","2010329008524200006","20100118","","03","폐업","03","폐업처리","20100827","","","","","","614020","부산광역시 부산진구 범천동 ***번지 *호","부산광역시 부산진구 범일로***번길 ** (범천동)","","바이오포트","20100827144904","I","2018-08-31 23:59:59.0","","387550.130142694","184781.156166528","","","","",
"296","전화권유판매업","08_26_03_P","3290000","2010329008524200007","20100120","","03","폐업","03","폐업처리","20110512","","","","863-8525","","614050","부산광역시 부산진구 양정동 *번지 **호 *층","","","창해수산","20110513164209","I","2018-08-31 23:59:59.0","","","","","","","",
"297","전화권유판매업","08_26_03_P","3290000","2010329008524200008","20100125","","03","폐업","03","폐업처리","20160329","","","","853-2597","","614050","부산광역시 부산진구 양정동 ***번지 *호 양정현대프라자 ***호","부산광역시 부산진구 동평로 ***, ***호 (양정동,양정현대프라자)","","현대테크윈","20160330092739","I","2018-08-31 23:59:59.0","","387887.847333871","187966.542955171","","","","",
"298","전화권유판매업","08_26_03_P","3290000","2010329008524200009","20100209","","03","폐업","03","폐업처리","20100816","","","","806-9099","","614030","부산광역시 부산진구 부전동 ***번지 케이티서면지사 기계동 *층","부산광역시 부산진구 중앙대로 *** (부전동,케이티서면지사 기계동 *층)","","(주)케이티넷","20100816164817","I","2018-08-31 23:59:59.0","","387662.098966944","186317.95374649","50000000","0","50000000","",
"299","전화권유판매업","08_26_03_P","3290000","2010329008524200010","20100216","","03","폐업","03","폐업처리","20100827","","","","","","614030","부산광역시 부산진구 부전동 ***번지 **호 *층","부산광역시 부산진구 서면문화로 ** (부전동,*층)","","바이오포트7호점","20100827144947","I","2018-08-31 23:59:59.0","","387204.775201908","186557.366522566","","","","",
"300","전화권유판매업","08_26_03_P","3290000","2010329008524200011","20100218","","03","폐업","03","폐업처리","20100524","","","","631-1689","","614020","부산광역시 부산진구 범천동 ***번지 **호 ***호","부산광역시 부산진구 중앙대로 ***, ***호 (범천동)","","바이오포트 5호","20100524154301","I","2018-08-31 23:59:59.0","","387465.868715149","184858.454186733","","","","",
"301","전화권유판매업","08_26_03_P","3290000","2010329008524200018","20080625","","03","폐업","03","폐업처리","20110302","","","","051 517 2988","","614030","부산광역시 부산진구 부전동 ***번지 **호 하남빌딩  ***호","부산광역시 부산진구 중앙대로***번가길 **-*, ***호 (부전동,하남빌딩)","","신한홈쇼핑","20110302161128","I","2018-08-31 23:59:59.0","","387693.318318294","185796.15847989","","","","",
"302","전화권유판매업","08_26_03_P","3290000","2010329008524200020","20100331","","03","폐업","03","폐업처리","20121227","","","","051-817-5525","","614849","부산광역시 부산진구 부전동 ***번지 *호 **통 *반","부산광역시 부산진구 서면문화로 **-* (부전동)","","라이프코디","20121231094058","I","2018-08-31 23:59:59.0","","387163.642123404","186638.036637733","","","","",
"303","전화권유판매업","08_26_03_P","3290000","2010329008524200021","20100412","","03","폐업","03","폐업처리","20150827","","","","051-807-9001","","614030","부산광역시 부산진구 부전동","부산광역시 부산진구 동천로***번길 *, *층 ***호 (부전동)","614844","헬스모","20150827173405","I","2018-08-31 23:59:59.0","","387791.970825675","186276.712320089","","","","",
"304","전화권유판매업","08_26_03_P","3290000","2010329008524200023","20100512","","03","폐업","03","폐업처리","20120731","","","","051-809-3800","","614030","부산광역시 부산진구 부전동 ***번지 *호 *층","부산광역시 부산진구 중앙대로***번길 *, *층 (부전동)","614843","원더풀코리아","20120913094314","I","2018-08-31 23:59:59.0","","387659.505711894","186470.676679198","","","","",
"305","전화권유판매업","08_26_03_P","3290000","2010329008524200024","20100524","","03","폐업","03","폐업처리","20111104","","","","051-817-2486","","614080","부산광역시 부산진구 초읍동 ***번지 **호 지하 *층","부산광역시 부산진구 성지로**번길 ** (초읍동,지하 *층)","","그린시티","20111107101845","I","2018-08-31 23:59:59.0","","386846.534885678","188368.092222956","","","","",
"306","전화권유판매업","08_26_03_P","3290000","2010329008524200030","20100820","","03","폐업","03","폐업처리","20140509","","","","","","614040","부산광역시 부산진구 전포동 ***번지 **호 *층","부산광역시 부산진구 전포대로***번길 ** (전포동,*층)","","대성상사","20140509171143","I","2018-08-31 23:59:59.0","","388231.481767283","185971.634025125","","","","",
"307","전화권유판매업","08_26_03_P","3290000","2010329008524200033","20100924","","03","폐업","03","폐업처리","20140120","","","","","","614020","부산광역시 부산진구 범천동 ***번지 *호 선문빌딩 *층","부산광역시 부산진구 중앙대로 *** (범천동,선문빌딩 *층)","","주식회사 엠에스디","20140120174257","I","2018-08-31 23:59:59.0","","387548.835634317","185272.215697302","10000000","0","10000000","",
"308","전화권유판매업","08_26_03_P","3290000","2010329008524200038","20070529","","03","폐업","03","폐업처리","20130220","","","","051 466 3507","","614050","부산광역시 부산진구 양정동 ***번지 *호 롯데갤러리움***동 *층","부산광역시 부산진구 중앙대로***번길 ** (양정동,롯데갤러리움***동 *층)","","(주)알파","20130221091445","I","2018-08-31 23:59:59.0","","388751.482938045","188266.399630144","336239870","322680492","50000000","",
"309","전화권유판매업","08_26_03_P","3290000","2010329008524200039","20101117","","03","폐업","03","폐업처리","20160225","","","","070-4266-6998","","614800","부산광역시 부산진구 가야동 *번지 **호 *통 *반","부산광역시 부산진구 가야대로 *** (가야동)","","대림통상","20160226091444","I","2018-08-31 23:59:59.0","","386336.557052791","186076.675545251","","","","",
"310","전화권유판매업","08_26_03_P","3290000","2008329008524200008","20080313","20091112","04","취소/말소/만료/정지/중지","04","직권취소","20091112","","","","997-1100","","614854","부산광역시 부산진구 양정동 ***번지 *호 엠엔에스빌딩 *층","부산광역시 부산진구 중앙대로 *** (양정동,엠엔에스빌딩 *층)","","(주)대경인플랜","20091119110747","I","2018-08-31 23:59:59.0","","388798.742326259","188328.743910701","236671647","377969280","50000000","",
"311","전화권유판매업","08_26_03_P","3290000","2005329008524200025","20051021","20101231","04","취소/말소/만료/정지/중지","04","직권취소","20101231","","","","803-5380","","614849","부산광역시 부산진구 부전동 ***번지 **호 가회빌딩 ***","부산광역시 부산진구 서면문화로 ** (부전동,가회빌딩 ***)","","P&G KOREA","20101231105633","I","2018-08-31 23:59:59.0","","387182.610990217","186603.299030885","","","","",
"312","전화권유판매업","08_26_03_P","3290000","2005329008524200031","20051207","20081226","04","취소/말소/만료/정지/중지","04","직권취소","20081226","","","","516-6096","","614828","부산광역시 부산진구 범천동 ***번지 **호 *층","부산광역시 부산진구 범일로 *** (범천동,*층)","","모두모아","20081230152601","I","2018-08-31 23:59:59.0","","387621.343496702","184825.677685157","","","","",
"313","전화권유판매업","08_26_03_P","3290000","2005329008524200032","20051208","20081226","04","취소/말소/만료/정지/중지","04","직권취소","20081226","","","","","","614855","부산광역시 부산진구 양정동 ***번지 *호 *층","부산광역시 부산진구 연수로 * (양정동,*층)","","일컴","20081230152706","I","2018-08-31 23:59:59.0","","388700.776321499","187993.318835628","","","","",
"314","전화권유판매업","08_26_03_P","3290000","2007329008524200009","20070312","20100422","04","취소/말소/만료/정지/중지","04","직권취소","20100422","","","","817-3355","","614870","부산광역시 부산진구 전포동 ***번지 *호","부산광역시 부산진구 중앙대로 *** (전포동)","","(주)미래로디앤씨","20100422165441","I","2018-08-31 23:59:59.0","","387993.482649182","186876.485393314","50000000","0","50000000","",
"315","전화권유판매업","08_26_03_P","3290000","2007329008524200014","20070424","20100514","04","취소/말소/만료/정지/중지","04","직권취소","20100514","","","","915-7904","","614843","부산광역시 부산진구 부전동 ***번지 **호 *층","부산광역시 부산진구 중앙대로 *** (부전동,*층)","","하나지앤엘","20100514150330","I","2018-08-31 23:59:59.0","","387688.543945329","186491.579073421","","","","",
"316","전화권유판매업","08_26_03_P","3290000","2007329008524200016","20070521","20100514","04","취소/말소/만료/정지/중지","04","직권취소","20100514","","","","817-0905","","614863","부산광역시 부산진구 전포동 ***번지 **호 한웅빌딩 *층","부산광역시 부산진구 전포대로 *** (전포동,한웅빌딩 *층)","","이엠정보교육원","20100514150259","I","2018-08-31 23:59:59.0","","388186.052102113","185507.832802069","","","","",
"317","전화권유판매업","08_26_03_P","3290000","2007329008524200018","20070607","20131218","04","취소/말소/만료/정지/중지","04","직권취소","20131218","","","","333-2020","","614829","부산광역시 부산진구 범천동 ***번지 *호 국민빌딩 *층","부산광역시 부산진구 중앙대로***번길 * (범천동,국민빌딩 *층)","","해피연합대리운전","20131218100934","I","2018-08-31 23:59:59.0","","387528.737877272","185277.829219233","","","","",
"318","전화권유판매업","08_26_03_P","3290000","2008329008524200018","20080416","20091112","04","취소/말소/만료/정지/중지","04","직권취소","20091112","","","","852-7060","","614854","부산광역시 부산진구 양정동 ***번지 *호 롯데골드로즈 ***,***호","부산광역시 부산진구 중앙대로 *** (양정동,롯데골드로즈 ***,***호)","","(주)동남자산관리","20091119110837","I","2018-08-31 23:59:59.0","","388926.25548886","188502.470592042","50000000","0","50000000","",
