"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212019000005","20191211","","02","휴업","02","휴업","","20211031","20220131","","","","","부산광역시 중구 대청동4가 72-42","부산광역시 중구 망양로329번길 2-1 (대청동4가)","48904","Ocean&Sky Baba","20211101141446","U","2021-11-03 02:40:00.0","","384960.959604768","180556.061357726","외국인관광 도시민박업","","일반주거지역","","","","","","","","1","","","","","","","","","","","93.5","","","","","","","","","","","","","94",
"2","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212015000001","20150813","","02","휴업","02","휴업","","20181113","20190530","","","","","부산광역시 중구 부평동1가 20-9번지 3층","부산광역시 중구 중구로39번길 24, 3층 (부평동1가)","","게스트하우스부산깡통야시장","20200120131608","U","2020-01-22 02:40:00.0","","384718.571176843","179917.441083051","외국인관광 도시민박업","","","","","","","","","","2","","","","","","","","","","","40.96","","","","","","","","","","","","","41",
"3","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212019000001","20190215","","03","폐업","03","폐업","20210427","","","","","","","부산광역시 중구 보수동1가 116-156","부산광역시 중구 책방골목길 13-11 (보수동1가)","48967","보수동방공호","20210503101511","U","2021-05-05 02:40:00.0","","384707.493861966","180168.558708474","외국인관광 도시민박업","","일반상업지역","3","","","","","","","6","","","","","","","","","","","167.82","","","","","","","","","","","","","168",
"4","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212019000004","20191210","","03","폐업","03","폐업","20220124","","","","","","","부산광역시 중구 동광동4가 1-1","부산광역시 중구 대청로135번길 3-1, 5층 (동광동4가)","48932","공공하우스","20220124133640","U","2022-01-26 02:40:00.0","","385431.649640587","180114.830297501","외국인관광 도시민박업","","일반상업지역","","","","","","","","1","","","","","","","","","","","181.5","","","","","","","","","","","","","182",
"5","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212015000002","20151002","","03","폐업","03","폐업","20181012","","","","","","","부산광역시 중구 중앙동2가 21-6번지","부산광역시 중구 대청로138번길 15, 5층 (중앙동2가)","","용두산 게스트하우스","20181012163028","U","2018-10-12 23:59:59.0","","385501.921434018","179943.055997069","외국인관광 도시민박업","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",
"6","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212016000001","20160729","","03","폐업","03","폐업","20180212","","","","","","","부산광역시 중구 중앙동4가 40-19번지","부산광역시 중구 대청로135번길 15, 6층 (중앙동4가)","48928","플랫하우스","20180309091519","I","2018-08-31 23:59:59.0","","385445.376219908","180233.460462591","외국인관광 도시민박업","","일반상업지역","6","주택가주변","","","단독주택","6","0","2","","","","","","","","","","","","","","","","","","","","20000000","","","","",
"7","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212016000002","20160510","","03","폐업","03","폐업","20200812","","","","","","","부산광역시 중구 영주동 279-12 2층","부산광역시 중구 영주로42번길 5, 2층 (영주동)","","방사시게스트하우스(Bangsasi Guesthouse)","20200812163516","U","2020-08-14 02:40:00.0","","385109.874846412","181013.159648388","외국인관광 도시민박업","","","","","","","","","","2","","","","","","","","","","","54.31","","","","","","","","","","","","","54",
"8","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212018000002","20180828","","03","폐업","03","폐업","20190510","","","","","","","부산광역시 중구 부평동2가 70-19번지","부산광역시 중구 중구로39번길 42, 2층 (부평동2가)","48977","실암정","20190510093817","U","2019-05-12 02:40:00.0","","384627.73685259","179920.716834077","외국인관광 도시민박업","","일반상업지역","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",
"9","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212019000002","20190628","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 부평동2가 21-8","부산광역시 중구 중구로29번길 38, 4층 (부평동2가)","48977","제이온게스트하우스","20201031173301","U","2020-11-03 02:40:00.0","","384650.381654164","179818.661056988","외국인관광 도시민박업","","","","","","","","","","1","","","","","","","","","","","38.18","","","","","","","","","","","","","38",
"10","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212019000003","20191111","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 영주동 282-19번지","부산광역시 중구 망양로 380 (영주동)","48917","월드굿즈","20191111112805","I","2019-11-13 00:23:24.0","","385029.513371623","180933.726369417","외국인관광 도시민박업","","일반주거지역","","","","","","","","1","","","","","","","","","","","70.81","","","","","","","","","10000000","","","","71",
"11","외국인관광도시민박업","03_11_04_P","3250000","CDFI2262212018000001","20180309","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동4가 40-19","부산광역시 중구 대청로135번길 15, 6층 (중앙동4가)","48928","단디하우스","20201031173137","U","2020-11-03 02:40:00.0","","385445.376219908","180233.460462591","외국인관광 도시민박업","","","","","","","","","","1","","","","","","","","","","","51.62","","","","","","","","","","","","","52",
"12","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212019000004","20190805","","03","폐업","03","폐업","20220110","","","","","","","부산광역시 서구 암남동 581-2","부산광역시 서구 암남공원로 17-9 (암남동)","49275","호호네","20220107184910","U","2022-01-09 02:40:00.0","","383758.309356485","176879.724980268","외국인관광 도시민박업","","일반주거지역","","","","","다세대주택","","","","","HoHo's House","Guest House","","","","","","","","65","","","","","","","","","","","","","65",
"13","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212016000001","20160726","","03","폐업","03","폐업","20180508","","","","","","","부산광역시 서구 암남동 618-16번지 파크빌 201호","부산광역시 서구 암남공원로 77, 201호 (암남동, 암남동 아파트)","49275","모노하우스 부산 송도비치점","20180525173030","I","2018-08-31 23:59:59.0","","384054.672882237","176450.132857273","외국인관광 도시민박업","","주거지역","8","","","","아파트","8","","1","","Monohouse Busan","Guest House","","","","","","","","169.57","","","","","","","","","10000000","","","","170",
"14","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212019000001","20190311","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동3가 6-7번지 3층","부산광역시 서구 엄광산로 20, 3층 (서대신동3가)","49200","DUCO","20200331115125","U","2020-04-02 02:40:00.0","","383026.65373425","182851.737585352","외국인관광 도시민박업","","자연녹지지역","","","","","다세대주택","3","","","","DUCO","Guest House","","","","","","","","87.71","","","","","","","","","5000000","","","","88",
"15","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212019000002","20190513","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 토성동5가 38-9번지","부산광역시 서구 구덕로124번길 13, 2층 (토성동5가)","49246","비건민박","20190513112627","I","2019-05-15 02:21:01.0","","384348.824336019","179453.946239055","외국인관광 도시민박업","","","","","","","다세대주택","","","","","Vegan Guest House","Guest House","","","","","","","","73.01","","","","","","","","","","","","","73",
"16","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212019000003","20190718","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 600-5번지","부산광역시 서구 장군산로 47-15 (암남동)","49270","아이비 하우스","20190718175936","I","2019-07-20 02:21:41.0","","383794.867310218","176639.338163425","외국인관광 도시민박업","","일반주거지역","","","","","단독주택","","","","","IVY HOUSE","Guest house","","","","","","","","92.13","","","","","","","","","","","","","92",
"17","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212017000001","20171226","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동2가 126-11번지 동일빌딩 901호","부산광역시 서구 대영로 39, 901호 (서대신동2가, 동일빌딩)","49234","KOR-INN(코인)","20180621095613","I","2018-08-31 23:59:59.0","","383705.790622696","180790.292590698","외국인관광 도시민박업","","","","","","","다세대주택","","","1","","","","","","","","","","","84.83","","","","","","","","","","","","","85",
"18","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212016000002","20161128","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 618-16번지 암남동 아파트 601호","부산광역시 서구 암남공원로 77, 601호 (암남동, 암남동 아파트)","49275","파크빌","20170621113841","I","2018-08-31 23:59:59.0","","384054.672882237","176450.132857273","외국인관광 도시민박업","","일반주거지역","","기타","","","아파트","","","3","","PARKVILL","Guest House","","","","","","","","174.85","","","","","","","","","","","","","175",
"19","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212014000001","20141126","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 618-16","부산광역시 서구 암남공원로 77, 401호 (암남동, 암남동 아파트)","","Sea-Songdo","20171109105841","I","2021-08-20 00:22:50.0","","384054.672882237","176450.132857273","외국인관광 도시민박업","","","","","","","아파트","","","","","","","","","","","","","","174.85","","","","","","","","","","","","","175",
"20","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212020000001","20201023","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 암남동 625-6","부산광역시 서구 암남공원로 268 (암남동)","49272","만화산정","20201023135608","I","2020-10-25 00:23:29.0","","383645.820131229","176085.700465669","외국인관광 도시민박업","","녹지지역","2","","","","단독주택","2","","","","","","","","","","","","","127.8","","","","","","","","","","","","","128",
"21","외국인관광도시민박업","03_11_04_P","3260000","CDFI2262212016000003","20160321","","01","영업/정상","13","영업중","","","","","","","","부산광역시 서구 서대신동1가","부산광역시 서구 부용로 14-36 (서대신동1가)","","La Casa del Sol","20190102174634","I","2019-01-04 02:20:38.0","","383810","180630","외국인관광 도시민박업","","일반주거지역","3","","","","단독주택","3","","","","La Casa del Sol","Guest House","","","","","","","","139.34","","","","","","","","","","","","","139",
"22","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212019000002","20190411","","03","폐업","03","폐업","20220120","","","","","","","부산광역시 동구 초량동 587-2","부산광역시 동구 초량중로34번길 6-8 (초량동)","48818","정 하우스","20220120171606","U","2022-01-22 02:40:00.0","","385677.766972826","181399.060171038","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","62.68","","0","","","","","","","0","","","","63",
"23","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212015000002","20151019","","03","폐업","03","폐업","20200522","","","","","","","부산광역시 동구 범일동 1434-20번지","부산광역시 동구 망양로 882, 5층 (범일동)","","Enjoy Busan","20200522143422","U","2020-05-24 02:40:00.0","","386621.266512692","184132.939798879","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"24","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212016000001","20160721","","03","폐업","03","폐업","20181015","","","","","","","부산광역시 동구 초량동 827-238번지","부산광역시 동구 초량로 110-1 (초량동)","48805","서채","20181015114816","U","2018-10-15 23:59:59.0","","385063.671180207","181933.309959095","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"25","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212016000002","20161110","","03","폐업","03","폐업","20171010","","","","","","","부산광역시 동구 초량동 994-765번지","부산광역시 동구 망양로 474-4 (초량동)","48810","초량474(사칠사)","20171011105409","I","2018-08-31 23:59:59.0","","385374.230538237","181565.129305752","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"26","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212017000002","20170321","","03","폐업","03","폐업","20180122","","","","","","","부산광역시 동구 초량동 793-207번지","부산광역시 동구 망양로596번길 6 (초량동)","48804","만디하우스","20180122112828","I","2018-08-31 23:59:59.0","","385439.518402354","182339.227869241","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","","","","",
"27","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212018000001","20180411","","03","폐업","03","폐업","20190211","","","","","","","부산광역시 동구 초량동 994-765번지","부산광역시 동구 망양로 474-4 (초량동)","48810","프리차(Preecha)","20190222123155","U","2019-02-24 02:40:00.0","","385374.230538237","181565.129305752","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250000000","","","","",
"28","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212019000001","20190116","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 793-207","부산광역시 동구 망양로596번길 6, 2층 (초량동)","48804","게스트하우스 트라팔가","20211221154317","U","2021-12-23 02:40:00.0","","385439.518402354","182339.227869241","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","49.98","","0","","","","","","","0","","","","50",
"29","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212019000003","20190418","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 597-27 안정빌라","부산광역시 동구 중앙대로179번길 27-6, 1,2,3층 (초량동, 안정빌라)","48820","마리나레지던스","20211221154400","U","2021-12-23 02:40:00.0","","385635.950425158","181299.84864928","외국인관광 도시민박업","","","0","","","","","0","0","7","0","","","0","0","","0","0","","0","183.32","","0","","","","","","","0","","","","183",
"30","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212015000001","20150529","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 1057-74","부산광역시 동구 초량중로 13-6 (초량동)","48819","INSIDE BUSAN","20211221154204","U","2021-12-23 02:40:00.0","","385560.110289631","181263.70165943","외국인관광 도시민박업","","","0","","","","","0","0","5","0","","","0","0","","0","0","","0","135.96","","0","","","","","","","0","","","","136",
"31","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212016000003","20161122","","01","영업/정상","13","영업중","","","","","051-467-0289","","","부산광역시 동구 초량동 847-44","부산광역시 동구 망양로525번길 28 (초량동)","48717","이바구캠프","20211221154235","U","2021-12-23 02:40:00.0","","384829.254146986","181887.216153479","외국인관광 도시민박업","","","0","","","","","0","0","8","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"32","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212017000001","20170113","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 1057-30","부산광역시 동구 초량중로21번길 5-2 (초량동)","48819","모닝듀 게스트 하우스","20211221154256","U","2021-12-23 02:40:00.0","","385583.190442112","181345.915191771","외국인관광 도시민박업","","","0","","","","","0","0","5","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"33","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212012000001","20121231","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 825-7 두산위브포세이돈Ⅱ","부산광역시 동구 자성로116번길 2, 두산위브포세이돈Ⅱ 101동 2202호 (범일동, 두산위브포세이돈Ⅱ)","48748","황규성","20211227094710","U","2021-12-29 02:40:00.0","","388040.090360392","183818.845448598","외국인관광 도시민박업","","주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","127.24","","0","","","","","","","0","","","","127",
"34","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212020000001","20200522","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 994-59","부산광역시 동구 영초윗길 20 (초량동)","48808","오름","20211221154419","U","2021-12-23 02:40:00.0","","385466.528575234","181655.179383699","외국인관광 도시민박업","","","0","","","","","0","0","3","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"35","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212021000001","20210429","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 547-20","부산광역시 동구 자성로108번길 7, 5층 (범일동)","48748","일루리삿","20210429183739","I","2021-05-01 00:23:12.0","","387969.231220809","183802.04518217","외국인관광 도시민박업","","일반상업지역","5","","","","단독주택","","","","","","","","","","","","","","74.93","","","","","","","","","","","","","75",
"36","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212020000002","20201028","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 827-65","부산광역시 동구 초량로80번길 38 (초량동)","48803","choryang38","20211227094926","U","2021-12-29 02:40:00.0","","385395.839542417","182178.42525158","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"37","외국인관광도시민박업","03_11_04_P","3270000","CDFI2262212022000001","20220616","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 795-36","부산광역시 동구 망양로580번길 5-3 (초량동)","48804","빅케이하우스","20220616142741","I","2022-06-18 00:22:31.0","","385361.867099726","182229.148376277","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"38","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212014000001","20140325","","03","폐업","03","폐업","20190422","","","","","","","부산광역시 영도구 청학동 84-22번지","부산광역시 영도구 일산봉로39번길 14 (청학동)","49086","미르게스트하우스","20190422174945","U","2019-04-24 02:40:00.0","","388225.268204633","178273.208846507","외국인관광 도시민박업","","일반주거지역","","","","","단독주택","","","2","","","","","","","","","","","202.21","","","","","","","","","100000000","","","","202",
"39","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212015000001","20150721","","03","폐업","03","폐업","20220111","","","","","","","부산광역시 영도구 대교동1가 1 브릿지타워","부산광역시 영도구 태종로 40, 1401호 (대교동1가, 브릿지타워)","49042","JG하우스","20220111182353","U","2022-01-13 02:40:00.0","","385632.88633521","179162.615653498","외국인관광 도시민박업","","상업지역","14","주택가주변","","","아파트","0","0","3","0","","","0","0","","0","0","","0","136","","0","","","","","","","0","","","","136",
"40","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212015000002","20150804","","03","폐업","03","폐업","20190701","","","","","","","부산광역시 영도구 대교동1가 1번지 브릿지타워","부산광역시 영도구 태종로 40, 901호 (대교동1가, 브릿지타워)","49042","EZEZ House","20190716181356","U","2019-07-18 02:40:00.0","","385632.88633521","179162.615653498","외국인관광 도시민박업","","일반상업지역","1","기타","","","아파트","","","3","","EZEZ House","Entertainment Business for foreigner only","","","","","","","","119.56","","","","","","","","","","","","","120",
"41","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212017000001","20170124","","03","폐업","03","폐업","20171129","","","","","","","부산광역시 영도구 청학동 64-44번지","부산광역시 영도구 태종로422번길 33-8 (청학동)","49088","Yeongdorang 영도랑","20180116110420","I","2018-08-31 23:59:59.0","","388407.532143709","178607.569947448","외국인관광 도시민박업","","주거지역","1","주택가주변","","","단독주택","1","0","1","","","","","","","","","","","42.31","","","","","","","","","10000000","","","","42",
"42","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212017000002","20170125","","03","폐업","03","폐업","20180118","","","","","","","부산광역시 영도구 대평동1가 7번지 하나빌 502호","부산광역시 영도구 대평로20번길 23, 502호 (대평동1가, 하나빌)","49040","Seaside House","20180118192652","I","2018-08-31 23:59:59.0","","385543.768263658","178904.597314821","외국인관광 도시민박업","","일반상업지역","15","기타","","","아파트","15","2","2","","","","","","","","","","","82.99","","","","","","","","","2000000","","","","83",
"43","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212017000003","20171030","","03","폐업","03","폐업","20210406","","","","","","","부산광역시 영도구 봉래동1가 110-1","부산광역시 영도구 절영로 5 (봉래동1가)","49034","스쿠버 하우스","20210406191658","U","2021-04-08 02:40:00.0","","386016.608783249","179087.592585018","외국인관광 도시민박업","","","5","","","","단독주택","5","","2","39","","","","","","","","","","165.3","","","","","","","","","","","","","165",
"44","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212018000001","20180406","","03","폐업","03","폐업","20200128","","","","","","","부산광역시 영도구 대교동1가 163-2번지","부산광역시 영도구 절영로 22 (대교동1가)","49037","실크로드","20200128160523","U","2020-01-30 02:40:00.0","","385925.193780646","178953.924428281","외국인관광 도시민박업","","일반상업지역","","","","","단독주택","","","4","","","","","","","","","","","174.58","","","","","","","","","","","","","175",
"45","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212019000003","20190221","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 1124번지 함지그린아파트 105동 601호","부산광역시 영도구 함지로 8, 105동 6층 601호 (동삼동, 함지그린아파트)","49119","함지스테이","20190221163055","I","2019-02-23 02:21:58.0","","388014.370428964","176595.034934652","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","아파트","","","2","","","","","","","","","","","57.09","","","","","","","","","","","","","57",
"46","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212019000007","20190828","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 대교동1가 1번지 브릿지타워","부산광역시 영도구 태종로 40, 1002호 (대교동1가, 브릿지타워)","49042","CL HOUSE","20190829150852","I","2019-08-31 02:22:15.0","","385632.88633521","179162.615653498","외국인관광 도시민박업","","일반상업지역","20","","","","아파트","","","2","","","","","","","","","","","112.5","","","","","","","","","","","","","113",
"47","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212019000005","20190725","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 1124번지 함지그린아파트","부산광역시 영도구 함지로 8, 102동 806호 (동삼동, 함지그린아파트)","49119","오션뷰 하우스","20190808112029","U","2019-08-10 02:40:00.0","","388014.370428964","176595.034934652","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","아파트","","","1","","","","","","","","","","","57","","","","","","","","","","","","","57",
"48","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212019000006","20190725","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 봉래동5가 119-41번지","부산광역시 영도구 장미계단길 228 (봉래동5가)","49029","Free House","20190808112055","U","2019-08-10 02:40:00.0","","387326.483172712","179038.742362149","외국인관광 도시민박업","","일반주거지역","","주택가주변","","","단독주택","","","2","","","","","","","","","","","59.5","","","","","","","","","","","","","60",
"49","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212013000001","20130220","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 118-12","부산광역시 영도구 청학동로60번길 15 (청학동)","49016","달 게스트하우스","20200701090413","U","2020-07-03 02:40:00.0","","388160.843272466","178950.904254596","외국인관광 도시민박업","","","1","","","","","","","3","","Dal guesthouse","Entertainment Business for foreigner only","","","","","","","","79.7","","","","","","","","","","","","","80",
"50","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212013000002","20131106","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 대교동1가 1번지 브릿지타워","부산광역시 영도구 태종로 40, 1001호 (대교동1가, 브릿지타워)","49042","AJ하우스","20180223182040","I","2018-08-31 23:59:59.0","","385632.88633521","179162.615653498","외국인관광 도시민박업","","","10","","","","","","","3","","","","","","","","","","","119.56","","","","","","","","","540000000","","","","120",
"51","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212015000003","20150909","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 418-12","부산광역시 영도구 청학서로 11-3 (청학동)","49030","심오한 연구소(심오한 집)","20210714180327","U","2021-07-16 02:40:00.0","","387521.596005536","178911.722762666","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","단독주택","1","0","2","0","SIMO HOUSE","Guesthouse for Foreign Tourists","0","0","","0","0","","0","62.07","","0","","","","","","","0","","","","62",
"52","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212018000002","20180418","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 457-32번지","부산광역시 영도구 청학남로 19-3, 1층 (청학동)","49019","와치","20180418165654","I","2018-08-31 23:59:59.0","","387765.850291326","178720.050664514","외국인관광 도시민박업","","일반주거지역","","","","","단독주택","","","2","","","","","","","","","","","77.45","","","","","","","","","","","","","77",
"53","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000009","20211216","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 봉래동5가 122-64","부산광역시 영도구 우정길 146 (봉래동5가)","49029","섬풍경","20220516143315","U","2022-05-18 02:40:00.0","","387380.126974294","178942.421829379","외국인관광 도시민박업","","","0","","","","","0","0","1","0","seom pung gyeong","Guesthouse for Foregin Tourists","0","0","","0","0","","0","68.89","","0","","","","","","","0","","","","69",
"54","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212022000001","20220114","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 봉래동5가 119-16","부산광역시 영도구 장미계단길 234 (봉래동5가)","49029","로제","20220325143519","U","2022-03-27 02:40:00.0","","387324.384289145","179006.936380798","외국인관광 도시민박업","","","1","","","","","0","0","1","0","Roze","Guesthouse for Foregin Tourists","0","0","","0","0","","0","56.79","","0","","","","","","","0","","","","57",
"55","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212020000002","20200320","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 1124 함지그린아파트","부산광역시 영도구 함지로 8, 106동 1902호 (동삼동, 함지그린아파트)","49119","에메랄드 오션뷰","20220603103741","U","2022-06-08 02:40:00.0","","388014.370428964","176595.034934652","외국인관광 도시민박업","","주거지역","20","아파트지역","","","아파트","20","2","1","0","Emerald ocean view","Guesthouse for Foreign Tourists","0","0","","0","0","","0","45.5","","0","","","","","","","0","","","","46",
"56","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212020000003","20200515","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 398-20","부산광역시 영도구 청학서로16번길 43-14 (청학동)","49031","청학소담","20211124114259","U","2021-11-26 02:40:00.0","","387617.95953624","179086.902202809","외국인관광 도시민박업","","일반주거지역","1","주택가주변","","","단독주택","0","0","1","0","CheonghakSodam","Guesthouse for Foreign Tourists","0","0","","0","0","","0","80.1","","0","","","","","","","200000000","","","","80",
"57","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000007","20211006","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 446-56","부산광역시 영도구 청학남로7번길 16 (청학동)","49018","청학태평","20211006212703","I","2021-10-08 00:22:47.0","","387663.801386922","178803.268868352","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","단독주택","0","0","0","0","Cheonghaktaepyeong","Guesthouse for Foreign Tourists","0","0","","0","0","","0","38.1","","0","","","","","","","0","","","","38",
"58","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000008","20211116","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 149-33","부산광역시 영도구 와치로37번길 17-3 (청학동)","49084","제로베이스","20220325143804","U","2022-03-27 02:40:00.0","","387790.11638794","178662.959652579","외국인관광 도시민박업","","일반주거지역","2","주택가주변","","","단독주택","2","0","1","0","Zerobase","Guesthouse for Foreign Tourists","0","0","","0","0","","0","124.53","","0","","","","","","","0","","","","125",
"59","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212021000004","20210714","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 88-11","부산광역시 영도구 청학남로60번길 18-5 (청학동)","49085","만개","20210914145616","U","2021-09-16 02:40:00.0","","388113.388629182","178515.517527938","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다세대주택","0","0","1","0","10000kai","Guesthouse for Foreign Tourists","0","0","","0","0","","0","55.32","","0","","","","","","","0","","","","55",
