"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"76","무도학원업","10_33_02_P","3310000","CDFH3301111993000002","19930409","","03","폐업","03","폐업","20050712","","","","627-3696","","608833","부산광역시 남구 용호동 370-18번지","부산광역시 남구 동명로 137  (용호동)","","중앙현대무도학원","20050712121944","I","2018-08-31 23:59:59.0","","392450.219867198","182123.563030048","무도학원업","사립","0","","","132","","","",
"77","무도학원업","10_33_02_P","3320000","CDFH3301111994000001","19940727","","02","휴업","02","휴업","","20130318","20181229","","336-3150","","616801","부산광역시 북구 구포동 599-5번지","부산광역시 북구 구포시장길 1 (구포동)","","한국경기무도학원","20171218085233","I","2018-08-31 23:59:59.0","","382384.729354655","191844.412093328","무도학원업","사립","","","","","","","",
"78","무도학원업","10_33_02_P","3320000","CDFH3301112000000002","20000831","","03","폐업","03","폐업","20051025","","","","335-1533","","616837","부산광역시 북구 구포동 392번지","부산광역시 북구 낙동대로1762번길 44  (구포동)","","현대댄스스포츠","20061110170602","I","2018-08-31 23:59:59.0","","382099.393440052","191664.788702006","무도학원업","사립","0","","","","","","",
"79","무도학원업","10_33_02_P","3320000","CDFH3301112001000001","20011211","","03","폐업","03","폐업","20210729","","","","","","616801","부산광역시 북구 구포동 539","부산광역시 북구 낙동대로1766번길 26, 2층 (구포동)","616801","탑 댄스스포츠","20210730103808","U","2021-08-01 02:40:00.0","","382239.347483368","191717.400485725","무도학원업","사립","Y","0","0","0","0","","",
"80","무도학원업","10_33_02_P","3320000","CDFH3301112008000002","20080619","","03","폐업","03","폐업","20140225","","","","331-7779","","616801","부산광역시 북구 구포동 1060-46번지 (3층)","부산광역시 북구 구포만세길 111, 3층 (구포동)","616801","최우석 댄스스포츠","20140225142632","I","2018-08-31 23:59:59.0","","381859.396768544","191549.285621544","무도학원업","사립","Y","","1","1316.34","","","",
"81","무도학원업","10_33_02_P","3320000","CDFH3301111998000001","19980727","","03","폐업","03","폐업","20200326","","","","331-8814","","616801","부산광역시 북구 구포동 591-14번지","부산광역시 북구 시장갓길 60 (구포동)","","구포 리듬짝","20200326182611","U","2020-03-28 02:40:00.0","","382275.853869854","191657.14587206","무도학원업","사립","Y","","","","","","",
"82","무도학원업","10_33_02_P","3320000","CDFH3301112000000001","20001011","","03","폐업","03","폐업","20041201","","","","341-9728","","616801","부산광역시 북구 구포동 1060-46번지","","","박상기","20041201100418","I","2018-08-31 23:59:59.0","","381859.396768544","191549.285621544","무도학원업","사립","0","","","","","","",
"83","무도학원업","10_33_02_P","3320000","CDFH3301112008000001","20080425","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 598-9","부산광역시 북구 구포시장길 6, 4층 (구포동)","46581","선 댄스스포츠","20210305124043","U","2021-03-07 02:40:00.0","","382353.700799426","191822.137645459","무도학원업","사립","Y","","1","","","","",
"84","무도학원업","10_33_02_P","3320000","CDFH3301112009000001","20091020","","01","영업/정상","13","영업중","","","","","070-8229-7335","","616801","부산광역시 북구 구포동 584-2번지 (2층)","부산광역시 북구 낙동대로1766번길 12, 2층 (구포동)","616801","제니스 댄스 스포츠","20170608101919","I","2018-08-31 23:59:59.0","","382254.062677699","191794.774460452","무도학원업","사립","","","1","","","","",
"85","무도학원업","10_33_02_P","3320000","CDFH3301112016000001","20160519","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 468번지","부산광역시 북구 낙동대로1762번가길 11, 2층 (구포동)","46580","태양무도학원","20160519093927","I","2018-08-31 23:59:59.0","","382163.174751335","191699.950979709","무도학원업","사립","","","","122.33","","","",
"86","무도학원업","10_33_02_P","3320000","CDFH3301111992000001","19920521","","01","영업/정상","13","영업중","","","","","338-2799","","616801","부산광역시 북구 구포동 598-4번지","부산광역시 북구 낙동대로 1774 (구포동)","","대성무도학원","20170110163334","I","2018-08-31 23:59:59.0","","382355.836275811","191840.120030345","무도학원업","사립","Y","","","","","","",
"87","무도학원업","10_33_02_P","3320000","CDFH3301112008000003","20081119","","04","취소/말소/만료/정지/중지","35","직권말소","20220121","","","","338-5162","","616801","부산광역시 북구 구포동 1060-40 (3층)","부산광역시 북구 낙동대로1694번길 6, 3층 (구포동)","46502","구포스포츠댄스 무도학원","20220412094417","U","2022-04-14 02:40:00.0","","381745.255973085","191441.88728115","무도학원업","사립","Y","0","1","542.75","0","","",
"88","무도학원업","10_33_02_P","3320000","CDFH3301112013000001","20130522","","04","취소/말소/만료/정지/중지","35","직권말소","20220121","","","","","","616801","부산광역시 북구 구포동 1060-27","부산광역시 북구 낙동대로1694번나길 3, 3층 (구포동)","46501","필 댄스스포츠","20220412092145","U","2022-04-14 02:40:00.0","","381792.486032336","191499.973783216","무도학원업","사립","","0","0","0","0","","",
"89","무도학원업","10_33_02_P","3330000","CDFH3301112002000001","20020517","","03","폐업","03","폐업","20210416","","","","051-742-7981","","612827","부산광역시 해운대구 우동 1092-22","부산광역시 해운대구 해운대로383번길 11 (우동)","","장산스포츠댄스무도학원","20210618165358","U","2021-06-20 02:40:00.0","","394793.311822588","187704.464298798","무도학원업","사립","","","","85.27","","","",
"90","무도학원업","10_33_02_P","3330000","CDFH3301112012000001","20120227","","03","폐업","03","폐업","20120302","","","","","","612847","부산광역시 해운대구 중동 1393-87번지","부산광역시 해운대구 구남로 35-12 (중동)","612847","해운대댄스스포츠","20120316101036","I","2018-08-31 23:59:59.0","","396886.146092074","186812.732990969","무도학원업","사립","","","1","","","","",
"91","무도학원업","10_33_02_P","3330000","CDFH3301111993000001","19930716","","03","폐업","03","폐업","20120525","","","","051-744-0755","","612821","부산광역시 해운대구 우동 541-13번지","부산광역시 해운대구 구남로12번길 13  (우동)","","해운대무도학원","20120525165948","I","2018-08-31 23:59:59.0","","396641.87880435","186916.187707549","무도학원업","사립","0","","","","","","",
"92","무도학원업","10_33_02_P","3330000","CDFH3301111993000002","19931016","","03","폐업","03","폐업","20051004","","","","051-783-8713","","612831","부산광역시 해운대구 재송동 1073-26번지","부산광역시 해운대구 재송1로20번길 8  (재송동)","","대원무도학원","20060803162352","I","2018-08-31 23:59:59.0","","393191.489741171","189646.967420268","무도학원업","사립","0","","","","","","",
"93","무도학원업","10_33_02_P","3330000","CDFH3301112001000001","20011224","","03","폐업","03","폐업","20210330","","","","051-784-5467","","612831","부산광역시 해운대구 재송동 1101-8","부산광역시 해운대구 해운대로153번길 20  (재송동)","","예인스포츠댄스","20210819162711","U","2021-08-21 02:40:00.0","","393281.146618383","189258.067954466","무도학원업","사립","0","0","0","147.28","0","","",
"94","무도학원업","10_33_02_P","3340000","CDFH3301112019000001","20190311","","03","폐업","03","폐업","20201224","","","","","","","부산광역시 사하구 하단동 527-2 3층","부산광역시 사하구 낙동남로1405번길 14, 3층 (하단동)","49311","에덴학원","20201228151015","U","2020-12-30 02:40:00.0","","379146.456410293","180450.299340417","무도학원업","사립","","","","","","","",
"95","무도학원업","10_33_02_P","3340000","CDFH3301111998000001","19980722","","03","폐업","03","폐업","20081202","","","","207-4469","","604852","부산광역시 사하구 하단동 527-5번지","부산광역시 사하구 낙동대로485번길 13  (하단동)","","에덴무도학원","20081202135918","I","2018-08-31 23:59:59.0","","379210.312595397","180471.7161985","무도학원업","사립","1","","","98.73","","","",
"96","무도학원업","10_33_02_P","3340000","CDFH3301112003000001","20030428","","03","폐업","03","폐업","20110519","","","","204-4264","","604829","부산광역시 사하구 당리동 302-9번지","부산광역시 사하구 낙동대로450번길 15  (당리동)","","하단무도학원","20110519145746","I","2018-08-31 23:59:59.0","","379550.273389181","180321.440039828","무도학원업","사립","Y","","","150.76","","","",
"97","무도학원업","10_33_02_P","3340000","CDFH3301112005000001","20050908","","03","폐업","03","폐업","20070726","","","","292-3680","","604848","부산광역시 사하구 하단동 623-39번지 3층","","","Han 댄스스포츠","20070726153131","I","2018-08-31 23:59:59.0","","379779.666846195","180052.943241932","무도학원업","사립","0","","1","1479.26","","","",
"98","무도학원업","10_33_02_P","3340000","CDFH3301112009000003","20091030","","03","폐업","03","폐업","20120409","","","","205-0978","","604815","부산광역시 사하구 괴정동 966-1번지 3층","","","아시아무도학원","20120409144013","I","2018-08-31 23:59:59.0","","381721.386144221","179650.592845187","무도학원업","사립","Y","","1","471.5","","","",
"99","무도학원업","10_33_02_P","3340000","CDFH3301112013000001","20130722","","01","영업/정상","13","영업중","","","","","","","604815","부산광역시 사하구 괴정동 970-6번지 3층","부산광역시 사하구 낙동대로 221, 3층 (괴정동)","604815","최지희 댄스스포츠","20140709182824","I","2018-08-31 23:59:59.0","","381622.644225725","179660.148759733","무도학원업","사립","Y","","1","2176.3","","","",
"100","무도학원업","10_33_02_P","3340000","CDFH3301112002000001","20021010","","01","영업/정상","13","영업중","","","","","294-0006","","604815","부산광역시 사하구 괴정동 970-12번지","부산광역시 사하구 사하로 201-4  (괴정동)","","괴정무도학원","20151218173502","I","2018-08-31 23:59:59.0","","381621.468580223","179629.424200445","무도학원업","사립","Y","","","161.04","","","",
"101","무도학원업","10_33_02_P","3340000","CDFH3301112003000002","20030306","","01","영업/정상","13","영업중","","","","","208-8465","","604857","부산광역시 사하구 괴정동 1021-9번지","부산광역시 사하구 낙동대로 206  (괴정동)","","한국댄스스포츠학원","20181224141725","U","2018-12-26 02:40:00.0","","381763.470663811","179773.626920336","무도학원업","사립","Y","","","87.81","","","",
"102","무도학원업","10_33_02_P","3340000","CDFH3301112009000001","20090617","","01","영업/정상","13","영업중","","","","","051-202-2102","","604021","부산광역시 사하구 하단동 617-2번지 3층","부산광역시 사하구 낙동대로457번길 6  (하단동,3층)","","아시아스포츠댄스","20130806100318","I","2018-08-31 23:59:59.0","","379389.422681416","180261.998212394","무도학원업","사립","Y","","1","493.5","","","",
"103","무도학원업","10_33_02_P","3340000","CDFH3301112009000002","20090806","","01","영업/정상","13","영업중","","","","","291-9888","","604848","부산광역시 사하구 하단동 618-43번지 4층","부산광역시 사하구 낙동대로451번길 2  (하단동,4층)","","박용성댄스스포츠","20120809155018","I","2018-08-31 23:59:59.0","","379471.752047664","180193.030621916","무도학원업","사립","Y","","1","1233.75","","","",
"104","무도학원업","10_33_02_P","3350000","CDFH3301111991000001","19911125","","03","폐업","03","폐업","20091207","","","","051)525-7273","","609830","부산광역시 금정구 서동 205-4번지","부산광역시 금정구 서동로 181  (서동)","","현대무도학원","20091207164629","I","2018-08-31 23:59:59.0","","391728.205915935","192615.740869012","무도학원업","사립","1","","1","68.94","","","",
"105","무도학원업","10_33_02_P","3350000","CDFH3301111992000001","19920226","","03","폐업","03","폐업","19960426","","","","051)516-3930","","609802","부산광역시 금정구 구서동 162-17번지","부산광역시 금정구 두실로7번길 13  (구서동)","","한마당무도학원","20030211113618","I","2018-08-31 23:59:59.0","","390181.90691054","197615.562523444","무도학원업","사립","1","","1","85.5","","","",
"106","무도학원업","10_33_02_P","3350000","CDFH3301111993000001","19931020","","03","폐업","03","폐업","20041101","","","","","","609802","부산광역시 금정구 구서동 163-1번지","부산광역시 금정구 두실로7번길 31  (구서동)","","현대무도학원","20071101091503","I","2018-08-31 23:59:59.0","","390188.66526104","197525.2001613","무도학원업","사립","1","","1","85.5","","","",
"107","무도학원업","10_33_02_P","3350000","CDFH3301111996000001","19960831","","03","폐업","03","폐업","20180504","","","","051-524-7419","","","부산광역시 금정구 서동 207-22번지","부산광역시 금정구 서동로 199 (서동)","46321","예술무도학원","20180504155412","I","2018-08-31 23:59:59.0","","391904.809615","192598.515085","무도학원업","사립","Y","","1","165.2","","","",
"108","무도학원업","10_33_02_P","3350000","CDFH3301111999000001","19990429","","03","폐업","03","폐업","20000509","","","","051-582-3594","","609842","부산광역시 금정구 장전동 652-28번지","부산광역시 금정구 온천장로 137  (장전동)","","동성무도학원","20030213101713","I","2018-08-31 23:59:59.0","","389758.466587293","193492.400999647","무도학원업","사립","1","","1","112.1","","","",
"109","무도학원업","10_33_02_P","3350000","CDFH3301112000000001","20000629","","03","폐업","03","폐업","20111209","","","","051-521-0311","","609831","부산광역시 금정구 서동 210-5번지","부산광역시 금정구 서동로186번길 12  (서동)","","올림픽무도학원","20111209130657","I","2018-08-31 23:59:59.0","","391707.953936428","192554.168383817","무도학원업","사립","Y","","1","104.2","","","",
"110","무도학원업","10_33_02_P","3350000","CDFH3301112001000001","20010207","","03","폐업","03","폐업","20170926","","","","051-583-0717","","","부산광역시 금정구 구서동 86-36번지","부산광역시 금정구 금정로233번길 55 (구서동)","46243","화진스포츠댄스","20181129162403","U","2018-12-01 02:40:00.0","","390240.198751968","196210.526021658","무도학원업","사립","Y","","1","202.1","","","",
"111","무도학원업","10_33_02_P","3350000","CDFH3301112001000002","20010912","","03","폐업","03","폐업","20100415","","","","051-526-1721","","609830","부산광역시 금정구 서동 205-15번지","부산광역시 금정구 서동로 187-7  (서동)","","국제무도학원","20100415161545","I","2018-08-31 23:59:59.0","","391771.080138565","192637.074264478","무도학원업","사립","1","","1","81.7","","","",
"112","무도학원업","10_33_02_P","3350000","CDFH3301112003000001","20030103","","03","폐업","03","폐업","20100702","","","","524-1355","","609850","부산광역시 금정구 서동 206-13번지 3층","부산광역시 금정구 서동로175번길 32  (서동,3층)","","뉴욕무도학원","20100702145916","I","2018-08-31 23:59:59.0","","391826.441352442","192681.076183986","무도학원업","사립","","","1","68.3","","","",
"113","무도학원업","10_33_02_P","3350000","CDFH3301112010000001","20100415","","03","폐업","03","폐업","20120102","","","","","","609830","부산광역시 금정구 서동 205-15번지","부산광역시 금정구 서동로 187-7  (서동)","","국제무도학원","20120102111229","I","2018-08-31 23:59:59.0","","391771.080138565","192637.074264478","무도학원업","사립","","","","","","","",
"114","무도학원업","10_33_02_P","3350000","CDFH3301112012000001","20120628","","03","폐업","03","폐업","20160825","","","","","","609850","부산광역시 금정구 서동 206-13번지","부산광역시 금정구 서동로175번길 32 (서동)","46321","뉴욕무도학원","20160825182419","I","2018-08-31 23:59:59.0","","391826.441352442","192681.076183986","무도학원업","사립","Y","","","","","","",
"115","무도학원업","10_33_02_P","3350000","CDFH3301111995000002","19951025","","03","폐업","03","폐업","20040504","","","","051-517-7220","","609842","부산광역시 금정구 장전동 614-6번지","부산광역시 금정구 식물원로39번길 24-7  (장전동)","","제일무도학원","20040505114457","I","2018-08-31 23:59:59.0","","389616.946230147","193611.791707609","무도학원업","사립","1","","1","144.1","","","",
"116","무도학원업","10_33_02_P","3350000","CDFH3301112013000001","20130128","","03","폐업","03","폐업","20170103","","","","","","609830","부산광역시 금정구 서동 205-15번지","부산광역시 금정구 서동로 187-7 (서동)","609830","서울댄스스포츠무도학원","20170104100103","I","2018-08-31 23:59:59.0","","391771.080138565","192637.074264478","무도학원업","사립","","","1","480.02","","","",
"117","무도학원업","10_33_02_P","3350000","CDFH3301111994000001","19940725","","01","영업/정상","13","영업중","","","","","051-524-4588","","","부산광역시 금정구 서동 207-15","부산광역시 금정구 서동로 193 (서동)","46321","월드댄스스포츠학원","20200901205440","U","2020-09-04 02:40:00.0","","391848.246676813","192598.042492115","무도학원업","사립","Y","","1","77.16","","","",
"118","무도학원업","10_33_02_P","3350000","CDFH3301112018000001","20181101","","01","영업/정상","13","영업중","","","","","051-521-8077","","","부산광역시 금정구 서동 205-15번지 3층","부산광역시 금정구 서동로 187-7, 3층 (서동)","46321","주정희 댄스스포츠","20190319155857","U","2019-03-21 02:40:00.0","","391771.080138565","192637.074264478","무도학원업","사립","Y","","","480.02","","","",
"119","무도학원업","10_33_02_P","3370000","CDFH3301111999000001","19990712","","03","폐업","03","폐업","20080108","","","","051-759-0211","","611812","부산광역시 연제구 연산동 478-7번지","부산광역시 연제구 과정로 156  (연산동)","","미래애 댄스아카데미","20080108170332","I","2018-08-31 23:59:59.0","","391891.590192236","189382.061793367","무도학원업","사립","0","","","189.36","","","",
"120","무도학원업","10_33_02_P","3370000","CDFH3301112002000001","20021120","","03","폐업","03","폐업","20190326","","","","051-866-8018","","611822","부산광역시 연제구 연산동 726-14번지","부산광역시 연제구 중앙대로 1116-8 (연산동)","611822","김형섭 댄스스포츠","20190326172633","U","2019-03-28 02:40:00.0","","389568.327459605","189526.220539494","무도학원업","사립","Y","","","166.31","","","",
"121","무도학원업","10_33_02_P","3370000","CDFH3301112001000001","20010109","","03","폐업","03","폐업","20061020","","","","051-866-8018","","611822","부산광역시 연제구 연산동 726-14번지","부산광역시 연제구 중앙대로 1116-8  (연산동)","","민정기댄스스포츠스튜디오","20070508111102","I","2018-08-31 23:59:59.0","","389568.327459605","189526.220539494","무도학원업","사립","0","","","166.31","","","",
"122","무도학원업","10_33_02_P","3370000","CDFH3301112001000002","20011214","","03","폐업","03","폐업","20040513","","","","051-754-9693","","611812","부산광역시 연제구 연산동 479-7번지 916호","부산광역시 연제구 과정로 137  (연산동,916호)","","추미애댄스스포츠센타","20040513133647","I","2018-08-31 23:59:59.0","","391834.082986499","189185.417047275","무도학원업","사립","1","","","177.05","","","",
"123","무도학원업","10_33_02_P","3370000","CDFH3301112010000001","20100210","","01","영업/정상","13","영업중","","","","","051-753-7732","","611822","부산광역시 연제구 연산동 726-5번지 5층","부산광역시 연제구 반송로 9-1 (연산동)","47520","동영무도학원","20190725105531","U","2019-07-27 02:40:00.0","","389589.669090136","189503.879237181","무도학원업","사립","Y","","","","","","",
"124","무도학원업","10_33_02_P","3370000","CDFH3301112010000002","20100401","","01","영업/정상","13","영업중","","","","","051-853-9966","","611828","부산광역시 연제구 연산동 1242-27","부산광역시 연제구 중앙대로 1093 (연산동)","47540","유니버셜댄스아카데미","20210723154301","U","2021-07-25 02:40:00.0","","389465.997157004","189353.180739677","무도학원업","사립","Y","0","0","0","0","","",
"125","무도학원업","10_33_02_P","3380000","CDFH3301111998000001","19980609","","03","폐업","03","폐업","20200203","","","","752-7894","","613809","부산광역시 수영구 광안동 741-11번지 2층","부산광역시 수영구 수영로 585 (광안동,2층)","","롯데무도학원","20200203184401","U","2020-02-05 02:40:00.0","","392453.188974694","186364.510191868","무도학원업","사립","Y","","","","","","",
"126","무도학원업","10_33_02_P","3380000","CDFH3301112002000001","20020226","","03","폐업","03","폐업","20050103","","","","758-8221","","613807","부산광역시 수영구 광안동 659-7번지 4층","부산광역시 수영구 수영로 637-3  (광안동,4층)","","한국댄스스포츠학원","20060106092442","I","2018-08-31 23:59:59.0","","392531.362181258","186863.685692743","무도학원업","사립","0","1","","","","","",
"127","무도학원업","10_33_02_P","3380000","CDFH3301112009000001","20090108","","03","폐업","03","폐업","20190214","","","","759-1222","","613800","부산광역시 수영구 광안동 51-2번지 4층","부산광역시 수영구 수영로 698-1 (광안동,4층)","","유승희댄스스포츠","20190314135020","U","2019-03-16 02:40:00.0","","392711.416842625","187405.399768487","무도학원업","사립","Y","","","","","","",
"128","무도학원업","10_33_02_P","3380000","CDFH3301111999000001","19990429","","01","영업/정상","13","영업중","","","","","752-3856","","613830","부산광역시 수영구 수영동 446-5 3층","부산광역시 수영구 수영로 691-5 (수영동)","48228","스타무도학원","20201026085347","U","2020-10-28 02:40:00.0","","392637.790394465","187474.961978215","무도학원업","사립","Y","","","","","","",
"129","무도학원업","10_33_02_P","3380000","CDFH3301111999000002","19990902","","01","영업/정상","13","영업중","","","","","752-2268","","613800","부산광역시 수영구 광안동 74-6번지 3층","부산광역시 수영구 수영로 684 (광안동,3층)","","부산무도학원","20140114132426","I","2018-08-31 23:59:59.0","","392653.680879591","187325.201255403","무도학원업","사립","Y","","","","","","",
"130","무도학원업","10_33_02_P","3380000","CDFH3301112009000002","20090226","","01","영업/정상","13","영업중","","","","","","","613809","부산광역시 수영구 광안동 566-4번지 3층","부산광역시 수영구 수영로 607 (광안동,3층)","","장미숙댄스스포츠학원","20141029091052","I","2018-08-31 23:59:59.0","","392489.856605683","186576.421898849","무도학원업","사립","Y","","","576.88","","","",
"131","무도학원업","10_33_02_P","3380000","CDFH3301112013000001","20130305","","01","영업/정상","13","영업중","","","","","051-612-2204","","613815","부산광역시 수영구 남천동 27-6번지 지상3층","부산광역시 수영구 광남로 33, 지상동 3층 (남천동)","48314","K&C 댄스스포츠 스쿨","20140114132002","I","2018-08-31 23:59:59.0","","392294.710671085","185004.189175636","무도학원업","사립","Y","","","5273.11","","","",
"132","무도학원업","10_33_02_P","3390000","CDFH3301112002000001","20020907","","03","폐업","03","폐업","20181010","","","","051-326-7675","","617806","부산광역시 사상구 괘법동 271-24번지","부산광역시 사상구 사상로224번길 7  (괘법동)","","성일무도학원","20181010154855","U","2018-10-10 23:59:59.0","","380658.683422044","186920.557610756","무도학원업","사립","1","","","156.42","","","",
"133","무도학원업","10_33_02_P","3390000","CDFH3301112001000001","20010207","","03","폐업","03","폐업","20071102","","","","051-323-6677","","617808","부산광역시 사상구 괘법동 526-7번지","부산광역시 사상구 사상로 211  (괘법동)","","다인무도학원","20090219115125","I","2018-08-31 23:59:59.0","","380638.299765377","186778.523163773","무도학원업","사립","1","","","99.36","","","",
"134","무도학원업","10_33_02_P","3400000","CDFH3301112003000001","20030123","","03","폐업","03","폐업","20070410","","","","722-5511","","619903","부산광역시 기장군 기장읍 대라리 68-5번지","","","기장무도학원","20070613151958","I","2018-08-31 23:59:59.0","","401585.951905544","196108.21407121","무도학원업","사립","0","","","99","","","",
