"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"613","이용업","05_19_01_P","3320000","3320000-203-1977-01181","19770412","","01","영업/정상","01","영업","","","","","051 3322533","23.49","616831","부산광역시 북구 만덕동 874-13번지 1층","부산광역시 북구 상리로 51-1, 1층 (만덕동)","46613","새만덕","20141020160803","I","2018-08-31 23:59:59.0","일반이용업","385672.139287006","191797.189110544","일반이용업","3","0","1","1","0","0","0","0","0","N","3","","","","자가","0","","","0","0","N",
"614","이용업","05_19_01_P","3320000","3320000-203-1998-00666","19980413","","01","영업/정상","01","영업","","","","","051 3614228","24.19","616813","부산광역시 북구 금곡동 1028-10번지 T통B반","부산광역시 북구 효열로 75 (금곡동)","46508","금곡","20061103000000","I","2018-08-31 23:59:59.0","일반이용업","383197.708985484","196690.24580556","일반이용업","","","","","","","","","","N","3","","","","","","","","","","N",
"615","이용업","05_19_01_P","3320000","3320000-203-1999-00669","19990118","","01","영업/정상","01","영업","","","","","051 3623343","25.90","616722","부산광역시 북구 금곡동 96-1번지 유림아파트 상가동 202호","부산광역시 북구 효열로 193, 상가동 202호 (금곡동, 유림아파트)","46506","유림헤어아트","20130717132718","I","2018-08-31 23:59:59.0","일반이용업","383506.667537303","197769.861910687","일반이용업","","","","","","","","","","N","2","","","","","","","","","","N",
"616","이용업","05_19_01_P","3320000","3320000-203-2019-00002","20190613","","01","영업/정상","01","영업","","","","","","28.70","616800","부산광역시 북구 구포동 69-1번지 1층","부산광역시 북구 모분재로 20, 1층 (구포동)","46599","황제이용원","20190705124035","U","2019-07-07 02:40:00.0","일반이용업","382614.895044666","191462.74969018","일반이용업","3","0","1","0","0","0","0","0","0","N","2","","","","임대","0","","","0","0","N",
"617","이용업","05_19_01_P","3320000","3320000-203-2022-00001","20220419","","01","영업/정상","01","영업","","","","","","44.97","616805","부산광역시 북구 구포동 1219-8","부산광역시 북구 시랑로 73, 1층 (구포동)","46621","큐사랑","20220514104809","U","2022-05-17 02:40:00.0","일반이용업","382617.394962093","190742.248447432","일반이용업","0","0","0","0","0","0","0","0","0","N","3","","","","","0","0","0","0","0","N",
"618","이용업","05_19_01_P","3320000","3320000-203-1997-00663","19970110","","01","영업/정상","01","영업","","","","","051 3329585","33.35","616833","부산광역시 북구 화명동 313-2번지 화명동부종합상가 202호","부산광역시 북구 양달로 74, 202호 (화명동, 화명동부종합상가)","46516","복","20150817180952","I","2018-08-31 23:59:59.0","일반이용업","383898.966845798","195725.907142251","일반이용업","0","0","2","2","0","0","0","0","0","N","3","","","","임대","0","","","0","0","N",
"619","이용업","05_19_01_P","3320000","3320000-203-2020-00003","20200324","","01","영업/정상","01","영업","","","","","","17.00","616831","부산광역시 북구 만덕동 881-1번지","부산광역시 북구 덕천로 346, 지하1층 (만덕동)","46613","굿맨 남성컷트","20200410111448","U","2020-04-12 02:40:00.0","일반이용업","385818.600384399","191871.686505262","일반이용업","0","0","","","1","","0","0","0","N","3","","","","","0","0","0","0","0","N",
"620","이용업","05_19_01_P","3320000","3320000-203-2020-00001","20200317","","01","영업/정상","01","영업","","","","","","12.00","616821","부산광역시 북구 덕천동 411-3 동민사우나","부산광역시 북구 의성로109번길 38, 동민사우나 4층 (덕천동)","46567","동민사우나이발","20210803150109","U","2021-08-05 02:40:00.0","일반이용업","383226.095097284","192077.564796439","일반이용업","0","0","4","0","0","0","0","0","0","N","2","","","","","0","0","0","0","0","N",
"621","이용업","05_19_01_P","3320000","3320000-203-2008-00015","20080903","","01","영업/정상","01","영업","","","","","","23.63","616846","부산광역시 북구 화명동 962-12","부산광역시 북구 금곡대로 187-1, 37204-2호 (화명동)","46541","맨투맨남성컷트점","20220513135508","U","2022-05-15 02:40:00.0","일반이용업","382922.367254536","193686.82781545","일반이용업","0","0","3","0","0","0","0","0","0","N","3","","","","임대","0","0","0","0","0","N",
"622","이용업","05_19_01_P","3320000","3320000-203-2018-00005","20180727","","01","영업/정상","01","영업","","","","","","42.94","616819","부산광역시 북구 덕천동 408-31번지 102호","부산광역시 북구 의성로115번길 141, 102호 (덕천동)","46569","라이언바버샵(LION barbershop)","20180727140546","I","2018-08-31 23:59:59.0","일반이용업","383731.889224302","192179.505479549","일반이용업","0","0","1","1","","","0","0","0","N","1","","","","","0","0","0","0","0","N",
"623","이용업","05_19_01_P","3320000","3320000-203-2020-00005","20200615","","01","영업/정상","01","영업","","","","","","44.28","616854","부산광역시 북구 화명동 1130-9 롯데캐슬멤버스아파트","부산광역시 북구 금곡대로 238, 롯데캐슬멤버스아파트 상가동 121호 (화명동)","46537","남자의 품격","20200718133927","U","2020-07-21 02:40:00.0","일반이용업","383230.23550476","194094.398507022","일반이용업","0","0","","0","1","0","0","0","0","N","3","","","","임대","0","0","0","0","0","N",
"624","이용업","05_19_01_P","3320000","3320000-203-2020-00004","20200602","","01","영업/정상","01","영업","","","","","","33.27","616814","부산광역시 북구 덕천동 374-5번지","부산광역시 북구 만덕대로 129, 1층 (덕천동)","46554","비젠트","20200620101935","U","2020-06-23 02:40:00.0","일반이용업","383755.563392214","192321.951541002","일반이용업","0","0","1","1","0","0","0","0","0","N","2","","","","","0","0","0","0","0","N",
"625","이용업","05_19_01_P","3320000","3320000-203-2020-00007","20200623","","01","영업/정상","01","영업","","","","","051 805 7055","15.80","616822","부산광역시 북구 덕천동 423-1","부산광역시 북구 만덕대로116번길 27, 1층 (덕천동)","46572","고은이용원","20211215164952","U","2021-12-17 02:40:00.0","일반이용업","383667.169150165","192155.85047207","일반이용업","2","0","1","1","0","0","0","0","0","N","2","","","","","0","0","0","0","0","N",
"626","이용업","05_19_01_P","3320000","3320000-203-2020-00006","20200728","","01","영업/정상","01","영업","","","","","","4.47","616759","부산광역시 북구 만덕동 839-1 동원맨션","부산광역시 북구 덕천로 286, 동원맨션 1층 (만덕동)","46611","동원탕 이용원","20200825185512","U","2020-08-27 02:40:00.0","일반이용업","385250.135062286","191889.102970894","일반이용업","0","0","1","1","0","0","0","0","0","N","1","","","","","0","0","0","0","0","N",
"627","이용업","05_19_01_P","3320000","3320000-203-2021-00003","20210907","","01","영업/정상","01","영업","","","","","","38.80","616817","부산광역시 북구 덕천동 590-1 보승빌딩","부산광역시 북구 금곡대로 125, 보승빌딩 1층 101호 (덕천동)","46543","수정머리방","20210928144506","U","2021-09-30 02:40:00.0","일반이용업","382718.984577791","193111.337172355","일반이용업","0","0","0","0","0","0","0","0","0","N","2","","","","","0","0","0","0","0","N",
"628","이용업","05_19_01_P","3320000","3320000-203-2018-00006","20181207","","01","영업/정상","01","영업","","","","","","16.53","616827","부산광역시 북구 만덕동 841-5번지","부산광역시 북구 상리로18번가길 13, 1층 (만덕동)","46612","태후사랑","20181227181735","U","2018-12-29 02:40:00.0","일반이용업","385389.177164271","191765.757447323","일반이용업","0","0","1","1","0","0","0","0","0","N","2","","","","","0","","","0","0","N",
"629","이용업","05_19_01_P","3320000","3320000-203-2022-00002","20220502","","01","영업/정상","01","영업","","","","","","8.64","616846","부산광역시 북구 화명동 1383-4","부산광역시 북구 와석장터로 20, 3층 (화명동)","46532","화명온천","20220530141748","U","2022-06-04 02:40:00.0","일반이용업","383461.475513289","194782.24712915","일반이용업","0","0","3","3","0","0","0","0","0","N","2","","","","","0","0","0","0","0","N",
"630","이용업","05_19_01_P","3320000","3320000-203-2022-00003","20220517","","01","영업/정상","01","영업","","","","","","52.94","616809","부산광역시 북구 구포동 1260-3 하이원빌","부산광역시 북구 시랑로94번길 9, 지하1층 101(일부)호 (구포동, 하이원빌)","46642","태양이용원","20220603170346","U","2022-06-08 02:40:00.0","일반이용업","382698.040527584","190472.886805897","일반이용업","0","0","0","0","0","0","0","0","0","N","2","","","","","0","0","0","0","0","N",
"631","이용업","05_19_01_P","3330000","3330000-203-2019-00001","20190121","","01","영업/정상","01","영업","","","","","","5.70","612894","부산광역시 해운대구 우동 1417번지 부산유스호스텔아르피나","부산광역시 해운대구 해운대해변로 35, 부산유스호스텔아르피나 지하1층 (우동)","48089","아르피나캇트","20190121155039","I","2019-01-23 02:20:58.0","일반이용업","394725.789471238","187180.759947299","일반이용업","0","0","","","1","","0","0","0","N","2","","","","","0","0","0","0","0","N",
"632","이용업","05_19_01_P","3330000","3330000-203-2003-00004","20030219","","01","영업/정상","01","영업","","","","","","21.00","612840","부산광역시 해운대구 좌동 1317번지 경동지플러스목욕탕구내","부산광역시 해운대구 세실로 30 (좌동,경동지플러스목욕탕구내)","48110","경동G사우나이용원","20150824162237","I","2018-08-31 23:59:59.0","일반이용업","398491.352089522","187644.220019205","일반이용업","","","","","","","","","","N","","","","","임대","","","","","","N",
"633","이용업","05_19_01_P","3330000","3330000-203-2016-00003","20160418","","01","영업/정상","01","영업","","","","","","22.62","612832","부산광역시 해운대구 재송동 1146-25번지 1층일부","부산광역시 해운대구 재반로152번길 8-31 (재송동, 1층일부)","48053","엘샤론코리아남,여머리염색","20160418155735","I","2018-08-31 23:59:59.0","이용업 기타","393862.459927717","190038.084261752","이용업 기타","4","0","2","","","","0","0","0","N","2","","","","","0","0","0","0","0","N",
"634","이용업","05_19_01_P","3330000","3330000-203-2013-00006","20131204","","01","영업/정상","01","영업","","","","","","29.40","612819","부산광역시 해운대구 우동 395-24번지","부산광역시 해운대구 우동1로20번가길 67, 1층 (우동)","48087","기분좋은날","20131204114543","I","2018-08-31 23:59:59.0","이용업 기타","396505.241851044","187518.077695338","이용업 기타","2","0","1","","","","0","0","0","N","3","","","","임대","0","","","0","0","N",
"635","이용업","05_19_01_P","3330000","3330000-203-1981-00303","19811223","","01","영업/정상","01","영업","","","","","051 7470021","25.52","612847","부산광역시 해운대구 중동 1378-95번지","부산광역시 해운대구 중동2로 11 (중동)","48095","구청구내","20110602164722","I","2018-08-31 23:59:59.0","일반이용업","397073.206100395","187009.913729508","일반이용업","5","1","","","","1","","","","N","4","","","","","","","","","","N",
"636","이용업","05_19_01_P","3330000","3330000-203-1973-00391","19730314","","01","영업/정상","01","영업","","","","","051 5238487","17.56","612803","부산광역시 해운대구 반송동 250-592번지 T통B반","부산광역시 해운대구 아랫반송로40번길 37-23 (반송동)","48018","성심","20030502000000","I","2018-08-31 23:59:59.0","일반이용업","395608.737839493","193621.767136257","일반이용업","1","","","1","","","","","","N","3","","","","","","","","","","N",
"637","이용업","05_19_01_P","3330000","3330000-203-2011-00006","20110602","","01","영업/정상","01","영업","","","","","","12.33","612825","부산광역시 해운대구 우동 1008-4번지 올림픽타운빌딩","부산광역시 해운대구 해운대로 402 (우동,올림픽타운빌딩)","48089","올림픽 캇트","20141105150956","I","2018-08-31 23:59:59.0","일반이용업","394872.56684132","187490.918984885","일반이용업","0","0","12","","","","0","0","0","N","2","","","","임대","0","","","0","0","N",
"638","이용업","05_19_01_P","3330000","3330000-203-1984-00281","19840217","","01","영업/정상","01","영업","","","","","051 7471443","25.97","612852","부산광역시 해운대구 좌동 1278-1","부산광역시 해운대구 대천로67번길 12, 상가동 지하4호 (좌동)","48081","대성","20220221100439","U","2022-02-23 02:40:00.0","일반이용업","397521.553849506","188196.239322489","일반이용업","2","0","0","1","0","0","0","0","0","N","4","","","","","0","0","0","0","0","N",
"639","이용업","05_19_01_P","3330000","3330000-203-2011-00008","20110719","","01","영업/정상","01","영업","","","","","051 740 7016","21.92","612847","부산광역시 해운대구 중동 1378-18 해운대온천센타 목욕장내","부산광역시 해운대구 중동2로 16 (중동,해운대온천센타 목욕장내)","48096","해운대캇트","20210204140108","U","2021-02-06 02:40:00.0","일반이용업","397143.069557983","187060.38417815","일반이용업","0","0","5","","","","0","0","0","N","3","","","","","0","","","0","0","N",
"640","이용업","05_19_01_P","3330000","3330000-203-2015-00003","20150504","","01","영업/정상","01","영업","","","","","","27.34","612840","부산광역시 해운대구 좌동 1333번지 해운대대우1차아파트","부산광역시 해운대구 세실로 19, 상가동 2층 203호 (좌동, 해운대대우1차아파트)","48112","대우염색&케어 (구)태후사랑 해운대신도시점","20190501133436","U","2019-05-03 02:40:00.0","일반이용업","398482.052793217","187456.378311817","일반이용업","0","0","","","","","0","0","0","N","2","","","","","0","0","0","0","0","N",
"641","이용업","05_19_01_P","3330000","3330000-203-1992-00254","19920714","","01","영업/정상","01","영업","","","","","051 7473198","15.60","612819","부산광역시 해운대구 우동 398-21 T통B반","부산광역시 해운대구 우동1로20번가길 54 (우동)","48087","성학","20210204145141","U","2021-02-06 02:40:00.0","일반이용업","396556.496078522","187473.977852452","일반이용업","","","","","","","","","","N","3","","","","","","","","","","N",
"642","이용업","05_19_01_P","3330000","3330000-203-2009-00002","20090223","","01","영업/정상","01","영업","","","","","051 505 8313","11.21","612020","부산광역시 해운대구 우동 1495번지 신세계백화점 센텀점 1층","부산광역시 해운대구 센텀남대로 35 (우동,신세계백화점 센텀점 1층)","48058","신세계이용(캇트)","20200117102922","U","2020-01-19 02:40:00.0","일반이용업","393952.264486105","187602.933160728","일반이용업","14","5","1","1","","","0","0","0","N","2","","","","임대","0","","","0","","N",
"643","이용업","05_19_01_P","3330000","3330000-203-1998-00322","19980615","","01","영업/정상","01","영업","","","","","051 7421555","26.40","612847","부산광역시 해운대구 중동 1126-21 T통B반","부산광역시 해운대구 달맞이길 10 (중동)","48099","송도탕","20210204144856","U","2021-02-06 02:40:00.0","일반이용업","397291.621436977","186863.291140043","일반이용업","6","1","","3","","","","","","N","3","","","","","","","","","","N",
"644","이용업","05_19_01_P","3330000","3330000-203-2000-01294","20000215","","01","영업/정상","01","영업","","","","","051 7472826","55.44","612727","부산광역시 해운대구 중동 1394-286 크리스탈비치오피스텔","부산광역시 해운대구 해운대해변로 291, 크리스탈비치오피스텔 3층 304호 (중동)","48095","선우 캇트샾","20201118163832","U","2020-11-20 02:40:00.0","일반이용업","396962.538162221","186759.94170898","일반이용업","17","2","3","3","0","0","0","0","0","N","2","","","","임대","0","","","0","0","N",
"645","이용업","05_19_01_P","3330000","3330000-203-1984-00288","19841218","","01","영업/정상","01","영업","","","","","051 7423041","19.80","612846","부산광역시 해운대구 중동 797-7 T통B반","부산광역시 해운대구 좌동순환로468번가길 2 (중동)","48105","오산","20210204144510","U","2021-02-06 02:40:00.0","일반이용업","397905.753182189","187005.336364491","일반이용업","2","","","1","","","","","","N","4","","","","","","","","","","N",
"646","이용업","05_19_01_P","3330000","3330000-203-1981-00393","19811016","","01","영업/정상","01","영업","","","","","051 5257823","17.52","612803","부산광역시 해운대구 반송동 250-156 T통B반","부산광역시 해운대구 아랫반송로30번길 19-15 (반송동)","48018","영남","20210204151028","U","2021-02-06 02:40:00.0","일반이용업","395575.518174382","193755.607581593","일반이용업","4","","","1","","","","","","N","3","","","","","","","","","","N",
"647","이용업","05_19_01_P","3330000","3330000-203-1994-00380","19940129","","01","영업/정상","01","영업","","","","","051 7833613","22.80","612817","부산광역시 해운대구 반여동 1609-1 T통B반","부산광역시 해운대구 재반로 253-1 (반여동)","48024","현대","20210204150225","U","2021-02-06 02:40:00.0","일반이용업","394029.29313286","191052.246835551","일반이용업","4","","","1","","","","","","N","4","","","","","","","","","","N",
"648","이용업","05_19_01_P","3330000","3330000-203-1968-01409","19681223","","01","영업/정상","01","영업","","","","","051 7429913","37.23","612827","부산광역시 해운대구 우동 1185-63 일층","부산광역시 해운대구 해운대로383번길 57 (우동,일층)","48062","선 남성헤어샾","20210204145306","U","2021-02-06 02:40:00.0","일반이용업","394833.427148496","187919.513564988","일반이용업","2","","","1","","","","","","N","4","","","","","","","","","","N",
"649","이용업","05_19_01_P","3330000","3330000-203-1994-00271","19940204","","01","영업/정상","01","영업","","","","","051 7469304","19.50","612823","부산광역시 해운대구 우동 1072-203 T통B반 110","부산광역시 해운대구 해운대로469번길 138 (우동,110)","48063","동신","20210204145209","U","2021-02-06 02:40:00.0","일반이용업","395042.664603002","187578.04835966","일반이용업","3","","","","","","","","","N","3","","","","","","","","","","N",
"650","이용업","05_19_01_P","3330000","3330000-203-1992-00382","19921128","","01","영업/정상","01","영업","","","","","051 7823363","20.50","612816","부산광역시 해운대구 반여동 1589-16","부산광역시 해운대구 재반로256번길 43-50 (반여동)","48025","진성","20210204150400","U","2021-02-06 02:40:00.0","일반이용업","394294.611117215","191113.653236724","일반이용업","3","","","1","","","","","","N","4","","","","","","","","","","N",
"651","이용업","05_19_01_P","3330000","3330000-203-2005-00011","20050512","","01","영업/정상","01","영업","","","","","051 7462789","22.80","612740","부산광역시 해운대구 우동 993-5번지 경남마리나 상가동 115호","부산광역시 해운대구 해운대해변로 83, 상가동 115호 (우동,경남마리나)","48091","블루클럽 우동점","20080715144232","I","2018-08-31 23:59:59.0","일반이용업","395128.423701457","186853.837116823","일반이용업","","","1","","","","","","","N","3","","","","임대","","","","","","N",
"652","이용업","05_19_01_P","3330000","3330000-203-1974-00372","19740904","","01","영업/정상","01","영업","","","","","051 5240724","14.00","612812","부산광역시 해운대구 반여동 1291-326","부산광역시 해운대구 재반로225번길 16-13 (반여동)","48028","햇빛","20220323172016","U","2022-03-26 02:40:00.0","일반이용업","393877.895408616","190840.374998742","일반이용업","0","0","0","0","0","0","0","0","0","N","4","","","","","0","0","0","0","0","N",
"653","이용업","05_19_01_P","3330000","3330000-203-1973-00373","19730712","","01","영업/정상","01","영업","","","","","051 7822114","24.70","612813","부산광역시 해운대구 반여동 1291-573 T통B반","부산광역시 해운대구 재반로211번길 16-66 (반여동)","48028","새아침","20210204150259","U","2021-02-06 02:40:00.0","일반이용업","393941.866539096","190723.583420879","일반이용업","","","","","","","","","","N","4","","","","","","","","","","N",
"654","이용업","05_19_01_P","3330000","3330000-203-1992-00374","19920723","","01","영업/정상","01","영업","","","","","051 7829217","23.32","612814","부산광역시 해운대구 반여동 1291-862 T통B반","부산광역시 해운대구 해운대로61번길 103-77 (반여동)","48029","태양","20210204150326","U","2021-02-06 02:40:00.0","일반이용업","393904.45540145","190595.259431228","일반이용업","4","","","1","","","","","","N","4","","","","","","","","","","N",
"655","이용업","05_19_01_P","3330000","3330000-203-1999-00376","19990115","","01","영업/정상","01","영업","","","","","051 7847136","33.96","612813","부산광역시 해운대구 반여동 1291-747번지 T통B반","부산광역시 해운대구 재반로196번길 7-86 (반여동)","48030","태영이용원","20160125110420","I","2018-08-31 23:59:59.0","일반이용업","394044.764300468","190598.113848128","일반이용업","","","","","","","","","","N","5","","","","","","","","","","N",
"656","이용업","05_19_01_P","3330000","3330000-203-1997-00266","19971216","","01","영업/정상","01","영업","","","","","051 7429944","22.40","612818","부산광역시 해운대구 우동 147-2번지 T통B반","부산광역시 해운대구 우동2로14번길 4 (우동)","48086","제일이용원","20030624000000","I","2018-08-31 23:59:59.0","일반이용업","396791.59139589","187343.225784834","일반이용업","4","1","","1","","","","","","N","3","","","","","","","","","","N",
"657","이용업","05_19_01_P","3330000","3330000-203-1997-00441","19970424","","01","영업/정상","01","영업","","","","","051 7818048","28.00","612832","부산광역시 해운대구 재송동 1150-18 T통B반","부산광역시 해운대구 재반로184번길 8 (재송동)","48052","송림이용원","20210204145754","U","2021-02-06 02:40:00.0","일반이용업","394009.422134025","190351.323495822","일반이용업","4","","","1","","","","","","N","4","","","","","","","","","","N",
"658","이용업","05_19_01_P","3330000","3330000-203-2008-00001","20080312","","01","영업/정상","01","영업","","","","","","20.72","612863","부산광역시 해운대구 좌동 1407-3번지 대하프라자 106호","부산광역시 해운대구 좌동순환로 175 (좌동,대하프라자 106호)","48075","히즈모","20080312094729","I","2018-08-31 23:59:59.0","일반이용업","398111.683231243","188710.071660431","일반이용업","1","0","","","","","0","0","0","","4","","","","","0","","","","","N",
"659","이용업","05_19_01_P","3330000","3330000-203-2008-00006","20080919","","01","영업/정상","01","영업","","","","","","22.75","612807","부산광역시 해운대구 반송동 311-314 1층","부산광역시 해운대구 윗반송로13번길 13 (반송동,1층)","48004","뉴젠틀맨","20210204151309","U","2021-02-06 02:40:00.0","일반이용업","395803.599193103","194430.513484043","일반이용업","1","0","","","","","0","0","0","N","2","","","","","0","","","","","N",
"660","이용업","05_19_01_P","3330000","3330000-203-2004-00014","20040623","","01","영업/정상","01","영업","","","","","","10.26","612852","부산광역시 해운대구 좌동 1270-5번지 마이우스오피스텔 301호","부산광역시 해운대구 좌동순환로 72 (좌동,마이우스오피스텔 301호)","48083","천지연이용원","20160219152937","I","2018-08-31 23:59:59.0","일반이용업","397385.163416442","188096.959627229","일반이용업","","","3","3","","","","","","N","2","","","","임대","","","","","","N",
"661","이용업","05_19_01_P","3330000","3330000-203-1988-00294","19881221","","01","영업/정상","01","영업","","","","","051 7432828","59.28","612846","부산광역시 해운대구 중동 1408-5 T통B반","부산광역시 해운대구 해운대해변로 296 (중동)","48099","낙원","20210204140029","U","2021-02-06 02:40:00.0","일반이용업","397216.86090988","186702.956398282","일반이용업","","","","","","","","","","N","8","","","","","","","","","","N",
"662","이용업","05_19_01_P","3330000","3330000-203-1996-00290","19960424","","01","영업/정상","01","영업","","","","","051 7471103","19.43","612847","부산광역시 해운대구 중동 1128-41 T통B반","부산광역시 해운대구 달맞이길 8 (중동)","48099","해운탕","20210204144824","U","2021-02-06 02:40:00.0","일반이용업","397268.626497203","186877.405216275","일반이용업","","","","","","","","","","N","3","","","","","","","","","","N",
"663","이용업","05_19_01_P","3330000","3330000-203-2012-00004","20120924","","01","영업/정상","01","영업","","","","","","20.00","612805","부산광역시 해운대구 반송동 261-29번지","부산광역시 해운대구 반송로828번길 18 (반송동)","48017","두발검사 남성캇트 전문점","20120924103215","I","2018-08-31 23:59:59.0","일반이용업","395527.354836107","194111.519551032","일반이용업","1","0","","","","","0","0","0","N","3","","","","임대","0","","","0","0","N",
"664","이용업","05_19_01_P","3330000","3330000-203-1992-00362","19920317","","01","영업/정상","01","영업","","","","","051 5233639","15.00","612809","부산광역시 해운대구 반여동 875-3 T통B반 4","부산광역시 해운대구 선수촌로 180-11 (반여동,4)","48034","충북","20210204150437","U","2021-02-06 02:40:00.0","일반이용업","393368.769928643","191977.200599875","일반이용업","2","","","1","","","","","","N","4","","","","","","","","","","N",
"665","이용업","05_19_01_P","3330000","3330000-203-2002-01227","20020204","","01","영업/정상","01","영업","","","","","","15.00","612818","부산광역시 해운대구 우동 265-43 T통B반","부산광역시 해운대구 우동3로11번길 29 (우동)","48086","진","20210204145002","U","2021-02-06 02:40:00.0","일반이용업","396935.236600167","187734.761079365","일반이용업","","","","","","","","","","N","2","","","","","","","","","","N",
"666","이용업","05_19_01_P","3330000","3330000-203-2010-00004","20101119","","01","영업/정상","01","영업","","","","","","1.82","612801","부산광역시 해운대구 반송동 131-3번지","부산광역시 해운대구 신반송로182번길 2-27 (반송동)","48011","남향탕","20101119143325","I","2018-08-31 23:59:59.0","일반이용업","396714.768958699","194306.199423886","일반이용업","3","1","2","2","","","0","0","0","N","2","","","","임대","0","","","0","0","N",
"667","이용업","05_19_01_P","3330000","3330000-203-2012-00008","20121207","","01","영업/정상","01","영업","","","","","051 545 8484","27.28","612805","부산광역시 해운대구 반송동 257-267","부산광역시 해운대구 아랫반송로21번길 9 (반송동)","48017","미스터 미남","20210204150715","U","2021-02-06 02:40:00.0","일반이용업","395522.377330187","193924.51728228","일반이용업","0","0","1","1","","","0","0","0","N","2","","","","","0","","","0","0","N",
"668","이용업","05_19_01_P","3330000","3330000-203-2013-00001","20130305","","01","영업/정상","01","영업","","","","","","10.88","612808","부산광역시 해운대구 반송동 889번지 거목탕 내","부산광역시 해운대구 신반송로 41-1 (반송동, 거목탕 내)","48009","거목캇트","20130305163950","I","2018-08-31 23:59:59.0","일반이용업","396564.571644443","194201.390866991","일반이용업","4","0","11","0","0","0","0","0","0","N","2","","","","임대","0","","","0","0","N",
"669","이용업","05_19_01_P","3330000","3330000-203-1998-00340","19980507","","01","영업/정상","01","영업","","","","","051 7043969","22.57","612852","부산광역시 해운대구 좌동 1278 LH뜨란채아파트 상가동 101호","부산광역시 해운대구 대천로67번길 18, 상가동 1층 101호 (좌동, LH뜨란채아파트)","48081","정돈규 이용원","20210222093423","U","2021-02-24 02:40:00.0","일반이용업","397501.394457802","188294.502825204","일반이용업","2","0","1","","0","","0","0","0","N","4","","","","","","","","","","N",
"670","이용업","05_19_01_P","3330000","3330000-203-2013-00005","20130621","","01","영업/정상","01","영업","","","","","","52.60","612060","부산광역시 해운대구 반여동 1628-2번지 산봉빌딩 101호","부산광역시 해운대구 반여로 112-1, 101호 (반여동, 산봉빌딩)","48036","태후사랑","20131120130519","I","2018-08-31 23:59:59.0","일반이용업","393345.100352493","191209.122493054","일반이용업","0","0","1","1","0","0","0","0","0","N","3","","","","임대","0","","","0","0","N",
"671","이용업","05_19_01_P","3330000","3330000-203-1992-00414","19920610","","01","영업/정상","01","영업","","","","","051 5327217","18.15","612802","부산광역시 해운대구 반송동 250-725번지 T통B반","부산광역시 해운대구 아랫반송로49번길 32 (반송동)","48019","미선","20030502000000","I","2018-08-31 23:59:59.0","일반이용업","395786.571976206","193739.739287959","일반이용업","4","","","1","","","","","","N","3","","","","","","","","","","N",
"672","이용업","05_19_01_P","3330000","3330000-203-1996-00371","19960130","","01","영업/정상","01","영업","","","","","051 7813003","25.20","612812","부산광역시 해운대구 반여동 1291-33번지 T통B반","부산광역시 해운대구 재반로226번길 45-46 (반여동)","48027","제일","20110111154740","I","2018-08-31 23:59:59.0","일반이용업","394227.339980484","190874.862065891","일반이용업","","","","","","","","","","N","4","","","","","","","","","","N",
"673","이용업","05_19_01_P","3330000","3330000-203-2006-00008","20061027","","01","영업/정상","01","영업","","","","","","48.40","612050","부산광역시 해운대구 재송동 1200번지 센텀파크1차 상가6동 122호","부산광역시 해운대구 센텀중앙로 145, 상가6동 122호 (재송동,센텀파크1차)","48050","블루클럽 센텀시티점","20061027000000","I","2018-08-31 23:59:59.0","일반이용업","393239.237933586","188619.149645081","일반이용업","","","1","1","","","","","","N","3","","","","자가","","","","","","N",
"674","이용업","05_19_01_P","3330000","3330000-203-2005-00018","20051011","","01","영업/정상","01","영업","","","","","051 782 5960","12.16","612833","부산광역시 해운대구 재송동 1128-1번지","부산광역시 해운대구 재반로112번길 6 (재송동)","48053","훈이헤어샵","20140106103744","I","2018-08-31 23:59:59.0","일반이용업","393697.533452517","189740.022834359","일반이용업","7","1","6","0","0","0","0","0","0","N","2","","","","임대","0","","","0","0","N",
"675","이용업","05_19_01_P","3330000","3330000-203-2005-00019","20051019","","01","영업/정상","01","영업","","","","","","14.65","612863","부산광역시 해운대구 좌동 1396번지 대림1차 분산상가 지하1층 6호호","부산광역시 해운대구 대천로103번길 47 (좌동,대림1차 분산상가 지하1층 6호호)","48075","반석 이용원","20070831090419","I","2018-08-31 23:59:59.0","일반이용업","397883.492891877","188758.768659579","일반이용업","0","1","","","","","0","0","0","N","3","","","","","0","","","","","N",
