"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"199","의원","01_01_02_P","3250000","PHMA120033250021041100001","20030102","","01","영업/정상","13","영업중","","","","","051-246-6427","","","부산광역시 중구 보수1동 83-2","부산광역시 중구 흑교로 50 (보수동1가)","48962","김성균한의원","20220407150355","U","2022-04-09 02:40:00.0","한의원","384647.32649400000","180521.29762200000","한의원","1","0","0","94.5","301 302 303 305 308 304","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"200","의원","01_01_02_P","3250000","PHMA120033250021041100003","20030120","","01","영업/정상","13","영업중","","","","","051-231-0066","","","부산광역시 중구 남포동 6가 63","부산광역시 중구 구덕로 90 (남포동6가)","48981","코끼리내과진단방사선과의원","20200320011311","U","2020-03-22 02:40:00.0","의원","384670.317658138","179489.435069922","의원","14","0","0","895.92","101 116","내과, 영상의학과","","","","0","0","","","0","",
"201","의원","01_01_02_P","3250000","PHMA120033250021041100004","20030311","","01","영업/정상","13","영업중","","","","","051-246-8275","","600072","부산광역시 중구 부평동2가 58번지 2호  58-2,3","부산광역시 중구 흑교로 6, 2층 (부평동2가)","48979","메리트치과의원","20220407142113","U","2022-04-09 02:40:00.0","치과의원","384599.156761224","179746.243173324","치과의원","1","0","0","152.06","200 401","치과","","","","0","0","","","0","",
"202","의원","01_01_02_P","3250000","PHMA120033250021041100005","20030422","","01","영업/정상","13","영업중","","","","","051-248-3300","","","부산광역시 중구 보수동 2가 89-2","부산광역시 중구 흑교로 53-1 (보수동2가)","48963","주호범이비인후과의원","20170905183855","I","2018-08-31 23:59:59.0","의원","384523.423921873","180224.03516855","의원","1","0","0","125","113","이비인후과","","","","0","0","","","0","",
"203","의원","01_01_02_P","3250000","PHMA120033250021041100007","20031009","","01","영업/정상","13","영업중","","","","","051-246-2877","","600805","부산광역시 중구 부평동1가 37번지 1호","부산광역시 중구 중구로 15-1 (부평동1가)","48980","영신치과의원","20220407142433","U","2022-04-09 02:40:00.0","치과의원","384819.158935088","179685.887405996","치과의원","1","0","0","115.7","200 401","치과","","","","0","0","","","0","",
"204","의원","01_01_02_P","3250000","PHMA120073250021041100004","20070906","","01","영업/정상","13","영업중","","","","","051-469-9957","","","부산광역시 중구 영주동 23번지 3호","부산광역시 중구 대영로 235, 2층 (영주동)","48911","미소마취통증의학과의원","20181203132811","U","2018-12-05 02:40:00.0","의원","385585.321891141","181149.765235809","의원","0","0","0","351.95","109","마취통증의학과","","","","0","0","","","0","",
"205","의원","01_01_02_P","3250000","PHMA120083250021041100001","20080225","","01","영업/정상","13","영업중","","","","","051-246-4351","","","부산광역시 중구 남포동 6가 55-2","부산광역시 중구 구덕로 83 (남포동6가)","48982","자갈치중앙의원","20170905183855","I","2018-08-31 23:59:59.0","의원","384757.613518031","179441.247900485","의원","1","3","3","108","101","내과","","","","0","0","","","0","",
"206","의원","01_01_02_P","3250000","PHMA120083250021041100002","20080410","","01","영업/정상","13","영업중","","","","","051-257-8002","","","부산광역시 중구 남포동 4가 32-1","부산광역시 중구 자갈치로 70 (남포동4가)","48984","청명한의원","20220418155638","U","2022-04-20 02:40:00.0","한의원","385198.536115076","179476.578449545","한의원","1","0","0","125.4","301","한방내과","","","","0","0","","","0","",
"207","의원","01_01_02_P","3250000","PHMA120083250021041100003","20080508","","01","영업/정상","13","영업중","","","","","051-231-4001","","","부산광역시 중구 남포동 2가 22-1","부산광역시 중구 구덕로 40 (남포동2가)","48953","남포고운피부과의원","20200508031311","U","2020-05-10 02:40:00.0","의원","385249.36404800000","179906.63944100000","의원","5","0","0","636.59","114","피부과","","","","0","0","","","0","",
"208","의원","01_01_02_P","3250000","PHMA119683250021041100002","19680914","","01","영업/정상","13","영업중","","","","","051-245-8954","","","부산광역시 중구 광복동 1가 5-16","부산광역시 중구 광복로97번안길 6-3 (광복동1가)","48952","박용상박동원비뇨기과의원","20210129004312","U","2021-01-31 02:40:00.0","의원","385455.846757681","179690.965992741","의원","2","0","0","0","115","비뇨의학과","","","","0","0","","","0","",
"209","의원","01_01_02_P","3250000","PHMA119683250021041100003","19681023","","01","영업/정상","13","영업중","","","","","051-463-7657","","","부산광역시 중구 대청동 2가 15-2","부산광역시 중구 대청로 101 (대청동2가)","48933","구치과의원","20220418170712","U","2022-04-20 02:40:00.0","치과의원","385186.65169800000","180416.36706000000","치과의원","1","0","0","0","200 401","치과","","","","0","0","","","0","",
"210","의원","01_01_02_P","3250000","PHMA119693250021041100001","19690111","","01","영업/정상","13","영업중","","","","","051-246-3616","","","부산광역시 중구 부평동 2가 76-10","부산광역시 중구 흑교로 30 (부평동2가)","48977","제창한의원","20220114161845","U","2022-01-16 02:40:00.0","한의원","384605.69273544","179991.288146559","한의원","2","0","0","0","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"211","의원","01_01_02_P","3250000","PHMA119713250021041100001","19710501","","01","영업/정상","13","영업중","","","","","051-469-2010","","","부산광역시 중구 중앙동 4가 84-2","부산광역시 중구 충장대로9번길 23-2 (중앙동4가)","48938","김한규치과의원","20170905183855","I","2018-08-31 23:59:59.0","치과의원","385695.223646132","180619.008604928","치과의원","1","0","0","0","200 401","치과","","","","0","0","","","0","",
"212","의원","01_01_02_P","3250000","PHMA120053250021041100008","20051006","","01","영업/정상","13","영업중","","","","","051-255-8200","","","부산광역시 중구 남포동 6가 63","부산광역시 중구 구덕로 90 (남포동6가)","48981","시원비뇨기과의원","20220418165537","U","2022-04-20 02:40:00.0","의원","384670.317658138","179489.435069922","의원","2","2","3","224.64","115","비뇨의학과","","","","0","0","","","0","",
"213","의원","01_01_02_P","3250000","PHMA119723250021041100001","19720525","","01","영업/정상","13","영업중","","","","","051-253-7340","","","부산광역시 중구 보수동 2가 116-6","부산광역시 중구 대청로 45 (보수동2가)","48964","해광한의원","20220407145337","U","2022-04-09 02:40:00.0","한의원","384547.30325853","180125.16994794","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"214","의원","01_01_02_P","3250000","PHMA120003250021041100001","20000315","","01","영업/정상","13","영업중","","","","","051-245-7504","","","부산광역시 중구 대청동 3가 7-1","부산광역시 중구 대청로 77 (대청동3가)","48933","성신항운외과의원","20200811172756","U","2020-08-13 02:40:00.0","의원","384873.520522016","180111.856085909","의원","5","10","10","534.52","104","외과","","","","0","0","","","0","",
"215","의원","01_01_02_P","3250000","PHMA120003250021041100003","20000602","","01","영업/정상","13","영업중","","","","","051-247-7172","","","부산광역시 중구 보수동1가 101-5 2~3층,6~9층","부산광역시 중구 대청로53번길 7, 2~3층,6~9층 (보수동1가)","48962","새한정형외과의원","20220629171244","U","2022-07-01 02:40:00.0","의원","384629.717811507","180131.409683016","의원","1","4","13","1003.2","106 105 104 101 114 120 115 111","내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과","","","","0","0","","","0","",
"216","의원","01_01_02_P","3250000","PHMA120003250021041100005","20001124","","01","영업/정상","13","영업중","","","","","051-710-0788","","","부산광역시 중구 광복동2가 2번지 25호","부산광역시 중구 광복로 73 (광복동2가, 비비안광복점)","48952","쉬즈성형외과의원","20220418165819","U","2022-04-20 02:40:00.0","의원","385301.821381882","179643.756623599","의원","3","0","0","578.6","108","성형외과","","","","0","0","","","0","",
"217","의원","01_01_02_P","3250000","PHMA120013250021041100002","20010302","","01","영업/정상","13","영업중","","","","","051-242-6086","","","부산광역시 중구 부평동 2가 68-4","부산광역시 중구 흑교로 18 (부평동2가)","48977","감동호내과의원","20170905183855","I","2018-08-31 23:59:59.0","의원","384598.903964711","179879.997494786","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"218","의원","01_01_02_P","3250000","PHMA120013250021041100003","20010302","","01","영업/정상","13","영업중","","","","","051-256-7533","","","부산광역시 중구 대청동 3가 20","부산광역시 중구 대청로 80 (대청동3가)","48946","J&L우리들내과의원","20190509221313","U","2019-05-11 02:40:00.0","의원","384893.634546496","180069.338251171","의원","5","0","0","0","101","내과","","","","0","0","","","0","",
"219","의원","01_01_02_P","3250000","PHMA120013250021041100006","20011016","","01","영업/정상","13","영업중","","","","","051-245-3003","","","부산광역시 중구 남포동 2가 25-10","부산광역시 중구 구덕로34번길 4 (남포동2가)","48954","비너스의원","20220407143711","U","2022-04-09 02:40:00.0","의원","385243.158543667","179580.295176299","의원","1","0","0","558.39","101","내과","","","","0","0","","","0","",
"220","의원","01_01_02_P","3250000","PHMA120173250021041100002","20170605","","01","영업/정상","13","영업중","","","","","051-714-7141","","","","부산광역시 중구 해관로 1 (동광동1가, 한국투자증권(주) 부산사옥)","48955","청플란트치과의원","20190201011312","U","2019-02-12 02:40:00.0","치과의원","385548.213592069","179660.979270477","치과의원","1","0","0","455.58","406","치주과","","","","0","0","","","0","",
"221","의원","01_01_02_P","3250000","PHMA119733250021041100001","19730207","","01","영업/정상","13","영업중","","","","","051-243-9090","","","부산광역시 중구 남포동 5가 28-3","부산광역시 중구 중구로 4-2 (남포동5가)","48953","차영일비뇨기과의원","20220407144332","U","2022-04-09 02:40:00.0","의원","384870.895938754","179567.50138699","의원","1","0","0","0","115","비뇨의학과","","","","0","0","","","0","",
"222","의원","01_01_02_P","3250000","PHMA120183250021041100004","20180918","","01","영업/정상","13","영업중","","","","","051-715-8891","","","부산광역시 중구 보수동1가 144번지 4호","부산광역시 중구 대청로 71, 3층 (보수동1가)","48967","강남굿모닝의원","20181213224313","U","2018-12-15 02:40:00.0","의원","384805.684033619","180124.151745194","의원","1","0","0","242.05","122 113 110 101","내과, 산부인과, 이비인후과, 가정의학과","","","","0","0","","","0","",
"223","의원","01_01_02_P","3250000","PHMA120183250021041100005","20181015","","01","영업/정상","13","영업중","","","","","051-245-7475","","","부산광역시 중구 광복동1가 32번지 1호 삼지빌딩","부산광역시 중구 광복로 93, 4층 (광복동1가)","48952","기본이바른치과의원","20220418164921","U","2022-04-20 02:40:00.0","치과의원","385491.547700689","179644.036940363","치과의원","2","0","0","252.04","407 406 404 403","치과보철과, 치과교정과, 치주과, 치과보존과","","","","0","0","","","0","",
"224","의원","01_01_02_P","3250000","PHMA120183250021041100006","20181119","","01","영업/정상","13","영업중","","","","","051-243-1075","","","","부산광역시 중구 보수대로 14, 2층 (부평동2가)","48980","광덕안정한의원 부산중구점","20220614104753","U","2022-06-16 02:40:00.0","한의원","384619.46788719","179568.043812026","한의원","7","21","27","1041.79","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"225","의원","01_01_02_P","3250000","PHMA120223250021041100004","20220502","","01","영업/정상","13","영업중","","","","","051-242-1075","","","부산광역시 중구 남포동6가 74-1 2,3층","부산광역시 중구 구덕로 80, 2,3층 (남포동6가)","48981","자연안에한의원중구점","20220610131059","U","2022-06-12 02:40:00.0","한의원","384771.402142749","179510.642128481","한의원","5","9","15","515.61","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"226","의원","01_01_02_P","3250000","PHMA120223250021041100005","20220510","","01","영업/정상","13","영업중","","","","","051-254-3500","","","부산광역시 중구 남포동6가 113-1 3층","부산광역시 중구 구덕로 87-1, 3층 (남포동6가)","48982","김상호신경과의원","20220609221320","U","2022-06-11 02:40:00.0","의원","384708.848957593","179404.943227079","의원","2","0","0","315.91","120 113 109 103 102 101","내과, 신경과, 정신건강의학과, 마취통증의학과, 이비인후과, 재활의학과","","","","0","0","","","0","",
"227","의원","01_01_02_P","3250000","PHMA120223250021041100006","20220523","","01","영업/정상","13","영업중","","","","","051-466-5504","","","부산광역시 중구 영주동 58-28 2층","부산광역시 중구 대영로 219, 2층 (영주동)","48910","영주조은의원","20220527001326","U","2022-05-29 02:40:00.0","의원","385437.601991835","181143.722067198","의원","2","0","0","167.04","122 114 105 101","내과, 정형외과, 피부과, 가정의학과","","","","0","0","","","0","",
"228","의원","01_01_02_P","3250000","PHMA119783250021041100003","19781024","","04","취소/말소/만료/정지/중지","24","직권폐업","20130123","","","","051-244-7843","","","부산광역시 중구 부평동 4가 3-20","","","중국한의원","20130123104357","I","2018-08-31 23:59:59.0","한의원","","","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"229","의원","01_01_02_P","3250000","PHMA119903250021041100001","19900112","","04","취소/말소/만료/정지/중지","24","직권폐업","20130123","","","","051-245-4675","","","부산광역시 중구 부평동 2가 47-8","부산광역시 중구 보수대로 22 (부평동2가)","600807","해창한의원","20130123103811","I","2018-08-31 23:59:59.0","한의원","384591.505991502","179632.172605053","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"230","의원","01_01_02_P","3250000","PHMA120143250021041100004","20141030","","04","취소/말소/만료/정지/중지","24","직권폐업","20170522","","","","051-714-7141","","600021","부산광역시 중구 동광동1가 15번지","부산광역시 중구 해관로 1 (동광동1가)","48955","부산의료소비자생활협동조합 청플란트치과의원","20170524184434","I","2018-08-31 23:59:59.0","치과의원","385548.213592069","179660.979270477","치과의원","1","0","0","455.58","401","치과","","","","0","0","","","0","",
"231","의원","01_01_02_P","3260000","PHMA120103260022041100005","20100903","","02","휴업","02","휴업","","20220108","20230108","","051-334-6300","","602823","부산광역시 서구 서대신동3가 686번지 4호 (실버웰 노인복지시설 A,B동 내 지하1층 및 지상 4층)","부산광역시 서구 시약로 35 (서대신동3가, 실버웰 노인복지시설 A,B동 내 지하1층 및 지상 4층)","49206","메디오의원","20220114101320","U","2022-01-16 02:40:00.0","의원","383043.637504711","181136.495583504","의원","0","7","35","442.29","122 103 102 101","내과, 신경과, 정신건강의학과, 가정의학과","","","","0","0","","","0","",
"232","의원","01_01_02_P","3260000","PHMA119983260022041100004","19980807","","03","폐업","03","폐업","20160616","","","","051-254-7142","","602826","부산광역시 서구 서대신동3가 434번지","부산광역시 서구 구덕로321번길 38 (서대신동3가)","49225","경로치과의원","20160616104134","I","2018-08-31 23:59:59.0","치과의원","383600.281328441","181063.756904175","치과의원","1","0","0","143.77","401 403 407","치과, 치과보철과, 치과보존과","","","","0","0","","","0","",
"233","의원","01_01_02_P","3260000","PHMA120073260022041100005","20070731","","03","폐업","03","폐업","20161222","","","","051-902-0395","","602804","부산광역시 서구  429번지 238호","부산광역시 서구 해돋이로39번길 4 (남부민동)","49261","정한의원","20161222132213","I","2018-08-31 23:59:59.0","한의원","383968.757301452","177902.683742133","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"234","의원","01_01_02_P","3260000","PHMA120073260022041100006","20071106","","03","폐업","03","폐업","20100904","","","","051-243-5558","","","부산광역시 서구 서대신동3가 686-4","","","메디오의원","20100903162707","I","2018-08-31 23:59:59.0","의원","","","의원","2","0","26","365.12","101 120","내과, 재활의학과","","","","0","0","","","0","",
"235","의원","01_01_02_P","3260000","PHMA120073260022041100007","20071108","","03","폐업","03","폐업","20140728","","","","051-248-0119","","","부산광역시 서구 서대신동1가 54-32","","","정원정형외과의원","20180328110403","I","2018-08-31 23:59:59.0","의원","","","의원","2","10","29","830.04","105","정형외과","","","","0","0","","","0","",
"236","의원","01_01_02_P","3260000","PHMA120083260022041100002","20080513","","03","폐업","03","폐업","20120920","","","","051-255-7528","","","부산광역시 서구 동대신동3가 222-1","부산광역시 서구 보수대로 236 (동대신동3가)","602813","새로운치과의원","20120920181213","I","2018-08-31 23:59:59.0","치과의원","383930.713359821","181451.628018586","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"237","의원","01_01_02_P","3260000","PHMA120083260022041100005","20080926","","03","폐업","03","폐업","20090630","","","","051-242-5000","","","부산광역시 서구 서대신동2가 288-25","","","서정민의원","20090630094912","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","198","101","내과","","","","0","0","","","0","",
"238","의원","01_01_02_P","3260000","PHMA120093260022041100003","20090112","","03","폐업","03","폐업","20100131","","","","051-243-7582","","602011","부산광역시 서구 충무동1가 12번지 1호 (2층)","부산광역시 서구 자갈치로 10 (충무동1가,(2층))","","다솜의원","20100129165041","I","2018-08-31 23:59:59.0","의원","384621.353986583","179324.512486021","의원","0","0","0","93","101 105 111 115 114","내과, 정형외과, 소아청소년과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"239","의원","01_01_02_P","3260000","PHMA120083260022041100007","20081216","","03","폐업","03","폐업","20100801","","","","051-254-9831","","602011","부산광역시 서구 충무동1가 17번지 3호 (1층,2층,3층)","부산광역시 서구 구덕로 115-1 (충무동1가,(1층,2층,3층))","","사단법인 해림재단 부민의원","20100811000000","I","2018-08-31 23:59:59.0","의원","384436.882078089","179349.057494207","의원","1","0","0","125.88","101 111 105 109","내과, 정형외과, 마취통증의학과, 소아청소년과","","","","0","0","","","0","",
"240","의원","01_01_02_P","3260000","PHMA120093260022041100001","20090106","","03","폐업","03","폐업","20160121","","","","051-253-2100","","602020","부산광역시 서구 남부민동 685번지 현대타운 2층 101동","부산광역시 서구 충무대로 246, 101동 2층 (남부민동, 현대타운)","49254","미리암의원","20160121095605","I","2018-08-31 23:59:59.0","의원","384538.707962085","178936.009572164","의원","2","2","15","436","101 105 116","내과, 정형외과, 영상의학과","","","","0","0","","","0","",
"241","의원","01_01_02_P","3260000","PHMA120093260022041100002","20090108","","03","폐업","03","폐업","20090227","","","","051-231-6330","","602011","부산광역시 서구 충무동1가 10번지 2호 (3층)","부산광역시 서구 자갈치로 5 (충무동1가,(3층))","","자갈치센텀 의원","20171205140928","I","2018-08-31 23:59:59.0","의원","384582.290103264","179359.383106649","의원","1","0","0","168","101 104 111 105 114 115","내과, 외과, 정형외과, 소아청소년과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"242","의원","01_01_02_P","3260000","PHMA119633260022041100001","19630110","","03","폐업","03","폐업","20141113","","","","051-244-3126","","","부산광역시 서구 서대신동3가 203-2","부산광역시 서구 대신로 83 (서대신동3가)","602825","내외의원","20141113101605","I","2018-08-31 23:59:59.0","의원","383426.087847799","181491.889520353","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"243","의원","01_01_02_P","3260000","PHMA119633260022041100002","19630110","","03","폐업","03","폐업","20161109","","","","051-257-0053","","","부산광역시 서구 서대신동1가 157-3","부산광역시 서구 대영로 34 (서대신동1가)","49228","시민한의원","20161109131346","I","2018-08-31 23:59:59.0","한의원","383654.022971725","180758.720129047","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"244","의원","01_01_02_P","3260000","PHMA119903260022041100005","19900719","","03","폐업","03","폐업","20220113","","","","051-248-4942","","602801","부산광역시 서구 남부민동 643번지","부산광역시 서구 충무대로255번길 9, 2층 218호 (남부민동, 충무쇼핑)","49256","설제욱한의원","20220112140459","U","2022-01-14 02:40:00.0","한의원","384430.667595597","178981.33160318","한의원","1","0","0","100","301 302 303 308","한방내과, 한방부인과, 한방소아과, 침구과","","","","0","0","","","0","",
"245","의원","01_01_02_P","3260000","PHMA120013260022041100002","20010823","","03","폐업","03","폐업","20090401","","","","051-242-7582","","","부산광역시 서구 서대신동1가 122-6","","","의료법인 송산의료재단 송산의원","20090402115203","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"246","의원","01_01_02_P","3260000","PHMA119643260022041100001","19640612","","03","폐업","03","폐업","20121019","","","","051-256-3427","","602831","부산광역시 서구 암남동 331번지 6호","부산광역시 서구 충무대로 21-1 (암남동)","602831","송도의원","20121019170822","I","2018-08-31 23:59:59.0","의원","383778.281358179","177244.709589076","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"247","의원","01_01_02_P","3260000","PHMA119913260022041100006","19910430","","03","폐업","03","폐업","20090131","","","","051-247-3127","","","부산광역시 서구 아미동2가 122","","","남흥치과의원","20140718134331","I","2018-08-31 23:59:59.0","치과의원","","","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"248","의원","01_01_02_P","3260000","PHMA119773260022041100001","19770622","","03","폐업","03","폐업","20181224","","","","051-243-2515","","","부산광역시 서구 동대신동2가 411-18","부산광역시 서구 대영로 77 (동대신동2가)","49217","평화산부인과의원","20181224094645","U","2018-12-26 02:40:00.0","의원","384048.836008186","180946.034307529","의원","1","0","0","0","110","산부인과","","","","0","0","","","0","",
"249","의원","01_01_02_P","3260000","PHMA119773260022041100002","19770725","","03","폐업","03","폐업","20090804","","","","051-254-9701","","","부산광역시 서구 충무동1가 9-17","","","구세여성의원","20090804183921","I","2018-08-31 23:59:59.0","의원","","","의원","0","0","0","0","110","산부인과","","","","0","0","","","0","",
"250","의원","01_01_02_P","3260000","PHMA119803260022041100002","19801231","","03","폐업","03","폐업","20181231","","","","051-243-3993","","","부산광역시 서구 서대신동2가 134번지 1호","부산광역시 서구 대영로 29 (서대신동2가)","49234","춘해한의원","20181231135032","U","2019-01-02 02:40:00.0","한의원","383647.205558035","180805.669666021","한의원","1","0","0","0","308 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과","","","","0","0","","","0","",
"251","의원","01_01_02_P","3260000","PHMA119923260022041100002","19920306","","03","폐업","03","폐업","20120516","","","","051-246-4363","","","부산광역시 서구 초장동 6-2","","","공 비뇨기과의원","20120516151034","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","114","피부과","","","","0","0","","","0","",
"252","의원","01_01_02_P","3260000","PHMA119823260022041100001","19820531","","03","폐업","03","폐업","20090227","","","","051-242-2080","","","부산광역시 서구 동대신동2가 428번지 7호","부산광역시 서구 구덕로 296 (동대신동2가)","49217","강봉기치과의원","20151005110556","I","2018-08-31 23:59:59.0","치과의원","383910.562180512","180902.660270616","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"253","의원","01_01_02_P","3260000","PHMA119833260022041100001","19830318","","03","폐업","03","폐업","20150101","","","","051-254-9292","","","부산광역시 서구 동대신동2가 213-1","부산광역시 서구 보수대로 189 (동대신동2가)","602811","우성정형외과의원","20150102174934","I","2018-08-31 23:59:59.0","의원","384189.659088024","181085.457711925","의원","1","0","14","0","105","정형외과","","","","0","0","","","0","",
"254","의원","01_01_02_P","3260000","PHMA119913260022041100008","19910621","","03","폐업","03","폐업","20191227","","","","051-257-1366","","","부산광역시 서구 토성동4가 2807","부산광역시 서구 구덕로120번길 5 (토성동4가)","49246","오용식내과의원","20191227180852","U","2019-12-29 02:40:00.0","의원","384407.443999416","179404.261763788","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"255","의원","01_01_02_P","3260000","PHMA119943260022041100003","19941206","","03","폐업","03","폐업","20171127","","","","","","","부산광역시 서구 동대신동1가 177-6","부산광역시 서구 대영로90번길 15 (동대신동1가)","49219","영수한의원","20171127115056","I","2018-08-31 23:59:59.0","한의원","384203.41883651","180905.849629735","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"256","의원","01_01_02_P","3260000","PHMA120043260022041100002","20040421","","03","폐업","03","폐업","20090730","","","","051-247-7582","","","부산광역시 서구 아미동2가 113-3","","","동의부부한의원","20090730135911","I","2018-08-31 23:59:59.0","한의원","","","한의원","2","0","0","0","301","한방내과","","","","0","0","","","0","",
"257","의원","01_01_02_P","3260000","PHMA120043260022041100006","20041008","","03","폐업","03","폐업","20210929","","","","051-255-2525","","","부산광역시 서구 부민동2가 10-21","부산광역시 서구 구덕로 203-1 (부민동2가)","49236","덕인한의원","20210929151316","U","2021-10-01 02:40:00.0","한의원","384085.220091409","180055.391846748","한의원","2","0","0","0","301","한방내과","","","","0","0","","","0","",
"258","의원","01_01_02_P","3260000","PHMA119963260022041100001","19960601","","03","폐업","03","폐업","20190625","","","","051-256-3445","","","부산광역시 서구 충무동1가 16-6","부산광역시 서구 구덕로 111 (충무동1가)","49253","정원용치과의원","20191213141312","U","2021-08-20 02:40:00.0","치과의원","384481.898777634","179335.579847698","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"259","의원","01_01_02_P","3260000","PHMA119963260022041100002","19960703","","03","폐업","03","폐업","20171130","","","","051-241-6865","","602831","부산광역시 서구 암남동 354번지 1호","부산광역시 서구 충무대로 8, 233호 (암남동, 기산비치타운)","49269","송남의원","20171130142014","I","2018-08-31 23:59:59.0","의원","383870.474584095","177147.052622728","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"260","의원","01_01_02_P","3260000","PHMA120063260022041100004","20060703","","03","폐업","03","폐업","20100719","","","","051-246-8575","","","부산광역시 서구 동대신동3가 146-14","","","파티마의원","20100719114246","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","160.5","162 101 105 111 113","내과, 정형외과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"261","의원","01_01_02_P","3260000","PHMA120063260022041100005","20060804","","03","폐업","03","폐업","20160725","","","","051-246-1646","","","부산광역시 서구 암남동 364","부산광역시 서구 충무대로 9 (암남동)","49270","어청우한의원","20160725091105","I","2018-08-31 23:59:59.0","한의원","383793.106485716","177128.204593194","한의원","1","0","0","0","301","한방내과","","","","0","0","","","0","",
"262","의원","01_01_02_P","3260000","PHMA119663260022041100001","19660211","","03","폐업","03","폐업","20150327","","","","051-254-7810","","602011","부산광역시 서구 충무동1가 15번지 5호","부산광역시 서구 충무대로 283 (충무동1가)","602011","충무치과의원","20150330141751","I","2018-08-31 23:59:59.0","치과의원","384579.87776000000","179609.57903600000","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"263","의원","01_01_02_P","3260000","PHMA119663260022041100002","19660509","","03","폐업","03","폐업","20110211","","","","051-256-1577","","","부산광역시 서구 아미동1가 24","","","김종환의원","20110211112840","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"264","의원","01_01_02_P","3260000","PHMA119713260022041100003","19711124","","03","폐업","03","폐업","20201212","","","","051-256-1132","","","부산광역시 서구 부민동1가 31-21","부산광역시 서구 구덕로 200 (부민동1가)","49224","홍익한의원","20201211144721","U","2020-12-13 02:40:00.0","한의원","384120.282483161","180012.306071349","한의원","1","0","0","301.08","309 308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"265","의원","01_01_02_P","3260000","PHMA120103260022041100003","20100305","","03","폐업","03","폐업","20101231","","","","051-256-7273","","602011","부산광역시 서구 충무동1가 10번지 7호 세주빌딩 3층","","","서울외과의원","20140905163023","I","2018-08-31 23:59:59.0","의원","","","의원","1","1","2","168","101 104 105","내과, 외과, 정형외과","","","","0","0","","","0","",
"266","의원","01_01_02_P","3260000","PHMA119933260022041100004","19930501","","03","폐업","03","폐업","20151005","","","","","","602831","부산광역시 서구 암남동 342번지 3호 이종화치과의원","부산광역시 서구 충무대로 32 (암남동)","49269","이종화치과의원","20151005144956","I","2018-08-31 23:59:59.0","치과의원","383850.336485085","177331.059503068","치과의원","1","0","0","73.49","401","치과","","","","0","0","","","0","",
