"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"73","의료법인","01_01_08_P","3340000","PHMA420093340025021400001","20090420","","01","영업/정상","10","변경","","","","","","","604824","부산광역시 사하구 다대1동 308번지 2호","부산광역시 사하구 다대로 485 (다대동)","","의료법인 현대의료재단","20201103094415","U","2020-11-05 02:40:00.0","","380191.099082637","175359.769070119","","","","","","","","","","","0","0","","","0","",
"74","의료법인","01_01_08_P","3340000","PHMA420093340025021400002","20091109","","01","영업/정상","10","변경","","","","","051-997-0001","","604040","부산광역시 사하구 장림동 831번지 1호","부산광역시 사하구 하신중앙로 7 (장림동)","","의료법인 호산나의료재단","20200302104545","U","2020-03-04 02:40:00.0","","379075.879760915","177393.099628498","","","","","","","","","","","0","0","","","0","",
"75","의료법인","01_01_08_P","3340000","PHMA420083340025021400002","20080402","","01","영업/정상","10","변경","","","","","055-322-5845","","604851","부산광역시 사하구 하단동 488번지 4호","부산광역시 사하구 동매로44번길 4 (하단동)","604851","의료법인 신암의료재단","20200428133312","U","2020-04-30 02:40:00.0","","378917.878813043","179973.989153192","","","","","","","","","","","0","0","","","0","",
"76","의료법인","01_01_08_P","3340000","PHMA420113340025021400002","20120109","","01","영업/정상","10","변경","","","","","","","","부산광역시 사하구 감천동 20번지 3호","부산광역시 사하구 옥천로 38 (감천동)","49375","의료법인 진연의료재단","20200325141239","U","2020-03-27 02:40:00.0","","382934.966706589","178655.553818779","","","","","","","","","","","0","0","","","0","",
"77","의료법인","01_01_08_P","3340000","PHMA420123340025021400001","20120927","","01","영업/정상","10","변경","","","","","","","604838","부산광역시 사하구 신평2동 667번지","부산광역시 사하구 비봉로 80 (신평동)","604838","의료법인 교통문화의료재단","20210114142538","U","2021-01-16 02:40:00.0","","378931.71507301","179530.634932149","","","","","","","","","","","0","0","","","0","",
"78","의료법인","01_01_08_P","3340000","PHMA420003340025021400001","19990427","","01","영업/정상","10","변경","","","","","","","604842","부산광역시 사하구 장림1동 966번지 1호","부산광역시 사하구 하신중앙로3번나길 10 (장림동)","","의료법인 벧엘의료재단","20200330130301","U","2020-04-01 02:40:00.0","","378900.272498364","177054.963423796","","","","","","","","","","","0","0","","","0","",
"79","의료법인","01_01_08_P","3340000","PHMA420113340025021400001","20110805","","01","영업/정상","10","변경","","","","","051-208-7500","","604804","부산광역시 사하구 감천1동 400번지 1호","부산광역시 사하구 원양로 400 (감천동)","","의료법인 한우리의료재단","20210108164205","U","2021-01-10 02:40:00.0","","382846.800667407","178203.153621507","","","","","","","","","","","0","0","","","0","",
"80","의료법인","01_01_08_P","3340000","PHMA420153340025021400004","20150901","","01","영업/정상","13","영업중","","","","","051-264-0100","","","부산광역시 사하구 장림동 41번지","부산광역시 사하구 다대로277번길 31 (장림동)","49509","의료법인 다평의료재단","20180601104326","I","2018-08-31 23:59:59.0","","380431.816156199","177105.206955154","","","","","","","","","","","0","0","","","0","",
"81","의료법인","01_01_08_P","3340000","PHMA420153340025021400001","20150501","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","291-3100","","604081","부산광역시 사하구 괴정동 893번지 5호","부산광역시 사하구 낙동대로 243 (괴정동)","604081","의료법인 홍일의료재단","20150724084645","I","2018-08-31 23:59:59.0","","381432.148189052","179586.772283705","","","","","","","","","","","0","0","","","0","",
"82","의료법인","01_01_08_P","3340000","PHMA420073340025021400001","20070305","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","604854","부산광역시 사하구 감천2동 20번지 3호","부산광역시 사하구 옥천로 38 (감천동)","","의료법인 현인의료재단","20150126173356","I","2018-08-31 23:59:59.0","","382934.966706589","178655.553818779","","","","","","","","","","","0","0","","","0","",
"83","의료법인","01_01_08_P","3350000","PHMA420193350024021400002","20190620","","01","영업/정상","10","변경","","","","","","","","부산광역시 금정구 서동 163번지 18호 제일요양병원","부산광역시 금정구 서부로 56, 제일요양병원 (서동)","46313","의료법인 대성사랑의료재단","20201228141104","U","2020-12-30 02:40:00.0","","391221.650753061","193024.044742279","","","","","","","","","","","0","0","","","0","",
"84","의료법인","01_01_08_P","3350000","PHMA420113350024021400001","20110310","","01","영업/정상","10","변경","","","","","051-516-9898","","609811","부산광역시 금정구 남산동 35번지 16호","부산광역시 금정구 금단로 140-2 (남산동)","609811","의료법인 좋은사람들 의료재단","20170309170726","I","2018-08-31 23:59:59.0","","390463.295332623","197814.103008063","","","","","","","","","","","0","0","","","0","",
"85","의료법인","01_01_08_P","3350000","PHMA419923350024021400001","19921118","","01","영업/정상","10","변경","","","","","580-1063","","609728","부산광역시 금정구 남산동 374번지 75호 침례병원","부산광역시 금정구 금단로 200 (남산동)","609728","의료법인 기독교한국침례회 의료재단","20170530110626","I","2018-08-31 23:59:59.0","","390521.508463664","198471.076852573","","","","","","","","","","","0","0","","","0","",
"86","의료법인","01_01_08_P","3350000","PHMA420123350024021400001","20120118","","01","영업/정상","10","변경","","","","","","","","","부산광역시 금정구 반송로 470 (금사동)","46334","의료법인 해림의료재단","20200128095707","U","2020-01-30 02:40:00.0","","392530.648446997","192749.579449264","","","","","","","","","","","0","0","","","0","",
"87","의료법인","01_01_08_P","3350000","PHMA420123350024021400002","20120125","","01","영업/정상","10","변경","","","","","931-0119","","609350","부산광역시 금정구 청룡동 39번지 14호","부산광역시 금정구 남산냇길 111 (청룡동)","609843","의료법인 천지의료재단","20180710154613","I","2018-08-31 23:59:59.0","","389932.693813134","199499.913026735","","","","","","","","","","","0","0","","","0","",
"88","의료법인","01_01_08_P","3350000","PHMA420133350024021400001","20130521","","01","영업/정상","10","변경","","","","","051-517-8211","","609803","부산광역시 금정구 구서동 194번지 5호","부산광역시 금정구 중앙대로 1905 (구서동)","609803","의료법인 나눔의료재단","20190523115142","U","2019-05-25 02:40:00.0","","390232.133545124","197020.850422036","","","","","","","","","","","0","0","","","0","",
"89","의료법인","01_01_08_P","3350000","PHMA420163350024021400001","20160321","","01","영업/정상","10","변경","","","","","468-9788","","","","부산광역시 금정구 식물원로9번길 37 (장전동)","46301","의료법인 세왕의료재단","20190326090400","U","2019-03-28 02:40:00.0","","389847.511906223","193464.852056412","","","","","","","","","","","0","0","","","0","",
"90","의료법인","01_01_08_P","3350000","PHMA420003350024021400001","20000726","","01","영업/정상","10","변경","","","","","","","609840","부산광역시 금정구 장전2동 산 38번지 30호","부산광역시 금정구 금샘로 56 (장전동)","","의료법인 영파의료재단","20200410161118","U","2020-04-12 02:40:00.0","","389100.41373600000","194695.87574600000","","","","","","","","","","","0","0","","","0","",
"91","의료법인","01_01_08_P","3350000","PHMA420003350024021400002","20000619","","01","영업/정상","10","변경","","","","","","","609825","부산광역시 금정구 부곡1동 301번지 30호","부산광역시 금정구 중앙대로 1580 (부곡동)","","의료법인 삼세의료재단","20201207111155","U","2020-12-09 02:40:00.0","","390152.831100054","193814.343470539","","","","","","","","","","","0","0","","","0","",
"92","의료법인","01_01_08_P","3350000","PHMA420103350024021400001","20100825","","01","영업/정상","10","변경","","","","","051-529-2408","","609824","부산광역시 금정구 부곡4동 395번지 7호 15호(애플타워2,3층)","부산광역시 금정구 부곡로 36, 2층,3층 (부곡동)","609824","의료법인 청림의료재단","20200413173237","U","2020-04-15 02:40:00.0","","390065.219940669","193173.682616856","","","","","","","","","","","0","0","","","0","",
"93","의료법인","01_01_08_P","3350000","PHMA420173350024021400001","20171024","","01","영업/정상","10","변경","","","","","051)553-9000","","","","부산광역시 금정구 공단로 7 (금사동, 아름다운강산병원)","46333","의료법인 아너의료재단","20201019094523","U","2020-10-21 02:40:00.0","","392046.856142074","192814.863378413","","","","","","","","","","","0","0","","","0","",
"94","의료법인","01_01_08_P","3350000","PHMA419933350024021400001","19931206","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","609842","부산광역시 금정구 장전3동 651번지 12호","부산광역시 금정구 온천장로 136-1 (장전동)","","의료법인 인창의료재단","20120912104730","I","2018-08-31 23:59:59.0","","389817.647325848","193473.411868249","","","","","","","","","","","0","0","","","0","",
"95","의료법인","01_01_08_P","3370000","PHMA420073370022021400002","20070801","","03","폐업","03","폐업","","","","","","","611839","부산광역시 연제구 연산5동 710번지 2호","부산광역시 연제구 월드컵대로 107 (연산동)","","의료법인 경산의료재단","20170403175920","I","2018-08-31 23:59:59.0","","389626.660124138","189155.92452213","","","","","","","","","","","0","0","","","0","",
"96","의료법인","01_01_08_P","3370000","PHMA419973370022021400001","19971129","","03","폐업","03","폐업","","","","","051-866-5300","","611824","부산광역시 연제구 연산6동 1849번지 19호","부산광역시 연제구 배산북로 47 (연산동)","","의료법인 원송의료재단","20170403175650","I","2018-08-31 23:59:59.0","","390696.531499957","188534.215350098","","","","","","","","","","","0","0","","","0","",
"97","의료법인","01_01_08_P","3370000","PHMA420083370022021400001","20080221","","01","영업/정상","10","변경","","","","","051-867-4428","","611823","부산광역시 연제구 연산4동 1135번지 29호","부산광역시 연제구 쌍미천로84번길 37 (연산동)","","의료법인황산의료재단","20200424135451","U","2020-04-26 02:40:00.0","","390140.882839673","188959.776075965","","","","","","","","","","","0","0","","","0","",
"98","의료법인","01_01_08_P","3370000","PHMA420083370022021400002","20080702","","01","영업/정상","10","변경","","","","","051-503-7871","","611805","부산광역시 연제구 거제4동 769번지 88호","부산광역시 연제구 화지로 107 (거제동)","","의료법인은정의료재단","20200529091702","U","2020-05-31 02:40:00.0","","388143.079139147","189152.054433716","","","","","","","","","","","0","0","","","0","",
"99","의료법인","01_01_08_P","3370000","PHMA420093370022021400001","20090820","","01","영업/정상","10","변경","","","","","","","611822","부산광역시 연제구 연산4동 739번지 6호","부산광역시 연제구 고분로 4 (연산동)","","의료법인 건강한사람들 의료재단","20200904165010","U","2020-09-06 02:40:00.0","","389635.724055848","189370.50627208","","","","","","","","","","","0","0","","","0","",
"100","의료법인","01_01_08_P","3370000","PHMA420103370022021400001","20101026","","01","영업/정상","10","변경","","","","","051-867-3171","","611839","부산광역시 연제구 연산5동 702번지 9호 (3층)","부산광역시 연제구 중앙대로 1078 (연산동,(3층))","","의료법인 노송의료재단","20200424135505","U","2020-04-26 02:40:00.0","","389444.436546193","189180.052866007","","","","","","","","","","","0","0","","","0","",
"101","의료법인","01_01_08_P","3370000","PHMA420013370022021400001","20011008","","01","영업/정상","10","변경","","","","","051-866-5050","","611824","부산광역시 연제구 연산6동 1849번지 8호","부산광역시 연제구 배산북로 50 (연산동)","","의료법인 성은의료재단","20191021172730","U","2019-10-23 02:40:00.0","","390723.548539867","188579.260861465","","","","","","","","","","","0","0","","","0","",
"102","의료법인","01_01_08_P","3370000","PHMA420103370022021400002","20100216","","01","영업/정상","10","변경","","","","","051-517-1881","","611817","부산광역시 연제구 연산9동 400번지 2호 ,3","부산광역시 연제구 과정로 222 (연산동)","611817","의료법인 안심의료재단","20200428090039","U","2020-04-30 02:40:00.0","","391480.177274673","189696.192003166","","","","","","","","","","","0","0","","","0","",
"103","의료법인","01_01_08_P","3370000","PHMA420143370022021400001","20141017","","01","영업/정상","10","변경","","","","","","","611812","부산광역시 연제구 연산동 489번지 3호","부산광역시 연제구 과정로 128 (연산동)","611812","의료법인 정수사의료재단","20200417110135","U","2020-04-19 02:40:00.0","","391907.792430705","189109.751352655","","","","","","","","","","","0","0","","","0","",
"104","의료법인","01_01_08_P","3370000","PHMA420153370022021400001","20150917","","01","영업/정상","10","변경","","","","","051-852-0788","","","부산광역시 연제구 거제동 23번지 8호","부산광역시 연제구 월드컵대로 184 (거제동)","47521","의료법인 명은의료재단","20200427115001","U","2020-04-29 02:40:00.0","","389079.862124133","189632.922153441","","","","","","","","","","","0","0","","","0","",
"105","의료법인","01_01_08_P","3370000","PHMA420073370022021400001","20070702","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","611839","부산광역시 연제구 연산5동 702번지 9호","부산광역시 연제구 중앙대로 1078 (연산동)","","의료법인 청노의료재단","20130529172819","I","2018-08-31 23:59:59.0","","389444.436546193","189180.052866007","","","","","","","","","","","0","0","","","0","",
"106","의료법인","01_01_08_P","3380000","PHMA420103380023021400003","20100909","","03","폐업","03","폐업","","","","","755-3061","","613830","부산광역시 수영구 수영동 445번지 11호","부산광역시 수영구 수영로 703 (수영동)","613830","의료법인 조은의료재단","20171228133746","I","2018-08-31 23:59:59.0","","392735.995232494","187476.906093436","","","","","","","","","","","0","0","","","0","",
"107","의료법인","01_01_08_P","3380000","PHMA420103380023021400001","20100102","","01","영업/정상","10","변경","","","","","758-7777","","613103","부산광역시 수영구 광안3동 1070번지 1호","부산광역시 수영구 연수로 404 (광안동)","","의료법인동일의료재단","20200603133334","U","2020-06-05 02:40:00.0","","392460.014910739","187505.33411747","","","","","","","","","","","0","0","","","0","",
"108","의료법인","01_01_08_P","3380000","PHMA420103380023021400004","20101223","","01","영업/정상","10","변경","","","","","051-710-0119","","","부산광역시 수영구 민락동 181번지 97호 마린랜드","부산광역시 수영구 광안해변로 292, 마린랜드 3,4,5,6층 (민락동)","48283","의료법인광안의료재단","20210201182240","U","2021-02-03 02:40:00.0","","393616.874833212","186165.509504601","","","","","","","","","","","0","0","","","0","",
"109","의료법인","01_01_08_P","3380000","PHMA420113380023021400001","20110929","","01","영업/정상","10","변경","","","","","752-6100","","613104","부산광역시 수영구 광안4동 744번지 32호 광안유림주상복합 301호","부산광역시 수영구 장대골로7번길 45, 301호 (광안동, 광안유림주상복합)","613104","의료법인 전일의료재단","20200901114936","U","2020-09-03 02:40:00.0","","392412.916162731","186238.785550026","","","","","","","","","","","0","0","","","0","",
"110","의료법인","01_01_08_P","3380000","PHMA420073380023021400001","20070122","","01","영업/정상","10","변경","","","","","753-9595","","613100","부산광역시 수영구 광안동 533번지 16호","부산광역시 수영구 광일로43번길 25 (광안동)","","의료법인 백세의료재단","20190911114641","U","2019-09-13 02:40:00.0","","392111.823865859","186737.212714218","","","","","","","","","","","0","0","","","0","",
"111","의료법인","01_01_08_P","3380000","PHMA420073380023021400002","20070212","","01","영업/정상","10","변경","","","","","051-911-7663","","613100","부산광역시 수영구 광안동 175번지 1호","부산광역시 수영구 광남로 117 (광안동)","","의료법인 서호의료재단","20201026115221","U","2020-10-28 02:40:00.0","","392709.646845489","185718.170670933","","","","","","","","","","","0","0","","","0","",
"112","의료법인","01_01_08_P","3380000","PHMA420003380023021400001","20001030","","01","영업/정상","10","변경","","","","","756-0081","","613101","부산광역시 수영구 광안동 491번지 10호","부산광역시 수영구 수영로 615 (광안동)","","의료법인 선우의료재단","20201014105347","U","2020-10-16 02:40:00.0","","392473.768378542","186671.3436279","","","","","","","","","","","0","0","","","0","",
"113","의료법인","01_01_08_P","3380000","PHMA420103380023021400002","20100216","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","","","613110","부산광역시 수영구 민락동 32번지 8호","부산광역시 수영구 광안해변로295번길 38 (민락동)","613828","의료법인 (가)안심의료재단","20120319105957","I","2018-08-31 23:59:59.0","","393572.508633784","186402.945308314","","","","","","","","","","","0","0","","","0","",
"114","의료법인","01_01_08_P","3380000","PHMA420113380023021400002","20111130","","04","취소/말소/만료/정지/중지","24","직권폐업","","","","","051)757-7820","","613809","부산광역시 수영구 광안4동 733번지 4호","부산광역시 수영구 장대골로31번길 12 (광안동)","613809","의료법인 조영의료재단","20170608143248","I","2018-08-31 23:59:59.0","","392150.534168121","186446.178770912","","","","","","","","","","","0","0","","","0","",
"115","의료법인","01_01_08_P","3390000","PHMA420063390023021400002","20060706","","03","폐업","03","폐업","","","","","315-0115","","617839","부산광역시 사상구 주례1동 693번지 18호","부산광역시 사상구 사상로 1 (주례동)","","의료법인 금산의료재단","20160215145132","I","2018-08-31 23:59:59.0","","382122.266027942","185308.137637656","","","","","","","","","","","0","0","","","0","",
"116","의료법인","01_01_08_P","3390000","PHMA420113390023021400002","20110518","","01","영업/정상","10","변경","","","","","051)864-9610","","617840","부산광역시 사상구 주례3동 1160번지 10호","부산광역시 사상구 학장로 325 (주례동)","","의료법인 효원의료재단","20200402135346","U","2020-04-04 02:40:00.0","","382140.709906465","185208.21825723","","","","","","","","","","","0","0","","","0","",
"117","의료법인","01_01_08_P","3390000","PHMA420113390023021400003","20070801","","01","영업/정상","10","변경","","","","","","","617020","부산광역시 사상구 학장동 산 62번지 2호","부산광역시 사상구 학감대로39번길 104-36 (학장동)","","의료법인 경산의료재단","20200821110908","U","2020-08-23 02:40:00.0","","381764.732610877","183335.307173343","","","","","","","","","","","0","0","","","0","",
"118","의료법인","01_01_08_P","3390000","PHMA420113390023021400004","20111220","","01","영업/정상","10","변경","","","","","","","617810","부산광역시 사상구 덕포동 777번지 4호","부산광역시 사상구 백양대로 764 (덕포동)","617810","의료법인 지석의료재단","20200106151830","U","2020-01-08 02:40:00.0","","381099.312619625","188006.542652148","","","","","","","","","","","0","0","","","0","",
"119","의료법인","01_01_08_P","3390000","PHMA419923390023021400001","19920930","","01","영업/정상","10","변경","","","","","","","617718","부산광역시 사상구 주례동 193번지 5호 좋은삼선병원","부산광역시 사상구 가야대로 326 (주례동,좋은삼선병원)","","의료법인 은성의료재단","20201013175103","U","2020-10-15 02:40:00.0","","382929.506900383","185315.476709153","","","","","","","","","","","0","0","","","0","",
"120","의료법인","01_01_08_P","3390000","PHMA420063390023021400001","20060828","","01","영업/정상","10","변경","","","","","329-3000","","617809","부산광역시 사상구 괘법동 558번지 5호","부산광역시 사상구 새벽로 226 (괘법동)","","의료법인 센텀의료재단","20201104150933","U","2020-11-06 02:40:00.0","","380749.815551217","186468.892231421","","","","","","","","","","","0","0","","","0","",
"121","의료법인","01_01_08_P","3390000","PHMA420023390023021400001","20020329","","01","영업/정상","10","변경","","","","","305-7001","","617826","부산광역시 사상구 삼락동 395번지 11호","부산광역시 사상구 삼덕로5번길 85 (삼락동)","","의료법인 주현의료재단","20201111140258","U","2020-11-13 02:40:00.0","","380119.276907337","188353.839674898","","","","","","","","","","","0","0","","","0","",
"122","의료법인","01_01_08_P","3390000","PHMA419903390023021400001","19901107","","01","영업/정상","10","변경","","","","","320-6341","","617841","부산광역시 사상구 학장동 113번지 1호","부산광역시 사상구 학감대로39번길 116 (학장동)","","의료법인 길정의료재단","20200908142332","U","2020-09-10 02:40:00.0","","381852.705468807","183294.362916363","","","","","","","","","","","0","0","","","0","",
"123","의료법인","01_01_08_P","3390000","PHMA420083390023021400001","20080723","","01","영업/정상","10","변경","","","","","","","617845","부산광역시 사상구 학장동 574번지 1호","부산광역시 사상구 대동로 141 (학장동)","","의료법인 영재의료재단","20201014150939","U","2020-10-16 02:40:00.0","","380602.363644347","184199.699942479","","","","","","","","","","","0","0","","","0","",
"124","의료법인","01_01_08_P","3390000","PHMA420113390023021400001","20110516","","01","영업/정상","10","변경","","","","","051)328-8251","","617807","부산광역시 사상구 괘법동 532번지 32호","부산광역시 사상구 광장로 33 (괘법동)","","의료법인 희경의료재단","20200805093452","U","2020-08-07 02:40:00.0","","380368.591336941","186691.774613138","","","","","","","","","","","0","0","","","0","",
"125","의료법인","01_01_08_P","3390000","PHMA420113390023021400005","20111229","","01","영업/정상","10","변경","","","","","","","617831","부산광역시 사상구 엄궁동 571번지 4호","부산광역시 사상구 대동로 2 (엄궁동)","617831","의료법인 강혜의료재단","20201217160342","U","2020-12-19 02:40:00.0","","379749.504273598","183171.657465851","","","","","","","","","","","0","0","","","0","",
"126","의료법인","01_01_08_P","3390000","PHMA420073390023021400001","20070416","","01","영업/정상","10","변경","","","","","051-301-7350","","","부산광역시 사상구 덕포동 426번지 52호","부산광역시 사상구 사상로 280 (덕포동)","46954","의료법인 현백의료재단","20201208145354","U","2020-12-10 02:40:00.0","","380563.701909036","187420.728319018","","","","","","","","","","","0","0","","","0","",
"127","의료법인","01_01_08_P","3390000","PHMA420173390023021400001","20170403","","01","영업/정상","10","변경","","","","","","","","부산광역시 사상구 모라동 599번지 1호","부산광역시 사상구 덕상로 116-38 (모라동)","46937","의료법인 서원의료재단","20200128131504","U","2020-01-30 02:40:00.0","","381425.017272904","188756.971279104","","","","","","","","","","","0","0","","","0","",
"128","의료법인","01_01_08_P","3400000","PHMA420193400013021400001","20190402","","01","영업/정상","10","변경","","","","","","","","부산광역시 기장군 정관읍 매학리 720번지 7호","부산광역시 기장군 정관읍 정관6로 31, 3층 301, 302호","46017","의료법인 창성의료재단","20190725152632","U","2019-07-27 02:40:00.0","","397942.700663843","204428.576197141","","","","","","","","","","","0","0","","","0","",
"129","의료법인","01_01_08_P","3400000","PHMA420083400013021400001","20080401","","01","영업/정상","10","변경","","","","","051-816-8882","","614090","부산광역시 부산진구 부암동 724번지 3호","부산광역시 부산진구 백양산로53번길 16 (부암동)","","의료법인 진한의료재단","20090606130619","I","2018-08-31 23:59:59.0","","384898.006163277","187925.998896142","","","","","","","","","","","0","0","","","0","",
"130","의료법인","01_01_08_P","3400000","PHMA420003400013021400001","20000214","","01","영업/정상","10","변경","","","","","051-723-0666","","619906","부산광역시 기장군 기장읍 청강리 702번지 4호 기장병원","부산광역시 기장군 기장읍 대청로72번길 6 (기장병원)","","의료법인 서일의료재단","20191126091416","U","2019-11-28 02:40:00.0","","401705.531424964","195209.738804405","","","","","","","","","","","0","0","","","0","",
"131","의료법인","01_01_08_P","3400000","PHMA420103400013021400001","20100715","","01","영업/정상","10","변경","","","","","","","619904","부산광역시 기장군 기장읍 대변리 529번지 1호","부산광역시 기장군 기장읍 대변로 117-2","","뵈뵈의료재단","20200115104221","U","2020-01-17 02:40:00.0","","402577.95647258","194337.202730009","","","","","","","","","","","0","0","","","0","",
"132","의료법인","01_01_08_P","3400000","PHMA420103400013021400002","20100811","","01","영업/정상","10","변경","","","","","903-8885","","619961","부산광역시 기장군 정관면 달산리 산47번지","","","의료법인 정관의료재단","20180112084207","I","2018-08-31 23:59:59.0","","","","","","","","","","","","","","0","0","","","0","",
"133","의료법인","01_01_08_P","3400000","PHMA420063400013021400001","20061129","","01","영업/정상","10","변경","","","","","","","619904","부산광역시 기장군 기장읍 대변리 203번지 13호","부산광역시 기장군 기장읍 기장해안로 552","","의료법인 피터의료재단","20200420135642","U","2020-04-22 02:40:00.0","","402682.079170096","193780.711401206","","","","","","","","","","","0","0","","","0","",
"134","의료법인","01_01_08_P","6260000","201662600001000002","20160321","","01","영업/정상","BBBB","","","","","","0514689700","","","부산광역시 금정구 장전동  649번지 8호","부산광역시 금정구 식물원로9번길 37-0 (장전동)","","의료법인 세왕의료재단","20220520000000","U","2022-05-22 02:40:00.0","의료법인","389847.511906223","193464.852056412","","0","0","0","0","","","","","","0","0","","","0","",
"135","의료법인","01_01_08_P","6260000","201762600001000003","20171024","","01","영업/정상","BBBB","","","","","","0515539000","","","부산광역시 금정구 금사동  104번지 9호 아름다운강산병원","부산광역시 금정구 공단로 7-0, 아름다운강산병원층 (금사동,아름다운강산병원)","","의료법인 아너의료재단","20211224000000","U","2021-12-26 02:40:00.0","의료법인","392046.856142074","192814.863378413","","0","0","201","0","","","","","","0","0","","","0","",
"136","의료법인","01_01_08_P","6260000","201962600001000001","20190620","","01","영업/정상","BBBB","","","","","","0515273800","","","부산광역시 금정구 서동  163번지 18호 제일요양병원","부산광역시 금정구 서부로 56-0, 제일요양병원층 (서동,제일요양병원)","","의료법인 대성사랑의료재단","20210623000000","U","2021-07-14 02:40:00.0","의료법인","391221.650753061","193024.044742279","","","","","0","","","","","","0","0","","","0","",
"137","의료법인","01_01_08_P","6260000","200162600001000002","20011008","","01","영업/정상","BBBB","","","","","","0518665051","","","부산광역시 연제구 연산동  1849번지 8호","부산광역시 연제구 배산북로 50-0 (연산동)","","의료법인 성은의료재단","20210624000000","U","2021-07-14 02:40:00.0","의료법인","390723.548539867","188579.260861465","","","","","0","","","","","","0","0","","","0","",
"138","의료법인","01_01_08_P","6260000","200862600001000008","20080221","","01","영업/정상","BBBB","","","","","","0518674428","","","부산광역시 연제구 연산동  1135번지 29호 호산사회복지회","부산광역시 연제구 쌍미천로84번길 37-0, 호산사회복지회층 (연산동,호산사회복지회)","","의료법인 황산의료재단","20210624000000","U","2021-07-14 02:40:00.0","의료법인","390151.850802608","188976.232261152","","","","","0","","","","","","0","0","","","0","",
"139","의료법인","01_01_08_P","6260000","200862600001000009","20080702","","01","영업/정상","BBBB","","","","","","0515037871","","","부산광역시 연제구 거제동  769번지 88호","부산광역시 연제구 화지로 107-0 (거제동)","","의료법인 은정의료재단","20210624000000","U","2021-07-14 02:40:00.0","의료법인","388143.079139147","189152.054433716","","","","","0","","","","","","0","0","","","0","",
"140","의료법인","01_01_08_P","6260000","200962600001000005","20090604","","01","영업/정상","BBBB","","","","","","0518673171","","","부산광역시 연제구 연산동  702번지 9호 뉴그랜드오피스텔","부산광역시 연제구 중앙대로 1078-0, 뉴그랜드오피스텔층 (연산동,뉴그랜드오피스텔)","","의료법인 노송의료재단","20220603000000","U","2022-06-07 02:40:00.0","의료법인","389444.436546193","189180.052866007","","0","0","0","0","","","","","","0","0","","","0","",
"141","의료법인","01_01_08_P","6260000","201062600001000006","20100216","","01","영업/정상","BBBB","","","","","","","","","부산광역시 연제구 연산동  400번지 2호","부산광역시 연제구 과정로 222-0 (연산동)","","의료법인 안심의료재단","20210624000000","U","2021-07-14 02:40:00.0","의료법인","391481.796703824","189696.192003166","","","","","0","","","","","","0","0","","","0","",
"142","의료법인","01_01_08_P","6260000","200962600001000006","20090820","","01","영업/정상","BBBB","","","","","","0518677500","","","부산광역시 연제구 연산동  739번지 6호","부산광역시 연제구 고분로 4-0 (연산동)","","의료법인 건강한사람들의료재단","20220517000000","U","2022-05-19 02:40:00.0","재단법인","389635.724055848","189370.50627208","","0","0","0","0","","","","","","0","0","","","0","",
"143","의료법인","01_01_08_P","6260000","201462600001000006","20141017","","01","영업/정상","BBBB","","","","","","0512579898","","","부산광역시 연제구 연산동  490번지 14호","부산광역시 연제구 과정로 129-0 (연산동)","","의료법인 정수사의료재단","20210624000000","U","2021-07-14 02:40:00.0","의료법인","391850.224839063","189116.324174499","","","","","0","","","","","","0","0","","","0","",
"144","의료법인","01_01_08_P","6260000","200062600001000009","20001030","","01","영업/정상","BBBB","","","","","","0517501190","","","부산광역시 수영구 광안동  491번지 10호 BHS한서병원","부산광역시 수영구 수영로 615-0, BHS한서병원층 (광안동,BHS한서병원)","","의료법인 선우의료재단","20210624000000","U","2021-07-14 02:40:00.0","의료법인","392541.66035000000","187015.55075000000","","","","","0","","","","","","0","0","","","0","",
"145","의료법인","01_01_08_P","6260000","200762600001000007","20070122","","01","영업/정상","BBBB","","","","","","0517539595","","","부산광역시 수영구 광안동  533번지 16호","부산광역시 수영구 광일로43번길 25-0 (광안동)","","의료법인 백세의료재단","20220216000000","U","2022-02-18 02:40:00.0","의료법인","392111.823865859","186737.212714218","","0","0","0","0","","","","","","0","0","","","0","",
"146","의료법인","01_01_08_P","6260000","201062600001000007","20101223","","01","영업/정상","BBBB","","","","","","0517100119","","","부산광역시 수영구 민락동  181번지 97호 마린랜드","부산광역시 수영구 광안해변로 292-0, 마린랜드층 (민락동,마린랜드)","","의료법인 광안의료재단","20210624000000","U","2021-07-14 02:40:00.0","의료법인","393687.26210100000","186476.39866900000","","","","","0","","","","","","0","0","","","0","",
