"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"59","국제회의기획업","03_08_01_P","3330000","CDFI2263102018000002","20180718","","01","영업/정상","13","영업중","","","","","0517408494","","","부산광역시 해운대구 우동 1500 벡스코","부산광역시 해운대구 APEC로 55, 벡스코 지하1층 B21호 (우동)","48060","(주)코어커뮤니케이션","20180718114326","I","2018-08-31 23:59:59.0","","394482.139208377","187606.035424193","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"60","국제회의기획업","03_08_01_P","3330000","CDFI2263102013000001","20130109","","01","영업/정상","13","영업중","","","","","051-751-2021","","","부산광역시 해운대구 우동 760-3 오션타워","부산광역시 해운대구 해운대해변로 203, 오션타워 1618호 (우동)","48093","(주)아이콘엑스","20220304132423","U","2022-03-06 02:40:00.0","","396180.621244719","186522.35047527","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"61","국제회의기획업","03_08_01_P","3330000","CDFI2263102002000002","20020426","","01","영업/정상","13","영업중","","","","","","","612020","부산광역시 해운대구 우동 1500","부산광역시 해운대구 APEC로 55 (우동)","48060","(주)벡스코","20190118142437","U","2019-01-20 02:40:00.0","","394482.139208377","187606.035424193","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"62","국제회의기획업","03_08_01_P","3330000","CDFI2263102006000001","20060123","","01","영업/정상","13","영업중","","","","","051-715-7763","","","부산광역시 해운대구 우동 1470 에이스하이테크21 1905호","부산광역시 해운대구 센텀중앙로 48, 에이스하이테크21 1905호 (우동)","48059","(주)이오스디자인","20210121145149","U","2021-01-23 02:40:00.0","","393963.840834294","188061.35516256","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600000000","","","","",
"63","국제회의기획업","03_08_01_P","3330000","CDFI2263102006000002","20060123","","01","영업/정상","13","영업중","","","","","783-1170","","612022","부산광역시 해운대구 우동 1460 센텀티타워 403호","부산광역시 해운대구 센텀중앙로 66, 403호 (우동, 센텀티타워)","612022","주식회사 마이스플랜즈","20130806160042","I","2018-08-31 23:59:59.0","","393828.352612889","188165.14841924","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600000000","","","","",
"64","국제회의기획업","03_08_01_P","3330000","CDFI2263102006000003","20060221","","01","영업/정상","13","영업중","","","","","752-3368","","612849","부산광역시 해운대구 중동 1477-2 502호","부산광역시 해운대구 달맞이길117번나길 155, 502호 (중동)","48115","메트로 컨벤션","20111122155120","I","2018-08-31 23:59:59.0","","398986.082038431","187097.887875662","국제회의기획업","관광사업","일반주거지역","7","","","","다가구용 주택(공동주택적용)","6","1","","","","","","","","","","","","215.05","","","","","","","","","100000000","","","","215",
"65","국제회의기획업","03_08_01_P","3330000","CDFI2263102008000001","20080118","","01","영업/정상","13","영업중","","","","","","","612821","부산광역시 해운대구 우동 627-1 805호","부산광역시 해운대구 해운대해변로 257, 805호 (우동)","48093","제이엠컨설팅,INC","20111122155227","I","2018-08-31 23:59:59.0","","396697.860724865","186636.589265073","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"66","국제회의기획업","03_08_01_P","3330000","CDFI2263102008000002","20010203","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 재송동 1209 센텀아이에스타워","부산광역시 해운대구 센텀북대로 60, 센텀아이에스타워 507호 (재송동)","48059","(주)리컨벤션","20220408091940","U","2022-04-10 02:40:00.0","","393527.757337839","188440.756376893","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"67","국제회의기획업","03_08_01_P","3330000","CDFI2263102010000001","20100217","","01","영업/정상","13","영업중","","","","","051-747-9895","","612020","부산광역시 해운대구 우동 1470 에이스하이테크21 713호","부산광역시 해운대구 센텀중앙로 48, 713호 (우동, 에이스하이테크21)","48059","주식회사 판컴","20111122155732","I","2018-08-31 23:59:59.0","","393963.840834294","188061.35516256","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182242104","","","","",
"68","국제회의기획업","03_08_01_P","3330000","CDFI2263102010000002","20090518","","01","영업/정상","13","영업중","","","","","051-741-6248","","612021","부산광역시 해운대구 우동 1457 부산디자인센터 602-2호","부산광역시 해운대구 센텀동로 57, 602-2호 (우동, 부산디자인센터)","48059","(주)인들컨벤션","20111122163342","I","2018-08-31 23:59:59.0","","393918.643809797","188170.19630527","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"69","국제회의기획업","03_08_01_P","3330000","CDFI2263102010000003","20070828","","01","영업/정상","13","영업중","","","","","070-4035-3347","","","부산광역시 해운대구 우동 1474 센텀에스에이치밸리","부산광역시 해운대구 센텀동로 35, 센텀에스에이치밸리 603호 (우동)","48059","(주)드림코리아","20210706165557","U","2021-07-08 02:40:00.0","","394067.607348183","188000.240488194","국제회의기획업","관광사업","근린상업지역","0","기타","","","근린생활시설","3","0","0","0","","","0","0","","0","0","","0","33","","0","","","","","","","150000000","","","","33",
"70","국제회의기획업","03_08_01_P","3330000","CDFI2263102012000001","20120120","","01","영업/정상","13","영업중","","","","","0515137772","","","부산광역시 해운대구 재송동 1216 벽산이센텀클래스원","부산광역시 해운대구 센텀동로 99, 벽산이센텀클래스원 1012, 1013, 1014호 (재송동)","48059","(주)루덴스","20191008152923","U","2019-10-10 02:40:00.0","","393607.260373715","188408.076687691","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"71","국제회의기획업","03_08_01_P","3330000","CDFI2263102012000002","20120614","","01","영업/정상","13","영업중","","","","","552-7978","","612051","부산광역시 해운대구 재송동 1210 벽산e센텀클래스원 1001호","부산광역시 해운대구 센텀동로 99, 1001호 (재송동, 벽산e센텀클래스원)","48059","(주)포유커뮤니케이션즈","20120614203958","I","2018-08-31 23:59:59.0","","393553.326853219","188402.465080284","국제회의기획업","","","","기타","","","기타","","","","","","","","","","","","","","171.34","","","","","","","","","100000000","","","","171",
"72","국제회의기획업","03_08_01_P","3330000","CDFI2263102012000003","20120724","","01","영업/정상","13","영업중","","","","","747-4334","","612726","부산광역시 해운대구 우동 760-3 오션타워 1422호","부산광역시 해운대구 해운대해변로 203, 1422호 (우동, 오션타워)","48093","(주)비즈렌탈","20120724115116","I","2018-08-31 23:59:59.0","","396180.621244719","186522.35047527","국제회의기획업","","일반상업지역","","기타","","","사무실","","","","","","","","","","","","","","39.06","","","","","","","","","200000000","","","","39",
"73","국제회의기획업","03_08_01_P","3330000","CDFI2263102020000001","20200117","","01","영업/정상","13","영업중","","","","","051-731-0311","","","부산광역시 해운대구 우동 1466-2 영상산업센터 901호","부산광역시 해운대구 센텀서로 39, 영상산업센터 901호 (우동)","48058","(주)케이드래곤","20200117180248","I","2020-01-19 00:23:25.0","","393674.032955782","187973.297243244","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"74","국제회의기획업","03_08_01_P","3330000","CDFI2263102022000001","20220104","","01","영업/정상","13","영업중","","","","","051-742-8407","","","부산광역시 해운대구 우동 1500 벡스코","부산광역시 해운대구 APEC로 55, 벡스코 사무동 B10호 (우동)","48060","주식회사 더플랜비","20220104091935","I","2022-01-06 00:22:40.0","","394482.139208377","187606.035424193","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","55000000","","","","0",
"75","국제회의기획업","03_08_01_P","3330000","CDFI2263102020000003","20200401","","01","영업/정상","13","영업중","","","","","051-747-0002","","","부산광역시 해운대구 중동 1774-5 해운대로데오아울렛 214호","부산광역시 해운대구 좌동순환로 473, 해운대로데오아울렛 2층 214호 (중동)","48097","두컴스","20200401091857","I","2020-04-03 00:23:21.0","","397589.427500231","187097.471409014","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"76","국제회의기획업","03_08_01_P","3330000","CDFI2263102020000005","20200615","","01","영업/정상","13","영업중","","","","","051-746-4802","","","부산광역시 해운대구 좌동 1473-5 해천빌딩","부산광역시 해운대구 해운대로774번길 11, 해천빌딩 4층 (좌동)","48104","트리아이나","20200615090722","I","2020-06-17 00:23:27.0","","398100.312047176","187613.607083744","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"77","국제회의기획업","03_08_01_P","3330000","CDFI2263102020000004","20200406","","01","영업/정상","13","영업중","","","","","051-740-7561","","","부산광역시 해운대구 우동 1500 벡스코 254-C호","부산광역시 해운대구 APEC로 55, 벡스코 254-C호 (우동)","48060","(주)맥디자인","20200406092922","I","2020-04-08 00:23:21.0","","394482.139208377","187606.035424193","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"78","국제회의기획업","03_08_01_P","3330000","CDFI2263102021000004","20211110","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 재송동 1208-2 센텀스카이비즈","부산광역시 해운대구 센텀중앙로 97, 센텀스카이비즈 에이동 2003호 (재송동)","48058","주식회사 에이블","20211110104839","I","2021-11-12 00:22:45.0","","393503.395720953","188279.474831569","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"79","국제회의기획업","03_08_01_P","3330000","CDFI2263102021000005","20130712","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 재송동 1212 큐비이센텀","부산광역시 해운대구 센텀중앙로 90, 큐비이센텀 1510호 (재송동)","48059","(주)아우라이엔에스","20211112175706","U","2021-11-14 02:40:00.0","","393605.930358633","188324.973749177","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"80","국제회의기획업","03_08_01_P","3330000","CDFI2263102020000006","20200728","","01","영업/정상","13","영업중","","","","","051-752-7272","","","부산광역시 해운대구 우동 1474 센텀에스에이치밸리 202호","부산광역시 해운대구 센텀동로 35, 센텀에스에이치밸리 202호 (우동)","48059","(주)투어스텝","20200728134111","I","2020-07-30 00:23:15.0","","394067.607348183","188000.240488194","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"81","국제회의기획업","03_08_01_P","3330000","CDFI2263102021000003","20210823","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1468 케이엔엔타워","부산광역시 해운대구 센텀서로 30, 케이엔엔타워 14층 1408호 (우동)","48058","마이스 솔루션","20210823152617","I","2021-08-25 00:22:50.0","","393851.969576247","187910.040763301","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50898243","","","","0",
"82","국제회의기획업","03_08_01_P","3330000","CDFI2263102021000002","20210521","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1468 케이엔엔타워 1409호","부산광역시 해운대구 센텀서로 30, KNN타워 1409호 (우동)","48058","(주)에이치에코디자인","20210521093734","I","2021-05-23 00:22:56.0","","393851.969576247","187910.040763301","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000000","","","","",
"83","국제회의기획업","03_08_01_P","3330000","CDFI2263102021000001","20210429","","01","영업/정상","13","영업중","","","","","051-902-9003","","","부산광역시 해운대구 우동 1470 에이스하이테크21 713호","부산광역시 해운대구 센텀중앙로 48, 에이스하이테크21 713호 (우동)","48059","(주)컨벤션숲","20210429131008","I","2021-05-01 00:23:12.0","","393963.840834294","188061.35516256","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"84","국제회의기획업","03_08_01_P","3330000","CDFI2263102020000007","20200908","","01","영업/정상","13","영업중","","","","","051-816-7189","","","부산광역시 해운대구 우동 1520 롯데갤러리움센텀 S동 2808호","부산광역시 해운대구 센텀1로 9, 롯데갤러리움센텀 S동 2808호 (우동)","48060","나무컨벤션","20200908105536","I","2020-09-10 00:23:12.0","","394085.659790124","187458.456044384","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"85","국제회의기획업","03_08_01_P","3330000","CDFI2263102022000004","20220603","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1407 해운대두산위브더제니스","부산광역시 해운대구 마린시티2로 33, 104동 303호 (우동, 해운대두산위브더제니스)","48119","더블유웰니스 주식회사","20220603084840","I","2022-06-05 00:22:31.0","","395388.715069604","186268.853282623","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"86","국제회의기획업","03_08_01_P","3330000","CDFI2263102015000002","20010203","","04","취소/말소/만료/정지/중지","35","직권말소","20180309","","","","","","612822","부산광역시 해운대구 우동 760-3 오션타워 519호","","","(주)리컨벤션","20180309144526","I","2018-08-31 23:59:59.0","","396180.621244719","186522.35047527","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"87","국제회의기획업","03_08_01_P","3340000","CDFI2263102022000001","20220415","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 신평동 632-4","부산광역시 사하구 하신번영로151번길 30, 2층 (신평동)","49431","브리즈인 주식회사","20220415135251","I","2022-04-17 00:22:33.0","","378517.870747327","179229.993364193","국제회의기획업","","일반주거지역","5","기타","","","사무실","4","1","0","0","","","0","0","","0","0","","0","39.44","","0","","","","","","","50000000","","","","39",
"88","국제회의기획업","03_08_01_P","3340000","CDFI2263102020000001","20200217","","01","영업/정상","13","영업중","","","","","070-8881-3825","","","부산광역시 사하구 괴정동 250 605호","부산광역시 사하구 낙동대로 164, 한라빌딩 6층 605호 (괴정동)","49339","(주)더굿커뮤니케이션","20200217175741","I","2020-02-19 00:23:23.0","","382115.871857602","180000.702450066","국제회의기획업","","일반주거지역","","학교정화(상대)","","","교육연구시설","","","","","","","","","","","","","","35.8","","","","","","","","","57840490","","","","36",
"89","국제회의기획업","03_08_01_P","3350000","CDFI2263102009000001","20090409","","03","폐업","03","폐업","20110930","","","","051-582-7578","","609814","부산광역시 금정구 남산동 132-8 4층","부산광역시 금정구 두실로 30  (남산동,4층)","","(주)케이지엔(KGN)","20110930180403","I","2018-08-31 23:59:59.0","","389965.481156377","197737.979994619","국제회의기획업","","일반주거지역","7","학교정화(상대)","","","근린생활시설","6","1","","","","","","","","","","","","18","","","","","","","","","50000000","","","","18",
"90","국제회의기획업","03_08_01_P","3350000","CDFI2263102013000001","20130204","","03","폐업","03","폐업","20170831","","","","051-552-8890","","609853","부산광역시 금정구 구서동 420-12 유림노르웨이아침 415호","부산광역시 금정구 중앙대로 1799, 415호 (구서동, 유림노르웨이아침)","609853","(주)리얼컨벡스","20180109150650","I","2018-08-31 23:59:59.0","","390411.747203141","195953.770768749","국제회의기획업","","일반상업지역","","기타","","","근린생활시설","","","","","","","","","","","","","","23.18","","","","","","","","","50000000","","","","23",
"91","국제회의기획업","03_08_01_P","3350000","CDFI2263102020000001","20200108","","01","영업/정상","13","영업중","","","","","051-777-3691","","","부산광역시 금정구 부곡동 22-8","부산광역시 금정구 무학송로 128 (부곡동)","46253","G&CK","20200108153850","I","2020-01-10 00:23:25.0","","390532.431193272","195691.475919059","국제회의기획업","","상업지역","","기타","","","사무실","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"92","국제회의기획업","03_08_01_P","3360000","CDFI2263102003000001","20030630","","03","폐업","03","폐업","20070521","","","","","","618270","부산광역시 강서구 송정동","","","인아시아","20070521183131","I","2018-08-31 23:59:59.0","","","","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"93","국제회의기획업","03_08_01_P","3360000","CDFI2263102022000001","20220504","","01","영업/정상","13","영업중","","","","","051-314-4607","","","부산광역시 강서구 대저1동 2400-49","부산광역시 강서구 공항로1309번길 95-5 (대저1동)","46702","(주)트윈스라이팅","20220504133704","I","2022-05-06 00:22:32.0","","380573.660072417","192456.290851497","국제회의기획업","","","2","","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","420.56","","0","","","","","","","517808608","","","","421",
"94","국제회의기획업","03_08_01_P","3370000","CDFI2263102012000001","20120420","","03","폐업","03","폐업","20190712","","","","051-865-9090","","611804","부산광역시 연제구 거제동 605-40 진벽빌딩 4층","부산광역시 연제구 거제대로 140 (거제동)","47546","(주)미리내에이앤씨","20190715152621","U","2019-07-17 02:40:00.0","","388466.376382035","188821.04584235","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"95","국제회의기획업","03_08_01_P","3370000","CDFI2263102019000001","20190117","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 487-31","부산광역시 연제구 고분로242번길 57-1, 2층 (연산동)","47570","케이프로모션","20190117135849","I","2019-01-19 02:21:19.0","","392022.481731277","188993.601484292","국제회의기획업","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"96","국제회의기획업","03_08_01_P","3370000","CDFI2263102012000002","20120801","","01","영업/정상","13","영업중","","","","","051-866-2300","","","부산광역시 연제구 거제동 41-3","부산광역시 연제구 월드컵대로187번길 75 (거제동)","47538","동서문화기획","20151112112616","I","2018-08-31 23:59:59.0","","388844.475007483","189248.000752848","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221090779","","","","",
"97","국제회의기획업","03_08_01_P","3370000","CDFI2263102021000001","20200212","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 41-3","부산광역시 연제구 월드컵대로187번길 75, 2층 (거제동)","47538","(주)제이디컨벤션","20211119100812","I","2021-11-20 00:22:44.0","","388844.475007483","189248.000752848","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"98","국제회의기획업","03_08_01_P","3370000","CDFI2263102020000001","20200820","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 365-3","부산광역시 연제구 과정로276번가길 32, 2층 (연산동)","47562","(주)플랫폼제이","20200820115252","I","2020-08-22 00:23:13.0","","390848.822006994","189873.536256196","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52330000","","","","",
"99","국제회의기획업","03_08_01_P","3370000","CDFI2263102005000001","20050328","20190305","04","취소/말소/만료/정지/중지","31","등록취소","","","","","817-0114","","611832","부산광역시 연제구 연산동 1980-2 욱성빌딩 3층","부산광역시 연제구 연수로 124 (연산동,욱성빌딩 3층)","","(주)거인","20190404164317","U","2019-04-06 02:40:00.0","","389814.861359832","188152.123081973","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","","","","",
"100","국제회의기획업","03_08_01_P","3380000","CDFI2263102006000001","20060526","","03","폐업","03","폐업","20120420","","","","611-0002","","613011","부산광역시 수영구 남천동 69-2 신흥빌딩 5층","부산광역시 수영구 수영로427번길 11  (남천동,신흥빌딩 5층)","","(주)이즈컴","20120503172926","I","2018-08-31 23:59:59.0","","392101.086489172","184820.861054293","국제회의기획업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"101","국제회의기획업","03_08_01_P","3380000","CDFI2263102017000001","20170410","","01","영업/정상","13","영업중","","","","","051 462 3188","","","부산광역시 수영구 민락동 177-1 1106호","부산광역시 수영구 광안해변로 263, 1106호 (민락동, 파로스오피스텔)","48285","오션피앤이","20170410171440","I","2018-08-31 23:59:59.0","","393339.479016586","186122.144380181","국제회의기획업","","","","","","","","","","","","Ocean P&E","","","","","","","","","31.9","","","","","","","","","54000000","","","","32",
"102","국제회의기획업","03_08_01_P","3380000","CDFI2263102017000002","20170821","","01","영업/정상","13","영업중","","","","","051-621-9411","","","부산광역시 수영구 남천동 3-17 광명빌딩 308호","부산광역시 수영구 광남로 60, 광명빌딩 308호 (남천동)","48304","세종기획","20211117163017","U","2021-11-19 02:40:00.0","","392489.227524041","185211.561927582","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000000","","","","",
"103","국제회의기획업","03_08_01_P","3380000","CDFI2263102017000003","20170914","","01","영업/정상","13","영업중","","","","","07086322291","","","부산광역시 수영구 남천동 11-1","부산광역시 수영구 광남로 22, 402호 (남천동)","48307","(주)월드시티홀딩스","20170914185838","I","2018-08-31 23:59:59.0","","392277.401319602","184886.188200141","국제회의기획업","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","96050212","","","","",
"104","국제회의기획업","03_08_01_P","3380000","CDFI2263102020000002","20181127","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 507-8","부산광역시 수영구 수영로 566, 4층 (광안동)","48298","쉐어모먼츠위드","20200416175234","I","2020-04-18 00:23:21.0","","392467.734821116","186150.067123867","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"105","국제회의기획업","03_08_01_P","3380000","CDFI2263102020000001","20170522","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 224-4","부산광역시 수영구 수영로388번길 25-11, 1층 (남천동)","48311","(주)마이스원아시아","20200409151258","I","2020-04-11 00:23:21.0","","392109.869467969","184407.93811059","국제회의기획업","","","5","","","","","5","","","","","","","","","","","","","10","","","","","","","","","50000000","","","","10",
"106","국제회의기획업","03_08_01_P","3380000","CDFI2263102022000002","20220630","","01","영업/정상","13","영업중","","","","","051-623-0678","","","부산광역시 수영구 남천동 16-29 지하1층","부산광역시 수영구 남천동로16번길 5, 지하1층 (남천동)","48308","주식회사 아이엠아이","20220630150314","I","2022-07-02 00:22:30.0","","392252.450486127","184610.087223317","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"107","국제회의기획업","03_08_01_P","3380000","CDFI2263102022000001","20220511","","01","영업/정상","13","영업중","","","","","051-624-2972","","","부산광역시 수영구 광안동 752-1 4층","부산광역시 수영구 수영로575번길 33, 4층 (광안동)","48260","타피사코리아(주)","20220511181655","I","2022-05-13 00:22:32.0","","392310.413539575","186283.701222687","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","110000000","","","","0",
"108","국제회의기획업","03_08_01_P","3390000","CDFI2263102019000001","20110608","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 모라동 1375","부산광역시 사상구 모라로 22, 610호 (모라동)","46918","(주)예홀","20190424112301","I","2019-04-26 02:20:49.0","","380700.827195332","189776.290986029","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308652139","","","","",
"109","국제회의기획업","03_08_01_P","3390000","CDFI2263102020000001","20190906","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 괘법동 578 산업용품유통상가","부산광역시 사상구 괘감로 37, 산업용품유통상가 27동 136호 (괘법동)","46977","피알아이커뮤니케이션","20200414171341","I","2020-04-16 00:23:21.0","","380291.656000926","186303.922053702","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000000","","","","",
"110","국제회의기획업","03_08_01_P","3390000","CDFI2263102021000002","20210706","","01","영업/정상","13","영업중","","","","","0517111833","","","부산광역시 사상구 괘법동 559-7 제이엠빌딩","부산광역시 사상구 광장로 62, 제이엠빌딩 5층 536호 (괘법동)","46972","테스인터내셔널","20210706180712","I","2021-07-08 00:22:53.0","","380625.391364589","186530.255912963","국제회의기획업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"111","국제회의기획업","03_08_01_P","3390000","CDFI2263102021000001","20210427","","01","영업/정상","13","영업중","","","","","0519320001","","","부산광역시 사상구 감전동 140-9 LS산전부산물류센타","부산광역시 사상구 대동로 290, LS산전부산물류센타 (감전동)","46986","엔컴(주)","20210427154642","I","2021-04-29 00:23:08.0","","380978.438967999","185572.036119973","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"112","국제회의기획업","03_08_01_P","3400000","CDFI2263102021000002","20060203","","01","영업/정상","13","영업중","","","","","051-467-1905","","","부산광역시 기장군 정관읍 방곡리 437 정관 파스텔라 타운하우스","부산광역시 기장군 정관읍 정관덕산길 80, 403호 (정관 파스텔라 타운하우스)","46022","(주)아이엘에스","20211230180336","I","2022-01-01 00:22:41.0","","398882.02070037","204615.299501841","국제회의기획업","관광사업","","0","","","","","6","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"113","국제회의기획업","03_08_01_P","3400000","CDFI2263102018000001","20181128","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 청강리 146-1","부산광역시 기장군 기장읍 청강로74번길 18","46080","(주)파워","20191105110707","U","2019-11-07 02:40:00.0","","402202.194218188","195364.656354889","국제회의기획업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","808598726","","","","",
